##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/mW,Sensit./(uV/mW)
50.13,10.01667,-0.03422,0.08954324,1.04801
50.23,10.5143,-0.03447974,0.11547,1.04796
50.33,10.696069999999999,-0.03568191,0.1313,1.04792
50.43,10.82049,-0.03723579,0.1533,1.04787
50.53,10.919030000000001,-0.03570948,0.16521,1.0478299999999998
50.63,11.00286,-0.03648155,0.17227,1.04779
50.73,11.07777,-0.03703489,0.19614,1.04774
50.83,11.14702,-0.03713331,0.21145999999999998,1.0477
50.93,11.211,-0.03862323,0.21953000000000003,1.04765
51.03,11.27117,-0.03836951,0.2257,1.04761
51.13,11.32803,-0.03713511,0.23595,1.04756
51.23,11.382539999999999,-0.03704531,0.24253000000000002,1.04752
51.33,11.43528,-0.03784642,0.24816999999999997,1.04748
51.43,11.486189999999999,-0.03708593,0.26365,1.0474299999999999
51.53,11.53571,-0.0357968,0.26643,1.04739
51.63,11.583789999999999,-0.03865625,0.27483,1.04734
51.73,11.63081,-0.03904489,0.28506,1.0473
51.83,11.67689,-0.03903841,0.2831,1.04725
51.93,11.7224,-0.0369013,0.29312,1.04721
52.03,11.76695,-0.03706972,0.29789,1.0471700000000002
52.13,11.810780000000001,-0.03729829,0.30754000000000004,1.04712
52.23,11.85405,-0.03784747,0.31501,1.04708
52.33,11.8968,-0.03860631,0.32019000000000003,1.04703
52.43,11.939160000000001,-0.03925491,0.32204,1.0469899999999999
52.53,11.98093,-0.03862873,0.32503000000000004,1.04695
52.63,12.02236,-0.04005799,0.32857,1.0469
52.73,12.063310000000001,-0.03966673,0.32921999999999996,1.0468600000000001
52.83,12.1041,-0.03992981,0.33514,1.04681
52.93,12.14478,-0.03989501,0.33168000000000003,1.04677
53.03,12.185260000000001,-0.03884149,0.33391,1.04672
53.13,12.22541,-0.03853623,0.33542,1.0466799999999998
53.23,12.265080000000001,-0.03929858,0.34302,1.04664
53.33,12.30454,-0.04058925,0.3376,1.04659
53.43,12.34414,-0.04045096,0.33593,1.04655
53.53,12.38344,-0.03947472,0.342,1.0465
53.63,12.42258,-0.03915205,0.34214,1.04646
53.73,12.461789999999999,-0.03915438,0.34504,1.0464200000000001
53.83,12.500910000000001,-0.03951502,0.34286,1.04637
53.93,12.53978,-0.04009416,0.34551,1.04633
54.03,12.57865,-0.03914994,0.34591,1.0462799999999999
54.13,12.617239999999999,-0.03882021,0.35414,1.04624
54.23,12.65574,-0.03924172,0.34804,1.0462
54.33,12.69426,-0.04011592,0.35097,1.04615
54.43,12.73276,-0.04014643,0.34952,1.04611
54.53,12.77062,-0.04164063,0.36075,1.04606
54.63,12.80861,-0.04001784,0.35749000000000003,1.0460200000000002
54.73,12.84638,-0.04012955,0.35769,1.04597
54.83,12.88386,-0.04016117,0.36249000000000003,1.04593
54.93,12.92148,-0.04110291,0.36186,1.04589
55.03,12.95933,-0.04112825,0.36074,1.0458399999999999
55.13,12.99719,-0.04112982,0.36524,1.0458
55.23,13.03457,-0.04113124,0.36679,1.04575
55.33,13.07201,-0.04122672,0.37217,1.0457100000000001
55.43,13.10944,-0.04145147,0.37156999999999996,1.04567
55.53,13.14678,-0.04145468,0.37074,1.04562
55.63,13.18389,-0.04147895,0.37751999999999997,1.04558
55.73,13.221020000000001,-0.04137881,0.37634,1.0455299999999998
55.83,13.25823,-0.04145395,0.38788,1.04549
55.93,13.295320000000002,-0.04145992,0.37482,1.04545
56.03,13.332410000000001,-0.04146078,0.37995,1.0454
56.13,13.36941,-0.04141512,0.37505,1.04536
56.23,13.406089999999999,-0.04291081,0.37444,1.04531
56.33,13.443270000000002,-0.04277828,0.38575,1.0452700000000001
56.43,13.48032,-0.04277359,0.38485,1.0452299999999999
56.53,13.51729,-0.04312404,0.39064,1.04518
56.63,13.55432,-0.04374477,0.38523,1.04514
56.73,13.59136,-0.04375794,0.3974,1.04509
56.83,13.62796,-0.04374599,0.38889,1.04505
56.93,13.66487,-0.04319027,0.38873,1.04501
57.03,13.70183,-0.04244747,0.39044,1.04496
57.13,13.738439999999999,-0.04244141,0.39603,1.04492
57.23,13.775070000000001,-0.04244905,0.38881,1.04488
57.33,13.811639999999999,-0.04268228,0.39483,1.04483
57.43,13.8482,-0.04301508,0.39633,1.0447899999999999
57.53,13.88486,-0.04409113,0.39684,1.04474
57.63,13.921170000000002,-0.04263879,0.38838,1.0447
57.73,13.957679999999998,-0.04277233,0.39552,1.0446600000000001
57.83,13.99409,-0.04313812,0.39936,1.04461
57.93,14.030370000000001,-0.04405918,0.40116,1.04457
58.03,14.06691,-0.04540432,0.40165,1.0445200000000001
58.13,14.103029999999999,-0.04538967,0.40465,1.0444799999999999
58.23,14.13895,-0.0449943,0.41395,1.04444
58.33,14.17494,-0.04412789,0.40671999999999997,1.04439
58.43,14.2109,-0.04412994,0.42001000000000005,1.04435
58.53,14.246879999999999,-0.04520937,0.41978000000000004,1.0443
58.63,14.28271,-0.04540903,0.41258,1.04426
58.73,14.31848,-0.04533754,0.41311000000000003,1.0442200000000001
58.83,14.35375,-0.0440845,0.41052,1.04417
58.93,14.38928,-0.04408955,0.41697,1.04413
59.03,14.42486,-0.04408997,0.42036999999999997,1.04409
59.13,14.46006,-0.04409,0.41801000000000005,1.0440399999999999
59.23,14.494979999999998,-0.04409,0.42075,1.044
59.33,14.530120000000002,-0.04409,0.42256000000000005,1.04395
59.43,14.565029999999998,-0.04408998,0.42466000000000004,1.0439100000000001
59.53,14.600370000000002,-0.04409006,0.41941999999999996,1.04387
59.63,14.63517,-0.04409494,0.41841999999999996,1.04382
59.73,14.670029999999999,-0.0442339,0.43195,1.04378
59.83,14.704820000000002,-0.04530894,0.42585,1.04374
59.93,14.739579999999998,-0.04708172,0.4296,1.04369
60.03,14.774289999999999,-0.04731424,0.43103,1.04365
60.13,14.80913,-0.04724691,0.42868999999999996,1.0436
60.23,14.843960000000001,-0.04663736,0.43849,1.04356
60.33,14.87875,-0.0455122,0.43112,1.04352
60.43,14.913379999999998,-0.04460962,0.43223999999999996,1.0434700000000001
60.53,14.94786,-0.04462914,0.43504,1.0434299999999999
60.63,14.98259,-0.04463022,0.43468,1.04339
60.73,15.0173,-0.04462667,0.44591000000000003,1.04334
60.83,15.05209,-0.04539493,0.44253000000000003,1.0433
60.93,15.086689999999999,-0.04593893,0.45011999999999996,1.04325
61.03,15.12139,-0.04594898,0.44586000000000003,1.04321
61.13,15.15647,-0.04594813,0.44787,1.0431700000000002
61.23,15.19091,-0.04592032,0.44916000000000006,1.04312
61.33,15.22545,-0.04535761,0.44343999999999995,1.04308
61.43,15.26014,-0.04570447,0.44404,1.04304
61.53,15.29449,-0.04556619,0.44033,1.0429899999999999
61.63,15.32889,-0.04632768,0.44061000000000006,1.04295
61.73,15.36369,-0.04629175,0.447,1.0429
61.83,15.398370000000002,-0.04629038,0.44141,1.0428600000000001
61.93,15.43286,-0.04629146,0.44836000000000004,1.04282
62.03,15.46734,-0.04661781,0.44778999999999997,1.04277
62.13,15.50182,-0.04661897,0.45083,1.04273
62.23,15.536129999999998,-0.0467894,0.46033999999999997,1.04269
62.33,15.570520000000002,-0.04794129,0.45401,1.04264
62.43,15.604829999999998,-0.04675288,0.45414,1.0426
62.53,15.63923,-0.04663866,0.45738,1.04255
62.63,15.67371,-0.04714984,0.45238999999999996,1.04251
62.73,15.707939999999999,-0.04789485,0.45153000000000004,1.04247
62.83,15.7422,-0.04795523,0.45374,1.0424200000000001
62.93,15.776539999999999,-0.04853122,0.45671000000000006,1.0423799999999999
63.03,15.810629999999998,-0.04889513,0.4431,1.04234
63.13,15.84491,-0.04886787,0.45976999999999996,1.04229
63.23,15.87936,-0.05013106,0.45458000000000004,1.04225
63.33,15.91368,-0.05022448,0.45445,1.04221
63.43,15.94803,-0.05022212,0.45153999999999994,1.04216
63.53,15.982289999999999,-0.04962216,0.45661,1.0421200000000002
63.63,16.0167,-0.04891016,0.451,1.04208
63.73,16.05046,-0.04890734,0.46041000000000004,1.04203
63.83,16.08471,-0.04961954,0.46074,1.04199
63.93,16.11882,-0.04989737,0.44805,1.0419399999999999
64.03,16.15311,-0.04989976,0.46052,1.0419
64.13,16.187179999999998,-0.04989997,0.46392,1.04186
64.23,16.22145,-0.04989989,0.47057,1.0418100000000001
64.33,16.25546,-0.04989828,0.47093,1.04177
64.43,16.289720000000003,-0.04987234,0.47383000000000003,1.0417299999999998
64.53,16.3236,-0.05026017,0.47105,1.04168
64.63,16.357210000000002,-0.0501413,0.4725,1.04164
64.73,16.39149,-0.05132147,0.46926,1.0416
64.83,16.42548,-0.05122699,0.47342,1.04155
64.93,16.45948,-0.05122034,0.47568,1.04151
65.03,16.493479999999998,-0.05121816,0.47831999999999997,1.0414700000000001
65.13,16.527379999999997,-0.05119352,0.47622,1.04142
65.23,16.56126,-0.05055873,0.47392,1.04138
65.33,16.59514,-0.04989537,0.4807,1.04134
65.43,16.62895,-0.04989035,0.48452,1.04129
65.53,16.6628,-0.04977576,0.47791999999999996,1.04125
65.63,16.69657,-0.05127754,0.47985,1.0412
65.73,16.730539999999998,-0.05123314,0.47831,1.04116
65.83,16.76406,-0.05174082,0.47823000000000004,1.04112
65.93,16.79779,-0.05254274,0.49548000000000003,1.0410700000000002
66.03,16.83136,-0.0525308,0.48226,1.04103
66.13,16.865070000000003,-0.05252981,0.48408999999999996,1.0409899999999999
66.23,16.89881,-0.05252744,0.48376,1.04094
66.33,16.932479999999998,-0.05250338,0.48186999999999997,1.0409
66.43,16.966070000000002,-0.05384847,0.48134,1.0408600000000001
66.53,16.99982,-0.05384997,0.49338000000000004,1.04081
66.63,17.033920000000002,-0.05385001,0.49323999999999996,1.04077
66.73,17.067420000000002,-0.05384999,0.49926000000000004,1.04073
66.83,17.101110000000002,-0.05384978,0.49801999999999996,1.0406799999999998
66.93,17.13481,-0.05384588,0.5028699999999999,1.04064
67.03,17.1686,-0.05377197,0.5008199999999999,1.0406
67.13,17.20223,-0.05252584,0.49623999999999996,1.04055
67.23,17.23614,-0.05252965,0.5063300000000001,1.04051
67.33,17.2699,-0.05253,0.49818,1.04047
67.43,17.30377,-0.05253047,0.50174,1.0404200000000001
67.53,17.337529999999997,-0.0525373,0.50162,1.0403799999999999
67.63,17.37116,-0.05264672,0.50013,1.04034
67.73,17.40494,-0.05212328,0.49401999999999996,1.04029
67.83,17.438660000000002,-0.05219441,0.50803,1.04025
67.93,17.47256,-0.05220048,0.5058699999999999,1.04021
68.03,17.50646,-0.05221325,0.50645,1.04016
68.13,17.54026,-0.05244701,0.50767,1.0401200000000002
68.23,17.57406,-0.05342138,0.5109600000000001,1.04008
68.33,17.60771,-0.05467099,0.51089,1.04003
68.43,17.64145,-0.0545525,0.5079,1.03999
68.53,17.67509,-0.05321154,0.5040399999999999,1.03995
68.63,17.70883,-0.05329386,0.51269,1.0399
68.73,17.74267,-0.0532991,0.5088,1.03986
68.83,17.77644,-0.05329311,0.51043,1.03982
68.93,17.81009,-0.05320269,0.51394,1.03977
69.03,17.84358,-0.05457285,0.51826,1.0397299999999998
69.13,17.8767,-0.05460868,0.51754,1.03969
69.23,17.91025,-0.05460991,0.51559,1.03964
69.33,17.94387,-0.05460999,0.5231,1.0396
69.43,17.97735,-0.05461,0.52883,1.03956
69.53,18.01097,-0.05460998,0.52405,1.03951
69.63,18.04458,-0.05460977,0.52685,1.0394700000000001
69.73,18.07829,-0.05460684,0.5366,1.0394299999999999
69.83,18.11208,-0.05469337,0.53218,1.03938
69.93,18.145960000000002,-0.05667132,0.5283800000000001,1.03934
70.03,18.17964,-0.05659533,0.52557,1.0393
70.13,18.21319,-0.0565902,0.5340699999999999,1.03925
70.23,18.24662,-0.05658782,0.53593,1.03921
70.33,18.28035,-0.05656177,0.5363899999999999,1.0391700000000001
70.43,18.31411,-0.05543744,0.54889,1.03912
70.53,18.34791,-0.05528879,0.54892,1.03908
70.63,18.38174,-0.05528134,0.54075,1.03904
70.73,18.415470000000003,-0.05528959,0.5392100000000001,1.0389899999999999
70.83,18.44916,-0.05622477,0.55142,1.03895
70.93,18.48301,-0.05659255,0.547,1.03891
71.03,18.51666,-0.05725005,0.5522699999999999,1.0388600000000001
71.13,18.55101,-0.05725267,0.54367,1.03882
71.23,18.58496,-0.05860666,0.54493,1.03878
71.33,18.61863,-0.05856387,0.54866,1.03873
71.43,18.65232,-0.05856031,0.54725,1.03869
71.53,18.68611,-0.05856002,0.5485,1.03865
71.63,18.71987,-0.05856,0.55711,1.0386
71.73,18.75366,-0.05856,0.5464,1.03856
71.83,18.78728,-0.05856,0.54687,1.03852
71.93,18.82086,-0.05856,0.5546,1.0384799999999998
72.03,18.85451,-0.05856,0.55092,1.03843
72.13,18.888170000000002,-0.05856,0.55474,1.03839
72.23,18.92201,-0.05856,0.5561699999999999,1.03835
72.33,18.95562,-0.05856,0.55125,1.0383
72.43,18.98911,-0.05856004,0.54986,1.03826
72.53,19.02285,-0.05856064,0.55006,1.0382200000000001
72.63,19.05633,-0.05856926,0.55023,1.03817
72.73,19.08987,-0.05871351,0.54403,1.03813
72.83,19.12349,-0.05939875,0.55037,1.03809
72.93,19.15705,-0.06017168,0.5532600000000001,1.03804
73.03,19.19079,-0.06020502,0.5474100000000001,1.038
73.13,19.224339999999998,-0.0601776,0.55124,1.03796
73.23,19.25799,-0.0605678,0.55177,1.03791
73.33,19.29143,-0.06045226,0.55814,1.03787
73.43,19.32499,-0.06178087,0.56228,1.03783
73.53,19.358629999999998,-0.06158042,0.56323,1.03779
73.63,19.39235,-0.06050488,0.5572,1.0377399999999999
73.73,19.426029999999997,-0.06054952,0.56137,1.0377
73.83,19.45966,-0.06058705,0.55504,1.03766
73.93,19.49345,-0.06136892,0.55506,1.0376100000000001
74.03,19.52704,-0.06183152,0.5629,1.03757
74.13,19.56073,-0.06185752,0.56121,1.0375299999999998
74.23,19.59439,-0.0618526,0.55582,1.03748
74.33,19.6281,-0.06291083,0.559,1.03744
74.43,19.66198,-0.06311094,0.55696,1.0374
74.53,19.69555,-0.06191286,0.56067,1.03735
74.63,19.72929,-0.06155262,0.55879,1.03731
74.73,19.7628,-0.06153155,0.55801,1.0372700000000001
74.83,19.79652,-0.0615301,0.56135,1.0372299999999999
74.93,19.83016,-0.06153001,0.5606800000000001,1.03718
75.03,19.86373,-0.06152998,0.55958,1.03714
75.13,19.89732,-0.06152972,0.5593899999999999,1.0371
75.23,19.93095,-0.06152635,0.54972,1.03705
75.33,19.96472,-0.06276001,0.55614,1.03701
75.43,19.99841,-0.06283549,0.56061,1.0369700000000002
75.53,20.03207,-0.06283975,0.5655600000000001,1.03692
75.63,20.06555,-0.06284003,0.5655399999999999,1.03688
75.73,20.09882,-0.06284068,0.56291,1.03684
75.83,20.132179999999998,-0.06284928,0.56686,1.0368
75.93,20.16554,-0.06377096,0.56691,1.03675
76.03,20.19885,-0.06416938,0.56313,1.03671
76.13,20.23229,-0.06481468,0.56545,1.03667
76.23,20.26574,-0.06415083,0.57153,1.03662
76.33,20.29901,-0.06415118,0.56508,1.0365799999999998
76.43,20.33247,-0.06321593,0.56418,1.03654
76.53,20.36583,-0.06312919,0.5638,1.03649
76.63,20.399179999999998,-0.06416811,0.56185,1.03645
76.73,20.43264,-0.06416052,0.5635100000000001,1.03641
76.83,20.466070000000002,-0.06416056,0.5603,1.03637
76.93,20.49934,-0.06416826,0.561,1.0363200000000001
77.03,20.53256,-0.06542878,0.54914,1.0362799999999999
77.13,20.56581,-0.06546669,0.5523,1.03624
77.23,20.59915,-0.06546977,0.55142,1.03619
77.33,20.63256,-0.06546998,0.54961,1.03615
77.43,20.66602,-0.06546987,0.56199,1.03611
77.53,20.6995,-0.06546858,0.55299,1.03607
77.63,20.73281,-0.06484909,0.5635899999999999,1.0360200000000002
77.73,20.76634,-0.06351392,0.5624399999999999,1.03598
77.83,20.799770000000002,-0.06284744,0.55089,1.0359399999999999
77.93,20.833170000000003,-0.06284191,0.5553100000000001,1.03589
78.03,20.86672,-0.06415923,0.55978,1.03585
78.13,20.90001,-0.06415999,0.56126,1.0358100000000001
78.23,20.9336,-0.06415998,0.56493,1.03577
78.33,20.967010000000002,-0.06416006,0.55614,1.03572
78.43,21.0004,-0.06416108,0.56138,1.03568
78.53,21.03385,-0.06548676,0.56198,1.03564
78.63,21.06715,-0.06547064,0.5658,1.03559
78.73,21.10041,-0.06546423,0.55333,1.03555
78.83,21.13368,-0.06680706,0.55778,1.03551
78.93,21.16692,-0.06679089,0.55688,1.0354700000000001
79.03,21.2002,-0.06679005,0.5623,1.03542
79.13,21.233620000000002,-0.06679006,0.55553,1.03538
79.23,21.26698,-0.06679081,0.56165,1.03534
79.33,21.30047,-0.06680693,0.5554600000000001,1.03529
79.43,21.33376,-0.06811145,0.56738,1.03525
79.53,21.36696,-0.0681143,0.54984,1.03521
79.63,21.40038,-0.06677128,0.55862,1.0351700000000001
79.73,21.433770000000003,-0.0667885,0.55599,1.03512
79.83,21.46719,-0.06678987,0.5483,1.03508
