LABORATORY,FSRI 
TEST IDENT,Cellulose_Ins_HF75_3
OPERATOR,Dow
MATERIAL,cellulose insulation
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.039478302001953125
SPEC HOLDER DIFF,-566
SPECIMEN MASS,22.399999618530273
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2924
TIME TO IGN,0
END OF TEST SCAN,2444
END OF TEST TIME,611
TEST STATUS,1
PRE TEST CMT,Dimensions: 98.4 x 99.6 x 35.7 mm
POST TEST CMT,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1. 
