Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50,10.96020087,-0.031484245,0.04793034,1.054020068
50.1,11.01348403,-0.017970797,0.048347883,1.054019762
50.2,11.06004316,-0.001607158,0.048188648,1.05402973
50.3,11.10295975,0.014654505,0.049077448,1.054030071
50.4,11.14007997,0.023869935,0.048341891,1.054029985
50.5,11.17534362,0.037240904,0.048870601,1.054029988
50.6,11.20758371,0.047764085,0.049540462,1.054030062
50.7,11.23738265,0.062450222,0.048244804,1.054029764
50.8,11.26451961,0.077653135,0.047669142,1.054039729
50.9,11.29214145,0.082830922,0.048689886,1.054040073
51,11.31948233,0.090105091,0.048767918,1.054039979
51.1,11.34410916,0.106395867,0.049157212,1.05404001
51.2,11.36791877,0.116751498,0.04974504,1.054039982
51.3,11.39016189,0.129562682,0.049868132,1.054040064
51.4,11.41197399,0.13374103,0.050125916,1.054039764
51.5,11.43230784,0.147383827,0.049933005,1.054049729
51.6,11.45193459,0.155152811,0.050377458,1.054050072
51.7,11.47092341,0.167973162,0.050528674,1.054049981
51.8,11.48894321,0.181454914,0.051868868,1.054050006
51.9,11.50707641,0.19378959,0.051132903,1.054049997
52,11.52544095,0.201149807,0.049857602,1.054050005
52.1,11.54350797,0.205167621,0.049446358,1.054049983
52.2,11.5615462,0.228492957,0.04855259,1.054050063
52.3,11.57892956,0.225487411,0.048418316,1.054049764
52.4,11.59527148,0.242917013,0.049825946,1.054059729
52.5,11.61143725,0.244569765,0.050119095,1.054060072
52.6,11.62679803,0.256968227,0.051110297,1.054059981
52.7,11.64171093,0.268965335,0.051700503,1.054060005
52.8,11.6562814,0.280107591,0.051558904,1.054059999
52.9,11.67066094,0.279733014,0.052012536,1.05406
53,11.68476715,0.29967536,0.052195514,1.05406
53.1,11.69884873,0.301055645,0.052287761,1.05406
53.2,11.71276831,0.316120203,0.052532478,1.05406
53.3,11.72643843,0.321679361,0.052738004,1.05406
53.4,11.73988493,0.323345244,0.052256882,1.05406
53.5,11.75322777,0.334141765,0.052105251,1.05406
53.6,11.76642968,0.342949678,0.051333612,1.05406
53.7,11.77922516,0.356129215,0.051047983,1.05406
53.8,11.79178783,0.365427013,0.051991907,1.05406
53.9,11.80428718,0.366755861,0.051709261,1.05406
54,11.81648041,0.380004378,0.052319571,1.05406
54.1,11.82873865,0.386109508,0.052541868,1.05406
54.2,11.84053801,0.401130936,0.052060699,1.05406
54.3,11.85248125,0.405339546,0.052535261,1.05406
54.4,11.86431398,0.408927487,0.052027576,1.05406
54.5,11.87579636,0.415231373,0.051336775,1.05406
54.6,11.88700888,0.422779975,0.050533367,1.05406
54.7,11.89795894,0.433187881,0.050109349,1.05406
54.8,11.90908661,0.439309427,0.050391166,1.05406
54.9,11.91995571,0.437950721,0.049863804,1.05406
55,11.93044805,0.451483324,0.051359993,1.05406
55.1,11.94115798,0.456731354,0.05217217,1.05406
55.2,11.95194918,0.47044733,0.052165123,1.05406
55.3,11.96266493,0.471445392,0.053213219,1.05406
55.4,11.97319261,0.485946058,0.052128538,1.054060001
55.5,11.98355825,0.488922582,0.052530211,1.054059995
55.6,11.99389028,0.488217009,0.051674133,1.054060017
