Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50,10.94291962,0.068208054,-0.017349349,1.054020331
50.1,10.99920203,0.095091219,-0.016079401,1.05401898
50.2,11.04682477,0.10191578,-0.018849794,1.054024999
50.3,11.08835139,0.118652414,-0.018293429,1.054031023
50.4,11.12924967,0.127599678,-0.015383943,1.054029659
50.5,11.16538117,0.14088358,-0.015900085,1.054030341
50.6,11.19893688,0.151319828,-0.016472519,1.054028976
50.7,11.23127005,0.156304365,-0.016225752,1.054035005
50.8,11.26096167,0.173533102,-0.016438763,1.054041005
50.9,11.28821701,0.179417885,-0.017255159,1.054039726
51,11.31372278,0.186791193,-0.017601025,1.054040091
51.1,11.33871438,0.199425847,-0.017330144,1.054039909
51.2,11.36323846,0.210270269,-0.016745107,1.054040274
51.3,11.38581928,0.21460158,-0.016215324,1.054038994
51.4,11.40760568,0.223660638,-0.016238257,1.054045
51.5,11.42897049,0.230915653,-0.015703411,1.054051005
51.6,11.44988611,0.255089696,-0.015566624,1.05404973
51.7,11.47017508,0.259401056,-0.016039121,1.054050074
51.8,11.48929732,0.271082972,-0.016924624,1.054049975
51.9,11.50746687,0.284447202,-0.017140922,1.054050025
52,11.52545269,0.289172068,-0.017109524,1.054049926
52.1,11.54299487,0.300180625,-0.016940002,1.05405027
52.2,11.56018156,0.306139119,-0.01672672,1.054048995
52.3,11.57717638,0.31208826,-0.016551411,1.054055
52.4,11.59373293,0.316805949,-0.016913678,1.054061005
52.5,11.6098669,0.329369413,-0.016724476,1.054059731
52.6,11.62561322,0.331920489,-0.01574799,1.054060072
52.7,11.64075399,0.342416699,-0.015412991,1.054059981
52.8,11.65550584,0.356964304,-0.015639556,1.054060005
52.9,11.67015014,0.355073244,-0.016107167,1.054059999
53,11.68452234,0.36044221,-0.015954244,1.05406
53.1,11.698648,0.37849932,-0.016028455,1.05406
53.2,11.71280191,0.389819558,-0.01642747,1.05406
53.3,11.72667438,0.394889336,-0.016755527,1.05406
53.4,11.74023184,0.393725714,-0.017130607,1.05406
53.5,11.75346452,0.406434514,-0.017863611,1.05406
53.6,11.76657507,0.416033333,-0.017775588,1.05406
53.7,11.77962271,0.420293621,-0.017554695,1.05406
53.8,11.7922091,0.427246896,-0.017619388,1.05406
53.9,11.80476587,0.435801408,-0.017447317,1.05406
54,11.81697615,0.442370221,-0.017169129,1.05406
54.1,11.82894828,0.447865467,-0.01789413,1.05406
54.2,11.8410195,0.449750738,-0.017914748,1.05406
54.3,11.85280749,0.457107792,-0.018525933,1.05406
54.4,11.86459429,0.461725943,-0.018494509,1.05406
54.5,11.87623036,0.469582815,-0.018536928,1.05406
54.6,11.88764427,0.481657221,-0.018004126,1.05406
54.7,11.89918883,0.485451145,-0.017946023,1.05406
54.8,11.91048168,0.490515375,-0.017577694,1.05406
54.9,11.92152196,0.4945573,-0.017641067,1.05406
55,11.93234048,0.50051894,-0.017653186,1.05406
55.1,11.94285986,0.504675453,-0.017136345,1.05406
55.2,11.95350758,0.514352584,-0.016978341,1.054059999
55.3,11.96402232,0.527715394,-0.017178383,1.054060005
55.4,11.97429689,0.531056673,-0.017308572,1.054059981
55.5,11.98461137,0.529345818,-0.01753559,1.054060072
55.6,11.99473262,0.535602792,-0.018082797,1.054059731
55.7,12.00479688,0.544556279,-0.018128181,1.054061005
55.8,12.01501985,0.543556109,-0.01812958,1.054055
55.9,12.02506245,0.556521334,-0.017838859,1.054048995
56,12.03497034,0.568640225,-0.0179885,1.05405027
56.1,12.04489995,0.568494773,-0.017507611,1.054049926
56.2,12.05468485,0.574814865,-0.017662699,1.054050025
56.3,12.06446188,0.579553466,-0.017197554,1.054049975
56.4,12.07418512,0.583477054,-0.01657924,1.054050074
56.5,12.08383265,0.59329845,-0.016679868,1.05404973
56.6,12.09349178,0.597027589,-0.015828328,1.054051005
56.7,12.10309522,0.602039368,-0.016194638,1.054045
56.8,12.1125461,0.609204283,-0.015700453,1.054038994
56.9,12.12193787,0.613446625,-0.015873652,1.054040274
57,12.13115368,0.619347248,-0.015521572,1.054039909
