Time after Ignition,PETG_R1,PETG_R2,PETG_R3,Mean,Std. Dev.
9.25,139.965512477969,133.39250504490877,150.92991439665724,141.429310639845,8.859865150595255
9.5,144.92712413503475,139.52316325799492,161.5876711220307,148.67931950502012,11.500863202013539
9.75,146.039681579031,144.32660235589813,164.1581378098257,151.50814058158494,10.988652442954795
10.0,150.73926027416206,152.21126748617277,169.81781850718187,157.5894487558389,10.615623928423737
10.25,156.2323244321363,156.84270057016187,177.90536801608232,163.66013100612682,12.340511450495965
10.5,160.67020600555125,160.62643359904766,184.86663233317802,168.72109064592564,13.982466387837162
10.75,165.61350423859477,167.4191254839942,190.31250060484487,174.44837677581128,13.768365395632227
11.0,169.9072544720161,169.31438671067525,198.0525976311699,179.09141293795372,16.423543063946347
11.25,177.58723350268363,179.7746792222031,206.91019325811197,188.0907019943329,16.33481460759667
11.5,180.62708041250224,177.97809675259168,210.23477592727835,189.61331769745743,17.907754835567893
11.75,188.67570854179462,186.19682672613365,215.47391814403184,196.78215113732003,16.23492621291836
12.0,190.98537808193146,190.81056691893832,224.73271040579507,202.17621846888827,19.534690581385785
12.25,196.1758809570524,199.03991766933697,228.06770238283295,207.76116700307412,17.644183486899486
12.5,209.7033438148828,202.1192171204815,234.9698091547006,215.59745669668828,17.200167855206367
12.75,207.58245113383035,211.19523433387374,243.0966315874128,220.62477235170562,19.544855940750928
13.0,210.40819891629124,218.94282542301636,237.30540385620688,222.21880939850485,13.74459754415161
13.25,217.65692927910897,223.17275709325537,250.33293918139478,230.38754185125302,17.492005176987192
13.5,219.07702040005157,225.4742292317342,257.44265969798283,233.99796977658954,20.554103832124376
13.75,230.5992686818609,236.84782562076208,258.92135265841085,242.12281565367797,14.87965893692487
14.0,237.1010104393139,244.5573993152424,261.3620438518727,247.67348453547638,12.427064250503582
14.25,237.37440617717905,244.22697359772118,266.9297626253612,249.51038080008712,15.469827647530044
14.5,243.4665144473051,257.55235916750854,275.14118405045133,258.72001922175497,15.869585568590985
14.75,246.2847948428483,260.23816864664326,275.2469138503517,260.58995911328105,14.484263935406252
15.0,255.3738168017768,257.90702797993697,283.2902684907097,265.52370442414116,15.438341516072978
15.25,257.0646508568141,266.4496365376828,284.102992278276,269.2057598909243,13.728260583904937
15.5,259.65209388220245,277.4357175087647,295.12680026861176,277.40487055319295,17.73737331037176
15.75,261.6407836023945,279.87549140732204,299.0544124401515,280.190229149956,18.708800084113882
16.0,268.1073603616998,281.8619167052254,301.5008751129731,283.82338405996614,16.78294439300393
16.25,274.0358813915664,293.71172593424444,307.48519128364035,291.7442662031504,16.81122411988806
16.5,272.1177419887334,286.2318707007758,306.62393279168674,288.3245151603987,17.348016358023404
16.75,275.04360831241877,297.02094506353234,316.05100166666494,296.0385183475387,20.521341308907953
17.0,281.245180098922,300.4216165844704,311.6306644975418,297.7658203936448,15.365850304818629
17.25,286.1705040705574,303.54417470220653,318.4036194797318,302.7060994174986,16.132892173519835
17.5,285.4972650331963,314.46953910153474,325.3900408136213,308.45228164945075,20.615865984729105
17.75,292.6717405046606,310.1492442297311,319.0004445659469,307.27380976677955,13.397807913974054
18.0,292.17558101891507,318.94323640377854,329.1351148541792,313.41797742562426,19.089215552551256
18.25,299.59085859572383,315.1241578270957,336.72193859740474,317.1456516734081,18.64789810007595
18.5,301.79735273087476,319.9273255640976,332.373834949807,318.0328377482598,15.376024495442199
18.75,306.6586267932525,324.8132160801527,337.64455851888397,323.03880046409637,15.56898854486868
19.0,303.33339427339786,342.75309395818965,335.65866766032565,327.24838529730437,21.012563334327
19.25,315.8867731363245,339.1211023294482,339.3555124208322,331.45446262886827,13.482524026491838
19.5,311.46462344298595,335.2776929825911,343.0471660264663,329.9298274840144,16.456427256621865
19.75,319.2753034234564,346.9906697627966,347.0056184204433,337.7571972022321,16.005791267633462
20.0,318.3605935048918,352.5578078459731,354.06373990691253,341.6607137525925,20.192539724141294
20.25,319.2154187982112,343.6662319883087,356.0192305223971,339.6336271029723,18.730364811670377
20.5,327.0031305822888,350.3867646756638,354.4589589796561,343.94961807920293,14.816655171619066
20.75,324.4450548908547,360.3046061224393,355.85287900076213,346.8675133380187,19.54557368568563
21.0,327.6992159295792,356.1519482494771,362.8531743630112,348.90144618068916,18.66487432510567
21.25,332.4043841516502,367.6370492733835,364.6603374569157,354.90059029398316,19.53905502854036
21.5,339.01211739744025,374.78346628939795,367.05506529573654,360.2835496608582,18.822524229831444
21.75,329.042657583846,372.16092562908045,367.981626677312,356.3950699634128,23.779875570920755
22.0,336.998357726239,376.2289728864855,378.2909461884732,363.83942560039924,23.267899065955316
22.25,346.48814377378903,378.061434998517,388.3530783769704,370.96755238309214,21.815374515539116
22.5,346.69643668437857,376.4486207276594,395.5205986824822,372.88855203150666,24.60600060036701
22.75,343.36176938204034,379.6960145164913,387.0118579187918,370.0232139391078,23.377443413982057
23.0,345.1803524308564,372.70796278240346,380.37553354597856,366.08794958641283,18.507934095081524
23.25,348.07517808278124,390.8289157217334,392.4963998584541,377.1334978876562,25.17905058274332
23.5,351.64217017649935,390.6680828144997,389.411492091809,377.24058169426934,22.17777624641193
23.75,352.9782237499188,392.52948354930027,398.4685837726309,381.3254303572833,24.72835052517958
24.0,352.2333475835563,398.40386898580573,409.1788099492181,386.60534217286,30.250625567525045
24.25,363.57636694416783,395.6976332249181,417.41306199520227,392.2290207214294,27.085436825516357
24.5,363.549199041471,395.9757941128915,413.0011452129499,390.84204612243747,25.12250527632205
24.75,364.8032350153536,393.97164177170174,407.4403122944816,388.7383963605123,21.794958886790415
25.0,367.19119774802317,403.6265772925988,420.4637467771373,397.09384060591975,27.230472020843752
25.25,362.46595985424267,402.7665277133449,406.0384918710037,390.4236598128637,24.26728616047666
25.5,368.47106321874713,402.7072229483714,420.14429218757704,397.1075261182319,26.287793773125703
25.75,372.9004008503474,400.5510686414886,421.44075677697367,398.29740875626993,24.348527173723944
26.0,377.1556855843572,408.28302113660476,425.96936442411936,403.80269038169376,24.713333106299373
26.25,383.3710789722115,413.0521111028476,420.42168901495614,405.61495969667175,19.61301460545193
26.5,378.11730933413946,419.15013540353146,430.83122572490373,409.3662234875249,27.685428380255434
26.75,384.9628970768008,414.8790998759518,428.60037037528906,409.4807891093472,22.31397742041293
27.0,387.456905637376,406.8687622745365,437.9474135805676,410.75769383082667,25.468916144537964
27.25,391.8893559925671,413.7208042524913,433.55773045047806,413.05596356517884,20.84214162090357
27.5,390.8306505765377,415.1656534021267,436.1591443862045,414.05181612162295,22.684764995009974
27.75,389.34828171849625,429.4406284016016,435.8497996728287,418.2129032643088,25.20206641990339
28.0,387.9622757310172,438.075095282827,438.6473232907748,421.5615647682063,29.099244476046174
28.25,401.0568930797315,434.9564632131126,441.15274528402045,425.72203385895483,21.58414592055345
28.5,402.14216998156064,435.9535473669413,430.67836231398496,422.92469322082894,18.190432883215816
28.75,400.8549922837492,443.7009326098735,442.75571751521727,429.1038808029466,24.468819645036543
29.0,395.79074922445614,443.76476746854325,443.2765007525938,427.6106724818644,27.557943286409987
29.25,398.5258998306237,444.535466153941,443.0362374356875,428.6992011400841,26.141595315149015
29.5,410.6587866988298,449.21101378524776,436.8701719308079,432.24665747162845,19.687590451763416
29.75,412.90076076345485,462.0875788144846,454.01557389063805,443.00130448952586,26.378426134371313
30.0,419.8971364855326,453.24060169232826,448.33083877338095,440.48952565041395,18.001703019950895
30.25,435.2729407770192,455.65457484331415,460.58771423759634,450.5050766193099,13.42003866646265
30.5,410.3762139290686,456.29029652285453,453.14522240021614,439.93724428404647,25.64885493633511
30.75,426.0596703400666,465.55506061958357,462.6422868569284,451.4190059388595,22.010065635005684
31.0,422.44457047794555,457.1997928791489,465.5132261590613,448.38586317205187,22.847128773783826
31.25,446.2142056371635,461.8351825337421,463.41379054798296,457.15439290629615,9.507301085398845
31.5,434.0139526103521,472.26678189856716,463.0965482950715,456.45909426799693,19.97151932401433
31.75,445.53806306078894,487.9433783632883,466.7471858077342,466.7428757439372,21.202657979804876
32.0,439.43304185936984,491.6289381219238,472.2925678237498,467.78484926834784,26.388303120774175
32.25,436.58566355238264,501.324314024061,484.0507189175505,473.9868988313314,33.52213555651512
32.5,434.2020296190558,480.65749501221336,471.37727287246395,462.0789325012443,24.583976823695632
32.75,445.3503411850742,501.4552038340641,490.7992899412911,479.20161165347645,29.796283484123308
33.0,462.40084093364453,494.376783950362,475.0688239045405,477.28214959618236,16.102463815051774
33.25,447.8626889677182,494.2941734255625,476.4163145983604,472.85772566388033,23.419401222986295
33.5,453.48108174919435,488.23809530328117,494.19151815163724,478.6368984013709,21.98800001094404
33.75,456.91773394673163,484.0388448176662,490.1590363346521,477.03853836635,17.691785210106598
34.0,472.52927817168114,511.2977386645981,502.77325076596304,495.5334225340807,20.373014427621793
34.25,452.7789977219903,520.378502720397,486.7508079814356,486.636102807941,33.79989847566147
34.5,460.35474800533643,518.0827851802034,496.65389000147195,491.69714106233727,29.18147681406673
34.75,456.2131433087378,504.67079277828907,505.28487406940343,488.7229367188101,28.15598115200763
35.0,473.4985247344601,506.8744440948897,506.2948730254703,495.55594728494003,19.104486196544066
35.25,463.4006250441081,521.0032633847296,519.382945410024,501.2622779462872,32.79916047627754
35.5,479.7801282720111,534.8897117111434,527.3002534341965,513.990031139117,29.86868024983686
35.75,481.9511984004944,511.38105856000345,507.0344284259165,500.1222284621381,15.885938703976803
36.0,464.49933118068003,525.5201380116124,544.8815027801297,511.63365732414076,41.951747724898034
36.25,475.7481425188455,533.6698848799789,522.5760079108935,510.6646784365726,30.743160002214275
36.5,472.7092424585307,516.4161429678011,517.4344922536204,502.1866258933174,25.533240284735903
36.75,490.9112285022897,545.9969627988935,537.0071055198265,524.6384322736699,29.55245487521553
37.0,478.95638541579115,549.264669985452,539.228840401992,522.4832986010783,38.027931805933264
37.25,484.1446008844313,526.8243589620346,538.1905978850847,516.3865192438502,28.49480341107021
37.5,500.95775690227396,545.631771139605,555.4731568245421,534.0208949554736,29.05325354402893
37.75,493.24614804952785,548.4072543888614,545.9151553076455,529.1895192486782,31.152802270864562
38.0,496.1171383561983,540.2514503766256,557.7075119978695,531.3587002435644,31.74357076680188
38.25,503.2975987029178,548.2478369838369,557.6291207001381,536.3915187956309,29.041483801083498
38.5,486.13467869832687,560.0588864395764,549.2669722890989,531.820179142334,39.93106642543318
38.75,491.61363455721397,575.8955717294297,572.162979398048,546.5573952282306,47.619278542241
39.0,518.5518098082711,567.5072892446051,554.4338733246285,546.8309907925017,25.34783242820423
39.25,533.6866132464098,588.1387674482875,576.4996783420314,566.1083530122429,28.67479739925626
39.5,520.7319979016402,586.9944930361103,598.3449532012087,568.6904813796531,41.919212058708794
39.75,521.6376154590745,577.6582803972452,582.7709787637483,560.6889582066893,33.91593208125761
40.0,524.3961723364267,581.0553982071791,606.8820846481367,570.7778850639141,42.19243877498982
40.25,525.8487369904256,587.4083396381948,603.0638596394214,572.106978756014,40.81840914415845
40.5,531.7989173332628,593.4161937598809,614.7704502649775,579.9951871193738,43.08319142882822
40.75,548.7222291422522,588.565599188064,604.7028627705757,580.6635637002973,28.81474377804858
41.0,554.1788471637246,610.3651031176008,613.415052541662,592.6530009409959,33.35447390576211
41.25,552.2594641483402,613.3833986735933,635.7155601217347,600.4528076478895,43.20451512267695
41.5,545.6052907986997,613.1711044965119,634.7506676589072,597.8423543180396,46.5075530469258
41.75,543.6009695190967,623.9626391620409,640.8985565951416,602.8207217587598,51.98019446212671
42.0,536.2307914781959,628.8115865076768,645.7793283440129,603.6072354432953,58.96325098561614
42.25,543.7335385990134,636.9005817326739,629.4162878046146,603.3501360454339,51.76492714393421
42.5,564.6649415747953,600.253399743835,649.8260178421792,604.9147863869365,42.77146971793417
42.75,541.3422265623152,636.5782605348829,630.0132621401292,602.6445830791091,53.1907791526394
43.0,569.6184420740136,651.4768033193893,670.511515260234,630.5355868845455,53.607405864938386
43.25,553.0595839868264,646.4125863672353,681.3743818737955,626.9488507426191,66.33475403242369
43.5,571.765221254236,629.9490170284477,678.6283675923203,626.7808686250013,53.501970847328565
43.75,571.4960769470457,661.476683700538,669.8679503710106,634.2802370061981,54.534314012681016
44.0,581.4168854103818,660.6084135445359,689.0869337460546,643.7040775669907,55.790028305090686
44.25,573.7644886196757,652.54098828023,707.4242374592619,644.5765714530559,67.18486486190953
44.5,599.69245844676,664.6684085953335,703.70907585235,656.0233142981479,52.54443277532496
44.75,578.6257868197129,673.164473290831,700.3288474380078,650.7063691828506,63.884141780717044
45.0,562.6879756299205,689.1150241405367,698.1245450173259,649.9758482625944,75.72761978407048
45.25,595.0007970885306,663.5426048888547,718.6529108588312,659.0654376120721,61.94751875647693
45.5,597.081824183833,674.899359562331,708.4345426448486,660.1385754636708,57.12501674021636
45.75,588.5719781281944,715.8872428534053,711.3237739554709,671.9276649790235,72.22419407564006
46.0,598.8301583372913,692.3349665632365,749.3583331840556,680.1744860281946,75.99730798394678
46.25,620.1327957045925,702.4504751666784,738.2014431867922,686.9282380193545,60.54548921358478
46.5,605.040402541793,719.9068883474719,725.1523702393101,683.366553709525,67.88312189073366
46.75,610.5626826420523,686.157715113416,750.5451500373161,682.4218492642614,70.06597116110419
47.0,628.3667856251025,704.6275007512897,763.9900899708932,698.9947921157618,67.98687906756207
47.25,640.765960843511,699.1896115229064,759.0190223006493,699.6581982223556,59.12792331984616
47.5,634.3843178011304,726.853686503041,777.6988982931326,712.9789675324346,72.65774642310775
47.75,648.0379937305282,719.0598892193716,783.9390693971909,717.0123174490303,67.9736714063248
48.0,662.1778080189018,721.0046240684592,778.6010679337281,720.5945000070298,58.21271350493913
48.25,645.5625977874249,749.5986631334756,772.1777259101259,722.4463289436754,67.533581323279
48.5,666.7484020152222,743.1146571638725,806.0244440835615,738.6291677542189,69.74628079681774
48.75,655.6117377862247,733.392877995866,763.1662100584315,717.3902752801741,55.534256065021964
49.0,669.9168285606686,749.5592631810952,768.6543284211516,729.3768067209718,52.37148204174007
49.25,664.0544976487158,746.8513466337121,826.0005259455149,745.6354567426475,80.97986052993244
49.5,674.447636130739,751.3152432293343,777.2360377208247,734.3329723602993,53.45710446950092
49.75,641.7220499524649,781.8669272468159,827.3111371832217,750.3000381275009,96.73767979070882
50.0,690.02368327495,787.8511652347746,793.6431482177783,757.1726655758343,58.22478969264039
50.25,659.6371096266362,782.3121914441099,817.0491449907398,752.9994820204953,82.69863009556084
50.5,677.0105845041277,779.2771429554642,812.8929256708651,756.3935510434857,70.77249991581394
50.75,706.696976324094,821.7799631197448,824.9283398277571,784.4684264238653,67.37044535209638
51.0,680.4313516389456,770.530009803707,833.252021532108,761.4044609915868,76.81794072669821
51.25,683.706011696814,810.2599277390664,799.6795480656524,764.5484958338443,70.2112280165565
51.5,717.1436643025175,802.3417614809155,852.346740905939,790.6107222297907,68.36066809351145
51.75,741.0482771235913,819.5411631928758,817.658346670517,792.7492623289946,44.78426233534746
52.0,721.8228060847648,786.992304233404,870.9588440124946,793.2579847768878,74.76518920393409
52.25,733.5565532767271,824.1215372852347,841.058630561891,799.5789070412842,57.800775770094944
52.5,722.9140143495583,820.3172991478135,839.7685430655707,794.3332855209809,62.61087719781532
52.75,750.4828406518924,830.1620721852474,868.4867511903611,816.3772213425003,60.197568972179624
53.0,752.1348564748405,837.2847390681599,891.5338067819217,826.9844674416407,70.26797658509945
53.25,761.1919354795922,845.8033366620512,870.0711089643967,825.6887937020134,57.15868029925064
53.5,757.5998906326945,830.5509509238468,902.447342609559,830.1993947220335,72.42436592659814
53.75,738.9644078078123,852.348649132962,898.3082954450426,829.8737841286056,82.01498826165617
54.0,770.0650369962686,913.1852266564316,884.4337603673713,855.8946746733571,75.7080361076548
54.25,744.8180327482207,853.5763913149001,867.0966100760796,821.8303447130669,67.03634256480301
54.5,777.4110837175023,883.004333866482,907.3771476279552,855.9308550706465,69.08345954478106
54.75,791.5201200037899,840.6191520405292,881.6604112868429,837.933227777054,45.1301304009888
55.0,793.1651410314262,910.6367258646221,916.9591190764178,873.5869953241554,69.71907307108911
55.25,823.0912415792944,899.6060117401596,943.6431959691221,888.7801497628587,61.000761408899216
55.5,814.0295413435304,910.8547136359572,918.6611277362131,881.1817942385669,58.28639486994691
55.75,789.8734460908869,894.4387626338471,961.6389255027037,881.9837114091459,86.55744453916293
56.0,821.7476615360542,934.7671535726631,900.004678571679,885.5064978934655,57.88781674313576
56.25,806.6224022649975,898.2844042661851,912.7689111493839,872.558572560189,57.55983104396428
56.5,811.6988470530501,978.1836831382757,914.2271452630938,901.3698918181399,83.98381919269889
56.75,832.2126597374886,929.7396711626268,915.679684866495,892.5440052555368,52.719296682291194
57.0,797.7092328170424,904.9665089520707,907.3409253011025,870.0055556900719,62.62170701099283
57.25,847.1101770776519,919.690692980521,988.0891814688633,918.2966838423454,70.49983947423065
57.5,833.7162416567442,957.5285172148568,933.970447435666,908.4050687690889,65.74618874500338
57.75,861.0847959205406,992.4552280726125,979.9054022130891,944.4818087354141,72.49600569761907
58.0,858.2595332604762,984.2037019020167,979.637650338588,940.700295167027,71.43228698928387
58.25,888.4801349672157,924.7337822564333,949.2861821033604,920.8333664423363,30.59009275440179
58.5,819.6455985536174,1022.6555240732587,976.3098081017248,939.5369769095337,106.3834493720222
58.75,851.5491209790189,961.3224318121989,1004.8107898538966,939.2274475483714,78.9837073945776
59.0,843.2979987204824,974.3733741916551,982.7165929039267,933.4626552720214,78.1962357975941
59.25,865.3828447285935,979.7221973765214,998.6894945538694,947.9315122196614,72.11554249235483
59.5,834.8541656368575,984.7450551383258,1020.2613749783701,946.6201985845178,98.40775799899212
59.75,836.4962137141758,1002.6310178004937,1024.6005926037183,954.5759413727959,102.84834523320752
60.0,858.4324930224911,1010.6426719763665,1017.6196289232728,962.2315979740434,89.96032527518605
60.25,916.6935074795462,999.3415599405145,968.8461192354015,961.6270622184874,41.79427271837416
60.5,865.1781697881473,957.8870099638402,1025.3353506552555,949.4668434690811,80.40991884509337
60.75,900.0856669060314,1056.4690668901017,1004.2075620494142,986.9207652818491,79.6119774563272
61.0,894.8837959470787,1001.3666403052421,1040.4582912131293,978.9029091551502,75.34220484482158
61.25,925.3283840390752,1005.4550116726175,1023.2666517687015,984.6833491601315,52.16869314176324
61.5,931.5062962351682,1017.7285358143191,1071.6158992115327,1006.9502437536734,70.6739265667124
61.75,918.8541512422892,1005.3974098155101,1045.431833860091,989.8944649726301,64.69724420965919
62.0,897.6093098635038,1072.1164294763144,1085.7680627453549,1018.4979340283911,104.91490057226196
62.25,884.3164585460428,1030.4110079795812,1026.7024120924148,980.476626206013,83.29778991161021
62.5,910.2831220863776,1035.3802191638365,1126.9134568944976,1024.1922660482371,108.74765841597315
62.75,999.6842214110518,1064.69052881959,1071.7075215313307,1045.3607572539909,39.71232795540484
63.0,939.7110116175536,1104.3173283952858,1089.4294604000158,1044.4859334709517,91.04257432871948
63.25,955.4036836147612,1052.3461840423854,1089.1678835796358,1032.3059170789275,69.09721067478583
63.5,920.2689426993844,1097.1878462359807,1194.769741962719,1070.742176966028,139.14813066083275
63.75,953.6876630386852,1100.7088810083608,1107.5292445784323,1053.9752628751594,86.91853283694786
64.0,950.61446750768,1030.9496266611288,1102.8826184209145,1028.1489041965744,76.17270167439565
64.25,968.1293288364011,1181.7314157645144,1048.961730308385,1066.2741583031002,107.84828699295814
64.5,969.7520971710225,1072.220361048255,1129.0523421055887,1057.0082667749555,80.73226039315394
64.75,992.6836765888136,1134.8600358565172,1130.2292215935022,1085.9243113462778,80.78194778331203
65.0,1019.9040899717836,1097.2396717716576,1095.587053422551,1070.9102717219973,44.180377085351296
65.25,1000.2821168419295,1177.1715712773864,1139.5001312137872,1105.6512731110342,93.17606274555511
65.5,1038.1411761522302,1057.8680858005214,1178.2902470148722,1091.4331696558745,75.86436354823081
65.75,1018.6026571351883,1120.9870395823527,1175.5150605270478,1105.0349190815298,79.6632173333904
66.0,1066.8653222992118,1159.9442622926188,1113.4784031885715,1113.429329260134,46.539489401602836
66.25,988.128895562814,1124.9010395152952,1190.7492967317564,1101.2597439366218,103.35830825310774
66.5,1027.5329864724736,1133.2611273041289,1142.6175991385553,1101.1372376383858,63.91459327546516
66.75,1008.6225995243808,1133.2096917978604,1212.4819529718106,1118.1047480980171,102.76564839542736
67.0,1041.5130077238741,1158.261100928701,1157.1177521994514,1118.963953617342,67.0769228306118
67.25,1104.204218190948,1187.7073039561249,1136.3981890748603,1142.7699037406444,42.11461021917744
67.5,1044.0125465225913,1182.747993163698,1174.8138840469007,1133.8581412443966,77.90963156154376
67.75,1024.9456041276674,1216.8438961607426,1276.8056926688448,1172.865064319085,131.56359408137965
68.0,1133.2086210238335,1167.0896790469817,1222.8532651049159,1174.3838550585772,45.26526599802637
68.25,1118.0817231611861,1207.4637710100676,1210.833889699467,1178.7931279569068,52.60461414360492
68.5,1151.873781886143,1225.1722796392457,1157.3072553033849,1178.117772276258,40.840857676156595
68.75,1204.8468211064117,1203.0052440843667,1265.5866644994478,1224.4795765634087,35.61168853646185
69.0,1152.1784141970895,1223.9697740262975,1308.5788507077439,1228.242346310377,78.28770842618155
69.25,1171.0109738949948,1265.8271803590064,1297.5005111169562,1244.7795551236525,65.81909033625747
69.5,1095.7349633032404,1173.418033788488,1318.3355255094762,1195.8295075337348,112.9799017091468
69.75,1135.691887616571,1262.96821186307,1287.5540201163758,1228.7380398653388,81.51260839951549
70.0,1100.1849721904964,1208.6889437548346,1207.2965039826015,1172.056806642644,62.246728129015125
70.25,1234.8639581591913,1252.1180482771479,1309.7211988485853,1265.5677350949748,39.19913490793758
70.5,1126.998207716596,1261.4031610913842,1269.5003832262946,1219.300584011425,80.03866411822271
70.75,1174.7176590918134,1275.1004706444312,1294.8708295291367,1248.2296530884603,64.42613381718489
71.0,1163.0228360773203,1218.6497215434783,1400.8009048381305,1260.8244874863096,124.37296996395396
71.25,1207.9034181842583,1297.7214151423655,1318.8182136033615,1274.814348976662,58.89883887612156
71.5,1129.4734122299183,1260.2776350364738,1366.037731084792,1251.9295927837281,118.50289699373523
71.75,1081.79455589788,1233.3851856199208,1382.670228547872,1232.6166566885577,150.43930861209466
72.0,1205.7001975867945,1298.4175682020953,1362.2877779370654,1288.8018479086516,78.7354058702909
72.25,1236.024969151669,1285.1853255402773,1302.58646738598,1274.5989206926422,34.52046114259737
72.5,1146.3704161674182,1311.7741580094282,1348.0655977938068,1268.7367239902178,107.51466001454823
72.75,1265.3018151027338,1184.790137201314,1327.4198907074715,1259.1706143371732,71.5122742151829
73.0,1111.462789926101,1354.399590091145,1353.4455045030832,1273.1026281734432,139.9850190245281
73.25,1135.1813544716592,1356.876330773671,1246.0321542667057,1246.029946504012,110.8474881674955
73.5,1258.2089820336737,1358.3279930027406,1373.1392416544038,1329.8920722302728,62.519535640915166
73.75,1167.0722599881158,1262.56667228731,1388.0390237888482,1272.5593186880913,110.82178221230002
74.0,1172.5993210421966,1421.2939360208577,1433.4694952903315,1342.454250784462,147.2246036815638
74.25,1237.3895784991564,1355.2355119625292,1438.0047792692037,1343.5432899102964,100.81738807066286
74.5,1236.7223330302777,1349.429333327889,1426.1798696726808,1337.443845343616,95.29574224128663
74.75,1259.4178436117224,1381.8453832249832,1471.6267523928034,1370.9633264098363,106.52215549786037
75.0,1287.2177630465565,1450.9324181561021,1506.5666180344238,1414.9055997456942,114.02600045474055
75.25,1299.336689019984,1382.3549681753343,1376.98730061734,1352.8929859375528,46.458698522401285
75.5,1254.7438882786917,1422.3456869352726,1527.1390586117961,1401.4095446085867,137.39914026966358
75.75,1268.662135688715,1419.3481444569154,1472.0803930803436,1386.6968910753246,105.56668565699766
76.0,1316.1053178798027,1456.6782653930845,1393.4184665303633,1388.7340166010836,70.40345479092572
76.25,1169.401256117881,1421.4051747977094,1330.3248256112965,1307.0437521756292,127.60485900911097
76.5,1254.2777073692976,1506.6797674534419,1376.5004145418848,1379.1526297882083,126.22193021802757
76.75,1331.5858117262262,1464.6669048102904,1407.8096030791853,1401.354106538567,66.7749909082868
77.0,1354.2999028993645,1404.3567006025503,1559.011670278086,1439.222757926667,106.71672029642963
77.25,1201.3535897276024,1488.9799553760254,1345.7718925269598,1345.3684792101958,143.81360718220716
77.5,1312.5419493930447,1459.4097513544673,1456.1026102158316,1409.3514369877812,83.85578073033666
77.75,1249.0725235006475,1499.7228257284514,1404.6389745406561,1384.4781079232516,126.5355242957326
