LABORATORY,FSRI 
TEST IDENT,Fabric_HF75_1
OPERATOR,Morrissey
MATERIAL,PE Microfiber Fabric
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03860524669289589
SPEC HOLDER DIFF,-90.79000854492188
SPECIMEN MASS,1.940000057220459
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,638
TIME TO IGN,9
END OF TEST SCAN,158
END OF TEST TIME,39.5
TEST STATUS,1
PRE TEST CMT,
POST TEST CMT,"Prior to ignition, the sample shrivelled towards the center and impacted the spark ignitor, causing a spike in the mass data. The sample melted away from the ignitor before igniting."
