Time (s),Convective HRR,TCPlume1,TCPlume2,TCPlume3,DPPlume1,DPPlume2,DPPlume3,HF1,HF2,HF3,HF4,HF5,HF6,RAD2,RAD1,Load Cell,Heat Release Rate,Total Heat Released
-120,0.0,7.684866733700469,8.345727151902578,19.796262435317693,0.105255025844708,-0.09995013920519485,0.004914764709780277,0.08765316038817084,0.0679685599481022,-0.43110233506214374,0.5289388819319898,-0.10712925342810212,0.10576922414080935,0.28108395324115204,0.9646513751606204,9.437315138919272,0.0,0.0
-119,0.0,7.690415477026572,8.31302815654261,19.80176913665129,-0.06185089147571341,0.04435845897038685,-0.0406585080537132,-1.5170739297975013,-0.8307268438099487,-0.43110233506214374,-0.3333039529983252,0.2678231335702416,-0.03565254746320568,0.6131774707757631,0.9646513751606204,9.624210101728288,0.0,0.0
-118,0.0,7.537394969533846,8.121787831471773,19.725814529384465,-0.06185089147571341,0.02916808021506595,-0.0406585080537132,0.08765316038817084,0.0679685599481022,0.3832020756108675,-0.3333039529983252,-0.10712925342810212,0.10576922414080935,0.28108395324115204,1.9231682423719105,9.582677887770723,0.0,0.0
-117,0.0,7.657709993213877,8.12733579987813,19.769299375537315,0.0065106201553801315,-0.04678381356156065,-0.02546741713253397,-1.5170739297975013,0.0679685599481022,-1.2454067457352695,0.5289388819319898,0.642775520568831,-0.17707431906717927,0.7792242295430144,1.9231682423719105,9.644976208707057,0.0,0.0
-116,0.0,7.542944081345674,8.012585316373467,19.617381240475048,-0.09223378553396984,-0.03159343480623975,-0.010276326211376845,0.8900167054812698,0.0679685599481022,-0.43110233506214374,-0.3333039529983252,0.2678231335702416,-0.03565254746320568,0.1150371944739008,1.9231682423719105,9.437315138919272,0.0,0.0
-115,0.0,7.581199880220296,8.050836013815852,19.731321644544,-0.06185089147571341,-0.06197419231688155,-0.048254053514280706,-0.7147103847044979,-1.7294222475677676,0.3832020756108675,-0.3333039529983252,-0.10712925342810212,-0.17707431906717927,0.1150371944739008,1.9231682423719105,9.437315138919272,0.0,0.0
-114,0.0,7.384366624502408,7.892281615233336,19.45993558886888,-0.03146799741745698,-0.04678381356156065,-0.01787187167196646,0.08765316038817084,0.0679685599481022,0.3832020756108675,-1.1955467879280752,-0.10712925342810212,0.38861276734883937,0.1150371944739008,0.9646513751606204,9.437315138919272,0.0,0.0
-113,0.0,7.318948721542378,7.826872579601339,19.622888943022765,-0.09223378553396984,-0.008807866673247351,-0.02546741713253397,-0.7147103847044979,-1.7294222475677676,0.3832020756108675,0.5289388819319898,0.2678231335702416,-0.03565254746320568,0.28108395324115204,1.9231682423719105,9.437315138919272,0.0,0.0
-112,0.0,7.471980349715233,7.941630764278303,19.73682882464908,0.044489237728195144,-0.06956938169453095,-0.06344514443545993,0.8900167054812698,0.0679685599481022,-1.2454067457352695,-1.1955467879280752,-0.10712925342810212,0.10576922414080935,0.28108395324115204,1.9231682423719105,9.644976208707057,0.0,0.0
-111,0.0,7.165909571504831,7.78861881568501,19.77480638115119,0.0065106201553801315,-0.01640305605091885,-0.02546741713253397,0.8900167054812698,-0.8307268438099487,0.3832020756108675,0.5289388819319898,-0.10712925342810212,-0.03565254746320568,0.28108395324115204,1.9231682423719105,9.790338957558522,0.0,0.0
-110,0.0,7.198620239388223,7.897830046278692,19.731321644544,0.029297790699055876,-0.09235494982754545,-0.07104068989604954,0.8900167054812698,0.0679685599481022,-0.43110233506214374,-0.3333039529983252,-0.10712925342810212,-0.03565254746320568,0.28108395324115204,0.9646513751606204,9.644976208707057,0.0,0.0
-109,0.0,7.165909571504831,7.826872579601339,19.698850065336963,-0.016276550388339816,-0.04678381356156065,-0.02546741713253397,0.08765316038817084,-0.8307268438099487,-1.2454067457352695,-0.3333039529983252,-0.10712925342810212,-0.03565254746320568,-0.051009564293305,1.9231682423719105,9.437315138919272,0.0,0.0
-108,0.0,6.591949614188934,8.018133597987548,20.534103147855745,-0.09982950904855052,-0.06197419231688155,0.027701401091527012,-0.7147103847044979,-0.8307268438099487,-0.43110233506214374,0.5289388819319898,0.2678231335702416,0.10576922414080935,0.28108395324115204,1.9231682423719105,9.437315138919272,0.0,0.0
-107,0.0,5.514772967488259,7.859577241450979,20.149010283780243,0.0065106201553801315,0.006382512082073548,-0.010276326211376845,-0.7147103847044979,-0.8307268438099487,-0.43110233506214374,0.5289388819319898,0.2678231335702416,-0.17707431906717927,0.28108395324115204,1.9231682423719105,9.624210101728288,0.0,0.0
-106,0.0,5.826531029383338,8.515348936472629,20.61000598834225,0.03689351421363656,0.02916808021506595,-0.02546741713253397,0.08765316038817084,0.9666639637060372,0.3832020756108675,0.5289388819319898,-0.10712925342810212,-0.03565254746320568,0.28108395324115204,0.9646513751606204,9.811105064537301,0.0,0.0
-105,0.0,5.285105774193054,8.12733579987813,20.073077788212476,-0.069446614990272,-0.06197419231688155,0.0808702193156101,0.8900167054812698,-0.8307268438099487,0.3832020756108675,-0.3333039529983252,-0.482081640426538,0.10576922414080935,0.4471307120084032,0.9646513751606204,9.603443994749504,0.0,0.0
-104,0.0,5.399940651201189,8.12733579987813,20.18697470917866,-0.023872273902898398,-0.01640305605091885,-0.01787187167196646,0.8900167054812698,0.0679685599481022,-1.2454067457352695,-0.3333039529983252,-0.10712925342810212,-0.17707431906717927,0.4471307120084032,1.9231682423719105,9.624210101728288,0.0,0.0
-103,0.0,5.25237945251286,8.668319058132035,20.837684992430397,-0.04665944444659625,-0.04678381356156065,-0.002680780750787233,0.08765316038817084,-0.8307268438099487,-0.43110233506214374,-1.1955467879280752,-0.482081640426538,-0.03565254746320568,0.1150371944739008,1.9231682423719105,9.624210101728288,0.0,0.0
-102,0.0,4.634331613584092,8.39506781241081,19.99714044046465,-0.06185089147571341,-0.06197419231688155,-0.09382732627779627,0.8900167054812698,0.9666639637060372,-0.43110233506214374,-0.3333039529983252,-0.10712925342810212,0.10576922414080935,0.28108395324115204,0.9646513751606204,9.624210101728288,0.0,0.0
-101,0.0,5.175821041098971,8.132883847788987,20.07858339182805,-0.09223378553396984,-0.05437900293921005,0.035296946552116626,0.8900167054812698,-0.8307268438099487,0.3832020756108675,-0.3333039529983252,-0.10712925342810212,-0.03565254746320568,0.28108395324115204,1.9231682423719105,9.644976208707057,0.0,0.0
-100,0.0,5.175821041098971,8.362369617659,19.888731822045905,-0.04665944444659625,-0.02399824542856825,-0.02546741713253397,-0.7147103847044979,0.0679685599481022,1.1975064862837048,-0.3333039529983252,-0.10712925342810212,-0.03565254746320568,0.28108395324115204,1.9231682423719105,9.56191178079194,0.0,0.0
-99,0.0,5.438218379720987,8.203833418802231,19.92119824963187,0.014106343669938712,-0.05437900293921005,0.020105855630959502,0.08765316038817084,-0.8307268438099487,0.3832020756108675,-1.1955467879280752,0.2678231335702416,-0.03565254746320568,0.1150371944739008,1.9231682423719105,9.603443994749504,0.0,0.0
-98,0.0,5.25237945251286,8.171132850932377,20.268404631627668,0.029297790699055876,-0.0012126772955979527,0.042892492012728343,0.08765316038817084,0.9666639637060372,1.1975064862837048,0.5289388819319898,0.2678231335702416,0.10576922414080935,0.4471307120084032,0.9646513751606204,9.66574231568584,0.0,0.0
-97,0.0,4.645437842900557,8.06193250200704,19.43847380673742,0.044489237728195144,-0.08475976044982975,-0.002680780750787233,-0.7147103847044979,0.0679685599481022,-0.43110233506214374,-0.3333039529983252,-0.10712925342810212,-0.03565254746320568,0.4471307120084032,0.9646513751606204,9.603443994749504,0.0,0.0
-96,0.0,5.028253944726807,8.520896253414715,20.31186983755684,-0.069446614990272,0.01397770145974505,0.035296946552116626,0.8900167054812698,-0.8307268438099487,-0.43110233506214374,-0.3333039529983252,-0.482081640426538,0.10576922414080935,0.4471307120084032,0.006134507950150264,9.624210101728288,0.0,0.0
-95,0.0,5.591326370183669,7.936082329271198,19.54141497376944,0.021702067184497294,-0.11514051796051575,-0.048254053514280706,0.08765316038817084,0.0679685599481022,0.3832020756108675,-0.3333039529983252,0.2678231335702416,-0.17707431906717927,0.4471307120084032,0.9646513751606204,9.624210101728288,0.0,0.0
-94,0.0,5.022701113650983,8.094634302380381,19.66087010439845,-0.11502095607766769,-0.05437900293921005,-0.010276326211376845,0.08765316038817084,0.0679685599481022,-0.43110233506214374,-0.3333039529983252,0.2678231335702416,-0.17707431906717927,0.28108395324115204,0.9646513751606204,9.644976208707057,0.0,0.0
-93,0.0,4.61270831057145,7.9527278745035055,19.40599451458301,0.06727640827189299,-0.05437900293921005,-0.10142287173838589,0.08765316038817084,-0.8307268438099487,0.3832020756108675,0.5289388819319898,0.642775520568831,-0.03565254746320568,0.28108395324115204,0.006134507950150264,9.624210101728288,0.0,0.0
-92,0.0,5.093708911348131,7.59179327915392,19.237502138285183,-0.05425516796117693,-0.03918862418388915,-0.09382732627779627,-0.7147103847044979,0.0679685599481022,0.3832020756108675,0.5289388819319898,-0.482081640426538,-0.17707431906717927,0.1150371944739008,0.9646513751606204,9.66574231568584,0.0,0.0
-91,0.0,4.984420508309728,7.559085593829188,19.1670218130106,0.044489237728195144,0.05195364834803625,0.004914764709780277,-0.7147103847044979,0.0679685599481022,0.3832020756108675,0.5289388819319898,0.2678231335702416,-0.3184960906712012,0.4471307120084032,2.881685109582573,9.624210101728288,0.0,0.0
-90,0.0,4.760285015319568,7.602891562104864,19.47646077913648,0.014106343669938712,-0.008807866673247351,-0.01787187167196646,0.08765316038817084,0.0679685599481022,0.3832020756108675,0.5289388819319898,0.2678231335702416,-0.03565254746320568,0.4471307120084032,0.9646513751606204,9.624210101728288,0.0,0.0
-89,0.0,4.902305728462094,7.438762912810299,19.0095176319463,-0.05425516796117693,-0.05437900293921005,-0.13180505358070013,0.08765316038817084,1.8653593674645608,0.3832020756108675,0.5289388819319898,-0.482081640426538,-0.17707431906717927,0.6131774707757631,1.9231682423719105,9.624210101728288,0.0,0.0
