##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,Sensit./(uV/mW)
48.85,10.00667,-0.01051047,-0.00976,1.08885
48.95,10.32168,0.01210276,-0.0051863809999999995,1.08876
49.05,10.39258,0.04040967,-0.0056491119999999995,1.0886799999999999
49.15,10.43784,0.05238837,-0.006958636,1.08859
49.25,10.47444,0.07061891,-0.0077731,1.08851
49.35,10.504380000000001,0.0878763,-0.008412906,1.0884200000000002
49.45,10.53069,0.11189,-0.008670141999999999,1.0883399999999999
49.55,10.55408,0.13319,-0.008545593,1.08825
49.65,10.57565,0.14901,-0.008529392,1.08817
49.75,10.59552,0.1637,-0.009390184000000001,1.08809
49.85,10.61394,0.17914000000000002,-0.009781038,1.088
49.95,10.63135,0.19865,-0.01043638,1.08792
50.05,10.647739999999999,0.22138000000000002,-0.009931511,1.0878299999999999
50.15,10.66308,0.23997,-0.01011032,1.08775
50.25,10.67807,0.26605999999999996,-0.009346576,1.08766
50.35,10.692169999999999,0.27355,-0.009563822,1.08758
50.45,10.705689999999999,0.29406,-0.009142966,1.0875
50.55,10.718580000000001,0.3146,-0.009527945,1.08741
50.65,10.7311,0.33732,-0.01012384,1.08733
50.75,10.743219999999999,0.34970999999999997,-0.009803771999999999,1.08724
50.85,10.75516,0.36484,-0.009489633,1.0871600000000001
50.95,10.76667,0.38671,-0.009210021,1.0870799999999998
51.05,10.77785,0.38992,-0.009001575,1.08699
51.15,10.788730000000001,0.41405,-0.008962545,1.08691
51.25,10.79937,0.42951000000000006,-0.009166674,1.0868200000000001
51.35,10.80997,0.44005,-0.009220024,1.08674
51.45,10.82029,0.46206,-0.009003149,1.08666
51.55,10.83013,0.47573999999999994,-0.009658087,1.08657
51.65,10.83977,0.49588999999999994,-0.008437043,1.08649
51.75,10.84923,0.5080100000000001,-0.008762677,1.0864
51.85,10.85854,0.52551,-0.009106045,1.0863200000000002
51.95,10.86775,0.5433399999999999,-0.00854322,1.0862399999999999
52.05,10.876710000000001,0.5525800000000001,-0.008596428,1.08615
52.15,10.8853,0.5646899999999999,-0.00852225,1.08607
52.25,10.893930000000001,0.58703,-0.009450579,1.08598
52.35,10.90243,0.60722,-0.008929302,1.0859
52.45,10.91082,0.6188,-0.009772237,1.08582
52.55,10.9191,0.6208100000000001,-0.009915041,1.0857299999999999
52.65,10.9271,0.642,-0.01122083,1.08565
52.75,10.93517,0.65246,-0.01057699,1.08556
52.85,10.94303,0.65895,-0.01083215,1.08548
52.95,10.95082,0.68302,-0.01077055,1.0854
53.05,10.95858,0.6926800000000001,-0.0110988,1.08531
53.15,10.96611,0.70718,-0.01051946,1.08523
53.25,10.9736,0.71945,-0.009652104,1.08515
53.35,10.980939999999999,0.72563,-0.009925119,1.0850600000000001
53.45,10.98826,0.74339,-0.009374824,1.0849799999999998
53.55,10.99558,0.75838,-0.009633972,1.08489
53.65,11.00275,0.76718,-0.008665244,1.08481
53.75,11.00982,0.77776,-0.008793965,1.08473
53.85,11.0169,0.7906,-0.008782928,1.08464
53.95,11.02388,0.8072699999999999,-0.009044591999999999,1.08456
54.05,11.03076,0.8154899999999999,-0.009154691999999999,1.0844799999999999
54.15,11.03758,0.8295600000000001,-0.008629227,1.08439
54.25,11.0443,0.83952,-0.008995131,1.08431
54.35,11.05097,0.8495799999999999,-0.008904846999999999,1.08423
54.45,11.05764,0.86764,-0.009343292,1.0841399999999999
54.55,11.064210000000001,0.8838299999999999,-0.009309841999999999,1.08406
54.65,11.07068,0.89023,-0.008596611,1.08398
54.75,11.07719,0.9023899999999999,-0.008792115,1.08389
54.85,11.0836,0.91196,-0.008594326999999999,1.08381
54.95,11.08992,0.91871,-0.008805931,1.0837299999999999
55.05,11.0962,0.93148,-0.009114747,1.08364
55.15,11.10239,0.94291,-0.008456123000000001,1.08356
55.25,11.10859,0.95085,-0.008602983,1.08348
55.35,11.1147,0.95949,-0.008817041,1.0833899999999999
55.45,11.12082,0.97657,-0.008479155,1.08331
55.55,11.12704,0.9899600000000001,-0.009108182,1.08322
55.65,11.13309,1.00956,-0.008485231,1.08314
55.75,11.13906,1.0143799999999998,-0.007982753,1.0830600000000001
55.85,11.144969999999999,1.0239,-0.008391661,1.0829799999999998
55.95,11.150830000000001,1.03301,-0.008122243000000001,1.08289
56.05,11.15666,1.0452,-0.00831886,1.08281
56.15,11.16244,1.0555299999999999,-0.008622931,1.08273
56.25,11.1682,1.06159,-0.008115194000000001,1.08264
56.35,11.173969999999999,1.07482,-0.008290111999999999,1.08256
56.45,11.17967,1.08568,-0.009072011,1.0824799999999999
56.55,11.18538,1.09283,-0.009138593,1.08239
56.65,11.19103,1.1082100000000001,-0.00913892,1.08231
56.75,11.19661,1.11986,-0.00934463,1.08223
56.85,11.20213,1.13076,-0.00969085,1.0821399999999999
56.95,11.20761,1.14331,-0.009680589,1.08206
57.05,11.2131,1.14812,-0.009113372,1.08198
57.15,11.2186,1.16775,-0.009656871,1.08189
57.25,11.22407,1.17171,-0.0102726,1.08181
57.35,11.229510000000001,1.1747100000000001,-0.01014165,1.0817299999999999
57.45,11.234919999999999,1.19064,-0.0096135,1.08164
57.55,11.24028,1.20387,-0.009187572,1.08156
57.65,11.245610000000001,1.20888,-0.008810784,1.08148
57.75,11.25093,1.21662,-0.008753575999999999,1.0814
57.85,11.25618,1.22922,-0.008740269,1.08131
57.95,11.261389999999999,1.24096,-0.008655045,1.08123
58.05,11.266639999999999,1.24899,-0.008551276,1.08115
58.15,11.2718,1.25816,-0.00815858,1.0810600000000001
58.25,11.27697,1.2682200000000001,-0.00765089,1.0809799999999998
58.35,11.28213,1.27607,-0.007703301,1.0809
58.45,11.28725,1.28283,-0.0078561,1.0808200000000001
58.55,11.29237,1.2914700000000001,-0.0070308440000000005,1.08073
58.65,11.29743,1.29511,-0.006866667,1.08065
58.75,11.30247,1.30282,-0.0071078619999999995,1.08057
58.85,11.30754,1.31508,-0.0066284080000000006,1.0804799999999999
58.95,11.31259,1.32332,-0.005541738,1.0804
59.05,11.31755,1.3349600000000001,-0.005852262,1.0803200000000002
59.15,11.322510000000001,1.3420299999999998,-0.006103951999999999,1.0802399999999999
59.25,11.3275,1.34702,-0.005492374,1.08015
59.35,11.33248,1.3603299999999998,-0.005135458,1.08007
59.45,11.33743,1.37141,-0.005472689,1.07999
59.55,11.342360000000001,1.38079,-0.00545528,1.07991
59.65,11.34729,1.38916,-0.005160801,1.07982
