##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,Sensit./(uV/mW)
49.606,10.01,0.07733594,-0.01371,1.03585
49.706,11.11058,0.10795999999999999,-0.01742074,1.03585
49.806,11.459760000000001,0.12218,-0.01731762,1.0358399999999999
49.906,11.69338,0.15950999999999999,-0.01721637,1.0358399999999999
50.006,11.88425,0.18342999999999998,-0.01714261,1.03583
50.106,12.04525,0.19484,-0.01847831,1.03583
50.206,12.189110000000001,0.21311999999999998,-0.01984947,1.03582
50.306,12.32225,0.2386,-0.01985969,1.03582
50.406,12.44365,0.252,-0.01855652,1.0358100000000001
50.506,12.554689999999999,0.25875,-0.01849455,1.0358100000000001
50.606,12.66209,0.27431,-0.01852705,1.0358
50.706,12.76372,0.28455,-0.01985506,1.0358
50.806,12.861289999999999,0.29064,-0.01722185,1.03579
50.906,12.9553,0.30645,-0.01716172,1.03579
51.006,13.04578,0.31839,-0.01581456,1.03578
51.106,13.13349,0.32903000000000004,-0.0184645,1.03578
51.206,13.21906,0.32802,-0.01845379,1.03577
51.306,13.30166,0.33813000000000004,-0.01711121,1.03577
51.406,13.38238,0.34728000000000003,-0.01580094,1.03576
51.506,13.460970000000001,0.36196,-0.01711215,1.03576
51.606,13.53766,0.3596,-0.01973311,1.03575
51.706,13.61248,0.37704,-0.01842,1.03575
51.806,13.68612,0.38713000000000003,-0.01986271,1.0357399999999999
51.906,13.75823,0.39436,-0.01903883,1.0357399999999999
52.006,13.82966,0.39043,-0.01722155,1.0357299999999998
52.106,13.89974,0.40741,-0.01722,1.03572
52.206,13.967979999999999,0.40831999999999996,-0.01721999,1.03572
52.306,14.0361,0.40683,-0.01624434,1.0357100000000001
52.406,14.10307,0.42146999999999996,-0.01593401,1.0357100000000001
52.506,14.169360000000001,0.42138000000000003,-0.01593227,1.0357
52.606,14.23501,0.42325,-0.01458039,1.0357
52.706,14.2996,0.4383,-0.01325027,1.03569
52.806,14.36355,0.44221000000000005,-0.0145716,1.03568
52.906,14.426820000000001,0.44122,-0.01338994,1.03568
53.006,14.48889,0.45323,-0.01527596,1.03567
53.106,14.550529999999998,0.44868,-0.01602028,1.03567
53.206,14.61166,0.44311000000000006,-0.01732687,1.03566
53.306,14.672360000000001,0.46861,-0.01600955,1.03565
53.406,14.73238,0.46725,-0.01601022,1.03565
53.506,14.791789999999999,0.47076999999999997,-0.01471983,1.03564
53.606,14.85015,0.47444,-0.01601059,1.0356299999999998
53.706,14.90795,0.49077,-0.01680381,1.0356299999999998
53.806,14.965620000000001,0.48601000000000005,-0.01732815,1.03562
53.906,15.0224,0.4904,-0.0159779,1.03562
54.006,15.0786,0.49762,-0.01733096,1.0356100000000001
54.106,15.134820000000001,0.50185,-0.01733339,1.0356
54.206,15.19082,0.50651,-0.01602572,1.0356
54.306,15.24545,0.51623,-0.01607117,1.03559
54.406,15.29989,0.51205,-0.01470088,1.03558
54.506,15.35401,0.51468,-0.01238416,1.03558
54.606,15.40775,0.53155,-0.01247471,1.03557
54.706,15.46045,0.52682,-0.01392768,1.03556
54.806,15.512979999999999,0.53199,-0.01522226,1.03556
54.906,15.56565,0.51961,-0.01519266,1.03555
55.006,15.61791,0.53292,-0.01519827,1.03554
55.106,15.669920000000001,0.5392899999999999,-0.01656005,1.03554
55.206,15.721329999999998,0.53883,-0.01655999,1.0355299999999998
55.306,15.77225,0.54599,-0.01657172,1.03552
55.406,15.823229999999999,0.54374,-0.01589813,1.03551
55.506,15.873420000000001,0.55187,-0.01590025,1.03551
55.606,15.923810000000001,0.55577,-0.01567076,1.0355
55.706,15.9739,0.55377,-0.01460912,1.03549
55.806,16.023629999999997,0.55109,-0.01467626,1.03549
55.906,16.072979999999998,0.5551699999999999,-0.01527065,1.03548
56.006,16.12247,0.55862,-0.01656988,1.0354700000000001
56.106,16.17185,0.56037,-0.01675602,1.03546
56.206,16.2205,0.56025,-0.01655995,1.03546
56.306,16.26916,0.5541699999999999,-0.01782569,1.03545
56.406,16.31717,0.56208,-0.01790509,1.03544
56.506,16.36486,0.57698,-0.0192113,1.0354299999999999
56.606,16.41256,0.57563,-0.01654729,1.0354299999999999
56.706,16.4604,0.56995,-0.01586452,1.03542
56.806,16.50744,0.58472,-0.01391696,1.03541
56.906,16.55479,0.57535,-0.01391665,1.0354
57.006,16.601760000000002,0.58457,-0.01527878,1.0354
57.106,16.64842,0.5797100000000001,-0.01520433,1.03539
57.206,16.694760000000002,0.5841,-0.01515973,1.03538
57.306,16.741020000000002,0.59041,-0.01418036,1.0353700000000001
57.406,16.78685,0.59134,-0.01531906,1.03536
57.506,16.83251,0.58368,-0.01699388,1.03536
57.606,16.87818,0.59745,-0.01820664,1.03535
