LABORATORY,FSRI 
TEST IDENT,LW_Gypsum_HF75_1
OPERATOR,Dow
MATERIAL,lightweight gypsum
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.041460584849119186
SPEC HOLDER DIFF,-566
SPECIMEN MASS,64.68000030517578
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,599
TIME TO IGN,17.5
END OF TEST SCAN,119
END OF TEST TIME,29.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.05 x 99.11 x 12.57 mm
