##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
50.559,10.01,-0.0021413639999999998,-0.04596,0.6235
50.659,10.57508,0.0027237520000000003,-0.04794018,0.6235
50.759,10.71953,0.007987542,-0.04881574,0.6235
50.859,10.81325,0.008123759,-0.04998506,0.6235
50.959,10.886569999999999,0.0145855,-0.04786281,0.6235
51.059,10.94416,0.01427546,-0.04904914,0.6235
51.159,10.99512,0.01982783,-0.04898453,0.6235
51.259,11.03995,0.02202299,-0.05013179,0.62349
51.359,11.07855,0.02652082,-0.04960346,0.62349
51.459,11.115260000000001,0.02824461,-0.05027113,0.62349
51.559,11.15015,0.03396067,-0.05000641,0.62349
51.659,11.18195,0.03623036,-0.04911249,0.62349
51.759,11.2107,0.03865331,-0.04893405,0.62349
51.859,11.23752,0.04009788,-0.0488424,0.62349
51.959,11.26409,0.04456004,-0.04917893,0.62349
52.059,11.28916,0.04634831,-0.04940866,0.62349
52.159,11.31339,0.05002113,-0.04935882,0.62348
52.259,11.33545,0.05483573,-0.04976074,0.62348
52.359,11.35735,0.05565504,-0.05094608,0.62348
52.459,11.378589999999999,0.05974573,-0.05109426,0.62348
52.559,11.39845,0.06316076,-0.05058317,0.62348
52.659,11.41832,0.06299049,-0.05028164,0.62348
52.759,11.437389999999999,0.06534745,-0.04983674,0.62348
52.859,11.45508,0.0698433,-0.05029549,0.62348
52.959,11.472719999999999,0.07256471,-0.04901143,0.62347
53.059,11.490039999999999,0.07679124,-0.04935744,0.62347
53.159,11.50665,0.07514242,-0.04968803,0.62347
53.259,11.52299,0.08008457,-0.04931941,0.62347
53.359,11.53882,0.08180193,-0.05036562,0.62347
53.459,11.553989999999999,0.08267577,-0.05062628,0.62347
53.559,11.56903,0.08457222,-0.05035612,0.62347
53.659,11.583960000000001,0.08796468,-0.04983185,0.62346
53.759,11.59838,0.08922623,-0.04928839,0.62346
53.859,11.6122,0.09095543,-0.04972914,0.62346
53.959,11.62624,0.09551379,-0.04964311,0.62346
54.059,11.63988,0.09940428,-0.050224,0.62346
54.159,11.65323,0.10178,-0.05073821,0.62346
54.259,11.6664,0.10378,-0.05133318,0.62346
54.359,11.67906,0.10613,-0.05088923,0.62345
54.459,11.69184,0.10968,-0.05165979,0.62345
54.559,11.7044,0.10833,-0.05012659,0.62345
54.659,11.71668,0.11383,-0.05064642,0.62345
54.759,11.728819999999999,0.11675,-0.05038268,0.62345
54.859,11.740860000000001,0.11750999999999999,-0.05037661,0.62345
54.959,11.75238,0.11792000000000001,-0.0507556,0.62344
55.059,11.76395,0.11937,-0.05042114,0.62344
55.159,11.7754,0.12045,-0.05152254,0.62344
55.259,11.78685,0.12255,-0.05086089,0.62344
55.359,11.79785,0.12415,-0.05140936,0.62344
55.459,11.80894,0.12774000000000002,-0.0515754,0.62344
55.559,11.81986,0.13210999999999998,-0.05198822,0.62343
55.659,11.83046,0.1356,-0.05278189,0.62343
55.759,11.8412,0.13552999999999998,-0.05299538,0.62343
55.859,11.85164,0.13584000000000002,-0.05308791,0.62343
55.959,11.8622,0.13602999999999998,-0.05313547,0.62343
56.059,11.87233,0.13785999999999998,-0.05287734,0.62342
56.159,11.88238,0.14177,-0.05165926,0.62342
56.259,11.89228,0.14533,-0.05148163,0.62342
56.359,11.90219,0.14390999999999998,-0.05124883,0.62342
56.459,11.91203,0.1458,-0.05079216,0.62342
56.559,11.92183,0.1468,-0.05168973,0.62342
56.659,11.93144,0.14965,-0.05139462,0.62341
56.759,11.94099,0.14885,-0.05210674,0.62341
56.859,11.95043,0.15284,-0.05178515,0.62341
56.959,11.95994,0.15541,-0.05264779,0.62341
57.059,11.96925,0.1586,-0.05223457,0.62341
57.159,11.97863,0.15988,-0.05248521,0.6234
57.259,11.98783,0.16151,-0.05240481,0.6234
57.359,11.9969,0.1646,-0.05130884,0.6234
57.459,12.005889999999999,0.16647,-0.05100917,0.6234
57.559,12.01476,0.1671,-0.05183173,0.6234
57.659,12.02358,0.16988,-0.05165234,0.62339
57.759,12.03236,0.17407999999999998,-0.05066128,0.62339
57.859,12.04095,0.1753,-0.05123431,0.62339
57.959,12.049380000000001,0.17444,-0.05210434,0.62339
58.059,12.05785,0.17488,-0.05144559,0.62339
58.159,12.06634,0.17709,-0.05234232,0.62338
58.259,12.07465,0.17894000000000002,-0.05203258,0.62338
58.359,12.082880000000001,0.18066,-0.0513537,0.62338
58.459,12.09116,0.18292,-0.05236151,0.62338
58.559,12.09935,0.18461,-0.05162537,0.62337
58.659,12.10753,0.18771,-0.05119639,0.62337
58.759,12.11565,0.18915,-0.05198521,0.62337
58.859,12.12363,0.18903,-0.05188923,0.62337
58.959,12.13162,0.18965,-0.05144407,0.62337
59.059,12.139669999999999,0.19146,-0.05282934,0.62336
59.159,12.14759,0.1933,-0.05296163,0.62336
59.259,12.15542,0.196,-0.05284944,0.62336
59.359,12.163260000000001,0.19935,-0.05281397,0.62336
59.459,12.17108,0.20146,-0.05294878,0.62335
59.559,12.17882,0.20157,-0.05361978,0.62335
59.659,12.186539999999999,0.2029,-0.05308591,0.62335
59.759,12.1942,0.20475,-0.05309515,0.62335
59.859,12.20177,0.20681999999999998,-0.05369066,0.62334
59.959,12.20929,0.20940999999999999,-0.05344192,0.62334
60.059,12.21687,0.21086,-0.05348237,0.62334
60.159,12.2243,0.21252,-0.05387009,0.62334
60.259,12.23165,0.21361,-0.0539016,0.62334
60.359,12.23906,0.21277,-0.05360247,0.62333
60.459,12.24639,0.2125,-0.05439022,0.62333
60.559,12.25371,0.21291999999999997,-0.05435232,0.62333
60.659,12.26101,0.21416,-0.05375796,0.62333
60.759,12.2682,0.21663000000000002,-0.05458015,0.62332
60.859,12.27537,0.21874000000000002,-0.05454371,0.62332
60.959,12.28249,0.21949000000000002,-0.05366076,0.62332
61.059,12.28955,0.21991999999999998,-0.053292,0.62331
61.159,12.296660000000001,0.22248,-0.05394661,0.62331
61.259,12.30366,0.22544,-0.05373983,0.62331
61.359,12.31062,0.22751999999999997,-0.05269746,0.62331
61.459,12.31772,0.22905999999999999,-0.05261414,0.6233
61.559,12.3247,0.23045,-0.0531882,0.6233
61.659,12.331539999999999,0.23204,-0.05388681,0.6233
61.759,12.33837,0.23395,-0.05422267,0.6233
61.859,12.34532,0.23584000000000002,-0.05368581,0.62329
61.959,12.35229,0.23786,-0.0528463,0.62329
62.059,12.3592,0.23976,-0.05261113,0.62329
62.159,12.36609,0.2405,-0.05324223,0.62329
62.259,12.37297,0.24051,-0.05321008,0.6232800000000001
62.359,12.37983,0.2411,-0.05243856,0.6232800000000001
62.459,12.386619999999999,0.24341,-0.05276337,0.6232800000000001
62.559,12.39343,0.2461,-0.0536276,0.62327
62.659,12.40025,0.24759,-0.05407094,0.62327
62.759,12.40695,0.2475,-0.05384762,0.62327
62.859,12.41364,0.24818,-0.05417554,0.62327
62.959,12.42034,0.25013,-0.0548671,0.62326
63.059,12.427,0.25190999999999997,-0.05483148,0.62326
63.159,12.433539999999999,0.25290999999999997,-0.05511671,0.62326
63.259,12.44004,0.25371,-0.05583307,0.62325
63.359,12.446589999999999,0.25547,-0.0560217,0.62325
63.459,12.45311,0.25811,-0.05549664,0.62325
63.559,12.45955,0.26088,-0.05476292,0.62325
63.659,12.466,0.26281,-0.05462287,0.62324
63.759,12.472489999999999,0.26376,-0.0547986,0.62324
63.859,12.47896,0.26429,-0.05501083,0.62324
63.959,12.48535,0.26543,-0.05534704,0.6232300000000001
64.059,12.49169,0.26697,-0.05530253,0.6232300000000001
64.159,12.49805,0.26835,-0.05491344,0.6232300000000001
64.259,12.50442,0.26939,-0.05548493,0.62322
64.359,12.510760000000001,0.27037,-0.05631986,0.62322
64.459,12.51706,0.27166,-0.05623657,0.62322
64.559,12.52339,0.27326999999999996,-0.05624822,0.62322
64.659,12.529710000000001,0.27478,-0.05668938,0.62321
64.759,12.53588,0.27589,-0.05700291,0.62321
64.859,12.54204,0.27838,-0.05700361,0.62321
64.959,12.54828,0.28209,-0.05689041,0.6232
65.059,12.55451,0.28347,-0.05718141,0.6232
65.159,12.56067,0.28383,-0.0574738,0.6232
65.259,12.56674,0.28595,-0.05715346,0.6231899999999999
65.359,12.5728,0.28851,-0.05651991,0.6231899999999999
65.459,12.57888,0.29025,-0.05614576,0.6231899999999999
65.559,12.58495,0.29091999999999996,-0.05656792,0.6231800000000001
65.659,12.591,0.29111,-0.05723499,0.6231800000000001
65.759,12.59704,0.29168,-0.05747329,0.6231800000000001
65.859,12.60312,0.29324,-0.05746066,0.62317
65.959,12.60919,0.2954,-0.05746545,0.62317
66.059,12.61518,0.29703,-0.05761042,0.62317
66.159,12.62117,0.29794,-0.0573678,0.62316
66.259,12.62722,0.29868,-0.05650513,0.62316
66.359,12.63321,0.30053,-0.05596113,0.62316
66.459,12.63913,0.3028,-0.05593652,0.62315
66.559,12.64502,0.30341,-0.05588381,0.62315
66.659,12.65092,0.30337,-0.05568065,0.62315
66.759,12.656880000000001,0.3042,-0.05537001,0.6231399999999999
66.859,12.66283,0.3055,-0.05496909,0.6231399999999999
66.959,12.66874,0.30696999999999997,-0.05450383,0.6231399999999999
67.059,12.674619999999999,0.3086,-0.0540623,0.6231300000000001
67.159,12.680480000000001,0.30983,-0.05410668,0.6231300000000001
67.259,12.68634,0.3103,-0.05481678,0.6231300000000001
67.359,12.69219,0.31112,-0.05496929,0.62312
67.459,12.69802,0.31295,-0.05438148,0.62312
67.559,12.70385,0.31545,-0.05455081,0.62312
67.659,12.70964,0.31817,-0.05525106,0.62311
67.759,12.71532,0.32073,-0.05535867,0.62311
67.859,12.72095,0.32299,-0.05529488,0.62311
67.959,12.72659,0.32487,-0.0556626,0.6231
68.059,12.732330000000001,0.3261,-0.05634817,0.6231
68.159,12.73815,0.32659,-0.0569017,0.6230899999999999
68.259,12.74387,0.32656999999999997,-0.05666845,0.6230899999999999
68.359,12.74952,0.32659,-0.05598732,0.6230899999999999
68.459,12.75521,0.32734,-0.05570433,0.62308
68.559,12.76093,0.32914,-0.05603629,0.62308
68.659,12.766630000000001,0.33174000000000003,-0.05678556,0.62308
68.759,12.7723,0.33366,-0.05725106,0.62307
68.859,12.77794,0.33426999999999996,-0.05719913,0.62307
68.959,12.783610000000001,0.33426,-0.05707428,0.6230600000000001
69.059,12.78926,0.33497,-0.05711795,0.6230600000000001
69.159,12.794830000000001,0.3376,-0.05738368,0.6230600000000001
69.259,12.800419999999999,0.34024,-0.05783899,0.62305
69.359,12.80616,0.34109,-0.0583038,0.62305
69.459,12.81194,0.34221999999999997,-0.05823515,0.62305
69.559,12.817639999999999,0.34465,-0.057743,0.6230399999999999
69.659,12.82323,0.34665999999999997,-0.05797065,0.6230399999999999
69.759,12.82877,0.34844,-0.05877756,0.62303
69.859,12.83435,0.35151,-0.05905946,0.62303
69.959,12.83995,0.35419,-0.05891121,0.62303
70.059,12.84551,0.35425,-0.05887255,0.62302
70.159,12.85105,0.35354,-0.05890225,0.62302
70.259,12.8566,0.35393,-0.05889205,0.6230100000000001
70.359,12.862119999999999,0.35493,-0.05892103,0.6230100000000001
70.459,12.86761,0.3561,-0.05894851,0.6230100000000001
70.559,12.87307,0.35746999999999995,-0.05874738,0.623
70.659,12.87854,0.35901,-0.05828156,0.623
70.759,12.884039999999999,0.36058,-0.05770139,0.6229899999999999
70.859,12.88954,0.36233000000000004,-0.0572778,0.6229899999999999
70.959,12.895,0.36441,-0.0572774,0.6229899999999999
71.059,12.90043,0.36594,-0.05762586,0.62298
71.159,12.90585,0.36630999999999997,-0.05806145,0.62298
71.259,12.91129,0.36663,-0.05807905,0.62297
71.359,12.91672,0.36775,-0.05758149,0.62297
71.459,12.922130000000001,0.36921,-0.05737729,0.62297
71.559,12.9275,0.37081,-0.05782063,0.6229600000000001
71.659,12.9329,0.37287,-0.0585192,0.6229600000000001
71.759,12.938310000000001,0.37509000000000003,-0.05899096,0.62295
71.859,12.94365,0.37666,-0.05878272,0.62295
71.959,12.94897,0.37744,-0.05813748,0.62295
72.059,12.9544,0.37772,-0.05767749,0.6229399999999999
72.159,12.95986,0.37811999999999996,-0.05768264,0.6229399999999999
72.259,12.96523,0.37916,-0.05817514,0.62293
72.359,12.97054,0.3804,-0.05872187,0.62293
72.459,12.97585,0.38132,-0.05894985,0.62292
72.559,12.981160000000001,0.38194,-0.05902705,0.62292
72.659,12.986469999999999,0.38259,-0.05907747,0.62292
72.759,12.99178,0.38392,-0.05892419,0.6229100000000001
72.859,12.99709,0.38586,-0.05855246,0.6229100000000001
72.959,13.002369999999999,0.38718,-0.05825358,0.6229
73.059,13.00762,0.3877,-0.05824324,0.6229
73.159,13.01291,0.38850999999999997,-0.05860458,0.6228899999999999
73.259,13.018239999999999,0.39023,-0.05911283,0.6228899999999999
73.359,13.023530000000001,0.39296,-0.0593196,0.6228899999999999
73.459,13.02881,0.39616999999999997,-0.0592498,0.62288
73.559,13.034130000000001,0.39897,-0.05920473,0.62288
73.659,13.039439999999999,0.40099,-0.05922712,0.62287
73.759,13.04466,0.40210999999999997,-0.05924291,0.62287
73.859,13.04983,0.40238,-0.05923091,0.6228600000000001
73.959,13.05503,0.40206,-0.0592028,0.6228600000000001
74.059,13.06027,0.40210999999999997,-0.05923455,0.62285
74.159,13.06551,0.40324,-0.0593844,0.62285
74.259,13.070739999999999,0.40471999999999997,-0.05958872,0.62284
74.359,13.07593,0.40569,-0.05972928,0.62284
74.459,13.08112,0.40565,-0.05961426,0.62284
74.559,13.086310000000001,0.40513000000000005,-0.05928814,0.62283
74.659,13.091510000000001,0.40651,-0.05932116,0.62283
74.759,13.096689999999999,0.4103,-0.05991327,0.6228199999999999
74.859,13.10186,0.41329,-0.06050628,0.6228199999999999
74.959,13.10699,0.41413999999999995,-0.06075574,0.6228100000000001
75.059,13.1121,0.41463999999999995,-0.06073956,0.6228100000000001
75.159,13.11718,0.41576,-0.06068321,0.6228
75.259,13.12227,0.4171,-0.06094435,0.6228
75.359,13.127360000000001,0.41836,-0.06150413,0.62279
75.459,13.13246,0.41948,-0.06191306,0.62279
75.559,13.137579999999998,0.42055,-0.06204989,0.62278
75.659,13.14272,0.4218,-0.06214876,0.62278
75.759,13.147870000000001,0.42296999999999996,-0.06217291,0.62278
75.859,13.15301,0.4234,-0.0618433,0.6227699999999999
75.959,13.15811,0.42328000000000005,-0.06127937,0.6227699999999999
76.059,13.163210000000001,0.42341999999999996,-0.06090002,0.6227600000000001
76.159,13.1683,0.42396999999999996,-0.06078141,0.6227600000000001
76.259,13.1734,0.42468,-0.06075837,0.62275
76.359,13.178479999999999,0.42618,-0.06076329,0.62275
76.459,13.18351,0.42941999999999997,-0.06079045,0.62274
76.559,13.18852,0.43299,-0.06078797,0.62274
76.659,13.193570000000001,0.43438999999999994,-0.06069988,0.62273
76.759,13.19865,0.43428,-0.0607097,0.62273
76.859,13.2037,0.43496,-0.06108964,0.6227199999999999
76.959,13.208739999999999,0.43662,-0.06164625,0.6227199999999999
77.059,13.213829999999998,0.4384,-0.0619791,0.62271
77.159,13.21894,0.43968,-0.06207341,0.62271
77.259,13.224029999999999,0.44015,-0.06209603,0.6227
77.359,13.22909,0.44037,-0.06208663,0.6227
77.459,13.23412,0.44123,-0.06204096,0.62269
77.559,13.239139999999999,0.44266000000000005,-0.06205966,0.62269
77.659,13.244129999999998,0.44419,-0.06226812,0.62268
77.759,13.24911,0.4455,-0.06265694,0.62268
77.859,13.2541,0.44638,-0.0631473,0.62267
77.959,13.259079999999999,0.44708000000000003,-0.06356708,0.62267
78.059,13.26405,0.44797,-0.06373271,0.62266
78.159,13.269020000000001,0.44891000000000003,-0.06365556,0.62266
78.259,13.27404,0.44958000000000004,-0.06344299,0.62265
78.359,13.27909,0.44974,-0.06329227,0.62265
78.459,13.28413,0.44925,-0.06339209,0.62264
78.559,13.28914,0.44878999999999997,-0.0635957,0.62264
78.659,13.29413,0.44923,-0.06365747,0.62263
78.759,13.2991,0.45083,-0.06362346,0.62263
78.859,13.30403,0.45347,-0.06363296,0.62262
78.959,13.30896,0.45647,-0.06363369,0.62262
79.059,13.31388,0.45898,-0.06353277,0.62261
79.159,13.3188,0.46074,-0.06355404,0.6226
79.259,13.32371,0.46183,-0.06399476,0.6226
79.359,13.32862,0.46265,-0.06452421,0.62259
79.459,13.33354,0.46369,-0.06456187,0.62259
79.559,13.33845,0.46496000000000004,-0.06418989,0.62258
79.659,13.34336,0.4662,-0.0638404,0.62258
79.759,13.348270000000001,0.46738999999999997,-0.06371224,0.62257
79.859,13.35315,0.46866,-0.06385102,0.62257
79.959,13.358039999999999,0.47003,-0.06420974,0.62256
80.059,13.362960000000001,0.47145,-0.0646753,0.62256
80.159,13.367870000000002,0.47308999999999996,-0.06506879,0.62255
80.259,13.372720000000001,0.47523999999999994,-0.06517381,0.62255
80.359,13.377529999999998,0.47733000000000003,-0.06498463,0.62254
80.459,13.382370000000002,0.47812,-0.06467728,0.62254
80.559,13.38725,0.47788,-0.06447221,0.62253
80.659,13.39211,0.47836999999999996,-0.06461974,0.62252
80.759,13.39693,0.47991000000000006,-0.06504806,0.62252
80.859,13.401729999999999,0.48097,-0.0653078,0.62251
80.959,13.406529999999998,0.48095,-0.06526969,0.62251
81.059,13.41133,0.48071,-0.06529539,0.6225
81.159,13.416139999999999,0.4811,-0.06558928,0.6225
81.259,13.42097,0.48273,-0.06600375,0.62249
81.359,13.425820000000002,0.48553999999999997,-0.06637703,0.62249
81.459,13.430679999999999,0.48808999999999997,-0.06659795,0.62248
81.559,13.43552,0.48925,-0.0666242,0.62247
81.659,13.440339999999999,0.48933000000000004,-0.0665774,0.62247
81.759,13.445170000000001,0.48894,-0.06656752,0.62246
81.859,13.45,0.48905,-0.06658,0.62246
81.959,13.45483,0.49033000000000004,-0.06658351,0.62245
82.059,13.45964,0.49201000000000006,-0.06658022,0.62245
82.159,13.464429999999998,0.49317,-0.06657894,0.62244
82.259,13.4692,0.49387,-0.06657982,0.62243
82.359,13.473989999999999,0.49445,-0.06658052,0.62243
82.459,13.47879,0.49505,-0.06658025,0.62242
82.559,13.4836,0.49573,-0.06657904,0.62242
82.659,13.4884,0.49666000000000005,-0.06657911,0.62241
82.759,13.4932,0.498,-0.06658299,0.62241
82.859,13.49799,0.49954,-0.06658375,0.6224
82.959,13.50275,0.5008,-0.06657039,0.62239
83.059,13.507489999999999,0.5017699999999999,-0.06656416,0.62239
83.159,13.512229999999999,0.50278,-0.06661239,0.62238
83.259,13.516960000000001,0.5038600000000001,-0.06675424,0.62238
83.359,13.52164,0.50468,-0.06701675,0.62237
83.459,13.526279999999998,0.50512,-0.06730003,0.62237
83.559,13.53094,0.50544,-0.06731863,0.62236
83.659,13.53566,0.50595,-0.06696388,0.62235
