##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
49.248,10.00917,-0.00307,0.01057916,1.07447
49.348,10.41383,-0.0036635590000000003,0.01291844,1.07447
49.448,10.51723,-0.0009483375999999999,0.01541733,1.07446
49.548,10.58726,-0.00024658060000000003,0.02214941,1.07445
49.648,10.64323,-0.0008578663000000001,0.02588116,1.07445
49.748,10.69048,-0.0019634,0.02742671,1.07444
49.848,10.73252,-0.00152973,0.03332796,1.07443
49.948,10.769960000000001,-0.00201564,0.03796828,1.07443
50.048,10.804910000000001,4.8455959999999995e-05,0.0410321,1.0744200000000002
50.148,10.83675,0.0010937339999999999,0.04286586,1.07441
50.248,10.86667,-0.0009139714999999999,0.04823853,1.0744
50.348,10.894969999999999,-0.002443595,0.05289452,1.0744
50.448,10.92184,-0.00485002,0.05469874,1.07439
50.548,10.94742,-0.005157813,0.0583939,1.07438
50.648,10.97216,-0.003928163,0.06384737,1.07438
50.748,10.99576,-0.00332726,0.06451754,1.07437
50.848,11.0186,-0.002664813,0.06662346,1.07436
50.948,11.04076,-0.0029244590000000003,0.06935327,1.07435
51.048,11.06241,-0.002905294,0.07319039,1.07435
51.148,11.08352,-0.0020250339999999998,0.07378154,1.07434
51.248,11.10402,-0.002145705,0.07756998,1.07433
51.348,11.1241,-0.001895441,0.07915274,1.07433
51.448,11.14371,-0.001242605,0.08375738,1.0743200000000002
51.548,11.16261,-0.002576869,0.08544383,1.07431
51.648,11.18142,-0.002113674,0.08855276,1.0743
51.748,11.199860000000001,-0.002380866,0.09046167,1.0743
51.848,11.217989999999999,-0.002601853,0.09143079,1.07429
51.948,11.23574,-0.00263606,0.09564902,1.07428
52.048,11.25314,-0.002828539,0.09622874,1.07427
52.148,11.27022,-0.002846358,0.10026,1.07427
52.248,11.287289999999999,-0.003006638,0.10144,1.07426
52.348,11.303980000000001,-0.002617083,0.10189,1.07425
52.448,11.32055,-0.003143338,0.10625,1.0742399999999999
52.548,11.33664,-0.0015870270000000002,0.10565999999999999,1.0742399999999999
52.648,11.35276,-0.002091807,0.11007,1.07423
52.748,11.368730000000001,-0.001357526,0.11207,1.0742200000000002
52.848,11.38454,-0.001893473,0.11122,1.07421
52.948,11.40008,-0.002849954,0.1129,1.07421
53.048,11.41545,-0.003148781,0.11548,1.0742
53.148,11.43075,-0.003013353,0.11871,1.07419
53.248,11.445780000000001,-0.003751601,0.11879,1.07418
53.348,11.46067,-0.0037072570000000003,0.12328,1.07418
53.448,11.47538,-0.0034590209999999996,0.12503,1.07417
53.548,11.489930000000001,-0.004733365,0.1256,1.07416
53.648,11.50446,-0.005219561,0.12621,1.07415
53.748,11.518839999999999,-0.005059505,0.12758,1.0741399999999999
53.848,11.53298,-0.00594816,0.12875,1.0741399999999999
53.948,11.547189999999999,-0.005299811999999999,0.13202,1.07413
54.048,11.56127,-0.005491234,0.13235999999999998,1.07412
54.148,11.57516,-0.005138954,0.13572,1.0741100000000001
54.248,11.58906,-0.004820597,0.13525,1.0741
54.348,11.60259,-0.00472192,0.13634000000000002,1.0741
54.448,11.61617,-0.003302489,0.13743,1.07409
54.548,11.62965,-0.004094481,0.14052,1.07408
54.648,11.64301,-0.003324475,0.14078,1.07407
54.748,11.65649,-0.0027958809999999996,0.14142000000000002,1.07406
54.848,11.66987,-0.002843224,0.14376,1.07406
54.948,11.68313,-0.00272377,0.1441,1.07405
