##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,Sensit./(uV/mW)
49.498,10.01,0.07962281,-0.02842,1.0540100000000001
49.598,10.59802,0.10252,-0.03224222,1.0540100000000001
49.698,10.73439,0.12027,-0.03237345,1.0540200000000002
49.798,10.83336,0.14957,-0.03088855,1.0540200000000002
49.898,10.91169,0.17003,-0.03049632,1.0540200000000002
49.998,10.972710000000001,0.18795,-0.03094977,1.0540200000000002
50.098,11.02201,0.21415,-0.0303163,1.0540200000000002
50.198,11.06671,0.22541999999999998,-0.03002084,1.05403
50.298,11.10829,0.24644000000000002,-0.03079954,1.05403
50.398,11.14724,0.25943,-0.03291651,1.05403
50.498,11.18187,0.27999,-0.03387661,1.05403
50.598,11.21452,0.29168,-0.03179692,1.05403
50.698,11.245410000000001,0.3109,-0.03169135,1.05403
50.798,11.27486,0.3348,-0.03307331,1.0540399999999999
50.898,11.30229,0.3438,-0.03406971,1.0540399999999999
50.998,11.327860000000001,0.36279,-0.03320802,1.0540399999999999
51.098,11.35195,0.37295,-0.03114985,1.0540399999999999
51.198,11.374839999999999,0.38982,-0.03043355,1.0540399999999999
51.298,11.39728,0.40595,-0.03176113,1.0540399999999999
51.398,11.4192,0.42273999999999995,-0.03322718,1.0540399999999999
51.498,11.4404,0.43945,-0.03482062,1.05405
51.598,11.460930000000001,0.45102,-0.03488789,1.05405
51.698,11.48095,0.46637,-0.03426659,1.05405
51.798,11.49992,0.46978000000000003,-0.03357981,1.05405
51.898,11.51878,0.48655,-0.0327655,1.05405
51.998,11.53704,0.49498000000000003,-0.03289376,1.05405
52.098,11.55446,0.511,-0.03354055,1.05405
52.198,11.57119,0.52587,-0.03402528,1.05405
52.298,11.58768,0.53732,-0.03328043,1.05405
52.398,11.60341,0.54976,-0.03215644,1.05406
52.498,11.61912,0.56663,-0.03029132,1.05406
52.598,11.63433,0.57333,-0.03012995,1.05406
52.698,11.64971,0.58234,-0.02960678,1.05406
52.798,11.66488,0.59991,-0.03031721,1.05406
52.898,11.679789999999999,0.60924,-0.0324622,1.05406
52.998,11.69449,0.62873,-0.03284022,1.05406
53.098,11.70851,0.6342899999999999,-0.03373018,1.05406
53.198,11.72219,0.6409699999999999,-0.03389192,1.05406
53.298,11.73622,0.65422,-0.03340281,1.05406
