Time after Ignition,Rubber_Band_R1,Mean,Std. Dev.
268.0,28.1,28.1,
268.25,28.2,28.2,
268.5,28.0,28.0,
268.75,28.2,28.2,
269.0,28.1,28.1,
269.25,27.9,27.9,
269.5,28.0,28.0,
269.75,27.3,27.3,
270.0,27.6,27.6,
270.25,27.3,27.3,
270.5,27.7,27.7,
270.75,27.5,27.5,
271.0,27.7,27.7,
271.25,27.6,27.6,
271.5,27.7,27.7,
271.75,27.7,27.7,
272.0,27.3,27.3,
272.25,27.6,27.6,
272.5,27.5,27.5,
272.75,27.7,27.7,
273.0,27.9,27.9,
273.25,27.5,27.5,
273.5,27.1,27.1,
273.75,27.6,27.6,
274.0,27.2,27.2,
274.25,27.5,27.5,
274.5,27.6,27.6,
274.75,27.5,27.5,
275.0,27.4,27.4,
275.25,27.0,27.0,
275.5,27.6,27.6,
275.75,27.5,27.5,
276.0,27.3,27.3,
276.25,27.4,27.4,
276.5,27.5,27.5,
276.75,27.9,27.9,
277.0,27.4,27.4,
277.25,27.0,27.0,
277.5,27.2,27.2,
277.75,27.3,27.3,
278.0,27.3,27.3,
278.25,27.3,27.3,
278.5,26.9,26.9,
278.75,27.5,27.5,
279.0,27.0,27.0,
279.25,27.5,27.5,
279.5,27.4,27.4,
279.75,27.5,27.5,
280.0,27.3,27.3,
280.25,27.4,27.4,
280.5,27.4,27.4,
280.75,27.4,27.4,
281.0,27.2,27.2,
281.25,27.3,27.3,
281.5,27.7,27.7,
281.75,27.3,27.3,
282.0,27.5,27.5,
282.25,27.1,27.1,
282.5,27.6,27.6,
282.75,27.5,27.5,
283.0,27.2,27.2,
283.25,27.3,27.3,
283.5,27.3,27.3,
283.75,27.0,27.0,
284.0,26.9,26.9,
284.25,26.8,26.8,
284.5,26.2,26.2,
284.75,25.7,25.7,
285.0,25.7,25.7,
285.25,25.9,25.9,
285.5,25.8,25.8,
285.75,25.5,25.5,
286.0,25.6,25.6,
286.25,25.4,25.4,
286.5,25.6,25.6,
286.75,25.4,25.4,
287.0,25.0,25.0,
287.25,25.1,25.1,
287.5,25.3,25.3,
287.75,24.9,24.9,
288.0,24.9,24.9,
288.25,24.9,24.9,
288.5,24.9,24.9,
288.75,25.1,25.1,
289.0,24.9,24.9,
289.25,24.7,24.7,
289.5,25.0,25.0,
289.75,24.6,24.6,
290.0,24.9,24.9,
290.25,24.8,24.8,
290.5,24.9,24.9,
290.75,24.8,24.8,
291.0,24.5,24.5,
291.25,24.6,24.6,
291.5,24.4,24.4,
291.75,24.7,24.7,
292.0,24.6,24.6,
292.25,24.9,24.9,
292.5,24.7,24.7,
292.75,24.7,24.7,
293.0,24.9,24.9,
293.25,24.8,24.8,
293.5,24.7,24.7,
293.75,24.8,24.8,
294.0,24.8,24.8,
294.25,24.2,24.2,
294.5,24.6,24.6,
294.75,24.5,24.5,
295.0,24.4,24.4,
295.25,24.5,24.5,
295.5,24.0,24.0,
295.75,23.8,23.8,
296.0,23.5,23.5,
296.25,23.8,23.8,
296.5,23.8,23.8,
296.75,23.7,23.7,
297.0,23.5,23.5,
297.25,23.7,23.7,
297.5,23.3,23.3,
297.75,23.7,23.7,
298.0,23.6,23.6,
298.25,23.8,23.8,
298.5,23.1,23.1,
298.75,23.2,23.2,
299.0,23.1,23.1,
299.25,22.9,22.9,
299.5,22.9,22.9,
299.75,22.8,22.8,
300.0,22.9,22.9,
300.25,22.5,22.5,
300.5,22.7,22.7,
300.75,22.2,22.2,
301.0,22.5,22.5,
301.25,22.6,22.6,
301.5,22.8,22.8,
301.75,21.9,21.9,
302.0,22.3,22.3,
302.25,22.0,22.0,
302.5,22.3,22.3,
302.75,22.1,22.1,
303.0,22.2,22.2,
303.25,22.1,22.1,
303.5,22.0,22.0,
303.75,22.1,22.1,
304.0,22.0,22.0,
304.25,22.2,22.2,
304.5,22.1,22.1,
304.75,22.1,22.1,
305.0,21.9,21.9,
305.25,21.8,21.8,
305.5,22.1,22.1,
305.75,22.1,22.1,
306.0,22.2,22.2,
306.25,21.9,21.9,
306.5,22.1,22.1,
306.75,22.1,22.1,
307.0,22.2,22.2,
307.25,22.2,22.2,
307.5,22.1,22.1,
307.75,22.3,22.3,
308.0,22.5,22.5,
308.25,22.6,22.6,
308.5,22.9,22.9,
308.75,22.8,22.8,
309.0,22.9,22.9,
309.25,23.3,23.3,
309.5,22.9,22.9,
309.75,23.3,23.3,
310.0,23.2,23.2,
310.25,23.3,23.3,
310.5,23.3,23.3,
310.75,23.6,23.6,
311.0,23.7,23.7,
311.25,23.8,23.8,
311.5,23.4,23.4,
311.75,23.5,23.5,
312.0,23.1,23.1,
312.25,22.8,22.8,
312.5,23.3,23.3,
312.75,23.0,23.0,
