Time after Ignition,Rubber_Band_R1,Mean,Std. Dev.
266.75,34.6,34.6,
267.0,35.6,35.6,
267.25,34.8,34.8,
267.5,34.8,34.8,
267.75,34.6,34.6,
268.0,34.0,34.0,
268.25,34.7,34.7,
268.5,34.5,34.5,
268.75,34.5,34.5,
269.0,33.8,33.8,
269.25,34.5,34.5,
269.5,33.9,33.9,
269.75,33.8,33.8,
270.0,34.4,34.4,
270.25,33.9,33.9,
270.5,33.6,33.6,
270.75,33.9,33.9,
271.0,33.9,33.9,
271.25,33.7,33.7,
271.5,33.7,33.7,
271.75,33.5,33.5,
272.0,33.7,33.7,
272.25,33.8,33.8,
272.5,33.7,33.7,
272.75,33.9,33.9,
273.0,33.7,33.7,
273.25,33.7,33.7,
273.5,33.6,33.6,
273.75,33.1,33.1,
274.0,33.5,33.5,
274.25,33.1,33.1,
274.5,33.0,33.0,
274.75,33.2,33.2,
275.0,33.2,33.2,
275.25,33.1,33.1,
275.5,32.5,32.5,
275.75,33.4,33.4,
276.0,32.5,32.5,
276.25,32.9,32.9,
276.5,32.7,32.7,
276.75,32.8,32.8,
277.0,32.6,32.6,
277.25,33.3,33.3,
277.5,32.5,32.5,
277.75,32.7,32.7,
278.0,32.4,32.4,
278.25,32.7,32.7,
278.5,33.0,33.0,
278.75,32.5,32.5,
279.0,32.4,32.4,
279.25,32.9,32.9,
279.5,32.7,32.7,
279.75,32.6,32.6,
280.0,32.5,32.5,
280.25,32.4,32.4,
280.5,32.5,32.5,
280.75,32.8,32.8,
281.0,32.5,32.5,
281.25,32.7,32.7,
281.5,33.2,33.2,
281.75,33.2,33.2,
282.0,33.0,33.0,
282.25,32.9,32.9,
282.5,32.8,32.8,
282.75,33.2,33.2,
283.0,33.1,33.1,
283.25,33.5,33.5,
283.5,33.6,33.6,
283.75,33.1,33.1,
284.0,33.0,33.0,
284.25,33.5,33.5,
284.5,33.9,33.9,
284.75,33.4,33.4,
285.0,33.3,33.3,
285.25,33.3,33.3,
285.5,33.8,33.8,
285.75,32.9,32.9,
286.0,32.8,32.8,
286.25,33.4,33.4,
286.5,33.1,33.1,
286.75,33.1,33.1,
287.0,32.6,32.6,
287.25,32.9,32.9,
287.5,33.5,33.5,
287.75,33.1,33.1,
288.0,32.9,32.9,
288.25,32.7,32.7,
288.5,33.0,33.0,
288.75,32.9,32.9,
289.0,32.3,32.3,
289.25,32.7,32.7,
289.5,32.4,32.4,
289.75,32.1,32.1,
290.0,31.9,31.9,
290.25,32.3,32.3,
290.5,31.7,31.7,
290.75,32.1,32.1,
291.0,31.6,31.6,
291.25,31.9,31.9,
291.5,31.6,31.6,
291.75,31.8,31.8,
292.0,31.5,31.5,
292.25,32.0,32.0,
292.5,31.1,31.1,
292.75,31.6,31.6,
293.0,31.5,31.5,
293.25,31.5,31.5,
293.5,31.6,31.6,
293.75,31.5,31.5,
294.0,31.4,31.4,
294.25,31.5,31.5,
294.5,31.4,31.4,
294.75,31.8,31.8,
295.0,31.2,31.2,
295.25,31.4,31.4,
295.5,31.3,31.3,
295.75,31.6,31.6,
296.0,31.0,31.0,
296.25,31.4,31.4,
296.5,31.5,31.5,
296.75,31.3,31.3,
297.0,31.7,31.7,
297.25,31.5,31.5,
297.5,31.3,31.3,
297.75,30.9,30.9,
298.0,31.3,31.3,
298.25,31.1,31.1,
298.5,30.8,30.8,
298.75,30.8,30.8,
299.0,31.1,31.1,
299.25,30.7,30.7,
299.5,30.8,30.8,
299.75,30.9,30.9,
300.0,30.6,30.6,
300.25,31.0,31.0,
300.5,30.8,30.8,
300.75,30.6,30.6,
301.0,30.4,30.4,
301.25,30.1,30.1,
301.5,30.4,30.4,
301.75,30.5,30.5,
302.0,30.2,30.2,
302.25,30.2,30.2,
302.5,30.3,30.3,
302.75,29.7,29.7,
303.0,30.1,30.1,
303.25,29.6,29.6,
303.5,30.1,30.1,
303.75,29.6,29.6,
304.0,29.7,29.7,
304.25,29.7,29.7,
304.5,29.7,29.7,
304.75,30.1,30.1,
305.0,28.9,28.9,
305.25,29.4,29.4,
305.5,29.1,29.1,
305.75,29.0,29.0,
306.0,28.9,28.9,
306.25,28.9,28.9,
306.5,28.1,28.1,
306.75,28.3,28.3,
307.0,28.2,28.2,
307.25,28.0,28.0,
307.5,27.7,27.7,
307.75,27.6,27.6,
308.0,27.1,27.1,
308.25,27.4,27.4,
308.5,26.9,26.9,
308.75,26.7,26.7,
309.0,27.1,27.1,
309.25,26.9,26.9,
309.5,26.7,26.7,
309.75,26.4,26.4,
310.0,26.3,26.3,
310.25,26.3,26.3,
310.5,26.0,26.0,
310.75,25.7,25.7,
311.0,26.1,26.1,
311.25,26.1,26.1,
311.5,26.4,26.4,
311.75,25.9,25.9,
312.0,25.5,25.5,
312.25,26.0,26.0,
312.5,25.7,25.7,
312.75,25.8,25.8,
313.0,25.7,25.7,
313.25,25.5,25.5,
313.5,25.7,25.7,
313.75,26.1,26.1,
314.0,25.7,25.7,
314.25,25.8,25.8,
314.5,25.7,25.7,
314.75,25.7,25.7,
315.0,25.6,25.6,
315.25,25.6,25.6,
315.5,25.3,25.3,
315.75,25.7,25.7,
316.0,25.7,25.7,
316.25,25.7,25.7,
316.5,25.4,25.4,
316.75,25.8,25.8,
317.0,25.9,25.9,
317.25,26.2,26.2,
317.5,26.0,26.0,
317.75,25.7,25.7,
318.0,26.2,26.2,
318.25,26.3,26.3,
318.5,26.5,26.5,
318.75,26.3,26.3,
319.0,26.4,26.4,
319.25,26.4,26.4,
319.5,26.2,26.2,
319.75,26.4,26.4,
320.0,26.2,26.2,
320.25,26.0,26.0,
320.5,26.3,26.3,
320.75,26.5,26.5,
321.0,26.6,26.6,
321.25,26.5,26.5,
321.5,26.8,26.8,
321.75,26.1,26.1,
322.0,26.8,26.8,
322.25,26.8,26.8,
322.5,26.7,26.7,
322.75,26.7,26.7,
323.0,26.4,26.4,
323.25,26.6,26.6,
323.5,26.8,26.8,
323.75,26.7,26.7,
324.0,26.4,26.4,
324.25,26.3,26.3,
324.5,26.1,26.1,
324.75,26.2,26.2,
325.0,26.2,26.2,
325.25,26.2,26.2,
325.5,26.1,26.1,
325.75,26.0,26.0,
326.0,26.3,26.3,
326.25,26.1,26.1,
326.5,26.0,26.0,
326.75,25.6,25.6,
327.0,26.0,26.0,
327.25,26.2,26.2,
327.5,25.9,25.9,
327.75,25.8,25.8,
328.0,25.9,25.9,
328.25,26.0,26.0,
328.5,25.5,25.5,
328.75,25.3,25.3,
329.0,25.5,25.5,
329.25,25.9,25.9,
329.5,25.9,25.9,
329.75,26.1,26.1,
330.0,25.8,25.8,
330.25,26.1,26.1,
330.5,26.2,26.2,
330.75,25.8,25.8,
331.0,25.8,25.8,
331.25,26.2,26.2,
331.5,26.0,26.0,
331.75,25.8,25.8,
332.0,25.9,25.9,
332.25,25.8,25.8,
332.5,25.5,25.5,
332.75,25.8,25.8,
333.0,25.5,25.5,
333.25,25.3,25.3,
333.5,25.3,25.3,
333.75,25.1,25.1,
334.0,25.3,25.3,
334.25,25.2,25.2,
334.5,25.1,25.1,
334.75,24.8,24.8,
335.0,25.2,25.2,
335.25,25.3,25.3,
335.5,25.2,25.2,
335.75,24.9,24.9,
336.0,25.6,25.6,
336.25,25.1,25.1,
336.5,24.8,24.8,
336.75,25.0,25.0,
337.0,24.6,24.6,
337.25,24.7,24.7,
337.5,25.0,25.0,
337.75,25.3,25.3,
338.0,25.1,25.1,
338.25,25.2,25.2,
338.5,25.4,25.4,
338.75,25.3,25.3,
339.0,25.5,25.5,
339.25,25.5,25.5,
339.5,25.9,25.9,
339.75,25.8,25.8,
340.0,25.8,25.8,
340.25,25.7,25.7,
340.5,25.6,25.6,
340.75,25.7,25.7,
341.0,25.5,25.5,
341.25,25.5,25.5,
341.5,25.2,25.2,
341.75,25.8,25.8,
342.0,25.2,25.2,
342.25,25.4,25.4,
342.5,25.2,25.2,
342.75,25.0,25.0,
343.0,25.2,25.2,
343.25,24.7,24.7,
343.5,25.0,25.0,
343.75,24.7,24.7,
344.0,24.8,24.8,
344.25,24.4,24.4,
344.5,24.3,24.3,
344.75,23.9,23.9,
345.0,23.9,23.9,
345.25,24.0,24.0,
345.5,23.5,23.5,
