##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
50.156,10.01667,-0.03982,0.002053339,1.048
50.256,10.51346,-0.03983635,0.005699866,1.04795
50.356,10.69017,-0.03996473,0.008389638,1.0479100000000001
50.456,10.81027,-0.04113483,0.0145751,1.04786
50.556,10.90877,-0.04183048,0.01829276,1.04782
50.656,10.994069999999999,-0.04303235,0.02259222,1.04777
50.756,11.07013,-0.04297748,0.02548582,1.0477299999999998
50.856,11.140089999999999,-0.04342262,0.02683618,1.04769
50.956,11.20537,-0.04353916,0.02751596,1.04764
51.056,11.266689999999999,-0.04265992,0.03081282,1.0476
51.156,11.32466,-0.04245043,0.03305593,1.04755
51.256,11.38065,-0.04395763,0.03384316,1.04751
51.356,11.434280000000001,-0.04528011,0.03659,1.04746
51.456,11.486989999999999,-0.04551361,0.03933053,1.04742
51.556,11.53697,-0.04545046,0.04115079,1.04738
51.656,11.58639,-0.04419419,0.04096571,1.0473299999999999
51.756,11.6347,-0.04531075,0.04356314,1.04729
51.856,11.68153,-0.04452106,0.04105616,1.04724
51.956,11.72808,-0.04529274,0.04491536,1.0472
52.056,11.773489999999999,-0.04612381,0.04689411,1.04715
52.156,11.81812,-0.04529617,0.04533606,1.04711
52.256,11.8619,-0.04473968,0.04561373,1.0470700000000002
52.356,11.9055,-0.04533426,0.04803409,1.04702
52.456,11.948210000000001,-0.0452341,0.05053555,1.04698
52.556,11.99066,-0.04519067,0.05062117,1.04693
52.656,12.03284,-0.04662533,0.0510511,1.0468899999999999
52.756,12.07456,-0.04530641,0.05235433,1.04685
52.856,12.11592,-0.04662666,0.05194623,1.0468
52.956,12.15663,-0.04669535,0.05411354,1.0467600000000001
53.056,12.19727,-0.04530903,0.05380026,1.04671
53.156,12.237689999999999,-0.04531895,0.05500003,1.04667
53.256,12.27773,-0.04620442,0.05618496,1.04662
53.356,12.31758,-0.04661529,0.05554212,1.0465799999999998
53.456,12.357460000000001,-0.047,0.05742961,1.04654
53.556,12.396989999999999,-0.04742142,0.05715549,1.04649
53.656,12.43644,-0.04663153,0.05813059,1.04645
53.756,12.47542,-0.04665773,0.05627009,1.0464
53.856,12.51458,-0.0478208,0.05714028,1.04636
53.956,12.55367,-0.04770702,0.05828949,1.0463200000000001
54.056,12.59189,-0.04668304,0.05838742,1.04627
54.156,12.63057,-0.04752546,0.05993366,1.04623
54.256,12.66885,-0.04827674,0.06054413,1.0461799999999999
54.356,12.7073,-0.04921168,0.05893537,1.04614
54.456,12.74548,-0.04812054,0.05795812,1.0461
54.556,12.78345,-0.04815004,0.05870665,1.04605
54.656,12.821489999999999,-0.04815009,0.05916807,1.04601
54.756,12.85972,-0.04815046,0.05956347,1.04596
54.856,12.89734,-0.0481546,0.06009729,1.0459200000000002
54.956,12.93471,-0.04851593,0.05990323,1.04588
55.056,12.9721,-0.04888035,0.0606307,1.04583
55.156,13.0095,-0.04954368,0.06149627,1.04579
55.256,13.04672,-0.04826872,0.06027671,1.04574
55.356,13.08348,-0.04947702,0.06191691,1.0457
55.456,13.12065,-0.0494718,0.06235355,1.04566
55.556,13.15799,-0.04922297,0.06236212,1.04561
55.656,13.19501,-0.04811838,0.06423521,1.04557
55.756,13.23184,-0.04814908,0.06258122,1.04552
55.856,13.2688,-0.04815868,0.06599517,1.04548
55.956,13.30575,-0.04856606,0.06379914,1.04544
56.056,13.3424,-0.04934364,0.06526959,1.04539
56.156,13.37909,-0.05076168,0.06445452,1.04535
56.256,13.415389999999999,-0.05077971,0.06450976,1.0453
56.356,13.451929999999999,-0.05078111,0.06521727,1.04526
56.456,13.48845,-0.05082476,0.06506599,1.04522
56.556,13.52469,-0.05008184,0.06521813,1.0451700000000002
56.656,13.561029999999999,-0.05083427,0.06601187,1.04513
56.756,13.597439999999999,-0.05076118,0.06679392,1.04508
56.856,13.634170000000001,-0.05078034,0.0639719,1.04504
56.956,13.6703,-0.05077999,0.06519067,1.045
57.056,13.70621,-0.05077797,0.06695342,1.04495
57.156,13.742239999999999,-0.05074347,0.06524858,1.04491
57.256,13.778939999999999,-0.04977622,0.06616013,1.0448600000000001
57.356,13.8149,-0.04947803,0.06634084,1.04482
57.456,13.850760000000001,-0.04946508,0.06612091,1.0447799999999998
57.556,13.88689,-0.05024764,0.06648997,1.04473
57.656,13.92304,-0.05045357,0.06588425,1.04469
57.756,13.95912,-0.05042493,0.06637437,1.04464
57.856,13.994979999999998,-0.05080217,0.06667392,1.0446
57.956,14.030870000000002,-0.05049886,0.06691459,1.04456
58.056,14.0666,-0.05046016,0.06685103,1.04451
58.156,14.102479999999998,-0.05040068,0.06620882,1.04447
58.256,14.13812,-0.05080429,0.06783241,1.0444200000000001
58.356,14.17356,-0.05209073,0.06769776,1.0443799999999999
58.456,14.20925,-0.05083553,0.06695455,1.04434
58.556,14.2447,-0.05079095,0.06980309,1.04429
58.656,14.280170000000002,-0.05079019,0.06855811,1.04425
58.756,14.315729999999999,-0.05079083,0.06843615,1.04421
58.856,14.3512,-0.05077186,0.06839966,1.04416
58.956,14.38677,-0.05222766,0.06852155,1.0441200000000002
59.056,14.42211,-0.05212034,0.06881393,1.04407
59.156,14.457239999999999,-0.05211071,0.0672529,1.04403
59.256,14.492389999999999,-0.05210957,0.06821404,1.04399
59.356,14.52757,-0.05210325,0.06804087,1.0439399999999999
59.456,14.56246,-0.05202292,0.07010046,1.0439
59.556,14.5973,-0.0534091,0.06955453,1.04386
59.656,14.63202,-0.05315189,0.06738602,1.0438100000000001
59.756,14.6668,-0.05210055,0.06861594,1.04377
59.856,14.7016,-0.05284115,0.06639654,1.04372
59.956,14.7364,-0.05340945,0.06883431,1.04368
60.056,14.77111,-0.0534188,0.06970601,1.04364
60.156,14.80577,-0.05341482,0.06901293,1.04359
60.256,14.840710000000001,-0.05420805,0.06905914,1.04355
60.356,14.87551,-0.05470707,0.06830398,1.0435
60.456,14.91035,-0.05472861,0.06937374,1.04346
60.556,14.945170000000001,-0.05472998,0.06987802,1.04342
60.656,14.97984,-0.05473066,0.0685809,1.0433700000000001
60.756,15.01428,-0.05473735,0.07132262,1.0433299999999999
60.856,15.048879999999999,-0.05478565,0.06977288,1.04329
60.956,15.08365,-0.05408977,0.071658,1.04324
61.056,15.118329999999998,-0.05472443,0.07050407,1.0432
61.156,15.15286,-0.05472715,0.0699189,1.04316
61.256,15.18736,-0.05529667,0.06957148,1.04311
61.356,15.2217,-0.05602394,0.06999074,1.0430700000000002
61.456,15.2555,-0.0560481,0.07077408,1.04302
61.556,15.28989,-0.05604987,0.07143087,1.04298
61.656,15.324639999999999,-0.05604999,0.07043909,1.04294
61.756,15.35941,-0.05604998,0.07129402,1.0428899999999999
61.856,15.39409,-0.05604973,0.07023298,1.04285
61.956,15.42886,-0.05604653,0.07136817,1.04281
62.056,15.4635,-0.05600919,0.07001022,1.0427600000000001
