##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass(subtr.2)/%,Sensit./(uV/mW)
48.949,10.00917,0.001380782,99.23818,1.08876
49.049,10.3007,0.007020576999999999,99.28243,1.0886799999999999
49.149,10.38063,0.01313758,99.24139,1.08859
49.249,10.42883,0.02101492,99.24367,1.08851
49.349,10.464939999999999,0.02957997,99.2365,1.0884200000000002
49.449,10.49398,0.0350382,99.22051,1.0883399999999999
49.549,10.51874,0.03961644,99.2193,1.08826
49.649,10.54197,0.04352855,99.2088,1.08817
49.749,10.56289,0.04924165,99.20992,1.08809
49.849,10.58345,0.05586379,99.21203,1.088
49.949,10.60249,0.06302489,99.2127,1.08792
50.049,10.61991,0.06823283,99.22308000000001,1.0878299999999999
50.149,10.63649,0.07250843,99.21814,1.08775
50.249,10.65212,0.07785595,99.19776999999999,1.0876700000000001
50.349,10.66703,0.08181115,99.21217,1.08758
50.449,10.682030000000001,0.08914493,99.19965,1.0875
50.549,10.69633,0.09503231,99.22688000000001,1.08741
50.649,10.70982,0.10031,99.23189,1.08733
50.749,10.72282,0.10464000000000001,99.24475,1.08724
50.849,10.73525,0.10885,99.25126,1.0871600000000001
50.949,10.74728,0.11569000000000002,99.24422,1.0870799999999998
51.049,10.759030000000001,0.12079000000000001,99.23259,1.08699
51.149,10.77009,0.12483,99.23916,1.08691
51.249,10.781080000000001,0.12927,99.22282,1.0868200000000001
51.349,10.7917,0.13396,99.25676,1.08674
51.449,10.80237,0.13898,99.24374,1.08666
51.549,10.81268,0.14332999999999999,99.26156999999999,1.08657
51.649,10.82264,0.1465,99.26115,1.08649
51.749,10.832510000000001,0.15153,99.25019,1.0864
51.849,10.842080000000001,0.15791,99.27287,1.0863200000000002
51.949,10.851519999999999,0.16175,99.2503,1.0862399999999999
52.049,10.86099,0.16673,99.25461,1.08615
52.149,10.87027,0.171,99.26083,1.08607
52.249,10.879480000000001,0.17384000000000002,99.24665999999999,1.08598
52.349,10.88841,0.17758,99.27696999999999,1.0859
52.449,10.897,0.18122,99.26845,1.08582
52.549,10.90552,0.18694000000000002,99.25341,1.0857299999999999
52.649,10.914069999999999,0.19285,99.25965,1.08565
52.749,10.92248,0.19585999999999998,99.24469,1.0855700000000001
52.849,10.9306,0.19847,99.22322,1.08548
52.949,10.93856,0.20367000000000002,99.25305999999999,1.0854
53.049,10.94642,0.20578000000000002,99.24776999999999,1.08531
53.149,10.9541,0.21176,99.24746999999999,1.08523
53.249,10.961689999999999,0.21713000000000002,99.26523,1.08515
53.349,10.96925,0.21736,99.27618000000001,1.0850600000000001
53.449,10.9766,0.22155999999999998,99.28094,1.0849799999999998
53.549,10.98391,0.22621,99.29349,1.0849
53.649,10.99121,0.22923000000000002,99.30434,1.08481
53.749,10.99842,0.2317,99.30091,1.08473
53.849,11.00555,0.23451,99.29573,1.08464
53.949,11.01257,0.23834,99.29548,1.08456
54.049,11.01954,0.24281999999999998,99.29784000000001,1.0844799999999999
54.149,11.026539999999999,0.24697,99.29634,1.08439
54.249,11.033430000000001,0.25104,99.29167,1.08431
54.349,11.040189999999999,0.25428,99.28616,1.08423
54.449,11.04691,0.25631,99.28205,1.0841399999999999
54.549,11.05353,0.25978,99.28084,1.08406
54.649,11.06007,0.26378,99.28134,1.08398
54.749,11.06662,0.26619,99.28151,1.08389
54.849,11.07317,0.2685,99.28159000000001,1.08381
54.949,11.07966,0.27163000000000004,99.28121,1.0837299999999999
55.049,11.08605,0.27552,99.27973,1.08364
55.149,11.092360000000001,0.27992,99.27790999999999,1.08356
55.249,11.0986,0.28411,99.27605,1.08348
55.349,11.10485,0.28712,99.27348,1.0833899999999999
55.449,11.111089999999999,0.28891,99.26858,1.08331
55.549,11.11727,0.29048,99.26172,1.08323
55.649,11.12336,0.29383000000000004,99.25663,1.08314
55.749,11.129389999999999,0.29805,99.2512,1.0830600000000001
55.849,11.1354,0.30125,99.24238000000001,1.0829799999999998
55.949,11.14138,0.3044,99.23722,1.08289
56.049,11.14734,0.30785,99.23794000000001,1.08281
56.149,11.15325,0.31029,99.23747,1.08273
56.249,11.1591,0.3124,99.23548000000001,1.08264
56.349,11.16491,0.31558,99.23517,1.08256
56.449,11.1707,0.31908000000000003,99.2355,1.0824799999999999
56.549,11.17648,0.32206,99.23532,1.08239
56.649,11.18222,0.32456999999999997,99.23522,1.08231
56.749,11.1879,0.32716,99.23541999999999,1.08223
56.849,11.193539999999999,0.33052,99.23557,1.0821399999999999
56.949,11.199110000000001,0.33409,99.23546999999999,1.08206
57.049,11.2046,0.33691,99.2352,1.08198
57.149,11.21009,0.339,99.23563,1.08189
