Time after Ignition,Asphalt_Shingle_R1,Asphalt_Shingle_R2,Asphalt_Shingle_R3,Mean,Std. Dev.
17.0,381.9604470055012,350.7490916803843,374.0103869220834,368.906641869323,16.219535612352093
17.25,387.1666267418972,358.5133949464759,404.0530288158547,383.2443501680759,23.021788665966607
17.5,379.66845333910703,361.5190904048804,396.48708328700917,379.22487567699886,17.48821610136075
17.75,383.20824886249864,364.34419708840875,396.431845889523,381.3280972801435,16.126237282000623
18.0,405.4765317282115,373.4356575479419,414.20072323522794,397.7043041704605,21.465164477107674
18.25,397.7293794845767,387.7036949959547,416.972653419772,400.80190930010116,14.874418019010042
18.5,402.72193071724814,394.6189637008013,423.77746395826097,407.0394527921035,15.05108906246375
18.75,416.78494706452665,395.2461434072511,431.08849613534676,414.3731955357082,18.042476862916438
19.0,425.96835267797076,401.6876697214837,437.38074853693496,421.67892364546316,18.229052907383675
19.25,429.05530405387714,399.48919344987655,441.8874799965287,423.4773258334275,21.74256324111453
19.5,438.9295749436737,408.59014102501874,456.78205558882183,434.7672571858381,24.364088822878628
19.75,440.47983136340935,416.979715417437,455.5115997880328,437.657048856293,19.42041719683445
20.0,441.33581559256186,408.94411554140913,463.8089133103828,438.02961481478457,27.581420036771604
20.25,459.59276625528787,414.8496025281454,455.99140898216734,443.47792592186687,24.858160004388694
20.5,456.0118390477789,425.24658393209717,469.65143028145644,450.3032844204442,22.746170925619545
20.75,467.77354100191576,425.73254711952563,474.6762175394402,456.0607685536272,26.49080024012762
21.0,485.5361121334812,440.39559930688273,478.57662740845916,468.169446282941,24.303261896226623
21.25,474.5486940976414,434.46361593493714,488.3309285214276,465.78107951800206,27.983479776208977
21.5,470.5578873904614,432.43903404706344,496.1939023944284,466.3969412773178,32.08046000160882
21.75,485.39986479841014,460.58122542867045,511.361813850453,485.7809680258445,25.392439226432938
22.0,498.95226607421165,447.9345596346057,513.5046759582514,486.7971672223562,34.43355717534696
22.25,494.0491086045136,455.681985604406,513.3969157066584,487.70933663852594,29.375122478255516
22.5,497.239523536296,451.404084009997,523.7203757789512,490.787994441748,36.58726806617947
22.75,500.3022504592211,457.035658165327,526.8661879311941,494.73469885191406,35.24661607900016
23.0,496.7641759786971,474.6723031468238,531.8058849767554,501.0807880340921,28.810352269747703
23.25,516.5453834165737,476.4244071905155,531.2785463021029,508.08277896973067,28.389362443283925
23.5,508.1719257770017,478.16315567737905,537.4718095048715,507.93563031975077,29.655032985391756
23.75,503.07239839977797,482.17640079690256,527.8704132304351,504.37307080903855,22.874756929989797
24.0,528.7514161126236,484.25315505992273,542.4598345013975,518.488135224648,30.430339857447613
24.25,525.1741113351669,487.17082634053673,518.0712306243255,510.13872276667644,20.205344052490656
24.5,532.7192533701557,492.11014668439987,549.2684123162104,524.6992707902554,29.41100003307576
24.75,521.1705524806185,497.67466341576466,586.5160390247778,535.1204183070537,46.03418916910665
25.0,529.8745288953053,487.24277943680596,568.0927362903902,528.4033482075005,40.445051122093254
25.25,551.964147273898,499.39161122874356,548.5950362340028,533.3169315788814,29.428442839273643
25.5,540.2981412378189,501.9894453307181,557.4600922678142,533.2492262787837,28.399182549499074
25.75,539.3016238200006,508.68692488654324,580.0306321807599,542.6730602957679,35.79114528138651
26.0,546.8661935402482,502.54626940434,569.5674039419688,539.6599556288523,34.08673521040792
26.25,565.8064720376545,515.763265215907,566.845590157454,549.4717758036718,29.19704961380197
26.5,561.613483976338,509.5952415294627,582.3037286394427,551.1708180484144,37.46222067920151
26.75,553.4251407278042,511.94755881054846,586.9817996067202,550.7848330483577,37.58673624360166
27.0,564.6641050050214,515.0621856547799,594.516576948247,558.0809558693494,40.13419319434139
27.25,574.8950003458862,514.1356776857323,599.6780095826779,562.9028958714321,44.013981459150735
27.5,596.6854666616549,549.8107292160702,585.7604218953006,577.4188725910086,24.525422243971207
27.75,571.837965875349,534.5265588844751,584.8744626283009,563.7463291293751,26.13108860669575
28.0,584.7753794787099,528.6250389215546,590.5247396265822,567.9750526756155,34.1991443220598
28.25,588.8715909674031,543.9904289760975,615.2562243657935,582.7060814364314,36.03073034180519
28.5,592.8993803575095,535.1042746299024,621.2172785849567,583.0736445241229,43.88930594166901
28.75,589.1925403904384,531.9161732499122,626.2916173929763,582.466777011109,47.54585191240346
29.0,609.4705185009664,544.3826036393888,616.1790707685856,590.0107309696468,39.6572272244484
29.25,595.6503313555522,553.2924209365201,642.58072717642,597.1744931561642,44.663662072129426
29.5,614.7624677177427,556.3923296803182,654.2088928253444,608.4545634078017,49.212419661745464
29.75,609.738198416424,548.5698885471794,652.4113027233858,603.573129895663,52.194500447153125
30.0,609.3562549438069,549.8157745519355,647.3590239085601,602.1770178014341,49.16632443270471
30.25,609.0548620405506,563.0568448854701,655.9630179929807,609.3582416396672,46.45382954888164
30.5,622.0845478430934,567.124257490088,652.4511268419678,613.886644058383,43.25011997897485
30.75,639.8432747609113,556.6811266158908,672.1097722121337,622.8780578629786,59.55507530295962
31.0,626.9600867646121,570.5961980036698,663.5022897249222,620.3528581644014,46.80413520257612
31.25,633.7324091452903,579.941382217977,628.0563409782883,613.9100441138519,29.554304774538497
31.5,636.3148448039778,583.3030621468259,673.6537091878912,631.0905387128984,45.40132030882754
31.75,652.589100069545,584.0785458516029,650.276804397703,628.981483439617,38.904267514545474
32.0,648.6089587410257,587.2525431988711,682.1500117555438,639.3371712318135,48.123351060874384
32.25,655.8664775558559,589.3573927366092,683.6961267438787,642.973332345448,48.47292108575763
32.5,668.109871053625,591.6774266950877,679.4471834685497,646.4114937390874,47.738844085097
32.75,669.7885242912843,603.510989933619,704.2659672960486,659.1884938403173,51.207048831161856
33.0,673.0761476964043,606.2054006055025,691.0179725310268,656.7665069443111,44.696715486177595
33.25,673.5322963098475,604.9692301322734,688.5887454911241,655.6967573110816,44.57169141669002
33.5,659.117084236111,602.6090735374917,687.2229774922708,649.6497117552912,43.09410101029012
33.75,674.0308256286726,596.218304850135,682.0054070000896,650.7515124929658,47.3951636654459
34.0,667.7247736870031,600.3838738235006,679.1255030125125,649.0780501743387,42.55392185396399
34.25,674.4435130383623,593.6527202481528,682.0841314774142,650.0601215879765,48.999397516364894
34.5,664.1944022845659,616.5924540903502,683.1670064597783,654.6512876115648,34.2979013066976
34.75,686.2787648670954,609.9347826827631,706.4438427782712,667.5524634427098,50.90683101419013
35.0,694.390323209029,605.5310099267505,704.4085466974287,668.1099599444028,54.42595832366892
35.25,687.6143985291781,602.9813344424696,682.4983546224014,657.6980291980163,47.45504177685208
35.5,662.6619946237971,623.0568096433492,702.6045008653149,662.7744350441538,39.773964811449176
35.75,658.018672502379,615.7379187581577,692.3639270811302,655.373506113889,38.381427367871076
36.0,699.8853507592213,619.1638448723281,710.2356439102437,676.4282798472644,49.8617466283227
36.25,700.1559517315312,604.7625539428667,704.9345034671502,669.9510030471828,56.505389668968704
36.5,684.8620673367955,621.081719946802,699.7064755492668,668.5500876109547,41.773479150281574
36.75,684.3151047142079,625.9667770948735,685.6336108649496,665.305164224677,34.07442062747515
37.0,687.8917441024515,614.3362841402238,695.6368299550312,665.9549527325689,44.87050032204586
37.25,692.8153909881071,603.8179906084432,716.2601544165277,670.9645120043593,59.32036526128964
37.5,701.5151718531642,618.2728174332991,684.810822327858,668.1996038714404,44.03716414911081
37.75,666.9555107655325,625.808978679718,694.6753468237957,662.4799454230155,34.65064471536228
38.0,652.8100780043195,625.8046407571636,694.3553409389724,657.6566865668185,34.531389123124285
38.25,686.1026193455203,604.5564110506316,688.1956298179845,659.6182200713788,47.696407440051395
38.5,678.1320901029279,615.3954180523656,683.3107802134631,658.9460961229189,37.80477321872156
38.75,658.6302825571015,626.1320025863589,697.4844586745741,660.7489146060115,35.723377482737675
39.0,658.1349453249538,626.9712513749053,704.5547015390486,663.2202994129692,39.040921537450906
39.25,650.160781901982,619.6251243456649,668.4004227886013,646.0621096787494,24.644609350616687
39.5,662.324068140658,603.6467787479748,661.5426500351103,642.5044989745811,33.65404090849747
39.75,643.3184092276908,603.155947535196,675.553419518047,640.6759254269779,36.27100119730219
40.0,643.111712483873,614.2752638825631,676.383306614198,644.590094326878,31.080403032199275
40.25,626.9146010526503,599.9875953368476,645.5724939310242,624.1582301068407,22.917109995667392
40.5,625.6383345465697,617.363595069418,635.0942836191923,626.0320710783933,8.87189948402504
40.75,615.504289558072,607.2837180719439,638.2133833868786,620.3337970056315,16.020429325177076
41.0,613.5959777884965,604.25686001514,634.7550454130673,617.5359610722345,15.626177694775127
41.25,604.9404465259398,592.5418013866033,615.0885469682212,604.1902649602548,11.292077460178508
41.5,588.3196260050287,612.9051461961309,605.3788111846621,602.2011944619406,12.597018964586955
41.75,575.7869014409843,582.7125144821729,598.8692902249552,585.7895687160375,11.8448455060505
42.0,559.3683966745406,585.7208125251274,586.5311803573189,577.2067965189957,15.453820102610653
42.25,560.8817800632004,569.4910620685124,580.9265375104695,570.4331265473942,10.055530288937575
42.5,561.6176074510175,593.7241307684803,562.5526121081305,572.6314501092095,18.2727787014644
42.75,544.2193084144609,599.3724367872423,557.2884045217756,566.9600499078264,28.82052108622021
43.0,535.2705646759867,571.6462901836511,540.1290634398704,549.015306099836,19.7489830880246
43.25,527.3051502405555,567.8083293488481,530.1679604921502,541.7604800271846,22.6034679053287
43.5,518.9581443217695,580.9620019461669,529.9190423768181,543.2797295482515,33.09079269746063
43.75,499.35924599673865,560.4495027451183,510.8215394628202,523.5434294015591,32.47136785085859
44.0,489.70785363520696,556.6518930256225,502.95991614150256,516.4398876007773,35.449376939285166
44.25,479.8266781852107,556.281635331224,494.26381561795836,510.1240430447977,40.62019483671864
44.5,463.55292354347847,541.5035547790538,475.292236336932,493.4495715531548,42.027869849920755
44.75,464.5402740713378,542.2011038224701,471.5562414421974,492.7658731120018,42.95564545068747
45.0,450.2539526779074,520.580696998436,459.78217509432386,476.8722749235558,38.151230331551346
45.25,432.55471860720814,516.347353145945,445.91222315010674,464.93809830108665,45.019877217525654
45.5,434.38232328170903,519.1274567628002,435.4132552186645,462.97434508772454,48.6327530401045
45.75,418.70508165134515,503.8787788128937,431.16362717040687,451.2491625448819,46.00229581772264
46.0,397.0414788557672,504.0338050097621,417.5403230320571,439.53853563252875,56.78715067840937
46.25,384.1593493471692,492.9186009824921,404.66741858995096,427.24845630653743,57.78902276676165
46.5,379.45482732898535,481.6063961264201,394.663279033204,418.5748341628698,55.11404179955911
46.75,358.7568935770362,474.85831974878477,388.41866011672505,407.3446244808486,60.320223682547415
47.0,345.58959169592094,475.81782608622444,372.74968612418104,398.0523679687755,68.70238379780234
47.25,329.38390992063376,458.12838765088696,366.26884130647375,384.5937129593315,66.29959145672919
47.5,321.5078053741952,452.23941791175315,351.65291476509526,375.13337935034787,68.45573600526124
47.75,317.10698569895885,448.91834750282237,340.9265080992763,368.9839471003525,70.24225001821615
48.0,307.6881852608901,447.6613910460071,333.2448031469961,362.8647931512978,74.53946901026245
48.25,297.0920113450752,434.4425448783653,328.3419986925705,353.29218497200367,71.99427832823713
48.5,280.696937424412,430.42969667373814,313.4004943651916,341.50904282111395,78.72447313465086
48.75,269.0695585997055,422.09905698674396,304.847809972466,332.00547518630515,80.04786648654279
49.0,264.02311568349205,417.76187003406767,290.3547745943569,324.0465867706389,82.22076868473107
49.25,253.45229181859426,399.6716367511317,282.9188561452976,312.0142615716745,77.33001468265103
49.5,246.31579482377757,397.7279018922883,270.6132102374752,304.88563565118034,81.31639379322613
49.75,241.41805615684737,386.9462248828343,261.6364333633899,296.6669048010239,78.83503294882293
50.0,230.9389961894902,375.17976695885574,251.6347143300594,285.91782582613513,77.99262008949584
50.25,223.60779600053093,372.51313802165686,241.47109986075398,279.1973446276473,81.30591847317008
50.5,219.21790713917815,360.4045163430414,232.710419053691,270.77761417863684,77.91179732961899
50.75,210.1088321018664,360.587577550245,222.62040658589981,264.4389387460037,83.50182891379514
51.0,206.6681237914369,347.1512877954308,216.31173502223166,256.71038220303313,78.4724019173137
51.25,199.57584603042383,334.1320665310916,211.1557371439646,248.28788323515997,74.56836677747133
51.5,193.75959044861878,327.7025263692268,199.93039216194109,240.46416965992887,75.61360895665749
51.75,185.06603385596597,322.54908432398037,194.18415532713163,233.93309116902597,76.87900049376243
52.0,179.98038640971944,306.8397493050964,187.4887289286457,224.76962154782052,71.17389412149
52.25,174.85973003150454,295.5009107858457,182.7917374312247,217.71745941619164,67.47909428540669
52.5,168.10254013320753,283.82896167860935,170.47534716682213,207.46894965954633,66.14035175268029
52.75,159.07666567071837,278.53506581826514,166.33999556759625,201.31724235219326,66.97113696157324
53.0,153.4528995075812,273.6291085796378,159.41750606328614,195.49983805016836,67.7276259582554
53.25,147.36434256105628,257.83811402040584,155.05395211019353,186.75213623055188,61.68220734141453
53.5,140.3723823546145,249.52621974040963,151.143289821465,180.34729730549637,60.15227006403559
53.75,132.88072037861988,244.4526183802885,142.0283579731982,173.12056557736886,61.94446009288742
54.0,128.6100604980119,233.4192875314855,139.53177736650878,167.18704179866873,57.6181720982892
54.25,122.16533524739768,229.6880618231194,133.30937016697987,161.720922412499,59.12441465519341
54.5,116.4753791280423,219.45549211329256,131.9279199225903,155.95293038797504,55.534914815007255
54.75,110.49356756949827,214.74146151654472,124.08582513500254,149.77361807368183,56.672770160316034
55.0,106.07755684536507,204.21131938195873,118.66525108809316,142.984709105139,53.39602856092651
55.25,100.64993893296968,198.69595059663126,114.66658304367209,138.00415752442436,53.02581340980268
55.5,97.5470500167163,196.08041618326635,108.92104302397556,134.1828364079861,53.90570207093295
55.75,92.9549789714384,185.70716410761526,106.1516315560352,128.27125821169628,50.17669154521133
56.0,90.23339897423209,181.327447453056,101.4447575676836,124.33520133165723,49.674044820704005
56.25,87.33891118307531,175.8558194854782,96.66518512483847,119.953305264464,48.637055508965844
56.5,84.38814062379093,168.31505231053387,94.05551679121625,115.58623657518035,45.91960961430611
56.75,80.47404712543776,163.23463738813768,89.44204388592586,111.05024279983377,45.41491517535714
57.0,76.06897963720114,156.15084700726644,87.09271192331865,106.43751285592873,43.40440487682001
57.25,74.51760612833709,151.86291017897776,82.51325699232167,102.96459109987883,42.53547713092814
57.5,71.01373780174399,147.14354948764753,77.96616850328196,98.70781859755783,42.09036817738489
57.75,68.79796070045923,141.39791840016562,76.45910538434609,95.5516614949903,39.88837849083819
58.0,66.71533183886362,134.7656506470343,71.13169320648194,90.87089189745996,38.07805727968338
58.25,65.41899485882013,131.88518877737187,69.16668338362487,88.82362233993895,37.33945862427339
58.5,63.3908592568533,129.1225245973259,65.83076108449195,86.11471497955705,37.26582947313553
58.75,61.775400129167586,120.7408547123582,63.068905270667734,81.86172003739783,33.67652927029522
59.0,59.11995097272019,117.25585514169018,60.466275828812726,78.94736064774104,33.18295813289153
59.25,57.53930928182485,112.46966305084722,57.952841938731964,75.98727142380135,31.595354507212644
59.5,56.358927864029134,105.51456998769584,56.04019098700917,72.63789627957804,28.47248064151991
