##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
49.778,10.01,-0.002946155,-0.03544,-0.01010374,1.0358399999999999
49.878,10.7794,0.01829365,-0.03793884,-0.0226563,1.0358399999999999
49.978,11.00578,0.02565095,-0.03955911,0.03409,1.0358399999999999
50.078,11.14356,0.03770535,-0.03856655,-0.004051791,1.03583
50.178,11.255989999999999,0.05837721,-0.03661352,-0.005322761999999999,1.03583
50.278,11.35754,0.06488374,-0.03894271,-0.02321155,1.03582
50.378,11.44023,0.06417857,-0.0398203,0.02318271,1.03582
50.478,11.51469,0.08346878,-0.03957652,-0.009778385,1.0358100000000001
50.578,11.58286,0.08988147,-0.03881763,0.01122572,1.0358100000000001
50.678,11.64532,0.0953518,-0.04051737,-0.02790536,1.0358
50.778,11.70299,0.10337,-0.04143674,0.007990071999999999,1.0358
50.878,11.75561,0.10972,-0.04096134,-0.01501629,1.03579
50.978,11.80674,0.1276,-0.04202329,0.00359697,1.03579
51.078,11.85573,0.13491,-0.04028628,0.0063595119999999995,1.03578
51.178,11.90172,0.13018,-0.04048184,0.005777571,1.03578
51.278,11.947,0.14548,-0.03982277,0.01264455,1.03577
51.378,11.99067,0.15471,-0.0389576,-0.0072414409999999995,1.03576
51.478,12.03042,0.16395,-0.04105472,-0.02467438,1.03576
51.578,12.06989,0.16788,-0.0418094,0.002171944,1.03575
51.678,12.10909,0.18438,-0.04131402,-0.007912374,1.03575
51.778,12.14661,0.17993,-0.04223329,-0.007882719,1.0357399999999999
51.878,12.18334,0.18817,-0.04212001,0.003436582,1.0357399999999999
51.978,12.21911,0.19851,-0.04068676,0.007470353000000001,1.0357299999999998
52.078,12.25399,0.19463,-0.04095954,0.01310487,1.0357299999999998
52.178,12.28855,0.20269,-0.04023993,0.03363692,1.03572
52.278,12.322230000000001,0.22411,-0.03904347,-0.01879707,1.03572
52.378,12.35534,0.22316,-0.0413686,-0.03826553,1.0357100000000001
52.478,12.38767,0.22901999999999997,-0.04199336,0.0009479642999999999,1.0357
52.578,12.41943,0.22910999999999998,-0.04151461,-0.003327317,1.0357
52.678,12.45031,0.24463000000000001,-0.04138051,-0.02149467,1.03569
52.778,12.48046,0.24241999999999997,-0.04301089,-0.02286343,1.03569
52.878,12.51021,0.26159,-0.04345824,-0.01015524,1.03568
52.978,12.53942,0.25081,-0.04256044,0.01806505,1.03567
53.078,12.56819,0.25381,-0.04212977,0.02530066,1.03567
53.178,12.59656,0.26739,-0.04148009,-0.01215237,1.03566
53.278,12.62452,0.25963,-0.04334334,-0.03438563,1.03566
53.378,12.65221,0.26091,-0.0442386,-0.01683924,1.03565
53.478,12.67924,0.26882,-0.04415183,0.0071647,1.03564
53.578,12.706439999999999,0.27255,-0.04405695,0.002155009,1.03564
53.678,12.7334,0.2722,-0.04383963,-0.01287765,1.0356299999999998
53.778,12.75972,0.28133,-0.04409759,-0.004889111,1.03562
53.878,12.785960000000001,0.28701,-0.0442553,0.02205838,1.03562
53.978,12.811860000000001,0.28835,-0.04275873,0.03476786,1.0356100000000001
54.078,12.83755,0.29425,-0.04156179,0.01424357,1.0356
54.178,12.86321,0.29758,-0.04220006,-0.001950688,1.0356
54.278,12.8886,0.29299000000000003,-0.04264729,-0.002725734,1.03559
54.378,12.91301,0.30251,-0.04191514,0.005395839,1.03558
54.478,12.93724,0.30428,-0.04258807,0.00780653,1.03558
54.578,12.96139,0.31034,-0.04195899,-0.01079985,1.03557
54.678,12.98542,0.31038000000000004,-0.04240727,-0.02978458,1.03556
54.778,13.00938,0.31959,-0.04373691,-0.02028231,1.03556
54.878,13.03303,0.31568,-0.04329905,-0.0157511,1.03555
54.978,13.05637,0.31684,-0.04433545,-0.02264582,1.03554
55.078,13.0795,0.32529,-0.04464736,-0.008886077,1.03554
55.178,13.10255,0.32406999999999997,-0.04469502,0.007581055,1.0355299999999998
55.278,13.12549,0.33257,-0.04422443,0.01540608,1.03552
55.378,13.148129999999998,0.3328,-0.04313941,0.01014859,1.03552
55.478,13.170079999999999,0.34484000000000004,-0.04453892,0.001996879,1.03551
55.578,13.19205,0.3375,-0.04326545,0.0009126599,1.0355
55.678,13.213610000000001,0.33296,-0.04393765,0.0014059270000000002,1.03549
55.778,13.23505,0.34137,-0.04349251,0.0032030659999999996,1.03549
55.878,13.25637,0.34235,-0.0439816,0.02370413,1.03548
55.978,13.27685,0.35103,-0.04298903,0.0385822,1.0354700000000001
56.078,13.29749,0.34359,-0.04147552,0.02171529,1.0354700000000001
56.178,13.318529999999999,0.3566,-0.04173836,-0.002683299,1.03546
56.278,13.33949,0.36386999999999997,-0.0419627,-0.00912542,1.03545
56.378,13.36054,0.35933000000000004,-0.04197177,-0.006687236,1.03544
56.478,13.381879999999999,0.36737,-0.04201337,-0.01946541,1.03544
56.578,13.403170000000001,0.37542,-0.04342604,-0.03172143,1.0354299999999999
56.678,13.42451,0.37334,-0.04342598,-0.03419046,1.03542
56.778,13.44615,0.37568,-0.04454634,-0.03062869,1.03541
56.878,13.46739,0.38513000000000003,-0.04504964,-0.01647848,1.03541
56.978,13.489379999999999,0.38128,-0.04511619,0.002399984,1.0354
57.078,13.51058,0.38769000000000003,-0.0450786,0.01763758,1.03539
57.178,13.53157,0.38543,-0.04460369,0.02545262,1.03538
57.278,13.55212,0.39352,-0.04379222,0.01531385,1.0353700000000001
57.378,13.57254,0.3963,-0.04378311,-0.0003994907,1.0353700000000001
57.478,13.59283,0.39305,-0.04396795,-0.0069356159999999995,1.03536
57.578,13.61284,0.39469,-0.04380465,-0.008655396,1.03535
57.678,13.63226,0.39266,-0.04446604,-0.001624564,1.03534
57.778,13.65155,0.39971,-0.04406798,0.01436184,1.0353299999999999
57.878,13.67097,0.4067,-0.04379112,0.01965407,1.0353299999999999
57.978,13.690560000000001,0.39696,-0.04276396,0.007866826,1.03532
58.078,13.70979,0.40448,-0.04376076,-0.0004426164,1.03531
58.178,13.72901,0.40469,-0.04314751,0.002541757,1.0353
58.278,13.74831,0.41018000000000004,-0.04362833,0.004217218,1.03529
58.378,13.767439999999999,0.40512,-0.04245511,-0.008280721,1.03528
58.478,13.786520000000001,0.41081999999999996,-0.04387307,-0.02375143,1.03528
58.578,13.80538,0.40941,-0.04452758,-0.01934394,1.0352700000000001
58.678,13.824279999999998,0.41435,-0.04422896,-0.006957596,1.03526
58.778,13.843470000000002,0.42073999999999995,-0.04445657,-0.001319452,1.03525
58.878,13.86231,0.42213,-0.04425486,0.0008905686999999999,1.03524
58.978,13.881020000000001,0.42423999999999995,-0.04441023,0.0035108659999999996,1.0352299999999999
59.078,13.8997,0.42633000000000004,-0.04401563,0.001099266,1.03522
59.178,13.91831,0.42456000000000005,-0.04399718,-0.01385344,1.03522
59.278,13.93675,0.42641999999999997,-0.04504037,-0.0283232,1.03521
59.378,13.955079999999999,0.42738000000000004,-0.04527945,-0.03111972,1.0352
59.478,13.973289999999999,0.42876000000000003,-0.04597264,-0.02148111,1.03519
59.578,13.991470000000001,0.43683,-0.04662944,0.004277598,1.03518
59.678,14.00963,0.43706000000000006,-0.04566526,0.03006819,1.0351700000000001
59.778,14.027610000000001,0.44056999999999996,-0.04518271,0.03977356,1.03516
59.878,14.045639999999999,0.45014,-0.04414027,0.03420745,1.03515
59.978,14.06345,0.44258000000000003,-0.0436931,0.01686421,1.03514
60.078,14.081320000000002,0.44293999999999994,-0.04366458,-0.0055248,1.03514
60.178,14.099160000000001,0.44509,-0.0436391,-0.02599796,1.0351299999999999
60.278,14.11692,0.44638999999999995,-0.04492037,-0.03857335,1.03512
60.378,14.13461,0.44905,-0.0451157,-0.0389795,1.03511
60.478,14.15221,0.44838,-0.04660354,-0.02632917,1.0351
60.578,14.1698,0.45246000000000003,-0.04650744,-0.008065265,1.03509
60.678,14.187429999999999,0.45305,-0.04614594,0.001106948,1.03508
60.778,14.20495,0.45719,-0.04634637,0.001197081,1.0350700000000002
60.878,14.222439999999999,0.45083999999999996,-0.04639921,0.005211269,1.03506
60.978,14.239670000000002,0.45256,-0.04608557,0.01737662,1.03505
61.078,14.25695,0.46507,-0.04618552,0.02935927,1.03504
61.178,14.27431,0.46288,-0.04468147,0.02763112,1.03503
61.278,14.29147,0.47407,-0.04458335,0.01235537,1.03502
61.378,14.30838,0.46797,-0.04449604,-0.007559451,1.03501
61.478,14.3254,0.46297,-0.04449865,-0.02402731,1.035
61.578,14.34242,0.46961,-0.04607929,-0.02586155,1.0349899999999999
61.678,14.359329999999998,0.47662,-0.04596765,-0.01414242,1.03498
61.778,14.37621,0.47825,-0.04602923,-0.002499268,1.0349700000000002
61.878,14.39286,0.48181999999999997,-0.04607891,0.003447892,1.03496
61.978,14.40961,0.48473,-0.04576018,0.001910067,1.03495
62.078,14.42625,0.4797,-0.0458288,-0.003532337,1.03494
62.178,14.44297,0.48181,-0.04605957,-0.004404229,1.03493
