Time (s),Convective HRR,TCPlume1,TCPlume2,TCPlume3,DPPlume1,DPPlume2,DPPlume3,HF1,HF2,HF3,HF4,HF5,HF6,RAD2,RAD1,Load Cell,Heat Release Rate,Total Heat Released
-120,0.0,-9.246852822753109,-8.2161452809554,9.258289042077829,0.036510536557403925,0.07818577300534571,-0.04212655465534793,1.3552527106194217,0.7929665327279574,-0.0752718362808427,0.07970311919518673,-0.6427755205687392,-0.02852203797055905,0.6131774707757631,3.8402019767938627,20.11109412601181,0.0,0.0
-119,0.0,-8.389341903364219,-8.417933480550237,9.023213955905907,0.14285066576131247,-0.043337257037265695,0.011042263568735155,-1.0518379246598755,-0.10572887103056638,-0.0752718362808427,0.9419459541249363,0.10712925342819389,0.25432150523747094,0.6131774707757631,2.881685109582573,20.11109412601181,0.0,0.0
-118,0.02785,-9.028566805077087,-8.272597045873226,9.31795174550362,0.05170198358652109,-0.043337257037265695,-0.09529537287943102,-0.24947437956677657,0.7929665327279574,0.7390325743925283,0.9419459541249363,-0.26782313357039544,-0.3113655811785477,0.4471307120084032,2.881685109582573,20.13186023299059,0.0,0.0
-117,1.13078,-8.832332974226665,-8.272597045873226,9.164979918315826,-0.06982959264652673,-0.1344795295691911,0.026233354489892276,0.5528891655263224,-0.10572887103056638,0.7390325743925283,0.07970311919518673,-0.26782313357039544,-0.02852203797055905,0.7792242295430144,0.9646513751606204,20.090328019033038,0.0,0.0
-116,1.61939,-9.02280940025607,-7.87493693934649,9.973570949732077,0.07448915413019683,-0.05852763579256449,0.06421108179284034,-0.24947437956677657,-0.10572887103056638,0.7390325743925283,-0.7825397157345635,0.4820816404265376,0.25432150523747094,0.4471307120084032,3.8402019767938627,20.25645687486327,0.0,0.0
-115,0.75407,-9.881210597430645,-8.025921476699176,9.711548552431385,-0.08502103967562179,0.08578096238299511,-0.04972210011593754,-0.24947437956677657,-1.0044242747885015,-0.8895762469536801,0.9419459541249363,0.10712925342819389,-0.02852203797055905,0.4471307120084032,1.9231682423719105,20.069561912054258,0.0,0.0
-114,0.64364,-9.146337546823275,-7.919862549940064,9.70033603064786,-0.05463814561738746,-0.10409877205852719,-0.07250873649768427,-0.24947437956677657,1.6916619364858922,0.7390325743925283,0.07970311919518673,-0.6427755205687392,0.11289973363345587,0.6131774707757631,3.8402019767938627,20.173392446948142,0.0,0.0
-113,0.54178,-9.6569381598159,-7.959044627472009,9.31795174550362,-0.10021248670476106,-0.012956499526601788,0.11737990001692343,-0.24947437956677657,-0.10572887103056638,0.7390325743925283,-0.7825397157345635,0.4820816404265376,-0.02852203797055905,0.7792242295430144,1.9231682423719105,20.090328019033038,0.0,0.0
-112,0.0,-9.258371352428746,-7.914115942786448,9.629470999550554,-0.01665952804455035,-0.005361310148930288,0.03382889995048189,-1.8542014697525444,0.7929665327279574,-0.0752718362808427,0.07970311919518673,-0.26782313357039544,0.11289973363345587,0.6131774707757631,3.8402019767938627,20.297989088820824,0.0,0.0
-111,0.0,-9.185599508100577,-8.272597045873226,9.509152087652929,0.013723366013706079,-0.03574206765957209,-0.06491319103709467,-0.24947437956677657,-1.0044242747885015,0.7390325743925283,0.07970311919518673,0.10712925342819389,-0.02852203797055905,0.6131774707757631,1.9231682423719105,19.96573137716036,0.0,0.0
