LABORATORY,FSRI 
TEST IDENT,Wood_Stud_HF25_1
OPERATOR,Dow
MATERIAL,Wood stud
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.03966105729341507
SPEC HOLDER DIFF,-566
SPECIMEN MASS,171.4600067138672
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,8726
TIME TO IGN,133
END OF TEST SCAN,8246
END OF TEST TIME,2061.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.86 x 101.59 x 37.98 mm; sample composed of 2 pieces with seam on center
