Time after Ignition,FDNY_LDF_R1,FDNY_LDF_R2,FDNY_LDF_R3,Mean,Std. Dev.
6.0,166.1352488567254,153.60343173499854,158.50942105304165,159.41603388158853,6.314908566936345
6.25,168.7586812278509,161.07909890879898,161.28093059466028,163.70623691043673,4.376708716922173
6.5,171.5529225135462,162.83746281240664,166.11604858259102,166.8354779695146,4.402044233378839
6.75,169.6005105176787,166.8239238326281,168.36264870090014,168.26236101706897,1.3910074117510074
7.0,178.15677202864663,169.59597879940978,171.9172121893255,173.22332100579396,4.4273282415898825
7.25,175.5597924794251,172.6801696177166,174.73131878588558,174.3237602943424,1.4824422077910147
7.5,180.36253287971115,173.35206786678168,173.84325933306533,175.8526200265194,3.9134131805465775
7.75,184.5876279095084,177.46102103282618,181.7979102198935,181.28218638740938,3.591184999027155
8.0,184.05780066286917,177.1203830316255,181.10291947601448,180.76036772350304,3.4813714431146447
8.25,183.5665259736785,179.99011722046896,182.50467374588717,182.02043898001156,1.8367191875380449
8.5,186.97381377815196,183.40493441643886,185.6506093772554,185.3431191906154,1.8041999988292174
8.75,185.35237226869216,183.99246984482272,186.57498246196892,185.30660819182796,1.2918643959325786
9.0,190.01073320950726,183.8970629311833,185.93878741210017,186.61552785093025,3.1125109291657695
9.25,189.63472963008402,185.73810477612383,188.55322914985408,187.97535451868734,2.011560496265191
9.5,188.69646015284076,185.3411202576738,187.03308224829973,187.02355421960476,1.677690239741196
9.75,189.54560482343365,187.3990658525853,191.73170948555105,189.55879338719,2.1663519257567874
10.0,192.6681154597091,191.08434747064302,196.09683371444723,193.28309888159978,2.562207650246536
10.25,192.2330676712366,192.66940082096548,198.3758887440285,194.42611907874348,3.4275511609590987
10.5,192.45373188535527,191.82996389859355,194.60050977749466,192.96140185381446,1.4533677148026012
10.75,193.30495690029866,188.7193712625272,196.25124553183588,192.75852456488724,3.7955531513938645
11.0,193.05986539967046,190.8828742081071,196.5382552207986,193.4936649428587,2.8525374901008083
11.25,197.90361311515042,188.5174415624843,200.42706934380132,195.6160413404787,6.275710871334474
11.5,194.90875149699977,194.26191188394472,197.3088266613264,195.49316334742363,1.605327170187936
11.75,195.89233988488974,201.5663546588678,196.11781089202742,197.85883514526165,3.212784617989926
12.0,194.2971270281582,193.0442334131338,200.13487402764284,195.82541148964495,3.7843144858015725
12.25,195.12553020918364,192.2255766113491,200.20007324451328,195.85039335501537,4.036362108783778
12.5,197.2459980283224,196.69690610520357,199.3724554927538,197.77178654209328,1.4131458885108563
12.75,197.0938192663852,192.8834993946659,200.3584544641218,196.7785910417243,3.7474344487680122
13.0,200.31512218356104,192.93949469018688,198.67771786412848,197.3107782459588,3.873159326705478
13.25,199.19019293023348,193.3855070160163,200.80157249842594,197.79242414822522,3.9006185388748937
13.5,195.81251981400277,196.4087739521032,202.3173431524492,198.1795456395184,3.595817840604949
13.75,193.53782554307585,194.65465493033074,198.68410563420525,195.62552870253728,2.7070272634862076
14.0,198.96264314791097,193.51056466372103,199.24446072323872,197.23922284495688,3.23218566311
14.25,197.92673219996337,195.1571790235686,203.2153176863282,198.76640963662007,4.09416576670853
14.5,199.16835527292176,192.97787931526418,199.39567228423005,197.18063562413866,3.6414679319946983
14.75,195.89966287377683,200.55772956473777,196.86348075843998,197.77362439898488,2.4587938931879103
15.0,195.61188596368282,193.49525603488317,198.67171313956518,195.92628504604374,2.602510735116238
15.25,199.54672461269277,194.76071506689192,200.09374247370255,198.13372738442908,2.9338909669173088
15.5,195.88972269364197,195.07337771028193,198.64306745513414,196.5353892863527,1.870383712058239
15.75,194.99146600196224,195.9088230946923,199.63066915908223,196.84365275191226,2.456823426555418
16.0,199.04678064830105,195.8880201581384,198.98960073552806,197.97480051398918,1.807430932506046
16.25,196.58601634759003,195.6376134614978,198.48979368813173,196.9044744990732,1.452513238144469
16.5,194.90911207966386,195.05933816637784,199.1006612756849,196.35637050724222,2.3778121951916678
16.75,199.8760686495853,201.13983012340066,198.37557342647565,199.79715739982055,1.383816826978289
17.0,197.45526029532797,193.10490344442113,197.89872645612155,196.15296339862357,2.648993709364296
17.25,196.10369716474997,196.0198369393796,194.72971469330042,195.61774959914337,0.7702029796400142
17.5,195.6767392164332,198.29646247868314,195.4384792340107,196.47056030970904,1.5857588097829691
17.75,196.21744339701453,198.42998132504488,200.59519447909224,198.4142064003839,2.1889181735149856
18.0,196.70443848642842,199.03421677497192,199.63354339220535,198.4573995512019,1.5474018448644657
18.25,194.98524098835279,194.03684811722263,199.58450026204125,196.20219645587224,2.96729616611179
18.5,194.57867833433352,199.67756891043678,195.40984362738067,196.55536362405033,2.7356595774778314
18.75,193.24705882679115,196.31576154591983,199.36814515655678,196.31032184308924,3.0605467905075536
19.0,194.8751764067529,191.945277954059,195.15168193995078,193.99071210025423,1.776784866630816
19.25,195.48175616623496,198.22068060036779,199.31406999458278,197.6721689203952,1.9741595976608035
19.5,193.42496179080308,196.3294340074223,193.75557782715256,194.50332454179264,1.5900734499448466
19.75,190.9713837590217,197.1923896462668,200.23762040769557,196.13379793766137,4.722949048153369
20.0,192.15573014749592,195.0257672433388,198.94215561363572,195.37455100149012,3.4066303342643947
20.25,190.60666138744335,196.65951948792258,194.97889556246577,194.0816921459439,3.1245804956982837
20.5,191.46539370959388,193.29932605435917,195.46548634042009,193.4100687014577,2.0023444294656993
20.75,192.32617764696442,195.231443722621,193.5060413593729,193.68788757631944,1.4611446805684858
21.0,192.7427211939491,195.34630688870286,193.97055810658892,194.0198620630803,1.3024929088389943
21.25,193.26776996972328,195.7010291453354,195.09851464451606,194.6891045865249,1.2672410980604267
21.5,192.46139407771577,197.10982931888256,197.0565408531566,195.54258808325164,2.6685253024765427
21.75,192.87231469457078,196.8323354174882,193.31209038028382,194.3389134974476,2.1705334176050606
22.0,191.58581793059088,190.9975923900454,191.76939708099155,191.45093580054262,0.4031941368576489
22.25,190.3394236510739,193.1490216846724,195.1757013884004,192.8880489080489,2.4286777638756254
22.5,194.088830134357,191.8803821479786,192.26199432429968,192.74373553554508,1.1804094938172394
22.75,195.03011752649005,196.8800679136864,195.5240268511914,195.8114040971226,0.9578717919853541
23.0,191.58531169501245,194.1220229709343,192.30673608520829,192.67135691705167,1.3070720284696957
23.25,195.32963645876362,191.39831930804482,189.98017278926056,192.23604285202302,2.7713761815990963
23.5,189.0021111645984,191.3419646073612,192.72545984222774,191.02317853806244,1.8820334115751607
23.75,189.08561661020275,190.54744745001884,190.8322015966818,190.15508855230112,0.937069318253568
24.0,190.33599404465795,193.6274526255319,193.6993212896434,192.55425598661108,1.9214072469308916
24.25,191.39522565985948,189.7802975017139,187.1408810631234,189.43880140823225,2.147632806915972
24.5,187.92264429336055,192.79090272337532,194.44672751563664,191.72009151079087,3.391296649151116
24.75,187.62522478157578,190.49677010726174,186.07476669022128,188.0655871930196,2.2436505621729137
25.0,186.9587098605584,193.339737970038,190.36892389570176,190.22245724209938,3.1930344962050228
25.25,186.30176181615363,191.7679430135161,191.2165281795061,189.76207766972527,3.009377665672922
25.5,184.90747651499385,188.45472925557226,189.8211454330475,187.72778373453787,2.5362123140572432
25.75,184.59403458514623,190.17387463850426,188.2348473058505,187.66758550983366,2.8328418971378926
26.0,185.424189655822,189.39960385317823,186.91355704395727,187.24578351765248,2.0084223491346003
26.25,186.6192740712903,193.09295937614291,189.32987522496967,189.68070289080097,3.2510706536309892
26.5,185.60564600078456,192.62533226692744,191.57950813236206,189.9368288000247,3.7871883185861024
26.75,183.16094215429544,191.46558231249327,190.46615170792901,188.3642253915726,4.533798927922568
27.0,185.65685271014888,189.4738903486976,188.43903785541568,187.8565936380874,1.9740504130464298
27.25,180.85124174478054,186.60498988679004,188.4616303317828,185.30595398778448,3.968012640034366
27.5,183.0699483662223,188.61812296165527,189.55624808120916,187.08143980302893,3.5055766067316396
27.75,185.88696544716305,189.07117379467707,185.97110421139317,186.9764144844111,1.814602507126841
28.0,181.12119541813928,191.94795897923396,182.18599993208193,185.08505144315174,5.967250375997217
28.25,182.60079844879408,185.01963364727018,184.94814745778328,184.1895265179492,1.3763430630161977
28.5,182.6832112681817,186.7972493736665,182.9118151436107,184.13075859515297,2.3120758501590117
28.75,179.87819183772666,182.71731682072212,183.06573881538233,181.88708249127706,1.7484509472765581
29.0,179.37368257346128,186.3500077858749,185.85886570358414,183.86085202097343,3.8937542775917677
29.25,174.95901440560777,187.35035989625231,182.04457692357755,181.45131707514588,6.216938853081158
29.5,181.2150372947413,184.67117389422663,180.5169622228397,182.1343911372692,2.224472357324303
29.75,178.93841506645228,188.31513530566127,183.1864426305109,183.47999766754148,4.695247760334103
30.0,177.92354124268667,184.60902023608574,182.1874293793897,181.57333028605407,3.3847814722847076
30.25,180.20185949931718,181.42333063596976,181.9077682931658,181.17765280948424,0.8790900972326381
30.5,176.46546322137814,185.7776228549996,181.79631487136027,181.3464669825793,4.672349687554726
30.75,178.4620581025433,186.02770940014642,177.5394495502732,180.67640568432094,4.657267463807071
31.0,179.91015770256803,184.2532190324537,177.89332545781386,180.68556739761186,3.250077955459263
31.25,175.92849458706203,182.38529707093974,177.52474023954366,178.61284396584847,3.363116392328871
31.5,176.37187863850284,181.37066080761102,176.55914438401146,178.10056127670842,2.8335367160788967
31.75,176.2149559413598,182.22961321146926,177.3868177646605,178.61046230582986,3.1885741314214946
32.0,173.32642725829504,182.15429856824042,176.74230552959997,177.40767711871183,4.451389387588677
32.25,173.63619818856864,181.16952057363437,182.1708255010729,178.99218142109194,4.665358526386954
32.5,173.7725149734307,181.95008887946986,180.5900198117529,178.77087455488447,4.381797102374011
32.75,171.43230699915307,179.2801073669773,176.0548487916443,175.58908771925823,3.944577630839348
33.0,172.43261154859528,178.66377519064747,177.39292142176288,176.16310272033522,3.292596333031765
33.25,169.745022299917,179.15856956549737,177.26817683343234,175.39058956628222,4.9797307647755495
33.5,169.4662809995385,180.0057833132251,177.16806385785216,175.54670939020525,5.453610729358141
33.75,173.2949965316637,180.22043195017022,177.2938162439847,176.93641490860622,3.476523510617159
34.0,172.25121720766234,179.65531157359325,175.84987198344805,175.91880025490119,3.702528416481989
34.25,172.63443882276138,177.42919036143087,176.50692637550324,175.5235185198985,2.5441558201576795
34.5,171.55074097981395,177.60390879276468,174.77822686267413,174.64429221175092,3.0288057070360472
34.75,169.1073156643839,175.617851730671,179.8617912717041,174.8623195555863,5.416900225018226
35.0,167.89083658747705,178.0168315032457,177.51952976123778,174.47573261732018,5.708105556884334
35.25,171.92530489985742,177.5957680502213,172.53444464463942,174.01850586490605,3.1129353292404085
35.5,168.69227239560126,177.3676257049202,171.97439110380262,172.67809640144137,4.380278486560108
35.75,170.13836415606073,173.13571215524732,172.6977029501144,171.9905930871408,1.6189586238668523
36.0,168.21437790745014,175.76348974787973,170.56958214720237,171.5158166008441,3.8624852266089675
36.25,169.1607101380743,174.0587738611312,170.3758114772994,171.19843182550164,2.550546066382397
36.5,165.154083348996,172.3800503409092,177.29763993560158,171.61059120850226,6.108235601248221
36.75,166.1678001328675,175.39682294110955,172.55063287197547,171.37175198198418,4.726101523809335
37.0,167.00597309930475,174.7515229878105,171.86896172476574,171.208819270627,3.9147447954687986
37.25,167.33424469177095,175.28247559780618,173.54235475106287,172.05302501354666,4.178177944295933
37.5,166.03617782744675,171.07366938386653,174.5500701395497,170.553305783621,4.280732914217699
37.75,165.54972273530504,175.17468363682667,172.7478750631836,171.15742714510512,5.005707894398675
38.0,166.73736543814795,174.120278410641,169.7068563751144,170.1881667413011,3.714915307419621
38.25,166.5034922612466,173.2444391015982,169.1699866555101,169.63930600611832,3.394891245055286
38.5,166.54372220497225,171.69620267577974,168.6413461011247,168.96042366062557,2.591017486866099
38.75,163.03003389715002,172.13150398004424,171.58223971387716,168.91459253035714,5.103571841295208
39.0,165.0454657302838,169.2176365800603,170.61454757043137,168.2925499602585,2.897500142565583
39.25,163.1948542109326,168.37417673723837,168.75055178445905,166.77319424421,3.1046421032639886
39.5,162.11891753712894,168.0859236843576,168.084605135712,166.09648211906617,3.4446720362399974
39.75,163.273939510393,170.85641405632109,170.13410975268297,168.08815443979904,4.18484526794604
40.0,160.32479473894912,168.10320569544388,168.42916402256878,165.61905481898725,4.58785947409787
40.25,160.48462489326909,171.90574856766807,168.26789299281268,166.8860888179166,5.834599693192275
40.5,159.85400968687512,166.1148606724491,166.69476315870978,164.22121117267798,3.793205548950916
40.75,161.0145258250001,168.06598157215132,168.78921342710058,165.956573608084,4.2951883889669675
41.0,162.62326895221986,168.19521848419663,164.97579607075215,165.26476116905621,2.7971916305023585
41.25,159.41857211844973,169.10313192737198,167.02230889929493,165.1813376483722,5.097995295524603
41.5,159.69797371530535,169.39934996329777,166.50004332043582,165.19912233301298,4.9798064056663645
41.75,157.93831197096674,164.82598171917152,165.45983764647937,162.7413771122059,4.171632701639221
42.0,161.86488079140852,168.41601416800958,162.9532400412743,164.41137833356413,3.5105501832455714
42.25,158.43282102692584,164.6497584007462,164.15133186934924,162.41130376567375,3.4544682555621335
42.5,157.9712717071778,164.69875218807036,166.59351406762678,163.08784598762497,4.531228301526553
42.75,155.6601063195827,166.5528547352052,163.38795881833477,161.8669732910409,5.603395376215181
43.0,159.97185431530994,168.22281063953113,165.39156008017278,164.52874167833795,4.192602027614836
43.25,157.15735129488195,167.89025625456114,164.68330411309492,163.243637220846,5.509382251110806
43.5,156.88727654074748,167.33332519898266,166.08624880129372,163.43561684700794,5.705205558116628
43.75,158.4571807584432,164.19124612831288,162.56715844535714,161.7385284440377,2.9554774869383835
44.0,158.09314619885012,164.58513754298525,163.87668824277,162.18499066153512,3.5613015082759154
44.25,158.0060403613377,162.7700844781748,162.9349854652363,161.2370367682496,2.7993394613714937
44.5,158.40085768074718,162.9149579215393,161.53417961795242,160.9499984067463,2.313055557401195
44.75,156.5633627821216,165.06559202666367,161.14977546337877,160.92624342405466,4.2555199989119865
45.0,154.33806426604775,159.77270604671173,162.2764623472136,158.795744219991,4.058371820313718
45.25,155.5385784141017,163.073211265619,163.05967891951292,160.55715619974453,4.346221120008582
45.5,155.43885715429857,163.93320491456026,161.96374329488765,160.44526845458216,4.446100577871162
45.75,154.2455603035629,160.51828823639633,157.9732491206141,157.57903255352446,3.1548904824356607
46.0,156.04614088282668,159.39774704943684,159.2649665996279,158.23628484396383,1.8978818693064006
46.25,157.339676852477,163.01002477180336,160.18183944111507,160.1771803551318,2.835176830792719
46.5,153.80096896987916,161.1870613751219,163.87030225571823,159.61944420023977,5.214492871849164
46.75,155.2573017274617,160.93164513315452,158.39853632940748,158.1958277300079,2.8425976418823806
47.0,157.734939654638,159.40384702308106,158.30168743526437,158.48015803766114,0.848647022059692
47.25,151.63473087328228,158.09595966278448,159.7088224361042,156.47983765739033,4.272777362962819
47.5,153.71421268372055,158.56319653461028,158.3686200078639,156.88200974206492,2.745117239451093
47.75,153.84350872009426,158.92837912559673,160.31414517091673,157.69534433886926,3.4069876883602292
48.0,151.9530809767035,157.55984448023628,159.54622407152837,156.35304984282274,3.9377938604362344
48.25,150.88567686420242,158.31734304799326,158.67691018417554,155.95997669879043,4.398148615023181
48.5,157.70410952245268,156.61882186563108,157.81604548179416,157.37965895662597,0.6612769646854544
48.75,153.01278500829778,157.75548115293498,155.993573802526,155.58727998791957,2.397310509285289
49.0,152.3916035079411,156.90594950052832,157.30370618883944,155.53375306576962,2.7284392019239676
49.25,152.63432624933634,156.0815720540795,155.44738374045565,154.72109401462384,1.8348020285487088
49.5,153.91944575972045,157.10850982669004,156.98691994650255,156.00495851097102,1.807129934858734
49.75,154.25083222355607,157.24557358071758,158.8845187793462,156.7936415278733,2.349669063851029
50.0,150.0456041355902,157.48168682773877,154.96100817057965,154.16276637796952,3.7817620127025373
50.25,151.3525815015488,156.19803110852618,158.04866616744025,155.19975959250507,3.4578601732821634
50.5,149.31658261408552,153.2904944047137,155.4984267596132,152.70183459280415,3.13268088711838
50.75,150.8320023251549,155.57372774031734,157.1450194817194,154.51691651573051,3.286515461408778
51.0,148.54863181560182,152.4734609933687,153.247463418608,151.42318540919283,2.5193379508095637
51.25,149.63220078226928,153.95548962288484,155.5567778247515,153.04815607663522,3.0647339046301028
51.5,151.6409832309664,153.81091608603546,154.0916921646343,153.1811971605454,1.341231901361649
51.75,148.61346403195571,151.9055243738662,153.34105888760175,151.28668243114123,2.4237908928658483
52.0,147.92244887667474,152.0969978554497,154.8515679299094,151.62367155401128,3.4887248464446103
52.25,149.92993840455333,153.78897882515145,152.65577472979317,152.12489731983263,1.9835375873064067
52.5,148.15688207781696,149.9340518008411,153.08735780086292,150.39276389317365,2.4970403083701864
52.75,151.18730704120568,151.04319116163012,152.5037090469074,151.57806908324775,0.8048598346478487
53.0,149.06475994108186,151.8122437593749,151.91540514847438,150.93080294964372,1.6168636152756224
53.25,146.58615305353683,151.20479732513328,152.0246052207345,149.93851853313487,2.9320277928462652
53.5,148.9865795298703,155.5040057149985,152.3770679157366,152.2892177202018,3.259601089441815
53.75,147.79362245397056,149.31996037722212,151.21070008237777,149.4414276378568,1.7117741092781018
54.0,149.3680939353037,150.3226153133191,153.01292885727227,150.90121270196502,1.8900493659455884
54.25,145.73899237234747,148.88539747021844,150.8216999083156,148.4820299169605,2.565250087479341
54.5,147.56832711521076,147.14085465004928,149.07935920634688,147.9295136572023,1.0184752168234126
54.75,146.15217577236467,150.78566514582073,152.23216419056783,149.7233350362511,3.176157070682248
55.0,145.3755542733043,147.2615280761315,149.25233280389315,147.2964717177763,1.938625476304601
55.25,146.5858061023193,147.38668068423596,150.98488982673854,148.3191255377646,2.3430907915116266
55.5,145.9425554589089,146.77720032615971,151.10078643187046,147.9401807389797,2.7687956358419012
55.75,146.77515540220324,146.77207217768336,152.66459174745995,148.7372731091155,3.4011580589387576
56.0,145.70558725848443,147.3298168150614,150.90694100261825,147.9807816920547,2.661078098480559
56.25,145.11498207971889,144.91824469938126,149.7339790057624,146.58906859495417,2.7253481462398415
56.5,146.23800105324034,145.56745521649495,148.59417621034532,146.79987749336019,1.5896662681597606
56.75,146.09395054959393,148.12735328391955,147.62721441479394,147.28283941610246,1.0595410680023396
57.0,143.24163015588348,144.67110662143395,148.7797754060623,145.56417072779325,2.8750540562866007
57.25,141.7363548501395,142.16389876404946,149.21641456065313,144.37222272494736,4.200636184605756
57.5,142.9785513418552,144.5290343294928,146.42596257636913,144.64451608257238,1.7266044947914319
57.75,144.47754762444356,145.7055865758326,148.1253034044338,146.10281253490334,1.856036611851388
58.0,144.24863265189094,143.1665855509697,148.78149823508505,145.39890547931523,2.9789522983245083
58.25,141.8451647433002,143.20385078507888,144.76583010576206,143.27161521138038,1.4615113933784838
58.5,143.30060242298578,142.17188357229523,146.17604210446703,143.88284269991598,2.064600250109184
58.75,143.83542866210698,144.85601770798968,143.818653303475,144.17003322452388,0.5941391981944808
59.0,144.469798705258,141.84440153281002,143.92879845755985,143.41433289854263,1.3862480610755188
59.25,143.0588161817572,143.98579852738612,142.48328409175463,143.175966266966,0.7580768524157538
59.5,141.99364015383736,138.56168379421476,143.04132625017036,141.1988833994075,2.3431875420746633
59.75,144.8439994813305,140.89429703949224,145.29526413979468,143.67785355353917,2.4211670942263366
60.0,142.33153428590106,142.02457917691729,143.07031000292298,142.47547448858043,0.5375196057588735
60.25,142.9075432549579,140.6001496182314,142.93403170820176,142.14724152713035,1.3398863535666965
60.5,139.67291946043864,137.50706531174941,144.49533839054362,140.5584410542439,3.577303666977619
60.75,140.82477101672114,137.55566690276154,140.11707141893837,139.4991697794737,1.7199163508777833
61.0,140.8969042604233,142.89048216955837,141.13151298756262,141.63963313918143,1.0895998285190218
61.25,137.6736510520255,137.1562071503297,143.10941750841664,139.31309190359062,3.297878578911578
61.5,138.6436712413543,141.08964417499104,140.64211767064634,140.1251443623306,1.3023601457178053
61.75,140.1433687819627,139.40889035298827,141.56856584022924,140.37360832506008,1.0980925452582087
62.0,138.94969926165447,138.50459402472887,140.04734492861903,139.16721273833411,0.7940429284783173
62.25,136.78381080303862,138.4858629765288,139.61864831407308,138.29610736454683,1.4269132148456014
62.5,135.2926850277368,141.1766104921358,137.20392314743125,137.8910728891013,3.0015455674133356
62.75,135.88396840073358,139.0069295309927,139.42929482538997,138.10673091903877,1.9365182725873205
63.0,134.47215358643402,138.0527946010734,139.3094012173179,137.27811646827513,2.509947373492091
63.25,136.57954424662105,139.0874203975343,138.61831430081196,138.09509298165577,1.333297081934294
63.5,136.9913579559687,137.38429880466256,138.64714742663776,137.674268062423,0.8651423701502723
63.75,136.73218338343017,134.45968926071424,136.7752146240394,135.9890290893946,1.3246218915630772
64.0,135.91084442623296,136.77137946548845,137.46335498207392,136.71519295793178,0.7777788562457647
64.25,133.9913270395229,138.40366372651425,137.1375929350851,136.5108612337074,2.2719536150582575
64.5,135.60833300913112,137.92797560233092,136.54977020216927,136.69535960454377,1.1666544671021915
64.75,134.90472123751212,135.69941480996224,136.50802966263052,135.70405523670163,0.8016642855236555
65.0,132.96375749720977,138.5788115603494,137.31434611990744,136.28563839248886,2.9454859911962314
65.25,135.741941292283,132.54792241441626,134.08870920263675,134.1261909697787,1.5973392908813508
65.5,134.52845620515714,134.15496533300492,135.9356049439662,134.87300882737608,0.9389924057944014
65.75,133.61473441103982,136.35163298342528,135.22525942390507,135.0638756061234,1.3755678832259537
66.0,135.1023719319444,135.10662153689307,136.16700927666864,135.45866758183536,0.6134455821546091
66.25,133.49207722715613,133.46874940171884,133.78344944950572,133.58142535946024,0.17534636174993865
66.5,135.36446104397908,133.65606592437348,134.66744632873562,134.56265776569606,0.8590046294293056
66.75,134.50047381131319,132.53138294058314,134.03466165011457,133.68883946733698,1.0290891365056283
67.0,134.8075152938378,133.54340668090842,133.61966404016295,133.99019533830307,0.7088460541588808
67.25,132.4752543350825,133.93939587539884,133.1811089499347,133.19858638680535,0.7322272243775545
67.5,132.03622698439912,131.64452479043442,133.76101289114632,132.4805882219933,1.1260431395914348
67.75,131.82963127414376,133.72262008687616,131.80179072903604,132.45134736335197,1.1010424729184607
68.0,132.38447142918278,133.68419136060578,135.35152815361982,133.80673031446946,1.4873191479696861
68.25,130.6103790642578,133.2812366078283,132.32243844846536,132.07135137351716,1.3530164610663031
68.5,131.66860987059152,131.42312583681922,131.9400427428044,131.67725948340504,0.2585669812150966
68.75,133.0389603339759,129.66485633092043,132.58972715027733,131.76451460505788,1.8321780111248445
69.0,130.85726305072208,131.20805756725287,131.84335618124442,131.30289226640647,0.4998401050721104
69.25,131.05979059657713,131.69124953941935,132.4698216507441,131.74028726224688,0.7062934355661897
69.5,129.9668537685398,130.40152712565828,132.5613031615565,130.9765613519182,1.3895287633794933
69.75,129.67039295370822,129.97618921116037,130.36478976685655,130.0037906439084,0.3480202764853597
70.0,130.00865895439296,128.34940156372897,129.91218227448235,129.42341426420143,0.9313723197646251
70.25,131.32532299395336,133.06856612088518,129.10281737000687,131.1655688282818,1.987695105860119
70.5,131.68726547921773,128.7545067881524,128.80978217339538,129.75051814692185,1.67750007866464
70.75,132.7354617375713,129.0107789528858,131.3439385910091,131.03005976048874,1.88207475989127
71.0,130.53644302131175,128.50521898673824,129.3932112404443,129.47829108283145,1.0182812501184235
71.25,130.40670895033853,129.43447281414439,128.369012596474,129.403398120319,1.0192035297650124
71.5,131.50845992808135,128.92604952101857,129.06281824486953,129.83244256465647,1.4530836427515745
71.75,128.6317794091271,127.39591848688595,128.65592738167732,128.22787509256344,0.7205967155367818
72.0,128.87478916749848,127.94079280917019,130.35987337005807,129.05848511557556,1.2199573111471405
72.25,130.9227831556252,128.21021276864118,128.34691898272175,129.1599716356627,1.5281689986472136
72.5,126.91062047107026,128.25865429712474,126.90724780031127,127.35884085616875,0.7792631231623849
72.75,130.5061531702657,126.53241155022042,126.73604437826434,127.92486969958348,2.237774530460382
73.0,127.32829782151433,126.54715423723754,125.81681873883072,126.56409026586086,0.7558818532989577
73.25,126.85672411767396,125.54297003829754,128.8824676424205,127.09405393279734,1.6823510759783784
73.5,126.58915552320212,124.82276410334484,127.75349028464093,126.38846997039597,1.475633764103557
73.75,125.16591907142053,125.60633885361868,126.51227202919142,125.76150998474354,0.6864583976291158
74.0,127.35203113224199,124.72839824647912,127.22426603169225,126.4348984701378,1.479252595143892
74.25,125.59447842675965,126.89575221285291,127.80098939719083,126.7637400122678,1.1091632348242448
74.5,127.01125765623343,125.0834366593649,126.9609385382746,126.35187761795764,1.098790176732932
74.75,128.50902107752356,124.91275615687499,125.83861201880106,126.42012975106654,1.8673249582159623
75.0,125.59489227526626,123.00788893083848,123.70511475250778,124.10263198620417,1.3385296184001159
75.25,125.95777592566405,124.1700107934017,126.21585191144021,125.44787954350198,1.1141643552325375
75.5,125.57890342606204,122.73947047516282,126.90886019618902,125.07574469913796,2.1297486212719194
75.75,124.7913536712806,124.39424106645265,125.33406571086368,124.83988681619898,0.47178828957206226
76.0,127.00728319790112,122.65632831515052,124.38885598819938,124.68415583375035,2.1904573944771526
76.25,124.21866455762166,123.74767181790259,125.62778227506746,124.53137288353055,0.9782861062106225
76.5,125.68138043496712,123.348461935742,123.76571797484199,124.26518678185037,1.2440775690797936
76.75,123.98484716413422,125.07957475813511,123.45424073380752,124.17288755202561,0.8288226971240509
77.0,124.1843603236864,123.375573123478,124.70012231631891,124.08668525449444,0.6676548175667684
77.25,123.28837413520073,124.40157246413955,123.03483731185035,123.57492797039687,0.7270323716829661
77.5,121.28317214023305,121.56755835879474,123.38181187661806,122.07751412521527,1.1384697398537686
77.75,121.84931899475825,121.19860497473601,122.95984852028373,122.002590829926,0.8905694236134192
