Time after Ignition,HIPS_R1,HIPS_R2,HIPS_R3,Mean,Std. Dev.
70.75,1526.376111296428,1633.3794271020724,1448.1725593274482,1535.9760325753161,92.9758830780457
71.0,1501.557328149988,1495.947163601953,1410.2984896614682,1469.2676604711362,51.14578004145478
71.25,1548.8063425235769,1413.1674125160714,1402.5518619209574,1454.841872320202,81.54853600194218
71.5,1619.350608657962,1508.0646992758996,1474.7718175804757,1534.0623751714459,75.71437163005622
71.75,1474.0194512873468,1712.5959829730198,1400.3154947006562,1528.976976320341,163.23303283104366
72.0,1602.8665974871265,1497.2354810796749,1409.5466119141088,1503.2162301603032,96.79866334388105
72.25,1256.1185791176051,1453.8421660650145,1497.5310049370794,1402.4972500398997,128.63597916691256
72.5,1529.1720900865967,1487.528360714874,1454.6743063405095,1490.45825238066,37.335213199466594
72.75,1508.869885527011,1517.6723728653103,1277.8925766307973,1434.811611674373,135.9671232875448
73.0,1558.9161720666064,1544.730188249703,1437.3819034332616,1513.6760879165238,66.45233234197181
73.25,1522.0116718861325,1625.9825189942717,1374.382142069282,1507.4587776498954,126.42993104952458
73.5,1526.9193106197636,1530.981565928117,1510.9780574209492,1522.9596446562766,10.573282558216366
73.75,1585.1738939205668,1413.4736366709842,1441.8818507939452,1480.176460461832,92.03315941607715
74.0,1838.7228926336848,1531.4343468332615,1463.3324848547209,1611.1632414405558,199.99252995947114
74.25,1436.4795427557146,1420.1419597442405,1489.2814550249807,1448.6343191749786,36.1368426162358
74.5,1609.1443941956998,1630.0480904533413,1422.05183066766,1553.7481051055668,114.53022594462273
74.75,1528.248483957263,1572.1832608477312,1469.6217488301832,1523.3511645450592,51.45584262161366
75.0,1484.3182995234672,1471.2738958296525,1432.3134254334536,1462.6352069288578,27.057289992219776
75.25,1636.2241229937345,1517.585234168656,1373.650977925203,1509.1534450291977,131.4894879025096
75.5,1525.604874322521,1473.3420547499184,1536.2479705924598,1511.731633221633,33.669551169858956
