LABORATORY,FSRI 
TEST IDENT,Eng_Wood_Tab_HF25_R3
OPERATOR,Marino
MATERIAL,Engineered Wood Table
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.0414825901389122
SPEC HOLDER DIFF,-566
SPECIMEN MASS,341.1000061035156
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,4795
TIME TO IGN,127
END OF TEST SCAN,4315
END OF TEST TIME,1078.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.90 x 100.47 x 46.35 mm; with tie wires
POST TEST CMT,Intermittant flashes of flame prior to sustained ignition. Sample self-extinguished with unburned mass remaining and did not reignite after the spark ignitor was re-inserted at ~10:10.
