Sample ID:	C:\MCC\MCC Cal\Test\Vinyl_Covering_81A_MCC_30K_min_220304_R3.txt
Sample Weight (mg):	4.67
Heating Rate (C/s):	0.5
Combustor Temp (C):	900
N2 Flow Rate (cc/min):	80
O2 Flow Rate (cc/min):	20
Calibration File:	C:\MCC\MCC Cal\Coeff1 JN10440_30_210304.txt.txt
T Correction Coefficients:	0	1.024463	0
Time Shift (s):	14
*
Time (s)	Temperature (C)	N2 flow rate (cc/min)	O2 flow rate (cc/min)	Flow Rate (cc/min)	Oxygen (%)	HRR (W/g)	Heating rate (C/s)
0.000	113.730	80.012	19.995	103.735	20.030	0.231	0.005
0.500	113.723	80.012	19.993	103.736	20.031	0.189	-0.033
1.000	113.703	80.011	19.994	103.736	20.030	0.231	-0.036
1.500	113.737	80.012	19.993	103.736	20.030	0.236	-0.006
2.000	113.755	80.012	19.993	103.737	20.030	0.229	0.033
2.500	113.722	80.012	19.993	103.737	20.032	0.107	0.018
3.000	113.749	80.012	19.993	103.738	20.030	0.261	-0.010
3.500	113.767	80.011	19.995	103.736	20.033	0.032	0.020
4.000	113.730	80.013	19.994	103.730	20.031	0.191	0.013
4.500	113.768	80.013	19.993	103.724	20.030	0.255	-0.009
5.000	113.735	80.012	19.993	103.724	20.032	0.098	0.003
5.500	113.715	80.013	19.992	103.724	20.030	0.253	-0.024
6.000	113.721	80.013	19.993	103.726	20.032	0.090	-0.033
6.500	113.743	80.013	19.992	103.733	20.031	0.150	0.007
7.000	113.775	80.012	19.993	103.739	20.029	0.308	0.041
7.500	113.745	80.013	19.992	103.740	20.028	0.355	0.028
8.000	113.769	80.014	19.992	103.741	20.028	0.383	-0.002
8.500	113.746	80.014	19.993	103.743	20.024	0.615	-0.003
9.000	113.767	80.013	19.992	103.745	20.025	0.606	-0.000
9.500	113.746	80.014	19.991	103.751	20.024	0.623	-0.001
10.000	113.740	80.014	19.992	103.757	20.024	0.627	-0.014
10.500	113.771	80.014	19.993	103.765	20.025	0.598	-0.001
11.000	113.751	80.015	19.993	103.777	20.021	0.887	0.018
11.501	113.776	80.013	19.993	103.791	20.021	0.844	0.008
12.001	113.785	80.014	19.993	103.800	20.018	1.073	0.019
12.500	113.766	80.014	19.993	103.808	20.013	1.396	0.012
13.000	113.780	80.013	19.991	103.814	20.018	1.086	-0.008
13.500	113.783	80.014	19.993	103.817	20.014	1.347	0.006
14.001	113.797	80.014	19.992	103.823	20.019	1.015	0.017
14.501	113.793	80.014	19.994	103.832	20.013	1.421	0.014
15.000	113.820	80.013	19.993	103.841	20.014	1.377	0.016
15.501	113.853	80.013	19.994	103.850	20.013	1.392	0.041
16.001	113.870	80.013	19.995	103.860	20.011	1.535	0.055
16.500	113.908	80.013	19.992	103.864	20.012	1.492	0.053
17.000	113.923	80.013	19.994	103.869	20.012	1.481	0.054
17.500	113.946	80.012	19.994	103.867	20.012	1.456	0.045
18.000	113.983	80.013	19.993	103.867	20.012	1.503	0.049
18.500	114.022	80.012	19.993	103.864	20.007	1.817	0.068
19.000	114.080	80.011	19.993	103.864	20.008	1.762	0.087
19.500	114.126	80.011	19.994	103.862	20.007	1.832	0.101
20.000	114.137	80.011	19.993	103.867	20.009	1.712	0.081
20.500	114.175	80.011	19.994	103.868	20.007	1.813	0.053
21.000	114.186	80.011	19.991	103.868	20.008	1.748	0.048
21.501	114.204	80.011	19.992	103.864	20.007	1.858	0.039
22.001	114.242	80.010	19.991	103.861	20.008	1.761	0.042
22.501	114.307	80.011	19.992	103.857	20.003	2.080	0.079
23.000	114.328	80.010	19.993	103.859	20.004	2.058	0.095
23.500	114.363	80.010	19.992	103.867	20.001	2.232	0.071
24.000	114.447	80.012	19.992	103.877	20.006	1.930	0.088
24.500	114.486	80.011	19.994	103.885	20.004	2.063	0.121
25.000	114.523	80.010	19.994	103.893	20.002	2.146	0.099
25.500	114.587	80.011	19.995	103.895	20.004	2.046	0.088
26.000	114.625	80.010	19.994	103.893	20.007	1.819	0.101
26.500	114.653	80.010	19.993	103.890	20.002	2.146	0.084
27.000	114.723	80.010	19.992	103.886	19.998	2.463	0.082
27.500	114.783	80.010	19.995	103.884	20.000	2.302	0.114
28.001	114.828	80.011	19.994	103.886	20.000	2.341	0.118
28.501	114.886	80.009	19.993	103.889	19.997	2.503	0.104
29.000	114.928	80.011	19.992	103.892	19.997	2.544	0.101
29.500	115.005	80.011	19.994	103.896	19.995	2.692	0.109
30.000	115.120	80.010	19.991	103.898	19.992	2.846	0.156
30.500	115.148	80.011	19.993	103.899	19.992	2.878	0.168
31.000	115.263	80.010	19.993	103.904	19.995	2.647	0.143
31.500	115.301	80.012	19.994	103.912	19.990	2.981	0.148
32.001	115.346	80.010	19.994	103.919	19.991	2.955	0.118
32.501	115.378	80.010	19.993	103.925	19.990	2.996	0.080
33.000	115.470	80.010	19.994	103.932	19.991	2.927	0.101
33.500	115.593	80.009	19.993	103.934	19.993	2.831	0.170
34.000	115.632	80.011	19.994	103.934	19.990	3.015	0.189
34.500	115.732	80.010	19.994	103.935	19.989	3.077	0.150
35.000	115.801	80.010	19.995	103.938	19.988	3.120	0.154
35.500	115.883	80.011	19.994	103.938	19.989	3.083	0.160
36.000	115.953	80.010	19.993	103.936	19.989	3.098	0.152
36.500	116.053	80.011	19.991	103.936	19.990	3.040	0.161
37.001	116.129	80.010	19.994	103.936	19.988	3.169	0.173
37.501	116.242	80.010	19.993	103.934	19.989	3.083	0.183
38.000	116.312	80.010	19.994	103.935	19.986	3.292	0.186
38.500	116.377	80.011	19.993	103.937	19.986	3.286	0.159
39.000	116.473	80.009	19.991	103.938	19.987	3.194	0.148
39.501	116.553	80.012	19.994	103.938	19.989	3.110	0.168
40.001	116.659	80.011	19.994	103.940	19.989	3.091	0.181
40.500	116.768	80.012	19.994	103.939	19.988	3.138	0.201
41.000	116.845	80.010	19.992	103.940	19.990	3.026	0.201
41.500	116.922	80.011	19.993	103.943	19.990	3.009	0.170
42.001	117.027	80.010	19.993	103.945	19.987	3.236	0.168
42.501	117.119	80.010	19.992	103.943	19.987	3.208	0.190
43.000	117.230	80.011	19.993	103.944	19.988	3.159	0.200
43.500	117.316	80.010	19.993	103.943	19.986	3.277	0.200
44.000	117.443	80.010	19.993	103.940	19.988	3.180	0.205
44.500	117.525	80.008	19.994	103.938	19.987	3.236	0.211
45.000	117.654	80.010	19.993	103.939	19.988	3.116	0.210
45.500	117.756	80.010	19.992	103.939	19.988	3.181	0.221
46.000	117.886	80.010	19.993	103.939	19.987	3.238	0.232
46.500	118.001	80.009	19.992	103.939	19.990	2.982	0.238
47.000	118.109	80.009	19.993	103.940	19.988	3.180	0.234
47.501	118.223	80.008	19.994	103.943	19.988	3.125	0.223
48.001	118.327	80.010	19.993	103.948	19.988	3.161	0.220
48.501	118.439	80.009	19.995	103.951	19.988	3.153	0.217
49.000	118.573	80.010	19.993	103.958	19.988	3.151	0.231
49.500	118.699	80.009	19.993	103.963	19.989	3.076	0.253
50.000	118.838	80.010	19.994	103.967	19.987	3.219	0.262
50.501	118.933	80.009	19.993	103.970	19.985	3.382	0.250
51.001	119.106	80.010	19.993	103.974	19.984	3.454	0.251
51.500	119.185	80.009	19.994	103.976	19.983	3.506	0.260
52.000	119.359	80.010	19.996	103.976	19.981	3.612	0.253
52.500	119.455	80.009	19.993	103.976	19.983	3.503	0.262
53.000	119.611	80.009	19.996	103.976	19.980	3.702	0.261
53.500	119.758	80.008	19.994	103.975	19.979	3.743	0.277
54.000	119.857	80.009	19.996	103.975	19.978	3.815	0.275
54.500	119.995	80.010	19.993	103.974	19.980	3.717	0.241
55.001	120.137	80.010	19.997	103.974	19.979	3.772	0.258
55.501	120.292	80.009	19.993	103.974	19.977	3.909	0.288
56.000	120.440	80.010	19.995	103.974	19.976	3.954	0.300
56.500	120.540	80.008	19.992	103.974	19.979	3.756	0.275
57.000	120.704	80.010	19.993	103.976	19.975	4.021	0.256
57.500	120.836	80.009	19.994	103.977	19.978	3.845	0.280
58.001	120.981	80.009	19.994	103.979	19.977	3.944	0.287
58.501	121.148	80.010	19.995	103.979	19.977	3.910	0.295
59.000	121.315	80.011	19.995	103.979	19.977	3.886	0.323
59.500	121.465	80.010	19.992	103.977	19.978	3.830	0.325
60.000	121.644	80.011	19.995	103.975	19.976	3.982	0.323
60.501	121.777	80.010	19.994	103.973	19.981	3.644	0.321
61.001	121.949	80.009	19.994	103.973	19.979	3.759	0.309
61.500	122.095	80.010	19.995	103.973	19.977	3.928	0.311
62.000	122.235	80.011	19.993	103.973	19.978	3.871	0.302
62.500	122.412	80.010	19.995	103.974	19.974	4.140	0.302
63.000	122.557	80.011	19.994	103.975	19.976	3.952	0.320
63.500	122.747	80.012	19.994	103.976	19.977	3.922	0.328
64.000	122.853	80.012	19.994	103.979	19.975	4.037	0.315
64.501	123.040	80.012	19.993	103.985	19.976	4.016	0.294
65.001	123.203	80.011	19.992	103.990	19.974	4.136	0.322
65.501	123.341	80.012	19.993	103.992	19.975	4.054	0.326
66.001	123.508	80.012	19.995	103.993	19.977	3.920	0.304
66.500	123.676	80.013	19.994	103.991	19.975	4.076	0.320
67.000	123.836	80.012	19.992	103.987	19.976	3.991	0.331
67.500	123.999	80.012	19.992	103.983	19.975	4.061	0.325
68.000	124.212	80.013	19.992	103.980	19.976	3.976	0.349
68.500	124.364	80.012	19.994	103.978	19.974	4.132	0.370
69.000	124.518	80.012	19.994	103.979	19.973	4.166	0.335
69.500	124.704	80.013	19.992	103.978	19.972	4.241	0.324
70.000	124.885	80.012	19.992	103.979	19.978	3.862	0.354
70.500	125.081	80.012	19.992	103.984	19.976	3.992	0.372
71.000	125.200	80.012	19.993	103.987	19.975	4.077	0.346
71.500	125.393	80.012	19.992	103.991	19.974	4.114	0.314
72.000	125.581	80.013	19.992	103.995	19.975	4.058	0.346
72.500	125.778	80.014	19.994	103.995	19.975	4.033	0.382
73.001	125.982	80.010	19.993	103.994	19.975	4.080	0.393
73.501	126.134	80.011	19.995	103.995	19.976	4.005	0.379
74.000	126.308	80.012	19.993	103.996	19.976	3.977	0.341
74.500	126.515	80.012	19.993	103.996	19.973	4.215	0.353
75.001	126.720	80.012	19.994	104.000	19.971	4.300	0.396
75.501	126.885	80.012	19.994	103.999	19.974	4.095	0.391
76.000	127.064	80.012	19.992	103.999	19.972	4.258	0.357
76.501	127.265	80.011	19.993	103.994	19.974	4.103	0.362
77.001	127.443	80.012	19.992	103.993	19.972	4.236	0.380
77.500	127.645	80.010	19.993	103.988	19.975	4.061	0.380
78.001	127.806	80.011	19.993	103.988	19.973	4.180	0.371
78.501	128.008	80.013	19.994	103.990	19.974	4.133	0.363
79.000	128.138	80.011	19.994	103.988	19.970	4.392	0.347
79.500	128.400	80.011	19.992	103.985	19.972	4.287	0.362
80.000	128.600	80.010	19.992	103.990	19.969	4.441	0.427
80.500	128.778	80.012	19.992	103.991	19.974	4.148	0.420
81.000	129.023	80.012	19.994	103.993	19.972	4.268	0.401
81.501	129.203	80.013	19.994	103.999	19.970	4.435	0.425
82.001	129.400	80.012	19.994	104.004	19.968	4.561	0.401
82.500	129.577	80.011	19.993	104.004	19.970	4.430	0.376
83.000	129.797	80.012	19.994	104.005	19.968	4.524	0.385
83.500	129.979	80.012	19.993	104.002	19.968	4.541	0.399
84.000	130.192	80.012	19.993	104.002	19.969	4.493	0.399
84.500	130.362	80.011	19.993	104.003	19.968	4.510	0.389
85.000	130.601	80.012	19.996	104.001	19.972	4.296	0.396
85.500	130.805	80.013	19.995	104.000	19.968	4.523	0.426
86.001	130.978	80.012	19.993	104.004	19.969	4.460	0.410
86.501	131.194	80.011	19.993	103.998	19.966	4.668	0.382
87.001	131.393	80.011	19.991	103.995	19.967	4.610	0.402
87.500	131.610	80.012	19.993	103.999	19.969	4.486	0.416
88.000	131.806	80.012	19.993	104.002	19.968	4.526	0.415
88.500	132.023	80.012	19.994	104.002	19.967	4.638	0.413
89.000	132.235	80.013	19.992	104.008	19.963	4.890	0.421
89.500	132.436	80.011	19.993	104.012	19.967	4.584	0.421
90.000	132.636	80.011	19.994	104.010	19.964	4.822	0.407
90.500	132.839	80.013	19.993	104.005	19.966	4.660	0.402
91.000	133.045	80.013	19.992	103.997	19.967	4.608	0.406
91.500	133.284	80.012	19.992	103.997	19.968	4.559	0.427
92.000	133.511	80.013	19.993	103.997	19.968	4.537	0.456
92.500	133.680	80.012	19.992	103.999	19.966	4.706	0.431
93.001	133.920	80.013	19.989	104.004	19.966	4.706	0.402
93.501	134.131	80.013	19.993	104.008	19.964	4.793	0.430
94.000	134.340	80.013	19.994	104.005	19.966	4.670	0.436
94.500	134.521	80.012	19.992	104.003	19.967	4.603	0.405
95.000	134.778	80.013	19.991	104.001	19.967	4.644	0.414
95.500	134.962	80.013	19.990	104.000	19.967	4.588	0.439
96.000	135.167	80.013	19.992	103.998	19.964	4.785	0.415
96.500	135.371	80.012	19.991	103.997	19.965	4.716	0.399
97.000	135.569	80.013	19.991	103.999	19.964	4.789	0.406
97.500	135.844	80.013	19.990	104.002	19.963	4.887	0.437
98.000	136.058	80.011	19.993	104.002	19.966	4.703	0.481
98.500	136.269	80.012	19.991	104.009	19.962	4.930	0.457
99.000	136.499	80.013	19.992	104.011	19.964	4.846	0.433
99.500	136.743	80.013	19.993	104.007	19.961	5.028	0.458
100.000	136.943	80.013	19.992	104.005	19.962	4.988	0.459
100.500	137.211	80.012	19.995	104.004	19.965	4.729	0.456
101.000	137.364	80.013	19.992	104.000	19.963	4.917	0.445
101.501	137.601	80.011	19.992	103.997	19.963	4.868	0.406
