Time after Ignition,Pressure_Treated_Deck_R1,Pressure_Treated_Deck_R2,Pressure_Treated_Deck_R3,Mean,Std. Dev.
13.25,18.251168345780524,28.7553053889833,14.596641478522555,20.534371737762125,7.350285996423072
13.5,20.882334188349304,37.468974546020995,19.94661260315183,26.099307112507375,9.857529958502598
13.75,23.01638615468089,44.14420649326903,24.176686438851693,30.44575969560054,11.877380085219862
14.0,28.766076742066375,50.422553294028305,27.866231772533066,35.68495393620925,12.771063243363495
14.25,33.46359203963418,56.44441657717563,31.67805449094398,40.5286877025846,13.812308108768924
14.5,37.959538879130285,61.168680648816114,38.51251686681436,45.88024546492025,13.243059840643115
14.75,41.96315297811839,70.04972178816527,43.859329393402085,51.95740138656191,15.697067063154643
15.0,50.9294303605406,76.01580562963075,48.07688415112693,58.34070671376609,15.373389224026365
15.25,57.08484402312335,82.06671147194659,54.104483534167855,64.4186796764126,15.356119524579306
15.5,63.68413199121265,86.50209925015423,60.11461739202078,70.10028287779589,14.316076412651707
15.75,69.40005531846306,93.76626729828236,65.09389601568449,76.0867395441433,15.461566162334798
16.0,77.06363800326498,98.0860252496537,71.45083664933715,82.20016663408528,14.04087827470332
16.25,84.30713240024319,106.55835125129923,76.0368265616216,88.96743673772134,15.785426656701064
16.5,92.66794951574023,110.15237167900442,78.99761753765877,93.93931291080115,15.616239946403523
16.75,97.13150953200991,114.9928931828821,84.61020029593156,98.9115343369412,15.269360595497005
17.0,105.65434121060753,120.42698768630657,90.88639273473844,105.65590721055084,14.77029753804642
17.25,111.84884657496569,125.83251731214358,93.33638079632054,110.33924822780995,16.30057936059493
17.5,117.88037702991892,131.83985514583105,96.58987840657181,115.4367035274406,17.751587821082804
17.75,124.1319517607135,139.2633067871384,102.67610716949211,122.023788572448,18.38447872490929
18.0,126.6229912832624,134.32148892632165,102.74195567427631,121.2288119612868,16.466317378894445
18.25,132.73506474106807,142.34791672843838,106.91189712025385,127.33162619658675,18.32554862741902
18.5,135.61352790948135,148.2344161526091,111.89222246819631,131.91338884342892,18.45147778038222
18.75,142.36820916821628,150.0774176547091,114.79876266578313,135.7481298295695,18.5476403430302
19.0,151.05103547661375,155.07577204143567,116.86066134474028,140.99582295426322,20.998312921337195
19.25,149.90717960921933,160.22853199781434,120.47582121637458,143.53717760780276,20.627704616406973
19.5,154.76338543792903,164.69107978420686,123.87450453564335,147.7763232525931,21.286438928146847
19.75,159.28239874896033,169.28928977777346,126.23430461418596,151.60199771363992,22.531630143127643
20.0,159.1676946556899,172.9480379369837,129.70385918050363,153.9398639243924,22.09100291288117
20.25,165.51221900717957,176.12473371434078,131.88201667877217,157.83965646676418,23.097741548142476
20.5,167.44490660981052,179.1661670882466,133.48943073480365,160.03350147762026,23.723148094225948
20.75,168.14854898388296,182.2294501387005,136.47825202665643,162.28541704974663,23.43235517889086
21.0,171.82585804327155,185.60190836893975,141.98145556698518,166.46974065973217,22.298026162231853
21.25,179.51364987341185,191.8401921378274,146.02645543693527,172.46009914939148,23.70736280118296
21.5,181.7972684705087,199.04328786672127,147.92458635568832,176.2550475643061,26.006106407407138
21.75,182.58936539744693,197.98385204929446,154.5092517637874,178.36082307017628,22.043607807169227
22.0,186.26559464325044,200.34456334766776,153.78634139662648,180.1321664625149,23.87742058403265
22.25,190.85045939968998,205.29378650824057,156.822979430687,184.32240844620586,24.886067821691274
22.5,192.32699440959186,204.489943716929,160.0176000408146,185.61151272244516,22.984138198536172
22.75,195.75870317084122,204.56618613971298,164.23232004990572,188.18573645348667,21.206545148001975
23.0,197.32852853820052,212.17949990579052,165.38726209380044,191.6317635125972,23.910630035219935
23.25,202.175794372605,217.75857109480728,169.2836319411348,196.40599913618234,24.747178309672936
23.5,202.25931503150974,215.21915549982927,174.9699874801604,197.48281933716646,20.545317347450336
23.75,203.46375026308652,221.4222704879333,175.6772745305787,200.1877650938662,23.047781301164566
24.0,198.60769857445533,219.72099131501238,180.4608823888016,199.59652409275643,19.648724389988185
24.25,203.90732576417412,220.85554221702907,177.74383599920304,200.83556799346874,21.71938247520982
24.5,212.17093454483776,227.58554941738078,183.37410620005494,207.71019672075784,22.44073448644428
24.75,207.5317900876427,227.41022186234076,182.73397636068043,205.89199610355465,22.383217401969826
25.0,212.22907690594445,225.62756514065313,185.26298995251577,207.70654399970445,20.558811017316064
25.25,214.32132901744646,230.66547578925585,190.1605179001533,211.71577423561857,20.37779649987511
25.5,211.1560901814624,233.2548984614023,192.46810663381,212.29303175889154,20.417151466590596
25.75,214.9321736357888,236.064476782427,192.33989003273203,214.44551348364928,21.866355439022307
26.0,219.11781173420593,236.41165914601362,195.06684982392886,216.86544023471615,20.764228796145357
26.25,213.71010230536035,235.48469634690014,196.3458900433422,215.1802295652009,19.610774980529236
26.5,227.35315950804983,236.320734695118,201.41188599990946,221.69526006769243,18.12914225395505
26.75,216.76040524448143,239.97333868727767,196.5284171119692,217.7540536812428,21.73949874268229
27.0,220.5497956570436,242.92187312120745,202.7633515928084,222.0783401236865,20.122848927937643
27.25,227.16583651017294,238.47626954235494,200.70792422691136,222.1166767598131,19.383820253116717
27.5,223.59322407528126,242.5152754807293,202.10100108055647,222.736500212189,20.220753587745183
27.75,226.2811354805162,244.76242174454222,200.88399425318227,223.9758504927469,22.029862776121853
28.0,225.60187163990815,246.2256343009546,204.6171028189926,225.4815362532851,20.804526754418394
28.25,231.69881602041966,243.3003599694496,204.40507787457108,226.4680846214801,19.968253692697655
28.5,229.13568153153795,247.57311591440435,206.65580655979753,227.7882013352466,20.491908851170916
28.75,228.0804251943197,248.60905021290273,207.7990331840054,228.16283619707596,20.40513332852187
29.0,230.57782616066325,248.11518248152998,204.89966348288814,227.8642240416938,21.735178810526268
29.25,228.46126612093875,254.20510357564834,206.84212235598278,229.8361640175233,23.71140560306627
29.5,229.14459952727415,250.83987978252682,208.1246811086,229.36972013946698,21.3584891531631
29.75,234.9002497796928,246.5701087831144,213.31845160243603,231.59627005508105,16.87025156394604
30.0,232.1580199898309,252.56206363920563,207.475848216899,230.73197728197852,22.57691085224292
30.25,237.0778750875375,252.06045614275226,208.12769401976306,232.42200841668424,22.333376766207124
30.5,233.59027823107252,251.30850131814523,215.84740981727782,233.5820631221652,17.730547177801185
30.75,232.6063657087881,255.16011787913476,211.4162487854704,233.06091079113108,21.875476663259764
31.0,240.39568227890084,251.85994555532716,213.77672542167687,235.34411775196827,19.537697972492538
31.25,233.20911963536437,255.02972310910891,209.86099340284972,232.699945382441,22.588669275416727
31.5,236.04168191550835,254.24609399419015,214.76738901465998,235.01838830811948,19.75923541208989
31.75,238.18519413328445,248.05265990502326,216.82053836158568,234.35279746663113,15.964861483393651
32.0,244.22252938093675,256.4619293154661,216.75972697869892,239.14806189170056,20.331721098369563
32.25,237.2243841588364,255.83928688908185,209.93278393620173,234.33215166137333,23.089510821046726
32.5,236.50350499513107,254.26767883891827,217.73429017539885,236.16849133648273,18.268998259990965
32.75,238.06679711969105,252.13233433948696,218.1933647442838,236.13083206782062,17.052107928569388
33.0,238.5535613560148,254.5884010556619,217.30450007830706,236.81548749666126,18.702619965601784
33.25,236.9039999708269,253.3821210539901,217.91642335656078,236.0675147937926,17.74763952980534
33.5,242.4278046854797,253.76385244481924,212.55483716928308,236.24883143319403,21.28803696525797
33.75,241.49941821791955,256.49820175197624,218.71150816017925,238.90304271002503,19.02667673251385
34.0,245.84066181488706,255.4800032569439,216.08054548869478,239.13373685350857,20.538170559623428
34.25,244.8689411996972,258.12567596652985,225.3524411033968,242.7823527565413,16.48595218198978
34.5,239.44537512806275,257.970560952086,218.80113170782278,238.7390225959905,19.59426567276786
34.75,238.81611650393518,257.04086518204963,222.35076006138493,239.40258058245658,17.352486951651592
35.0,247.4966502925115,253.15842665771473,218.6361956916673,239.76375754729784,18.514705786887745
35.25,243.96882969965094,253.93933966007432,219.65995489790356,239.18937475254293,17.632397656354414
35.5,242.43056829209598,257.0538911296014,221.58391037306217,240.35612326491983,17.825750344526824
35.75,242.4332238009848,258.4734425792061,217.0152116329181,239.30729267103632,20.905138420274188
36.0,245.34062962601465,258.03046645951827,221.04233888922522,241.47114499158604,18.79521425233369
36.25,242.89422337878077,253.99711993302097,220.98566351966707,239.29233561048963,16.797894518486988
36.5,246.77425279443278,255.8208252357574,221.32058154198003,241.30521985739006,17.8885282983914
36.75,242.51150748634873,257.5681250925133,219.50088087157582,239.86017115014593,19.171618578510174
37.0,246.97804562002327,259.839584915853,223.08713769916918,243.3015894116818,18.65000916334015
37.25,238.249009591363,254.7629037423681,219.99812101733465,237.67001145035525,17.389622152742824
37.5,242.526697159924,260.66117040054,219.05015624316445,240.74600793454283,20.862580506480228
37.75,242.63884023074476,259.96513527423264,223.37036081982424,241.99144544160052,18.305974963164722
38.0,244.02824141470194,260.4407924710632,219.95794096026694,241.4756582820107,20.361779811653744
38.25,238.74464147706334,260.20386579443357,222.15558802959305,240.36803176702998,19.076016545463126
38.5,246.71629072019908,260.5942648088244,221.26574261664464,242.85876604855605,19.946015564504226
38.75,247.8956216351061,254.77796127386026,218.71061608663675,240.46139966520104,19.148474859292268
39.0,245.98333005504549,265.4463991982079,225.63553283208427,245.68842069511257,19.907071579046253
39.25,244.58479383524875,264.91265132897496,224.73627293576044,244.7445726999947,20.08866576363157
39.5,245.01917191765853,268.09607117922616,221.3188887033711,244.81137726675192,23.38928353023173
39.75,239.7105637837101,258.02173534841035,224.65093152634876,240.79441021948978,16.711782647428556
40.0,243.085204913315,258.1011315340342,224.01653879304843,241.7342917467992,17.082405871753384
40.25,241.93386932994542,257.94282656897246,220.5440224877242,240.14023946221403,18.763807389592117
40.5,240.48574329507906,256.34713327164457,224.51248822809646,240.44845493160668,15.917355279025262
40.75,242.08853430978795,264.69309498917636,227.75174020222053,244.84445650039493,18.624238339176344
41.0,242.81700319249254,256.7034542041806,222.71897205324214,240.7464764833051,17.08659028030338
41.25,240.9167136992156,259.84606598978723,222.6838762290339,241.14888530601226,18.582182721489204
41.5,245.88042153000455,257.59393450413705,221.81052034689884,241.76162546034683,18.243808346523487
41.75,241.45811969138873,262.01950793470803,225.0490749396176,242.84223418857144,18.52404002012253
42.0,237.0556768547829,260.49311451167677,221.5079652152349,239.68558552723152,19.625182321077453
42.25,237.1879805085693,258.5157511220831,224.6102987512502,240.10467679396754,17.13987348359509
42.5,239.25578461212427,255.00355029405398,222.69836864212124,238.9859011827665,16.15428172931791
42.75,239.9681253126637,261.361705934022,226.2791075676151,242.53631293810028,17.681738257146485
43.0,240.1327179682359,252.9533343118263,228.70150017701246,240.5958508190249,12.132548526741623
43.25,239.49364298808715,255.4399889413652,222.4923757190125,239.14200254948824,16.476621089015214
43.5,237.27081310249775,258.66378459648155,224.37448157667285,240.1030264252174,17.31921330849379
43.75,239.9017084498716,258.5577202347876,226.08272323723168,241.5140506406303,16.297425962491506
44.0,239.94925837083835,250.8054182856516,220.30599282699026,237.02022316116006,15.459242341452608
44.25,236.54605648726147,253.14837473353205,230.31471493092005,240.00304871723787,11.802842939476179
44.5,234.84428743504893,255.26538147948787,222.6679050201414,237.59252464489273,16.471595967015137
44.75,237.98208575545317,249.81609146157666,228.75909783313674,238.8524250167222,10.555442339822601
45.0,238.33669340913352,253.05172197742732,224.35707324210182,238.58182954288756,14.348894915776032
45.25,239.89660802624238,253.90628131446482,223.0691331540295,238.9573408315789,15.440015991390304
45.5,239.401146404978,252.97665359220645,229.26802167961344,240.54860722559928,11.895894524702694
45.75,235.0650889849639,249.01942918861903,229.1585927235904,237.7477036323911,10.198554911486038
46.0,240.19556513670574,251.6028712141177,225.98801436275542,239.2621502378596,12.832913558852727
46.25,239.26131932576595,252.1528749149968,225.64790630935528,239.02070018337267,13.254122504914282
46.5,235.42302372196517,249.69708064302586,224.46198710772154,236.52736382423754,12.653741017185574
46.75,237.05324518332262,249.53969920847544,227.11110562141386,237.90135000440395,11.238323447652283
47.0,238.48246691880982,249.88925966019468,228.74477358496353,239.03883338798937,10.583216929763442
47.25,237.9992879833236,252.24154442331727,223.60740628068274,237.94941289577454,14.317134225680007
47.5,236.23222531427803,248.05950890364366,226.537903148429,236.9432124554502,10.778404594693336
47.75,234.07324698987043,249.10007551010273,224.43373931149546,235.86902060382286,12.430834144179814
48.0,238.02035311774486,245.35501981471202,225.13021470371487,236.16852921205725,10.23878040968314
48.25,240.3245936649427,247.51056420963863,225.89387375909047,237.90967721122396,11.008823398417121
48.5,234.58752838903766,247.41224947647018,226.05242795382915,236.017401939779,10.75146025654664
48.75,237.25073236433417,246.59382555306502,226.1239758241497,236.65617791384963,10.247868472372035
49.0,235.96405409242598,250.5784300362355,223.03401727452464,236.52550046772873,13.780786810669783
49.25,241.0486376544047,246.50833898767212,221.30497613519123,236.28731759242268,13.25914783528443
49.5,235.59345866111326,243.75825615815236,228.91658396665306,236.08943292863955,7.4332564341287926
49.75,235.3463968717062,239.0602632731119,224.05216522930704,232.8196084580417,7.816600699069043
50.0,236.78217927204227,241.15455100329635,222.84806829162218,233.5949328556536,9.560373010886819
50.25,235.85932535651935,246.6796758134232,224.06249157085142,235.53383091359797,11.312104832430112
50.5,231.9793999241941,243.30880488573624,218.24264026227078,231.1769483574004,12.552334389286123
50.75,238.0812082236664,237.69121735313846,222.37158179432427,232.71466912370968,8.95949858235627
51.0,234.3870069296248,237.5476900317775,221.1198829031608,231.01819328818772,8.716644467729939
51.25,234.06741486024987,238.13514979793348,218.963768537746,230.38877773197646,10.101224836474072
51.5,232.11497640786484,241.68665040403496,218.01180327744086,230.6044766964469,11.909483769271677
51.75,228.71530400399269,236.04523050286292,222.8342569307813,229.19826381254563,6.6187153823886336
52.0,235.0510155557763,236.81863090151427,222.3524473507739,231.40736460268818,7.891435916985128
52.25,229.99508215115785,239.4226497103628,220.8799316039617,230.0992211551608,9.271797689363154
52.5,239.29584550186215,233.94159656027225,219.07034573551283,230.76926259921575,10.4792884906373
52.75,229.91740645401168,236.76914664929677,220.36783809623887,229.01813039984913,8.237551434094067
53.0,231.2854673764405,234.68589540605274,218.05997740944002,228.0104467306444,8.783484927995012
53.25,235.61805210956075,236.44922020019942,224.11433916701424,232.0605371589248,6.894146574718775
53.5,234.6630846556526,232.19576708828413,220.04830678345988,228.96905284246554,7.8234708845569285
53.75,230.96692663635332,235.16771366543452,218.21524233777996,228.1166275465226,8.828347790207118
54.0,231.66313740751232,234.92079326827445,221.0841928735224,229.2227078497697,7.233923550932853
54.25,237.8650497020918,232.51188871554348,220.33123429416537,230.23605757060022,8.985723467814367
54.5,231.79223359640915,235.3574118039573,221.02835850469958,229.39266796835534,7.459817592659019
54.75,233.25775672896435,230.72058290639237,220.87463442354917,228.28432468630197,6.541173067113904
55.0,233.04697758483888,229.717863213452,219.26134575867178,227.3420621856542,7.193346516359517
55.25,232.80580516972515,227.0275186210733,218.80218179869817,226.21183519649887,7.037355431285061
55.5,233.26457124848696,228.94778790768723,216.99589322345193,226.40275079320872,8.427655759825463
55.75,231.71129604469226,229.08917592879018,220.357016936145,227.05249630320915,5.944826443357364
56.0,231.84553629554574,230.62514460244873,221.04507677068668,227.8385858895604,5.914910276775988
56.25,229.11491853342307,228.389882610975,213.9825074798998,223.82910287476594,8.535103978561693
56.5,232.68964700759315,229.6928479019708,216.28597359388596,226.2228228344833,8.735040403033906
56.75,234.63130873888718,227.3849223605862,217.09720122268538,226.37114410738627,8.81090468439121
57.0,225.00806134402234,230.22048115893332,220.32470880436236,225.1844171024393,4.950242785815447
57.25,225.01312572552098,229.01110270659268,218.39713903443175,224.14045582218182,5.3605243007222265
57.5,229.6634436499107,222.677399886939,220.88964136891875,224.41016163525615,4.636458678108566
57.75,224.04827288894364,224.29676497361947,216.19857044854604,221.51453610370308,4.60543757032308
58.0,229.37204144603947,225.66485260238593,216.7981285017114,223.94500751671228,6.460976862822072
58.25,224.36514841492146,223.20939850642733,218.52476838624193,222.03310510253024,3.092775347303541
58.5,223.8083295971651,222.16457568557854,216.3876285263322,220.7868446030253,3.8974746051180595
58.75,223.74593566034056,222.51824105542863,217.0783023941061,221.11415970329176,3.5486499793320037
59.0,223.8928408603801,219.09218751892362,217.73295614591595,220.2393281750732,3.2362005017637183
59.25,220.28733351138442,226.412449171498,211.94420562788537,219.54799610358927,7.262401989785892
59.5,220.20434110866796,222.97078648005072,215.3492338864426,219.50812049172043,3.858180704021107
59.75,221.0506562024605,219.7288873349014,218.26326877201382,219.68093743645855,1.3943122198501783
60.0,218.68541114025126,220.77894908233827,215.88119113074322,218.44851711777758,2.457457491293789
60.25,223.4720993248428,218.61857270632757,216.20255635010474,219.4310761270917,3.7022540596177183
60.5,216.96234841740372,218.8502353182462,220.92322727261916,218.9119370027564,1.9811601777309018
60.75,219.30893783561126,221.59092170882855,215.45462233674084,218.78482729372686,3.1015417764487303
61.0,219.96038829911228,217.84179237337713,220.75202528174188,219.51806865141043,1.5046922935569258
61.25,219.77999113684186,213.15132331659274,214.74377955253928,215.89169800199127,3.4602162999942343
61.5,218.95972294501024,215.11409907652822,219.12081936129127,217.73154712760993,2.2682071640214327
61.75,215.4904945137425,214.40562479888834,213.47508662023432,214.4570686442884,1.0086883047928785
62.0,217.88931427547865,217.8354216253323,213.7039442064923,216.47622670243445,2.4010182803167495
62.25,217.36573986510007,214.9424544352392,216.07541084773058,216.12786838268994,1.212494087975073
62.5,219.6361025210705,215.95416937893572,214.8559010546946,216.8153909849003,2.5037688602825767
62.75,218.71993534983685,209.67377205072273,213.10782150276816,213.83384296777592,4.566573987608083
63.0,220.11320849397845,214.7039521751102,215.84429578491535,216.88715215133467,2.8514339430433924
63.25,220.72174898501058,215.44314764019418,217.8180809186518,217.99432584795218,2.6437104126024162
63.5,225.37027550187156,208.79417054096092,215.9014408171246,216.68862895331904,8.316042495689011
63.75,215.5028640285295,210.7059960361671,214.18493324216666,213.4645977689544,2.478234861653276
64.0,216.3931229448374,209.22416898209352,217.62851440057452,214.41526877583513,4.537861370036035
64.25,214.49876900895381,206.29715529897408,213.76855557533102,211.52149329441963,4.539117043286382
64.5,219.6836073916332,206.65958270656193,210.5424691168347,212.29521973834326,6.686584016165158
64.75,218.35752252160628,208.4980223556497,220.65999854225308,215.83851447316968,6.460454113446136
65.0,222.03707329448866,207.48960318057863,214.5690092234605,214.6985618995093,7.274600305218148
65.25,222.48478129232154,207.47478064427713,212.89434075970357,214.28463423210076,7.600968150052733
65.5,217.75067803460706,205.56731752283048,217.3492728451779,213.55575613420515,6.921101438160068
65.75,223.27570919133487,209.50955563632593,220.06528168367353,217.61684883711143,7.20228182440221
66.0,221.37223543505314,208.82385670898745,213.8434102967034,214.67983414691466,6.315865404368287
66.25,220.74797555538908,202.37838763872801,215.24111883156496,212.78916067522732,9.427062859518225
66.5,219.71169997806567,203.81139576429464,213.69909368924036,212.40739647720022,8.02846683921098
66.75,220.21642718138438,203.25769620742653,212.16272789474394,211.8789504278516,8.482926163760128
67.0,221.11341625913906,203.60376228558255,213.05622163078326,212.59113339183497,8.76408728111073
67.25,216.36372249137665,203.75856583448547,213.6345071427139,211.252265156192,6.631651472141222
67.5,219.4008107163312,202.63323948427353,209.49097780293863,210.5083426678478,8.429954608821784
67.75,218.5771331903118,205.22237491295374,211.3653336114742,211.72161390491326,6.684504012810947
68.0,221.1497502798101,201.95215260640936,210.96844964946192,211.35678417856047,9.60468853671518
68.25,219.42442683241967,202.3612109537313,211.86149247748384,211.21571008787828,8.549918724860735
68.5,220.47484279544682,202.93131170053613,213.15358531163776,212.18657993587354,8.811651114694238
68.75,215.93200745440558,204.00275136323862,214.15234955962217,211.36236945908877,6.435431566195869
69.0,216.12657267108298,200.79483314746003,210.3046404475511,209.07534875536467,7.739439757076376
69.25,219.29043463369402,197.9835310668537,213.59713273121827,210.290366143922,11.031639218575025
69.5,217.5865968763504,201.34001784272795,209.46305774949894,209.4632241561924,8.12328951808955
69.75,218.40747472579955,201.20614674939577,214.8786029223671,211.4974081325208,9.085470801951628
70.0,215.78155194084943,197.44922118751728,210.20062067496605,207.8104646011109,9.396979421890409
70.25,215.7588648700907,199.48671807450089,208.5868094528803,207.94413079915728,8.155088425226872
70.5,216.09569559666014,201.62881162238375,211.74519038992878,209.8232325363242,7.422474282513069
70.75,216.47006617801154,198.96429506243314,213.0850528115549,209.50647135066652,9.285348110971135
71.0,215.38727296126496,195.91532359699525,212.4934132612715,207.93200327317723,10.506857228533445
71.25,214.88150197008906,192.40829676215193,210.50376402564643,205.93118758596248,11.91396573572703
71.5,219.31170196894584,197.4488575769216,212.4115693534719,209.72404296644643,11.176452468837553
71.75,214.7986226515588,199.21832334722887,211.73521658311807,208.58405419396857,8.254320075282916
72.0,212.65442400769,194.83474223132515,211.85140038732166,206.44685554211227,10.064397318798427
72.25,210.01514410983853,197.18710352520097,212.90946491623185,206.70390418375712,8.367878722448205
72.5,220.8962808842175,193.68489230060484,209.14904652474337,207.91007323652192,13.647937876059741
72.75,213.20858791453898,195.41239763396507,215.81210747763768,208.14436434204723,11.102783917587697
73.0,215.03340718392175,191.70191009030526,204.6070503327073,203.78078920231144,11.6876738382392
73.25,211.25791920150843,196.36483381093626,209.52858481497591,205.71711260914023,8.145335376435531
73.5,211.09837388714777,196.6401714563513,213.16843684545398,206.96899406298436,9.004705574992903
73.75,211.10402902783727,196.32173867347845,211.17819348754983,206.20132039628854,8.556049108965725
74.0,209.51450776611222,197.23748742986191,209.49409492433563,205.41536337343658,7.082255670505008
74.25,212.05714123736374,193.3417185002659,209.30729052557376,204.90205008773447,10.105511839756094
74.5,209.33477229257343,196.92931821718207,211.7510591421045,206.00504988395335,7.952124841841347
74.75,208.56130381241212,193.94366817952923,210.86137479935562,204.45544893043234,9.17582326293055
75.0,209.97176321502744,195.01615291483563,213.3590737320497,206.11566328730427,9.760523347448451
75.25,207.69351405597206,192.862395816901,208.9870217689015,203.18097721392485,8.959527447700975
75.5,208.76819524108976,193.2326490893997,207.83114495515844,203.27732976188267,8.71155687398671
75.75,209.91754683870732,192.1388058794912,209.93118107464204,203.99584459761354,10.268499006446183
76.0,209.18471905779643,191.4112297439362,206.38254707440757,202.32616529204674,9.555883290971991
76.25,208.09154654857295,192.87604012509968,208.9842876027654,203.31729142547934,9.053399537506348
76.5,204.48627939800838,189.6288826218785,206.2403950687645,200.11851902955047,9.126531894452901
76.75,208.21055045707305,191.4182905826854,207.13520092943935,202.25468065639924,9.399979070397391
77.0,205.8562377689134,191.90863238548516,207.3865282081764,201.71713278752497,8.528801633860201
77.25,206.11038418265414,189.15510574155775,206.61310493064195,200.6261982849513,9.937437050967336
77.5,203.73694535852033,188.84228207459492,206.23744713885327,199.60555819065618,9.404744114078438
77.75,207.43484036489028,193.3381997776173,210.02503303754543,203.59935772668436,8.980300460571762
