LABORATORY,FSRI 
TEST IDENT,PTDB_HF25_R2
OPERATOR,Marino
MATERIAL,Pressure Treated Deck Board
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.039956048130989075
SPEC HOLDER DIFF,-566
SPECIMEN MASS,124.3499984741211
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,5762
TIME TO IGN,188.75
END OF TEST SCAN,5282
END OF TEST TIME,1320.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 102.34 x 101.58 x 18.83 mm; with tie wires
POST TEST CMT,"Sample fractured, charred, and reduced in surface area. Sample continued to smolder after being removed from the cone."
