LABORATORY,FSRI 
TEST IDENT,PTDB_HF50_R1
OPERATOR,Marino
MATERIAL,Pressure Treated Deck Board
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.039956048130989075
SPEC HOLDER DIFF,-566
SPECIMEN MASS,129.33999633789062
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,4550
TIME TO IGN,30.75
END OF TEST SCAN,4070
END OF TEST TIME,1017.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.29 x 101.61 x 19.49 mm; with tie wires
POST TEST CMT,"Sample fractured, charred, and reduced in surface area."
