##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
241.999,30.04612,-0.19519,0.41257,
242.099,30.05567,-0.19554,0.4127,
242.199,30.06529,-0.19638,0.41386,
242.299,30.0749,-0.19669,0.41439,
242.399,30.08443,-0.19684,0.41388,
242.499,30.09399,-0.19779,0.41335,
242.599,30.10354,-0.19808,0.41369,
242.699,30.11307,-0.19741,0.41554,
242.799,30.12262,-0.19777,0.41397,
242.899,30.13215,-0.19852,0.41522,
242.999,30.14167,-0.19837,0.41634,
243.099,30.1513,-0.19807,0.41323,
243.199,30.16089,-0.19812,0.4133,
243.299,30.17048,-0.19843,0.41389,
243.399,30.18005,-0.19842,0.41206,
243.499,30.18954,-0.1981,0.41507,
243.599,30.1991,-0.19818,0.41473,
243.699,30.20863,-0.19858,0.41438,
243.799,30.21814,-0.19915,0.41494,
243.899,30.2277,-0.20007,0.41528,
243.999,30.23731,-0.20014,0.41499,
244.099,30.24688,-0.20086,0.41486,
244.199,30.25648,-0.20144,0.41497,
244.299,30.26606,-0.20223,0.41382,
244.399,30.27559,-0.20277,0.41373,
244.499,30.28515,-0.20341,0.41445,
244.599,30.2947,-0.20416,0.41434,
244.699,30.30426,-0.20426,0.41369,
244.799,30.31383,-0.2042,0.41442,
244.899,30.32342,-0.20438,0.41479,
244.999,30.33304,-0.20522,0.41414,
245.099,30.34262,-0.20581,0.41493,
245.199,30.35217,-0.20585,0.41299,
245.299,30.36172,-0.20709,0.41494,
245.399,30.37123,-0.2086,0.41552,
245.499,30.38077,-0.20853,0.41481,
245.599,30.39029,-0.20921,0.41503,
245.699,30.39985,-0.21006,0.4143,
245.799,30.40938,-0.21003,0.4143,
245.899,30.41894,-0.21123,0.4142,
245.999,30.42851,-0.2119,0.41362,
246.099,30.43805,-0.2121,0.41398,
246.199,30.44758,-0.21322,0.4151,
246.299,30.45718,-0.21355,0.41589,
246.399,30.46673,-0.21334,0.41589,
246.499,30.47627,-0.21407,0.41562,
246.599,30.48579,-0.21471,0.41486,
246.699,30.49531,-0.2148,0.41296,
246.799,30.5049,-0.21468,0.41479,
246.899,30.51449,-0.21517,0.41665,
246.999,30.52404,-0.21599,0.41554,
247.099,30.53358,-0.2161,0.4152,
247.199,30.54314,-0.21608,0.41387,
247.299,30.55272,-0.21611,0.41378,
247.399,30.56227,-0.21664,0.41363,
247.499,30.57184,-0.21748,0.41249,
247.599,30.58148,-0.21737,0.41362,
247.699,30.59108,-0.21744,0.41468,
247.799,30.60068,-0.21813,0.41355,
247.899,30.61031,-0.21895,0.41421,
247.999,30.61991,-0.21894,0.4144,
248.099,30.62948,-0.21955,0.41364,
248.199,30.63905,-0.22007,0.41487,
248.299,30.64867,-0.21917,0.41568,
248.399,30.65826,-0.21894,0.41489,
248.499,30.66783,-0.21983,0.41563,
248.599,30.67736,-0.22034,0.41462,
248.699,30.68696,-0.22037,0.41488,
248.799,30.69656,-0.22036,0.41576,
248.899,30.70617,-0.22035,0.41449,
248.999,30.71575,-0.22045,0.41422,
249.099,30.7253,-0.22125,0.41408,
249.199,30.73488,-0.22177,0.41443,
249.299,30.74449,-0.22165,0.41557,
249.399,30.7541,-0.2217,0.41518,
249.499,30.76367,-0.22164,0.41501,
249.599,30.77323,-0.22183,0.41533,
249.699,30.78281,-0.22257,0.41551,
249.799,30.79235,-0.22303,0.4148,
249.899,30.80189,-0.22299,0.41384,
249.999,30.81144,-0.22347,0.41662,
250.099,30.82098,-0.22447,0.4155,
250.199,30.83054,-0.22441,0.41694,
250.299,30.8401,-0.22442,0.41391,
250.399,30.84966,-0.22472,0.41436,
250.499,30.85919,-0.22569,0.41207,
250.599,30.86873,-0.22576,0.41401,
250.699,30.87825,-0.22594,0.41307,
250.799,30.88778,-0.22705,0.41344,
250.899,30.89728,-0.2284,0.41351,
250.999,30.90679,-0.22856,0.41397,
251.099,30.91634,-0.22925,0.41348,
251.199,30.9259,-0.23111,0.41241,
251.299,30.93548,-0.23179,0.41277,
251.399,30.94504,-0.23288,0.41273,
251.499,30.95458,-0.23425,0.41253,
251.599,30.96408,-0.23492,0.41238,
251.699,30.97364,-0.23586,0.41286,
251.799,30.9832,-0.2356,0.41369,
251.899,30.99261,-0.23543,0.41224,
251.999,31.00204,-0.23623,0.41222,
252.099,31.01149,-0.23615,0.41263,
252.199,31.02096,-0.23641,0.41173,
252.299,31.03051,-0.2366,0.40979,
252.399,31.0401,-0.23694,0.41342,
252.499,31.04962,-0.23832,0.41175,
252.599,31.05917,-0.23835,0.4122,
252.699,31.06871,-0.23897,0.41227,
252.799,31.07826,-0.24003,0.41123,
252.899,31.08783,-0.24005,0.41352,
252.999,31.09746,-0.24099,0.41328,
253.099,31.10708,-0.24181,0.41305,
253.199,31.11666,-0.24193,0.41202,
253.299,31.12623,-0.24324,0.41297,
253.399,31.13579,-0.24371,0.41321,
253.499,31.14535,-0.24451,0.41107,
253.599,31.15488,-0.24628,0.41021,
253.699,31.16443,-0.24667,0.41114,
253.799,31.17401,-0.247,0.41195,
253.899,31.18358,-0.24794,0.41249,
253.999,31.19318,-0.2481,0.41247,
254.099,31.20284,-0.24822,0.41246,
254.199,31.21249,-0.24903,0.41371,
254.299,31.2222,-0.24969,0.41224,
254.399,31.23182,-0.2497,0.41299,
254.499,31.24137,-0.25043,0.41454,
254.599,31.25089,-0.25109,0.41422,
254.699,31.26049,-0.25108,0.41367,
254.799,31.2701,-0.25174,0.41315,
254.899,31.27966,-0.25259,0.41324,
254.999,31.28925,-0.25262,0.4105,
255.099,31.29882,-0.25283,0.41326,
255.199,31.30835,-0.254,0.41368,
255.299,31.31791,-0.25419,0.41225,
255.399,31.3275,-0.25413,0.41065,
255.499,31.33705,-0.25413,0.41043,
255.599,31.34656,-0.25438,0.41197,
255.699,31.35611,-0.2561,0.41226,
255.799,31.36569,-0.25695,0.4126,
255.899,31.37525,-0.25673,0.41083,
255.999,31.38479,-0.25685,0.40964,
256.099,31.39435,-0.25756,0.41153,
256.199,31.40387,-0.25819,0.4131,
256.299,31.4134,-0.25809,0.41258,
256.399,31.42293,-0.25805,0.41121,
256.499,31.43248,-0.25829,0.41225,
256.599,31.44205,-0.25885,0.41165,
256.699,31.45157,-0.25822,0.41113,
256.799,31.46112,-0.25841,0.40985,
256.899,31.47067,-0.25958,0.40884,
256.999,31.48017,-0.26008,0.41193,
257.099,31.48973,-0.2608,0.41324,
257.199,31.49925,-0.26179,0.41345,
257.299,31.5088,-0.26178,0.41031,
257.399,31.51834,-0.26281,0.41213,
257.499,31.52787,-0.26356,0.41116,
257.599,31.53739,-0.2635,0.41283,
257.699,31.54691,-0.26431,0.41264,
257.799,31.55646,-0.26506,0.41064,
257.899,31.56598,-0.26508,0.41117,
257.999,31.57548,-0.26537,0.41107,
258.099,31.58496,-0.2663,0.41116,
258.199,31.59445,-0.26662,0.41112,
258.299,31.60398,-0.26705,0.41045,
258.399,31.61353,-0.26814,0.4117,
258.499,31.6231,-0.26854,0.41165,
258.599,31.63266,-0.26937,0.41023,
258.699,31.64215,-0.27007,0.41076,
258.799,31.65165,-0.27018,0.41111,
258.899,31.66118,-0.27136,0.40947,
258.999,31.67073,-0.27183,0.41054,
259.099,31.68028,-0.2726,0.41171,
259.199,31.68978,-0.27355,0.40925,
259.299,31.6993,-0.27383,0.41182,
259.399,31.70881,-0.27533,0.41194,
259.499,31.71832,-0.27662,0.41155,
259.599,31.72785,-0.278,0.41237,
259.699,31.73741,-0.27812,0.41168,
259.799,31.74694,-0.27904,0.40925,
259.899,31.75648,-0.27996,0.40822,
259.999,31.76604,-0.2801,0.41004,
260.099,31.7756,-0.28118,0.41081,
260.199,31.78514,-0.28205,0.40936,
260.299,31.79469,-0.28234,0.40908,
260.399,31.80428,-0.28322,0.40956,
260.499,31.81384,-0.28461,0.41071,
260.599,31.82329,-0.28608,0.41225,
260.699,31.83269,-0.28715,0.41099,
260.799,31.84215,-0.28871,0.41033,
260.899,31.85169,-0.29022,0.41104,
260.999,31.86129,-0.29062,0.41038,
261.099,31.87086,-0.29187,0.41266,
261.199,31.88038,-0.29076,0.41199,
261.299,31.88984,-0.29132,0.41222,
261.399,31.89942,-0.29116,0.4114,
261.499,31.90895,-0.29029,0.40952,
261.599,31.91851,-0.2904,0.41114,
261.699,31.92807,-0.29167,0.40864,
261.799,31.93762,-0.29109,0.40949,
261.899,31.94711,-0.29035,0.41129,
261.999,31.9566,-0.29122,0.41,
262.099,31.96613,-0.29211,0.40855,
262.199,31.97565,-0.29224,0.40975,
262.299,31.98515,-0.29338,0.4105,
262.399,31.99467,-0.29412,0.40933,
262.499,32.00422,-0.29447,0.41086,
262.599,32.01369,-0.29562,0.41236,
262.699,32.02306,-0.29582,0.41137,
262.799,32.03254,-0.29588,0.4115,
262.899,32.04209,-0.29698,0.4108,
262.999,32.05166,-0.29859,0.41256,
263.099,32.06113,-0.29889,0.41105,
263.199,32.07059,-0.30017,0.40857,
263.299,32.08011,-0.30065,0.41092,
263.399,32.08959,-0.30138,0.41017,
263.499,32.09917,-0.30226,0.4109,
263.599,32.10867,-0.30229,0.41059,
263.699,32.1182,-0.30278,0.41138,
263.799,32.12772,-0.30372,0.412,
263.899,32.13721,-0.30378,0.41185,
263.999,32.14671,-0.30449,0.41208,
264.099,32.15622,-0.30567,0.41315,
264.199,32.16578,-0.30653,0.41072,
264.299,32.17533,-0.30789,0.40945,
264.399,32.18485,-0.30848,0.411,
264.499,32.19438,-0.30884,0.41092,
264.599,32.2039,-0.30983,0.41064,
264.699,32.21342,-0.31028,0.41118,
264.799,32.223,-0.3112,0.41022,
264.899,32.23264,-0.31193,0.40972,
264.999,32.24229,-0.31244,0.4111,
265.099,32.25194,-0.31358,0.40884,
265.199,32.26151,-0.31352,0.41032,
265.299,32.27109,-0.31426,0.41254,
265.399,32.28063,-0.31505,0.40912,
265.499,32.29016,-0.31538,0.41063,
265.599,32.29974,-0.31665,0.41084,
265.699,32.30929,-0.31665,0.40963,
265.799,32.31882,-0.31778,0.40799,
265.899,32.32838,-0.31931,0.41139,
265.999,32.33788,-0.3203,0.41159,
266.099,32.34743,-0.32123,0.41119,
266.199,32.357,-0.3215,0.4115,
266.299,32.36655,-0.3228,0.41052,
266.399,32.37609,-0.32325,0.41024,
266.499,32.38563,-0.32392,0.40954,
266.599,32.39518,-0.32493,0.40778,
266.699,32.40473,-0.32539,0.40878,
266.799,32.41428,-0.32601,0.40979,
266.899,32.42381,-0.32566,0.40915,
266.999,32.43332,-0.32564,0.40868,
267.099,32.44288,-0.32691,0.40849,
267.199,32.45243,-0.32732,0.40951,
267.299,32.46196,-0.32821,0.40824,
267.399,32.47144,-0.32912,0.41005,
267.499,32.48097,-0.32952,0.40837,
267.599,32.49051,-0.33097,0.40878,
267.699,32.50008,-0.33093,0.40971,
267.799,32.50964,-0.33166,0.4091,
267.899,32.51917,-0.33266,0.41149,
267.999,32.52872,-0.33264,0.40926,
268.099,32.53823,-0.33367,0.40977,
268.199,32.5478,-0.33432,0.41124,
268.299,32.55733,-0.3343,0.40865,
268.399,32.56676,-0.33459,0.40876,
268.499,32.57625,-0.33456,0.4083,
268.599,32.58581,-0.33534,0.40875,
268.699,32.59531,-0.33614,0.40886,
268.799,32.60478,-0.33704,0.40813,
268.899,32.6143,-0.33798,0.4084,
268.999,32.62382,-0.33875,0.40868,
269.099,32.63335,-0.33983,0.40888,
269.199,32.64289,-0.34061,0.40851,
269.299,32.65241,-0.34173,0.40774,
269.399,32.6619,-0.34232,0.40665,
269.499,32.67143,-0.34354,0.40899,
269.599,32.681,-0.34408,0.40695,
269.699,32.69057,-0.34535,0.40559,
269.799,32.70015,-0.34585,0.40549,
269.899,32.70966,-0.34713,0.40724,
269.999,32.71917,-0.34764,0.40621,
270.099,32.72875,-0.34888,0.4058,
270.199,32.73829,-0.34951,0.40487,
270.299,32.74783,-0.34993,0.40531,
270.399,32.75738,-0.35012,0.40607,
270.499,32.76696,-0.35023,0.40407,
270.599,32.77659,-0.3513,0.40484,
270.699,32.78617,-0.35178,0.40689,
270.799,32.79569,-0.35289,0.40507,
270.899,32.8053,-0.35371,0.40443,
270.999,32.81489,-0.35488,0.40457,
271.099,32.82446,-0.35601,0.40407,
271.199,32.83408,-0.35674,0.40427,
271.299,32.84366,-0.35785,0.40419,
271.399,32.85318,-0.35847,0.40419,
271.499,32.86269,-0.36011,0.40348,
271.599,32.87228,-0.36104,0.40394,
271.699,32.88184,-0.36224,0.40397,
271.799,32.89141,-0.36269,0.40377,
271.899,32.90094,-0.36337,0.4031,
271.999,32.91046,-0.36418,0.40497,
272.099,32.91996,-0.36449,0.40304,
272.199,32.92937,-0.36576,0.40287,
272.299,32.93879,-0.36576,0.40614,
272.399,32.94836,-0.36691,0.40355,
272.499,32.95793,-0.36762,0.40344,
272.599,32.96752,-0.3688,0.40345,
272.699,32.97702,-0.36954,0.4011,
272.799,32.98653,-0.37064,0.40179,
272.899,32.9961,-0.37146,0.4006,
272.999,33.00563,-0.37243,0.40165,
273.099,33.01514,-0.37322,0.40368,
273.199,33.02466,-0.37404,0.40354,
273.299,33.03416,-0.37494,0.40346,
273.399,33.04368,-0.37563,0.40368,
273.499,33.05325,-0.37653,0.40409,
273.599,33.06283,-0.3772,0.40292,
273.699,33.07241,-0.37848,0.40196,
273.799,33.08194,-0.37994,0.40128,
273.899,33.09145,-0.38205,0.40309,
273.999,33.10101,-0.38306,0.40192,
274.099,33.11059,-0.38464,0.40129,
274.199,33.12014,-0.38535,0.40132,
274.299,33.1298,-0.38694,0.40191,
274.399,33.13955,-0.38887,0.40347,
274.499,33.14922,-0.39019,0.40361,
274.599,33.15879,-0.39092,0.40198,
274.699,33.16836,-0.39192,0.39888,
274.799,33.17783,-0.39218,0.40001,
274.899,33.18743,-0.39357,0.40105,
274.999,33.19705,-0.39386,0.40238,
275.099,33.20663,-0.39465,0.40021,
275.199,33.21623,-0.39547,0.40064,
275.299,33.22584,-0.39614,0.39906,
275.399,33.23542,-0.39731,0.40023,
275.499,33.24502,-0.39826,0.40195,
275.599,33.25458,-0.3989,0.40007,
275.699,33.26408,-0.39922,0.40121,
275.799,33.27365,-0.39991,0.40145,
275.899,33.28324,-0.40111,0.40154,
275.999,33.29285,-0.40204,0.40326,
276.099,33.30246,-0.4032,0.40115,
276.199,33.312,-0.404,0.40051,
276.299,33.3216,-0.40504,0.40106,
276.399,33.3312,-0.40544,0.39979,
276.499,33.34074,-0.40689,0.40096,
276.599,33.35029,-0.40719,0.40098,
276.699,33.35984,-0.40858,0.39795,
276.799,33.36938,-0.40886,0.39994,
276.899,33.37894,-0.41043,0.40113,
276.999,33.38858,-0.41089,0.40062,
277.099,33.39815,-0.41219,0.40031,
277.199,33.40769,-0.41195,0.39915,
277.299,33.41722,-0.4133,0.39848,
277.399,33.42679,-0.41444,0.40077,
277.499,33.43632,-0.4153,0.40113,
277.599,33.4459,-0.41666,0.40046,
277.699,33.45551,-0.4176,0.40036,
277.799,33.46512,-0.41911,0.39981,
277.899,33.47474,-0.42006,0.40013,
277.999,33.48437,-0.42113,0.40228,
278.099,33.49397,-0.42269,0.40109,
278.199,33.50352,-0.42407,0.39904,
278.299,33.51309,-0.42562,0.4016,
278.399,33.52268,-0.42569,0.40051,
278.499,33.53219,-0.42708,0.39836,
278.599,33.54173,-0.42845,0.3993,
278.699,33.55128,-0.43033,0.3992,
278.799,33.56085,-0.43095,0.39866,
278.899,33.57045,-0.43255,0.40016,
278.999,33.58004,-0.4336,0.39901,
279.099,33.58959,-0.43605,0.4004,
279.199,33.59921,-0.43672,0.39909,
279.299,33.60874,-0.43795,0.40018,
279.399,33.61828,-0.43858,0.39936,
279.499,33.62789,-0.4401,0.40026,
279.599,33.63747,-0.44087,0.39849,
279.699,33.64705,-0.44201,0.39681,
279.799,33.65665,-0.44275,0.39616,
279.899,33.6662,-0.44407,0.39713,
279.999,33.67578,-0.4451,0.39683,
280.099,33.68535,-0.44633,0.397,
280.199,33.69488,-0.44746,0.39572,
280.299,33.70445,-0.44856,0.39408,
280.399,33.71404,-0.44986,0.39672,
280.499,33.72362,-0.45074,0.39814,
280.599,33.73323,-0.45202,0.39671,
280.699,33.74288,-0.45313,0.39666,
280.799,33.7525,-0.4546,0.39785,
280.899,33.76209,-0.45543,0.39799,
280.999,33.7717,-0.4564,0.39757,
281.099,33.78125,-0.45668,0.3973,
281.199,33.79086,-0.45788,0.39701,
281.299,33.80047,-0.45939,0.39554,
281.399,33.81001,-0.45915,0.39598,
281.499,33.81966,-0.45999,0.39544,
281.599,33.82932,-0.46095,0.39517,
281.699,33.83892,-0.46211,0.39645,
281.799,33.84851,-0.46287,0.3949,
281.899,33.8581,-0.46379,0.39506,
281.999,33.86765,-0.46471,0.39592,
282.099,33.87725,-0.46598,0.39531,
282.199,33.88683,-0.46737,0.3943,
282.299,33.89643,-0.46882,0.3956,
282.399,33.90602,-0.4712,0.39781,
282.499,33.9156,-0.47263,0.39564,
282.599,33.92523,-0.4734,0.39727,
282.699,33.93482,-0.47516,0.3983,
282.799,33.94436,-0.4771,0.39521,
282.899,33.95391,-0.47885,0.39507,
282.999,33.96351,-0.48007,0.3954,
283.099,33.97311,-0.48116,0.3951,
283.199,33.98269,-0.48341,0.39443,
283.299,33.9923,-0.48521,0.39666,
283.399,34.0019,-0.48633,0.39701,
283.499,34.0115,-0.48776,0.39571,
283.599,34.02109,-0.48826,0.3954,
283.699,34.03069,-0.49015,0.39466,
283.799,34.0403,-0.49056,0.39493,
283.899,34.04989,-0.49248,0.39514,
283.999,34.05945,-0.49288,0.39378,
284.099,34.06911,-0.49475,0.39553,
284.199,34.07868,-0.49559,0.39693,
284.299,34.08829,-0.49663,0.39423,
284.399,34.0979,-0.49804,0.39399,
284.499,34.10744,-0.4991,0.3948,
284.599,34.11703,-0.50111,0.39504,
284.699,34.1266,-0.50234,0.39619,
284.799,34.13617,-0.50337,0.39522,
284.899,34.1458,-0.50502,0.39363,
284.999,34.15546,-0.50626,0.39391,
285.099,34.16507,-0.50786,0.3943,
285.199,34.17464,-0.5094,0.39533,
285.299,34.18421,-0.51016,0.39475,
285.399,34.19379,-0.5114,0.39462,
285.499,34.20341,-0.51273,0.39516,
285.599,34.21298,-0.51393,0.39316,
285.699,34.22255,-0.51535,0.39468,
285.799,34.23218,-0.51605,0.39472,
285.899,34.24175,-0.51735,0.39517,
285.999,34.25128,-0.51875,0.39351,
286.099,34.26086,-0.5201,0.39381,
286.199,34.27041,-0.5224,0.39414,
286.299,34.27997,-0.52343,0.39702,
286.399,34.28961,-0.52521,0.39552,
286.499,34.29919,-0.52705,0.39584,
286.599,34.30879,-0.52817,0.39558,
286.699,34.31843,-0.53008,0.3957,
286.799,34.32801,-0.53105,0.39712,
286.899,34.33761,-0.53231,0.39425,
286.999,34.34721,-0.53409,0.39513,
287.099,34.35676,-0.53524,0.3937,
287.199,34.36631,-0.53715,0.3962,
287.299,34.37595,-0.5385,0.39685,
287.399,34.38556,-0.53947,0.39605,
287.499,34.39516,-0.54111,0.39529,
287.599,34.40478,-0.54206,0.39521,
287.699,34.41438,-0.54331,0.39637,
287.799,34.42399,-0.54478,0.39602,
287.899,34.43359,-0.54551,0.39589,
287.999,34.44317,-0.54699,0.39559,
288.099,34.45279,-0.54804,0.39533,
288.199,34.46238,-0.54857,0.39391,
288.299,34.47202,-0.54985,0.39387,
288.399,34.48167,-0.55073,0.39207,
288.499,34.49123,-0.5524,0.39532,
288.599,34.50074,-0.55402,0.39628,
288.699,34.51032,-0.55529,0.39492,
288.799,34.51993,-0.55753,0.39439,
288.899,34.5295,-0.55886,0.39479,
288.999,34.53908,-0.56147,0.39503,
289.099,34.54876,-0.56313,0.39541,
289.199,34.55835,-0.56383,0.39802,
289.299,34.56795,-0.56528,0.39733,
289.399,34.57756,-0.56603,0.39745,
289.499,34.58712,-0.56715,0.39785,
289.599,34.59672,-0.56812,0.39731,
289.699,34.6063,-0.5697,0.39797,
289.799,34.61586,-0.57103,0.39666,
289.899,34.62544,-0.57238,0.39593,
289.999,34.635,-0.57436,0.39715,
290.099,34.64458,-0.57572,0.3956,
290.199,34.65414,-0.57723,0.39437,
290.299,34.66371,-0.57879,0.3962,
290.399,34.67333,-0.57962,0.39602,
290.499,34.68289,-0.58123,0.39547,
290.599,34.69248,-0.58273,0.39828,
290.699,34.70212,-0.58428,0.39918,
290.799,34.71181,-0.58669,0.39725,
290.899,34.72143,-0.58767,0.39637,
290.999,34.73098,-0.58956,0.39675,
291.099,34.74062,-0.59129,0.39767,
291.199,34.75023,-0.59269,0.39685,
291.299,34.7598,-0.59512,0.39574,
291.399,34.76942,-0.59619,0.39585,
291.499,34.77906,-0.59801,0.39782,
291.599,34.78863,-0.60009,0.39758,
291.699,34.79826,-0.60151,0.3966,
291.799,34.80787,-0.6039,0.39914,
291.899,34.8174,-0.60528,0.39917,
291.999,34.82696,-0.60613,0.3986,
292.099,34.83658,-0.60719,0.39853,
292.199,34.84623,-0.60823,0.39764,
292.299,34.85585,-0.61033,0.39894,
292.399,34.8655,-0.61196,0.39948,
292.499,34.87513,-0.61314,0.39807,
292.599,34.88473,-0.61483,0.39909,
292.699,34.89439,-0.61601,0.39916,
292.799,34.90405,-0.61734,0.39847,
292.899,34.91367,-0.61864,0.39854,
292.999,34.92328,-0.61944,0.39764,
293.099,34.9329,-0.62102,0.39922,
293.199,34.94254,-0.62241,0.39872,
293.299,34.95216,-0.62423,0.39595,
293.399,34.96174,-0.62756,0.3944,
293.499,34.97131,-0.62929,0.39697,
293.599,34.98091,-0.63122,0.39732,
293.699,34.99052,-0.63296,0.39994,
293.799,35.00019,-0.63425,0.4012,
293.899,35.0098,-0.63669,0.39969,
293.999,35.01942,-0.63776,0.39811,
294.099,35.02921,-0.63952,0.39846,
294.199,35.03887,-0.64149,0.3984,
294.299,35.04846,-0.64289,0.39788,
294.399,35.05806,-0.64532,0.39923,
294.499,35.06767,-0.64652,0.40009,
294.599,35.07728,-0.64781,0.39895,
294.699,35.08688,-0.64979,0.39757,
294.799,35.09652,-0.65129,0.40084,
294.899,35.10611,-0.65432,0.39959,
294.999,35.11566,-0.65641,0.3958,
295.099,35.12526,-0.65773,0.39829,
295.199,35.13484,-0.66009,0.40097,
295.299,35.14441,-0.66188,0.39991,
295.399,35.15402,-0.66383,0.39882,
295.499,35.16363,-0.66573,0.39964,
295.599,35.17324,-0.66684,0.40138,
295.699,35.18287,-0.66879,0.40126,
295.799,35.19246,-0.67025,0.40196,
295.899,35.20206,-0.67174,0.40334,
295.999,35.2116,-0.6738,0.40145,
296.099,35.22121,-0.6746,0.40164,
296.199,35.23079,-0.67625,0.40203,
296.299,35.24035,-0.67779,0.40057,
296.399,35.24992,-0.67905,0.40255,
296.499,35.2595,-0.68149,0.403,
296.599,35.26908,-0.68259,0.40267,
296.699,35.27864,-0.68433,0.40207,
296.799,35.28827,-0.68652,0.40236,
296.899,35.29787,-0.68706,0.40279,
296.999,35.30741,-0.68919,0.40308,
297.099,35.317,-0.69063,0.40192,
297.199,35.32661,-0.69212,0.40365,
297.299,35.33618,-0.69421,0.40464,
297.399,35.34576,-0.69566,0.40266,
297.499,35.35534,-0.6978,0.40286,
297.599,35.36491,-0.69955,0.40501,
297.699,35.37451,-0.70074,0.40386,
297.799,35.3841,-0.70277,0.40196,
297.899,35.39369,-0.70438,0.40242,
297.999,35.40325,-0.70646,0.40265,
298.099,35.4128,-0.70896,0.40338,
298.199,35.42241,-0.71018,0.40446,
298.299,35.43198,-0.71232,0.40379,
298.399,35.44157,-0.71405,0.4015,
298.499,35.45117,-0.71554,0.40539,
298.599,35.46076,-0.71792,0.40728,
298.699,35.47039,-0.71894,0.40401,
298.799,35.47996,-0.72085,0.40547,
298.899,35.48957,-0.72288,0.40536,
298.999,35.49909,-0.72429,0.40449,
299.099,35.50869,-0.72673,0.40572,
299.199,35.51831,-0.72794,0.40441,
299.299,35.52787,-0.72932,0.40452,
299.399,35.53745,-0.73129,0.40561,
299.499,35.54704,-0.73262,0.4061,
299.599,35.55666,-0.73496,0.40559,
299.699,35.56629,-0.73659,0.40584,
299.799,35.57585,-0.73807,0.40692,
299.899,35.58545,-0.74042,0.40604,
299.999,35.59505,-0.74221,0.40531,
300.099,35.60464,-0.74545,0.40558,
300.199,35.61425,-0.74841,0.40704,
300.299,35.62384,-0.74962,0.40848,
300.399,35.63341,-0.7522,0.40896,
300.499,35.64299,-0.75424,0.40936,
300.599,35.65255,-0.7563,0.40639,
300.699,35.66205,-0.75908,0.40655,
300.799,35.67163,-0.76031,0.40854,
300.899,35.68118,-0.76255,0.4075,
300.999,35.69077,-0.76371,0.40892,
301.099,35.70036,-0.76516,0.4097,
301.199,35.70995,-0.76802,0.40622,
301.299,35.71951,-0.76908,0.40669,
301.399,35.72911,-0.77081,0.40953,
301.499,35.73866,-0.77247,0.40881,
301.599,35.74822,-0.77362,0.40895,
301.699,35.75782,-0.77598,0.4093,
301.799,35.76741,-0.77738,0.40954,
301.899,35.77698,-0.77903,0.41058,
301.999,35.78659,-0.78131,0.41125,
302.099,35.79617,-0.78287,0.40895,
302.199,35.80577,-0.78525,0.41054,
302.299,35.81539,-0.78704,0.41101,
302.399,35.82496,-0.78821,0.40857,
302.499,35.83454,-0.79043,0.40941,
302.599,35.84413,-0.79223,0.41161,
302.699,35.85373,-0.79431,0.41116,
302.799,35.86337,-0.79669,0.41118,
302.899,35.87301,-0.7981,0.41291,
302.999,35.88263,-0.80052,0.41107,
303.099,35.89224,-0.80251,0.41183,
303.199,35.90183,-0.80439,0.41146,
303.299,35.91143,-0.80702,0.4118,
303.399,35.92103,-0.80821,0.41131,
303.499,35.93059,-0.8103,0.41163,
303.599,35.94022,-0.81238,0.41035,
303.699,35.94983,-0.81395,0.41216,
303.799,35.95945,-0.81682,0.40904,
303.899,35.96901,-0.81822,0.41162,
303.999,35.97863,-0.82065,0.41367,
304.099,35.98822,-0.82394,0.41434,
304.199,35.99781,-0.82571,0.41262,
304.299,36.00739,-0.82841,0.41073,
304.399,36.01697,-0.83014,0.41076,
304.499,36.02653,-0.832,0.41419,
304.599,36.03617,-0.83463,0.41467,
304.699,36.04581,-0.83643,0.41367,
304.799,36.05538,-0.83916,0.41459,
304.899,36.06496,-0.84145,0.41436,
304.999,36.07453,-0.84299,0.41447,
305.099,36.0841,-0.84561,0.41594,
305.199,36.09367,-0.84762,0.41527,
305.299,36.10322,-0.84987,0.4148,
305.399,36.11283,-0.85258,0.41597,
305.499,36.1224,-0.85391,0.41516,
305.599,36.13203,-0.85645,0.41598,
305.699,36.14167,-0.85869,0.41633,
305.799,36.15122,-0.86049,0.41344,
305.899,36.16088,-0.8633,0.41646,
305.999,36.17049,-0.86439,0.4166,
306.099,36.17998,-0.8663,0.41588,
306.199,36.18947,-0.86851,0.41683,
306.299,36.19896,-0.87001,0.41757,
306.399,36.20843,-0.87281,0.41697,
306.499,36.21797,-0.87435,0.41927,
306.599,36.22754,-0.87637,0.41691,
306.699,36.23712,-0.87893,0.41655,
306.799,36.24668,-0.88078,0.41735,
306.899,36.25626,-0.88298,0.41797,
306.999,36.26585,-0.88438,0.41742,
307.099,36.27542,-0.88599,0.41686,
307.199,36.28503,-0.88865,0.41871,
307.299,36.29461,-0.89053,0.41743,
307.399,36.3042,-0.89304,0.41677,
307.499,36.31374,-0.89559,0.41808,
307.599,36.3232,-0.89681,0.4165,
307.699,36.33283,-0.89918,0.41661,
307.799,36.34242,-0.90113,0.41715,
307.899,36.35198,-0.90309,0.41937,
307.999,36.36156,-0.906,0.41779,
308.099,36.37115,-0.90718,0.4198,
308.199,36.38069,-0.90948,0.41894,
308.299,36.39034,-0.91167,0.41957,
