##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
445.199,49.67797,-2.81198,0.005109049,
445.299,49.6878,-2.81189,0.005690186,
445.399,49.69762,-2.81192,0.006781173,
445.499,49.70747,-2.81191,0.002816232,
445.599,49.71728,-2.81191,0.003742861,
445.699,49.72713,-2.8119,0.003631202,
445.799,49.737,-2.81205,0.005333764,
445.899,49.74687,-2.81297,0.007080617,
445.999,49.7567,-2.81331,0.006321397,
446.099,49.76649,-2.81317,0.006105123,
446.199,49.7762,-2.81356,0.006720924,
446.299,49.7859,-2.81449,0.00720531,
446.399,49.79572,-2.81482,0.007741262,
446.499,49.80554,-2.81487,0.008290057,
446.599,49.81536,-2.81543,0.007105153,
446.699,49.82524,-2.81522,0.00760801,
446.799,49.83505,-2.8148,0.007504391,
446.899,49.84487,-2.81496,0.006562253,
446.999,49.85468,-2.8157,0.006889266,
447.099,49.86448,-2.81629,0.009034312,
447.199,49.8743,-2.81622,0.009494352,
447.299,49.88415,-2.81697,0.008156933,
447.399,49.89397,-2.81756,0.008598749,
447.499,49.9038,-2.81767,0.006482286,
447.599,49.91361,-2.81847,0.00832591,
447.699,49.92339,-2.81887,0.009903056,
447.799,49.93318,-2.8188,0.008878534,
447.899,49.94293,-2.81883,0.01075737,
447.999,49.95272,-2.81879,0.01090443,
448.099,49.96249,-2.81892,0.008196494,
448.199,49.97234,-2.8197,0.009668097,
448.299,49.98226,-2.82031,0.01085008,
448.399,49.99222,-2.82023,0.01022774,
448.499,50.00211,-2.82026,0.01105937,
448.599,50.0119,-2.82078,0.01126179,
448.699,50.02176,-2.82176,0.01190564,
448.799,50.03157,-2.82166,0.01402644,
448.899,50.04138,-2.82169,0.01317104,
448.999,50.05119,-2.82166,0.01274209,
449.099,50.06093,-2.82174,0.01197522,
449.199,50.07074,-2.82272,0.01373517,
449.299,50.08059,-2.82299,0.01557467,
449.399,50.0904,-2.823,0.01237572,
449.499,50.10021,-2.82298,0.01347706,
449.599,50.11004,-2.82201,0.01066674,
449.699,50.11984,-2.82167,0.01324285,
449.799,50.1297,-2.82264,0.01371464,
449.899,50.13953,-2.823,0.01455092,
449.999,50.14938,-2.82301,0.01446077,
450.099,50.1592,-2.82298,0.01253811,
450.199,50.16904,-2.82358,0.01182431,
450.299,50.17885,-2.82427,0.01154421,
450.399,50.18865,-2.82432,0.01534972,
450.499,50.1985,-2.82431,0.01720279,
450.599,50.20832,-2.82431,0.01463431,
450.699,50.21816,-2.82431,0.01537181,
450.799,50.22799,-2.82431,0.0157517,
450.899,50.23778,-2.82431,0.01409297,
450.999,50.2476,-2.82432,0.0148535,
451.099,50.25741,-2.82426,0.01596174,
451.199,50.26726,-2.82474,0.01656297,
451.299,50.2771,-2.8255,0.0159803,
451.399,50.28692,-2.82566,0.01533923,
451.499,50.29676,-2.82562,0.01523393,
451.599,50.3066,-2.82563,0.01651026,
451.699,50.31642,-2.82574,0.01634419,
451.799,50.32626,-2.82663,0.01770884,
451.899,50.33611,-2.82702,0.01771284,
451.999,50.34595,-2.82695,0.01768629,
452.099,50.3558,-2.82686,0.01870537,
452.199,50.36565,-2.82748,0.0170931,
452.299,50.37548,-2.82821,0.01832141,
452.399,50.38528,-2.82827,0.02030101,
452.499,50.39513,-2.82831,0.01844139,
452.599,50.40498,-2.82923,0.01860641,
452.699,50.41479,-2.82991,0.01914274,
452.799,50.42463,-2.82981,0.01867953,
452.899,50.43446,-2.83069,0.01941655,
452.999,50.4443,-2.83146,0.01942068,
453.099,50.45413,-2.83126,0.02063564,
453.199,50.46395,-2.83153,0.01982094,
453.299,50.47379,-2.83229,0.01793093,
453.399,50.48358,-2.8327,0.02030269,
453.499,50.49333,-2.83263,0.01963317,
453.599,50.50315,-2.83266,0.01913265,
453.699,50.51299,-2.83262,0.0216586,
453.799,50.52285,-2.83278,0.02102278,
453.899,50.53268,-2.83353,0.02169844,
453.999,50.54252,-2.83402,0.02014643,
454.099,50.55229,-2.83396,0.02113941,
454.199,50.56213,-2.83397,0.02033464,
454.299,50.57197,-2.83397,0.02134377,
454.399,50.58176,-2.83397,0.02099583,
454.499,50.59154,-2.83397,0.02040635,
454.599,50.60138,-2.83397,0.02178092,
454.699,50.61116,-2.83397,0.0217626,
454.799,50.62096,-2.83397,0.02064825,
454.899,50.63073,-2.83436,0.02066204,
454.999,50.64052,-2.83531,0.02252985,
455.099,50.65034,-2.83528,0.02114402,
455.199,50.66017,-2.83528,0.02101279,
455.299,50.67002,-2.83528,0.02295283,
455.399,50.67986,-2.83528,0.02186666,
455.499,50.68968,-2.83528,0.0231187,
455.599,50.69963,-2.83528,0.02463634,
455.699,50.70943,-2.83556,0.02551022,
455.799,50.71923,-2.83655,0.02149894,
455.899,50.72903,-2.83662,0.02413792,
455.999,50.73885,-2.83659,0.02239637,
456.099,50.74864,-2.8366,0.02464399,
456.199,50.7585,-2.8366,0.02437328,
456.299,50.76828,-2.8366,0.02496026,
456.399,50.77807,-2.83679,0.02338171,
456.499,50.78788,-2.83776,0.02402512,
456.599,50.79772,-2.83796,0.02223705,
456.699,50.80753,-2.83791,0.02116061,
456.799,50.81732,-2.83793,0.02127623,
456.899,50.82715,-2.83791,0.02117961,
456.999,50.83701,-2.83794,0.0231456,
457.099,50.84687,-2.83783,0.0256499,
457.199,50.85668,-2.83857,0.02392594,
457.299,50.86649,-2.8392,0.02560122,
457.399,50.87634,-2.83924,0.0243692,
457.499,50.88615,-2.83923,0.02269827,
457.599,50.89603,-2.83923,0.02378565,
457.699,50.90586,-2.83924,0.02363125,
457.799,50.91568,-2.83921,0.02434595,
457.899,50.92553,-2.83943,0.02527791,
457.999,50.93537,-2.8408,0.02491608,
458.099,50.94518,-2.84185,0.02566523,
458.199,50.95502,-2.84185,0.02705716,
458.299,50.96487,-2.84186,0.0268928,
458.399,50.97474,-2.84191,0.02708686,
458.499,50.98462,-2.84272,0.02834864,
458.599,50.99446,-2.8434,0.02667642,
458.699,51.00434,-2.84321,0.02474797,
458.799,51.01421,-2.8435,0.02601304,
458.899,51.02409,-2.84426,0.02778118,
458.999,51.03397,-2.84466,0.02817239,
459.099,51.0438,-2.84455,0.02621154,
459.199,51.05368,-2.84478,0.02531646,
459.299,51.06357,-2.84555,0.02657464,
459.399,51.07345,-2.84597,0.02814053,
459.499,51.08326,-2.84591,0.02839256,
459.599,51.0931,-2.8459,0.02785066,
459.699,51.10294,-2.84529,0.02805063,
459.799,51.11277,-2.84454,0.02969591,
459.899,51.12268,-2.84525,0.02723494,
459.999,51.13254,-2.84612,0.02792769,
460.099,51.14237,-2.846,0.0291108,
460.199,51.15223,-2.84605,0.02658028,
460.299,51.16209,-2.84656,0.02835766,
460.399,51.17191,-2.84742,0.02740212,
460.499,51.18175,-2.84734,0.0281225,
460.599,51.19158,-2.84734,0.02788145,
460.699,51.20143,-2.8474,0.02834566,
460.799,51.2113,-2.84812,0.0286146,
460.899,51.22118,-2.8487,0.03008297,
460.999,51.23103,-2.84864,0.03077996,
461.099,51.24083,-2.84872,0.0279271,
461.199,51.25071,-2.84971,0.02795443,
461.299,51.26055,-2.84998,0.02952296,
461.399,51.27038,-2.84998,0.03022912,
461.499,51.28022,-2.84998,0.02717603,
461.599,51.29012,-2.84998,0.02746912,
461.699,51.30002,-2.85064,0.02920451,
461.799,51.30988,-2.8513,0.02876044,
461.899,51.31976,-2.8513,0.03069498,
461.999,51.32957,-2.8513,0.03124738,
462.099,51.3394,-2.8513,0.02926064,
462.199,51.34926,-2.85131,0.02967921,
462.299,51.3591,-2.85128,0.02751379,
462.399,51.36896,-2.85186,0.02597596,
462.499,51.37881,-2.85257,0.02951013,
462.599,51.38867,-2.85262,0.03008868,
462.699,51.39854,-2.85261,0.02847176,
462.799,51.40839,-2.85261,0.02824618,
462.899,51.41824,-2.85261,0.02687184,
462.999,51.42808,-2.8526,0.02808352,
463.099,51.43792,-2.8528,0.02843394,
463.199,51.44782,-2.85376,0.03010318,
463.299,51.45767,-2.85395,0.02932495,
463.399,51.46746,-2.85395,0.02754403,
463.499,51.47731,-2.85348,0.02707246,
463.599,51.48716,-2.85273,0.02963256,
463.699,51.49699,-2.85257,0.02950533,
463.799,51.50681,-2.85275,0.03121431,
463.899,51.51662,-2.85364,0.02996924,
463.999,51.52645,-2.854,0.02799251,
464.099,51.53629,-2.85391,0.02789566,
464.199,51.54614,-2.85394,0.03014882,
464.299,51.55601,-2.85391,0.02900118,
464.399,51.56587,-2.85398,0.03031104,
464.499,51.57569,-2.85362,0.03203039,
464.599,51.58556,-2.85283,0.03222134,
464.699,51.59542,-2.85263,0.03263448,
464.799,51.60527,-2.85357,0.03094585,
464.899,51.61517,-2.85413,0.03272974,
464.999,51.62506,-2.85403,0.03287133,
465.099,51.63492,-2.854,0.0308603,
465.199,51.64481,-2.85428,0.03159199,
465.299,51.65464,-2.85506,0.03234754,
465.399,51.6644,-2.85539,0.03360649,
465.499,51.67425,-2.85538,0.03294777,
465.599,51.68416,-2.85612,0.03388779,
465.699,51.69405,-2.85677,0.03574797,
465.799,51.70394,-2.85664,0.03195787,
465.899,51.7138,-2.85668,0.0301999,
465.999,51.7237,-2.85667,0.03184402,
466.099,51.73359,-2.85667,0.03357362,
466.199,51.74347,-2.85669,0.03293899,
466.299,51.75341,-2.8566,0.03292676,
466.399,51.76334,-2.85695,0.03474218,
466.499,51.77325,-2.85786,0.03038573,
466.599,51.78319,-2.85801,0.03077802,
466.699,51.79308,-2.85793,0.03213129,
466.799,51.80299,-2.85823,0.03254742,
466.899,51.81288,-2.85916,0.03214587,
466.999,51.82272,-2.85931,0.03208256,
467.099,51.83259,-2.8593,0.03217134,
467.199,51.84247,-2.85931,0.03407243,
467.299,51.85234,-2.85927,0.03401499,
467.399,51.86225,-2.8594,0.03179161,
467.499,51.87225,-2.86013,0.03380934,
467.599,51.88223,-2.86012,0.03362402,
467.699,51.89215,-2.8592,0.03321984,
467.799,51.90202,-2.85933,0.03348193,
467.899,51.91193,-2.85926,0.03340466,
467.999,51.92183,-2.85944,0.03144344,
468.099,51.93174,-2.86041,0.03196558,
468.199,51.94164,-2.86063,0.03128981,
468.299,51.95151,-2.86062,0.03222187,
468.399,51.96135,-2.86062,0.03399337,
468.499,51.97107,-2.86061,0.0348363,
468.599,51.98096,-2.86065,0.03447802,
468.699,51.9908,-2.86135,0.03499499,
468.799,52.00073,-2.86195,0.03305663,
468.899,52.01062,-2.86193,0.03457665,
468.999,52.02051,-2.86192,0.03571353,
469.099,52.03043,-2.86196,0.03395527,
469.199,52.04032,-2.86295,0.03469846,
469.299,52.05025,-2.86325,0.03531783,
469.399,52.06016,-2.86325,0.03465369,
469.499,52.07003,-2.86325,0.03422166,
469.599,52.0799,-2.86325,0.03355943,
469.699,52.08981,-2.86325,0.03486952,
469.799,52.09971,-2.86324,0.03532414,
469.899,52.1096,-2.86388,0.03538827,
469.999,52.11945,-2.86455,0.03378244,
470.099,52.12939,-2.86458,0.03570778,
470.199,52.13925,-2.86457,0.03535324,
470.299,52.14914,-2.86457,0.03672066,
470.399,52.15911,-2.86457,0.03782852,
470.499,52.16905,-2.86457,0.03618689,
470.599,52.1791,-2.86457,0.03533929,
470.699,52.18898,-2.86481,0.03579139,
470.799,52.19894,-2.86581,0.03538952,
470.899,52.20883,-2.8659,0.03526172,
470.999,52.21874,-2.86587,0.03381168,
471.099,52.22863,-2.8659,0.03530671,
471.199,52.23851,-2.86581,0.03419801,
471.299,52.2484,-2.86676,0.03678131,
471.399,52.25827,-2.86667,0.03442432,
471.499,52.26812,-2.86595,0.03491025,
471.599,52.27798,-2.86588,0.03278917,
471.699,52.28789,-2.86581,0.03444364,
471.799,52.29777,-2.86665,0.03662402,
471.899,52.30766,-2.86718,0.03791515,
471.999,52.31753,-2.86719,0.03613459,
472.099,52.32743,-2.86719,0.03675892,
472.199,52.3373,-2.86718,0.03582621,
472.299,52.34719,-2.86734,0.0368549,
472.399,52.35712,-2.86828,0.03631442,
472.499,52.36696,-2.86857,0.03834142,
472.599,52.37682,-2.86849,0.03749105,
472.699,52.38671,-2.86853,0.03473844,
472.799,52.3966,-2.86846,0.03619139,
472.899,52.40647,-2.86888,0.03737338,
472.999,52.41635,-2.86965,0.03782158,
473.099,52.4262,-2.86997,0.03811245,
473.199,52.43608,-2.87079,0.03712904,
473.299,52.446,-2.87132,0.03670853,
473.399,52.45589,-2.87215,0.03751199,
473.499,52.46579,-2.87268,0.03731159,
473.599,52.4757,-2.87255,0.0385594,
473.699,52.48564,-2.87267,0.03687863,
473.799,52.49555,-2.87349,0.03666808,
473.899,52.50545,-2.87397,0.04029872,
473.999,52.51531,-2.87387,0.03909887,
474.099,52.52518,-2.8739,0.03727212,
474.199,52.53509,-2.87389,0.03731882,
474.299,52.54497,-2.87389,0.03670088,
474.399,52.55488,-2.8739,0.03592488,
474.499,52.56479,-2.87384,0.03730122,
474.599,52.57469,-2.87413,0.03792755,
474.699,52.58457,-2.87492,0.03695238,
474.799,52.59443,-2.87521,0.03781841,
474.899,52.6043,-2.87442,0.03825593,
474.999,52.61418,-2.8738,0.0371337,
475.099,52.62406,-2.87391,0.03800181,
475.199,52.63396,-2.87393,0.04163716,
475.299,52.64386,-2.87462,0.04016952,
475.399,52.6537,-2.87531,0.03860086,
475.499,52.66358,-2.87518,0.03949672,
475.599,52.67347,-2.87522,0.03865817,
475.699,52.68334,-2.87521,0.04031474,
475.799,52.69321,-2.87521,0.04199443,
475.899,52.7031,-2.87523,0.04193939,
475.999,52.71295,-2.87582,0.03938971,
476.099,52.72283,-2.87662,0.03940561,
476.199,52.73271,-2.87648,0.04136095,
476.299,52.74258,-2.87658,0.03918286,
476.399,52.75247,-2.87697,0.03778925,
476.499,52.76236,-2.87776,0.0398581,
476.599,52.77222,-2.87858,0.04145025,
476.699,52.78207,-2.87848,0.04072352,
476.799,52.79197,-2.87851,0.03906424,
476.899,52.80185,-2.87848,0.03852845,
476.999,52.81175,-2.87857,0.03962594,
477.099,52.82167,-2.8793,0.04107768,
477.199,52.83158,-2.87985,0.03818066,
477.299,52.84149,-2.8798,0.04156045,
477.399,52.85138,-2.87981,0.03855196,
477.499,52.86128,-2.87981,0.03875999,
477.599,52.87121,-2.87981,0.03839757,
477.699,52.88112,-2.87981,0.0367158,
477.799,52.89104,-2.87981,0.03934438,
477.899,52.90094,-2.87981,0.04021534,
477.999,52.9108,-2.87981,0.03939452,
478.099,52.92073,-2.87981,0.03830476,
478.199,52.93059,-2.87981,0.04045377,
478.299,52.94052,-2.87981,0.03883616,
478.399,52.95044,-2.87981,0.03910505,
478.499,52.96033,-2.87981,0.03845037,
478.599,52.97021,-2.87981,0.03864147,
478.699,52.98011,-2.87981,0.0369068,
478.799,52.99005,-2.87981,0.03934537,
478.899,52.99992,-2.87981,0.0371317,
478.999,53.00987,-2.87981,0.03930871,
479.099,53.01977,-2.87981,0.04154189,
479.199,53.02969,-2.87981,0.04165816,
479.299,53.03959,-2.87979,0.0382991,
479.399,53.04945,-2.88075,0.03991093,
479.499,53.05937,-2.88113,0.04087391,
479.599,53.06927,-2.88113,0.04144976,
479.699,53.07907,-2.88115,0.03908509,
479.799,53.08895,-2.88105,0.03924633,
479.899,53.09878,-2.88256,0.04017615,
479.999,53.10867,-2.8837,0.04100629,
480.099,53.11858,-2.88378,0.04190786,
480.199,53.12849,-2.88376,0.04051989,
480.299,53.1384,-2.88376,0.04169474,
480.399,53.1483,-2.88377,0.03908968,
480.499,53.15818,-2.88372,0.04160314,
480.599,53.16808,-2.88426,0.04096871,
480.699,53.17795,-2.885,0.04017857,
480.799,53.1878,-2.8851,0.04224783,
480.899,53.19765,-2.88507,0.0407257,
480.999,53.20755,-2.88508,0.04399423,
481.099,53.21739,-2.88508,0.04464607,
481.199,53.22725,-2.88507,0.04023947,
481.299,53.23715,-2.88523,0.03951473,
481.399,53.24702,-2.88616,0.04017485,
481.499,53.25693,-2.88646,0.04101371,
481.599,53.26684,-2.88639,0.04107569,
481.699,53.27675,-2.88639,0.04246108,
481.799,53.28671,-2.88647,0.04301408,
481.899,53.29664,-2.88594,0.04236804,
481.999,53.30655,-2.88569,0.0413687,
482.099,53.31645,-2.88575,0.04061236,
482.199,53.32632,-2.88574,0.04048178,
482.299,53.33618,-2.88574,0.03869497,
482.399,53.34607,-2.88583,0.03767497,
482.499,53.35596,-2.88669,0.04021336,
482.599,53.36588,-2.88713,0.0414232,
482.699,53.3758,-2.88702,0.04151129,
482.799,53.38574,-2.88713,0.04325362,
482.899,53.39563,-2.88804,0.0431763,
482.999,53.40555,-2.88857,0.04155188,
483.099,53.41548,-2.88847,0.04136964,
483.199,53.42539,-2.88844,0.04215386,
483.299,53.4353,-2.88876,0.04308771,
483.399,53.44517,-2.88954,0.04215306,
483.499,53.45507,-2.88984,0.04101026,
483.599,53.46496,-2.88976,0.04086112,
483.699,53.4748,-2.88986,0.04046595,
483.799,53.48467,-2.88948,0.03956131,
483.899,53.4946,-2.88906,0.03992021,
483.999,53.50448,-2.88915,0.04155157,
484.099,53.51435,-2.88912,0.04045715,
484.199,53.52427,-2.88914,0.0401658,
484.299,53.53419,-2.8891,0.04170558,
484.399,53.54412,-2.88925,0.04160044,
484.499,53.55402,-2.88953,0.0410812,
484.599,53.56392,-2.88934,0.04208812,
484.699,53.5738,-2.88911,0.04514829,
484.799,53.58368,-2.88915,0.04372006,
484.899,53.59356,-2.88913,0.04032706,
484.999,53.60342,-2.88916,0.04102429,
485.099,53.61334,-2.88907,0.04152942,
485.199,53.62321,-2.88943,0.04315113,
485.299,53.63309,-2.89022,0.04233515,
485.399,53.64298,-2.89011,0.04184106,
485.499,53.65286,-2.89008,0.04086101,
485.599,53.6627,-2.89031,0.04138467,
485.699,53.67258,-2.89136,0.04230471,
485.799,53.68246,-2.89181,0.04379372,
485.899,53.69235,-2.89176,0.04445198,
485.999,53.70218,-2.89177,0.0469182,
486.099,53.71205,-2.89177,0.04444558,
486.199,53.72197,-2.89178,0.04313676,
486.299,53.73182,-2.89175,0.04281655,
486.399,53.74174,-2.89184,0.04428597,
486.499,53.75162,-2.89255,0.04424012,
486.599,53.76151,-2.89311,0.04332809,
486.699,53.77135,-2.89308,0.04518327,
486.799,53.78119,-2.89306,0.04339398,
486.899,53.79102,-2.89315,0.04327534,
486.999,53.80085,-2.89414,0.04453735,
487.099,53.81078,-2.89452,0.04485629,
487.199,53.82067,-2.89451,0.04566991,
487.299,53.83048,-2.89451,0.04180459,
487.399,53.84032,-2.89451,0.04506117,
487.499,53.85004,-2.89451,0.04563628,
487.599,53.85976,-2.8945,0.04500376,
487.699,53.86957,-2.89513,0.04402196,
487.799,53.87943,-2.8958,0.04651763,
487.899,53.88932,-2.89583,0.04478731,
487.999,53.89919,-2.89582,0.04632505,
488.099,53.9091,-2.89582,0.04365728,
488.199,53.919,-2.89582,0.04332252,
488.299,53.92888,-2.89582,0.04420854,
488.399,53.93875,-2.89606,0.0450353,
488.499,53.94861,-2.89704,0.04409767,
488.599,53.9585,-2.89717,0.04522916,
488.699,53.96838,-2.89713,0.0434495,
488.799,53.97825,-2.89714,0.04392133,
488.899,53.98815,-2.89714,0.04410756,
488.999,53.99808,-2.89714,0.04484039,
489.099,54.00798,-2.89714,0.04513802,
489.199,54.01782,-2.89715,0.04439889,
489.299,54.02764,-2.89709,0.04477122,
489.399,54.03759,-2.8976,0.0440236,
489.499,54.04752,-2.89836,0.0431447,
489.599,54.05758,-2.89848,0.04407961,
489.699,54.06762,-2.89845,0.04321211,
489.799,54.07764,-2.89846,0.04378285,
489.899,54.08758,-2.89845,0.04488318,
489.999,54.09745,-2.89851,0.04501507,
490.099,54.10733,-2.89802,0.04126326,
490.199,54.11722,-2.89727,0.04431352,
490.299,54.12712,-2.89711,0.04379964,
490.399,54.13698,-2.89718,0.04348597,
490.499,54.14687,-2.89705,0.04141309,
490.599,54.15677,-2.89781,0.042447,
490.699,54.1666,-2.89843,0.04521832,
490.799,54.1765,-2.89846,0.04447922,
490.899,54.18645,-2.89846,0.04349703,
490.999,54.19638,-2.89845,0.04271257,
491.099,54.2063,-2.89849,0.04321303,
491.199,54.21621,-2.89836,0.0432401,
491.299,54.22611,-2.89905,0.04253029,
491.399,54.23601,-2.89974,0.04421531,
491.499,54.24591,-2.89979,0.04457586,
491.599,54.25579,-2.89978,0.04446553,
491.699,54.26566,-2.89977,0.04510211,
491.799,54.27555,-2.89986,0.0441254,
491.899,54.28542,-2.90069,0.04240505,
491.999,54.2953,-2.90118,0.04206404,
492.099,54.30522,-2.9011,0.04282155,
492.199,54.31513,-2.90102,0.04322871,
492.299,54.32501,-2.90156,0.04196974,
492.399,54.33487,-2.90234,0.04236709,
492.499,54.34477,-2.90242,0.04310921,
492.599,54.35465,-2.90241,0.04101401,
492.699,54.3645,-2.90241,0.04275797,
492.799,54.3744,-2.90241,0.0452623,
492.899,54.38428,-2.90241,0.04374256,
492.999,54.39412,-2.90241,0.0424765,
493.099,54.40398,-2.9024,0.04359103,
493.199,54.41379,-2.90245,0.04377788,
493.299,54.42365,-2.90224,0.04235114,
493.399,54.43357,-2.90146,0.04461136,
493.499,54.44347,-2.90105,0.04317861,
493.599,54.45335,-2.90107,0.04117606,
493.699,54.46322,-2.90123,0.04154785,
493.799,54.47313,-2.90201,0.0408779,
493.899,54.483,-2.90246,0.04446551,
493.999,54.49286,-2.9024,0.04382847,
494.099,54.50278,-2.90241,0.04519463,
494.199,54.51266,-2.90241,0.04530195,
494.299,54.52251,-2.90241,0.04402583,
494.399,54.53242,-2.90241,0.0449606,
494.499,54.54233,-2.90242,0.04518502,
494.599,54.55223,-2.90237,0.0453229,
494.699,54.56212,-2.90257,0.04556792,
494.799,54.57202,-2.90354,0.04457677,
494.899,54.58191,-2.90372,0.04400692,
494.999,54.59179,-2.90372,0.0442883,
495.099,54.60168,-2.9037,0.04487405,
495.199,54.61154,-2.90378,0.04392626,
495.299,54.62146,-2.9045,0.04608346,
495.399,54.63136,-2.90507,0.04673823,
495.499,54.64123,-2.90503,0.04374353,
495.599,54.65114,-2.90505,0.04558202,
495.699,54.66106,-2.90502,0.04630812,
495.799,54.67099,-2.90511,0.04295878,
495.899,54.68088,-2.9061,0.04541085,
495.999,54.69079,-2.90636,0.04605183,
496.099,54.70075,-2.90636,0.04658998,
496.199,54.71066,-2.90636,0.04202823,
496.299,54.72054,-2.90636,0.04500054,
496.399,54.73043,-2.90673,0.0458935,
496.499,54.74034,-2.9077,0.04410416,
496.599,54.75022,-2.90768,0.043926,
496.699,54.76011,-2.90768,0.04392865,
496.799,54.77005,-2.90802,0.04438399,
496.899,54.78003,-2.90977,0.04574493,
496.999,54.78994,-2.91074,0.04821709,
497.099,54.7999,-2.91139,0.04643177,
497.199,54.80984,-2.91227,0.04707315,
497.299,54.81972,-2.91229,0.04759172,
497.399,54.82963,-2.91226,0.04534663,
497.499,54.83955,-2.91295,0.04632649,
497.599,54.84943,-2.91199,0.04783914,
497.699,54.85932,-2.91195,0.04524461,
497.799,54.86921,-2.91137,0.04479982,
497.899,54.87904,-2.91047,0.04519486,
497.999,54.88895,-2.9104,0.0435446,
498.099,54.89885,-2.91045,0.04544613,
498.199,54.90873,-2.90987,0.04714897,
498.299,54.91861,-2.90911,0.04583786,
498.399,54.92854,-2.90965,0.04402993,
498.499,54.93847,-2.91007,0.04243935,
498.599,54.94836,-2.91009,0.04338947,
498.699,54.95827,-2.91009,0.04360409,
498.799,54.96817,-2.9101,0.04582639,
498.899,54.97806,-2.90988,0.0465667,
498.999,54.98794,-2.90917,0.04441354,
499.099,54.99784,-2.90934,0.04552614,
499.199,55.00772,-2.90945,0.04664712,
499.299,55.01762,-2.90942,0.0440688,
499.399,55.02755,-2.90943,0.04660983,
499.499,55.03751,-2.90943,0.04416553,
499.599,55.04742,-2.90943,0.04409662,
499.699,55.05735,-2.90943,0.04395354,
499.799,55.0673,-2.90943,0.04619108,
499.899,55.07721,-2.90943,0.0457316,
499.999,55.08717,-2.90944,0.04493748,
500.099,55.09706,-2.90938,0.04432457,
500.199,55.10696,-2.90982,0.04374892,
500.299,55.11691,-2.91067,0.04298705,
500.399,55.12683,-2.91102,0.04364537,
500.499,55.13674,-2.91188,0.0444211,
500.599,55.14668,-2.91236,0.04474031,
500.699,55.1566,-2.91319,0.04437384,
500.799,55.16651,-2.91356,0.04469976,
500.899,55.1764,-2.91347,0.04501488,
500.999,55.18627,-2.9135,0.04406202,
501.099,55.19614,-2.91349,0.04507991,
501.199,55.20602,-2.91349,0.04337896,
501.299,55.21589,-2.91348,0.04174273,
501.399,55.22581,-2.91352,0.04411701,
501.499,55.23574,-2.9134,0.04522639,
501.599,55.24563,-2.91402,0.04662605,
501.699,55.25552,-2.91475,0.04748598,
501.799,55.26543,-2.91481,0.04567139,
501.899,55.27532,-2.9148,0.04415464,
501.999,55.28524,-2.9148,0.04459807,
502.099,55.29515,-2.91481,0.04578938,
502.199,55.30506,-2.91475,0.04633976,
502.299,55.31502,-2.91507,0.04555183,
502.399,55.32492,-2.91585,0.04656003,
502.499,55.33482,-2.91616,0.04713513,
502.599,55.34472,-2.91609,0.04873168,
502.699,55.3546,-2.91614,0.04916361,
502.799,55.36453,-2.91602,0.04517373,
502.899,55.37443,-2.91651,0.04480405,
502.999,55.38434,-2.91734,0.04533183,
503.099,55.3943,-2.91744,0.04540634,
503.199,55.40422,-2.91743,0.04598307,
503.299,55.41415,-2.91743,0.0481076,
503.399,55.42412,-2.91743,0.04833286,
503.499,55.43402,-2.91743,0.0464927,
503.599,55.44387,-2.91743,0.04845009,
503.699,55.45376,-2.91744,0.04874042,
503.799,55.46366,-2.91739,0.04781225,
503.899,55.47358,-2.9176,0.04927524,
503.999,55.48342,-2.91837,0.04803004,
504.099,55.49323,-2.9188,0.04566835,
504.199,55.50306,-2.91873,0.04735371,
504.299,55.51299,-2.91877,0.04739459,
504.399,55.52291,-2.91868,0.04838613,
504.499,55.53279,-2.91903,0.05065393,
504.599,55.54269,-2.91969,0.04883277,
504.699,55.55262,-2.91891,0.04820844,
504.799,55.56255,-2.91875,0.04983365,
504.899,55.57247,-2.91873,0.05055646,
504.999,55.58239,-2.91885,0.04947927,
505.099,55.59232,-2.9196,0.04897198,
505.199,55.6022,-2.92011,0.05049915,
505.299,55.61208,-2.92006,0.049913,
505.399,55.622,-2.92005,0.04985662,
505.499,55.6319,-2.92015,0.05192798,
505.599,55.64181,-2.92088,0.05076342,
505.699,55.65174,-2.92143,0.04595469,
505.799,55.66164,-2.92138,0.04845752,
505.899,55.67158,-2.92139,0.04737152,
505.999,55.68146,-2.92139,0.04743871,
506.099,55.69144,-2.92139,0.04689209,
506.199,55.70143,-2.92139,0.05152838,
506.299,55.71137,-2.92139,0.05048915,
506.399,55.72123,-2.92139,0.04789005,
506.499,55.73109,-2.92139,0.05189202,
506.599,55.74102,-2.92138,0.04970873,
506.699,55.75093,-2.92142,0.04899645,
506.799,55.76077,-2.9221,0.04856546,
506.899,55.77063,-2.92272,0.04858228,
506.999,55.78046,-2.9227,0.04964593,
507.099,55.79037,-2.9227,0.05317812,
507.199,55.80024,-2.9227,0.05100474,
507.299,55.81013,-2.9227,0.04883897,
507.399,55.82,-2.9227,0.05269251,
507.499,55.82989,-2.92335,0.05631963,
507.599,55.8398,-2.92401,0.05501187,
507.699,55.8497,-2.92402,0.05426444,
507.799,55.85958,-2.92402,0.05606428,
507.899,55.86955,-2.92403,0.05514747,
507.999,55.87946,-2.92341,0.05235532,
508.099,55.88933,-2.92272,0.05840352,
508.199,55.89924,-2.92269,0.05656255,
508.299,55.90909,-2.9227,0.057403,
508.399,55.91902,-2.92271,0.0604261,
508.499,55.9289,-2.92267,0.05891425,
