##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg)
58.466,12.03185,-0.0771231,0.22333
58.566,12.04378,-0.07710984,0.22463
58.666,12.05558,-0.07708811,0.22554
58.766,12.06732,-0.0771912,0.22745
58.866,12.07905,-0.07646635,0.22642
58.966,12.09087,-0.0770296,0.22737
59.066,12.10257,-0.07704142,0.22856
59.166,12.11417,-0.07655633,0.22901
59.266,12.12587,-0.07586814,0.22895
59.366,12.13753,-0.07666061,0.23108
59.466,12.14914,-0.0767757,0.23261
59.566,12.1607,-0.07676076,0.23159
59.666,12.17239,-0.07693529,0.23517
59.766,12.18391,-0.07810705,0.23627
59.866,12.19531,-0.07771986,0.23717
59.966,12.2068,-0.07692959,0.23551
60.066,12.21827,-0.07684967,0.23501
60.166,12.22978,-0.0775315,0.2375
60.266,12.24129,-0.07823558,0.23768
60.366,12.25259,-0.07824827,0.23986
60.466,12.264,-0.07786265,0.23813
60.566,12.27546,-0.07694171,0.24128
60.666,12.2869,-0.07688747,0.23996
60.766,12.29829,-0.07688637,0.24237
60.866,12.3096,-0.07718677,0.24144
60.966,12.32098,-0.07837921,0.24334
61.066,12.33232,-0.07810321,0.24372
61.166,12.3437,-0.07713943,0.24455
61.266,12.35505,-0.0779116,0.24596
61.366,12.36628,-0.078505,0.24637
61.466,12.37746,-0.07844224,0.24693
61.566,12.38874,-0.07836641,0.24518
61.666,12.4,-0.07942001,0.24728
61.766,12.4113,-0.07897516,0.2464
61.866,12.42247,-0.07837319,0.24781
61.966,12.4337,-0.07842991,0.24968
62.066,12.44486,-0.07847455,0.25033
62.166,12.456,-0.07940178,0.25008
62.266,12.46727,-0.07963419,0.25265
62.366,12.47838,-0.07854613,0.25308
62.466,12.48956,-0.07839016,0.2523
62.566,12.50068,-0.0794614,0.25221
62.666,12.51179,-0.07974867,0.25375
62.766,12.52302,-0.07971352,0.25262
62.866,12.53416,-0.07897715,0.25385
62.966,12.54526,-0.0783678,0.25396
63.066,12.55635,-0.07835011,0.2543
63.166,12.56753,-0.07917297,0.2546
63.266,12.57875,-0.07971956,0.25668
63.366,12.58986,-0.07974748,0.25519
63.466,12.60091,-0.07866444,0.25589
63.566,12.61199,-0.07856272,0.25801
63.666,12.62308,-0.07960632,0.25824
63.766,12.63426,-0.07974925,0.25777
63.866,12.64541,-0.07972668,0.25943
63.966,12.65643,-0.07978578,0.2598
64.066,12.66753,-0.07944872,0.26234
64.166,12.67858,-0.07969408,0.25936
64.266,12.68961,-0.07974302,0.26233
64.366,12.70056,-0.07974112,0.26263
64.466,12.71159,-0.07973644,0.26337
64.566,12.7226,-0.07910991,0.26432
64.666,12.73358,-0.07807429,0.26526
64.766,12.7446,-0.07831522,0.26383
64.866,12.75559,-0.07777734,0.26359
64.966,12.76654,-0.07787209,0.26357
65.066,12.77728,-0.07875336,0.26417
65.166,12.78816,-0.07887383,0.26734
65.266,12.79915,-0.07886259,0.26518
65.366,12.81009,-0.07886199,0.26907
65.466,12.82109,-0.07965033,0.26741
65.566,12.83206,-0.08105344,0.2694
65.666,12.84298,-0.08153662,0.27109
65.766,12.85386,-0.08148979,0.27022
65.866,12.86482,-0.08150256,0.27041
65.966,12.87579,-0.08149939,0.27344
66.066,12.8865,-0.08150014,0.274
66.166,12.8972,-0.08149997,0.27487
66.266,12.90797,-0.08150001,0.27361
66.366,12.91864,-0.08149999,0.27375
66.466,12.92944,-0.08150001,0.27254
66.566,12.94029,-0.08114056,0.27398
66.666,12.95113,-0.08020395,0.27502
66.766,12.96197,-0.08132686,0.27563
66.866,12.97279,-0.08148914,0.27637
66.966,12.98365,-0.08148989,0.2759
67.066,12.99461,-0.08149164,0.27769
67.166,13.00541,-0.08148305,0.27781
67.266,13.01631,-0.08159936,0.27752
67.366,13.02717,-0.08258074,0.27694
67.466,13.03795,-0.08284905,0.27724
67.566,13.04881,-0.08280426,0.27946
67.666,13.05953,-0.08281056,0.28006
67.766,13.07038,-0.08281011,0.27973
67.866,13.08117,-0.08280992,0.28114
67.966,13.09206,-0.08281008,0.28059
68.066,13.10303,-0.0828097,0.28173
68.166,13.11402,-0.08281144,0.28323
68.266,13.12503,-0.08280376,0.28401
68.366,13.13602,-0.08283538,0.28493
68.466,13.14682,-0.08271566,0.28334
68.566,13.15761,-0.08355925,0.28424
68.666,13.16844,-0.08411062,0.28459
68.766,13.17915,-0.08412105,0.28358
68.866,13.18996,-0.08412,0.28614
68.966,13.20061,-0.08412073,0.28481
69.066,13.21143,-0.08411179,0.28404
69.166,13.22214,-0.08358504,0.28624
69.266,13.23283,-0.0827181,0.28755
69.366,13.24348,-0.08283581,0.28703
69.466,13.25414,-0.08280265,0.28639
69.566,13.26484,-0.08281347,0.28737
69.666,13.27559,-0.08280255,0.28718
69.766,13.28628,-0.08283679,0.28891
69.866,13.29696,-0.08271328,0.28952
69.966,13.3077,-0.08358229,0.29186
70.066,13.31839,-0.08390792,0.29169
70.166,13.32911,-0.08286983,0.29222
70.266,13.33973,-0.08280549,0.2923
70.366,13.35034,-0.08280863,0.29248
70.466,13.36098,-0.08281093,0.29205
70.566,13.37157,-0.08280963,0.29378
70.666,13.38217,-0.08281017,0.29437
70.766,13.39284,-0.08280968,0.29504
70.866,13.40349,-0.08281129,0.29562
70.966,13.41419,-0.08280433,0.29547
71.066,13.4248,-0.08283345,0.29706
71.166,13.43541,-0.08271635,0.29763
71.266,13.446,-0.08338411,0.29568
71.366,13.45661,-0.0841061,0.29824
71.466,13.46728,-0.08410967,0.29838
71.566,13.47784,-0.08421165,0.29681
71.666,13.48843,-0.083286,0.29774
71.766,13.49898,-0.08282522,0.29717
71.866,13.50953,-0.08281768,0.30026
71.966,13.52013,-0.08316101,0.30146
72.066,13.53076,-0.08416789,0.29865
72.166,13.54131,-0.08411252,0.30003
72.266,13.55192,-0.08414527,0.29952
72.366,13.56256,-0.08407817,0.29969
72.466,13.57319,-0.08439894,0.30099
72.566,13.5838,-0.08532551,0.30276
72.666,13.59445,-0.08553928,0.30238
72.766,13.60506,-0.08498204,0.30155
72.866,13.61562,-0.08417693,0.30319
72.966,13.6262,-0.08413858,0.30374
73.066,13.63671,-0.08407915,0.30331
73.166,13.64727,-0.08456654,0.3071
73.266,13.65787,-0.08535437,0.30703
73.366,13.66847,-0.08545491,0.306
73.466,13.67898,-0.08543748,0.30683
73.566,13.68961,-0.08544024,0.30575
73.666,13.70017,-0.08544003,0.307
73.766,13.71082,-0.0854399,0.30606
73.866,13.72137,-0.08544049,0.30906
73.966,13.73185,-0.08543753,0.3093
74.066,13.74236,-0.08545643,0.30906
74.166,13.75286,-0.08605489,0.3097
74.266,13.76336,-0.08685682,0.31205
74.366,13.77381,-0.08673381,0.31124
74.466,13.7843,-0.08676689,0.3098
74.566,13.79482,-0.08675819,0.31068
74.666,13.80532,-0.08676057,0.31064
74.766,13.81587,-0.08675941,0.3101
74.866,13.82639,-0.08676186,0.31214
74.966,13.83683,-0.08675325,0.31177
75.066,13.8473,-0.08678385,0.31445
75.166,13.8578,-0.0866793,0.3151
75.266,13.86831,-0.08758485,0.31556
75.366,13.87878,-0.0881635,0.31417
75.466,13.88928,-0.08821623,0.31726
75.566,13.89976,-0.08754364,0.31466
75.666,13.91018,-0.08753107,0.31859
75.766,13.92057,-0.08831361,0.31798
75.866,13.931,-0.08827988,0.31757
75.966,13.9415,-0.08829371,0.31611
76.066,13.95195,-0.08828888,0.31721
76.166,13.96248,-0.08829011,0.3177
76.266,13.97298,-0.08829099,0.31929
76.366,13.98347,-0.08828524,0.31977
76.466,13.99388,-0.08830978,0.31897
76.566,14.00433,-0.08820897,0.31984
76.666,14.01471,-0.08871869,0.3201
76.766,14.02509,-0.08954611,0.32137
76.866,14.03552,-0.08961628,0.31992
76.966,14.04597,-0.08960846,0.32036
77.066,14.05642,-0.08961038,0.32158
77.166,14.06682,-0.08960991,0.32024
77.266,14.07719,-0.08961002,0.32279
77.366,14.08761,-0.08961,0.32413
77.466,14.09797,-0.08961,0.32209
77.566,14.10832,-0.08961,0.32351
77.666,14.11877,-0.08961,0.324
77.766,14.12917,-0.08961,0.32621
77.866,14.13958,-0.08961,0.32443
77.966,14.14988,-0.08961,0.32365
78.066,14.16028,-0.08961001,0.32441
78.166,14.17062,-0.08960995,0.32603
78.266,14.18094,-0.08961032,0.3257
78.366,14.19131,-0.0896083,0.32504
78.466,14.20169,-0.08961848,0.32733
78.566,14.21207,-0.08957061,0.32833
78.666,14.22249,-0.08980364,0.32602
78.766,14.2329,-0.09079215,0.32643
78.866,14.24325,-0.09091947,0.32796
78.966,14.25363,-0.09099909,0.32876
79.066,14.26403,-0.09058012,0.33098
79.166,14.27446,-0.08970117,0.32915
79.266,14.28484,-0.08961511,0.33029
79.366,14.29524,-0.08961516,0.33131
79.466,14.30558,-0.08964472,0.33008
79.566,14.31596,-0.08952547,0.33073
79.666,14.3263,-0.09022365,0.32984
79.766,14.33666,-0.09089893,0.33184
79.866,14.34702,-0.09093452,0.33165
79.966,14.3574,-0.09092895,0.33226
80.066,14.3677,-0.09093025,0.33176
80.166,14.37799,-0.09092994,0.3324
80.266,14.38833,-0.09093001,0.33254
80.366,14.39857,-0.09093,0.33303
80.466,14.40883,-0.09092999,0.33593
80.566,14.41906,-0.09093003,0.33417
80.666,14.42935,-0.09092991,0.33304
80.766,14.43963,-0.0909302,0.3341
80.866,14.4499,-0.09092978,0.33485
80.966,14.46016,-0.09092869,0.3354
81.066,14.47049,-0.09094612,0.33507
81.166,14.48074,-0.09165177,0.33518
81.266,14.49103,-0.09227642,0.33456
81.366,14.50127,-0.09224153,0.33667
81.466,14.51146,-0.09225302,0.33541
81.566,14.52154,-0.09224722,0.33757
81.666,14.53159,-0.09225807,0.33711
81.766,14.54182,-0.09221619,0.33763
81.866,14.55202,-0.09239983,0.33771
81.966,14.56224,-0.09338254,0.33897
82.066,14.57247,-0.09356625,0.33892
82.166,14.58272,-0.0935592,0.33923
82.266,14.59295,-0.09355637,0.33902
82.366,14.60325,-0.09357671,0.33956
82.466,14.61356,-0.09349126,0.33869
82.566,14.62381,-0.09388972,0.34055
82.666,14.63404,-0.09478468,0.33964
82.766,14.64423,-0.09488673,0.34022
82.866,14.65446,-0.0948781,0.34019
82.966,14.6647,-0.09488096,0.34001
83.066,14.67486,-0.09487796,0.3405
83.166,14.68499,-0.09488728,0.33984
83.266,14.69514,-0.09485249,0.33954
83.366,14.70531,-0.09498389,0.3382
83.466,14.71552,-0.09432153,0.34039
83.566,14.72584,-0.09380476,0.33878
83.666,14.73627,-0.0939109,0.33915
83.766,14.74654,-0.09388464,0.33886
83.866,14.7567,-0.0938913,0.34017
83.966,14.76696,-0.0938899,0.34088
84.066,14.77721,-0.09388921,0.33865
84.166,14.78739,-0.09389314,0.34083
84.266,14.79759,-0.09387861,0.33982
84.366,14.80776,-0.09393137,0.34083
84.466,14.81779,-0.09357765,0.3424
84.566,14.82777,-0.0940207,0.34167
84.666,14.83801,-0.09480206,0.34337
84.766,14.84819,-0.09489797,0.33962
84.866,14.85832,-0.09487548,0.33929
84.966,14.8686,-0.09488156,0.3371
85.066,14.87882,-0.09487775,0.34092
85.166,14.88906,-0.09488639,0.34178
85.266,14.89908,-0.09485618,0.34181
85.366,14.90925,-0.09546837,0.34085
85.466,14.91952,-0.09617376,0.34234
85.566,14.92971,-0.09619257,0.34008
85.666,14.93992,-0.09618978,0.34145
85.766,14.95007,-0.09618987,0.34219
85.866,14.96023,-0.09619109,0.3415
85.966,14.97041,-0.09618277,0.34205
86.066,14.98047,-0.09622193,0.3417
86.166,14.99056,-0.09721123,0.34149
86.266,15.00075,-0.09716917,0.34099
86.366,15.01092,-0.09718346,0.34364
86.466,15.02112,-0.09717893,0.34363
86.566,15.03147,-0.09718034,0.3445
86.666,15.04183,-0.09717991,0.34273
86.766,15.05188,-0.09717997,0.3431
86.866,15.06205,-0.09718026,0.34289
86.966,15.07225,-0.0971789,0.34255
87.066,15.08231,-0.09718427,0.34288
87.166,15.09241,-0.09716344,0.34441
87.266,15.1026,-0.09725148,0.3425
87.366,15.1129,-0.09755935,0.34317
87.466,15.12303,-0.09744067,0.3435
87.566,15.13309,-0.09776796,0.34297
87.666,15.14324,-0.09870175,0.34473
87.766,15.15338,-0.09883701,0.34413
87.866,15.16355,-0.09882816,0.3425
87.966,15.17368,-0.09883025,0.34367
88.066,15.18382,-0.09883088,0.34196
88.166,15.19401,-0.0988261,0.34179
88.266,15.20415,-0.09884533,0.3419
88.366,15.21425,-0.09877183,0.34087
88.466,15.22437,-0.09910672,0.34259
88.566,15.23448,-0.09954864,0.34343
88.666,15.24457,-0.09946165,0.34145
88.766,15.25464,-0.09948485,0.34176
88.866,15.2648,-0.09947874,0.34385
88.966,15.27492,-0.09948032,0.34277
89.066,15.28498,-0.09948,0.34192
89.166,15.29509,-0.09947968,0.34016
89.266,15.30519,-0.09948129,0.34185
89.366,15.31533,-0.09947514,0.343
89.466,15.32537,-0.09949864,0.34246
89.566,15.33539,-0.0994112,0.34327
89.666,15.34548,-0.09984668,0.34345
89.766,15.35553,-0.1002,0.3424
89.866,15.36552,-0.10012,0.34232
89.966,15.37556,-0.10014,0.34336
90.066,15.38568,-0.10014,0.34296
90.166,15.39574,-0.10014,0.34183
90.266,15.40578,-0.10014,0.34184
90.366,15.41588,-0.10013,0.34319
90.466,15.42592,-0.10023,0.34267
90.566,15.43593,-0.1011,0.34254
90.666,15.44596,-0.10154,0.34263
90.766,15.45597,-0.10144,0.34122
90.866,15.46602,-0.10147,0.34133
90.966,15.47607,-0.10146,0.34225
91.066,15.4861,-0.10146,0.34232
91.166,15.49609,-0.10146,0.34118
91.266,15.5061,-0.10146,0.3418
91.366,15.51612,-0.10146,0.34254
91.466,15.52604,-0.10146,0.34243
91.566,15.53603,-0.10146,0.34156
91.666,15.54606,-0.10145,0.3421
91.766,15.55606,-0.10156,0.34035
91.866,15.56611,-0.10244,0.3389
91.966,15.57618,-0.10284,0.34068
92.066,15.5862,-0.10275,0.3401
92.166,15.59618,-0.10278,0.34046
92.266,15.60619,-0.10266,0.3414
92.366,15.61619,-0.10178,0.33974
92.466,15.62607,-0.10137,0.33951
92.566,15.63607,-0.1015,0.34029
92.666,15.64604,-0.10135,0.34017
92.766,15.65601,-0.10203,0.33883
92.866,15.66599,-0.10273,0.33796
92.966,15.6759,-0.10278,0.33908
93.066,15.68583,-0.10277,0.33883
93.166,15.69575,-0.10277,0.34098
93.266,15.70571,-0.10277,0.34155
93.366,15.71568,-0.10277,0.33833
93.466,15.72558,-0.10277,0.33849
93.566,15.73558,-0.10276,0.33937
93.666,15.74561,-0.10286,0.33867
93.766,15.75561,-0.10369,0.33807
93.866,15.76559,-0.10419,0.33832
93.966,15.77548,-0.104,0.33725
94.066,15.78538,-0.10446,0.33578
94.166,15.7953,-0.10481,0.33607
94.266,15.8052,-0.10473,0.33648
94.366,15.81508,-0.10475,0.33658
94.466,15.82499,-0.10475,0.33632
94.566,15.83502,-0.10475,0.33528
94.666,15.84501,-0.10475,0.33653
94.766,15.85499,-0.10475,0.33821
94.866,15.865,-0.10475,0.33787
94.966,15.87498,-0.10475,0.33682
95.066,15.88496,-0.10475,0.33699
95.166,15.89491,-0.10475,0.33605
95.266,15.90488,-0.10474,0.33466
95.366,15.91487,-0.10477,0.3357
95.466,15.92484,-0.10466,0.33564
95.566,15.93481,-0.10519,0.33332
95.666,15.94474,-0.10599,0.33352
95.766,15.95467,-0.10607,0.33607
95.866,15.9645,-0.10604,0.33359
95.966,15.97421,-0.10611,0.33301
96.066,15.98407,-0.10583,0.33354
96.166,15.99403,-0.10521,0.33203
96.266,16.00397,-0.10506,0.33273
96.366,16.014,-0.10508,0.33327
96.466,16.02401,-0.10508,0.33326
96.566,16.03398,-0.10507,0.33196
96.666,16.04389,-0.10511,0.33387
96.766,16.05378,-0.10496,0.3329
96.866,16.06365,-0.10471,0.3318
96.966,16.07354,-0.10476,0.33103
97.066,16.08344,-0.10475,0.33081
97.166,16.09336,-0.10475,0.33131
97.266,16.10331,-0.10475,0.33106
97.366,16.11317,-0.10475,0.33
97.466,16.12307,-0.10475,0.32938
97.566,16.1329,-0.10474,0.32871
97.666,16.14272,-0.10547,0.32938
97.766,16.15262,-0.10702,0.33009
97.866,16.16254,-0.1074,0.32938
97.966,16.17253,-0.10737,0.32963
98.066,16.18262,-0.10738,0.32742
98.166,16.19261,-0.10738,0.32782
98.266,16.20251,-0.10738,0.32549
98.366,16.21244,-0.10738,0.32649
98.466,16.22229,-0.10738,0.32675
98.566,16.23209,-0.10737,0.32677
98.666,16.2419,-0.10742,0.32517
98.766,16.25179,-0.10725,0.32691
98.866,16.26171,-0.10628,0.32661
98.966,16.27162,-0.10607,0.32463
99.066,16.28151,-0.10654,0.32513
99.166,16.29133,-0.10744,0.32453
99.266,16.30121,-0.10737,0.32603
99.366,16.31103,-0.10738,0.32359
99.466,16.32091,-0.10738,0.32462
99.566,16.3308,-0.10738,0.32383
99.666,16.34067,-0.10738,0.3235
99.766,16.3506,-0.10738,0.32285
99.866,16.36049,-0.10738,0.3232
99.966,16.37036,-0.10738,0.32254
100.066,16.38015,-0.10772,0.32342
100.166,16.39,-0.1087,0.32149
100.266,16.39988,-0.1087,0.3208
100.366,16.40978,-0.1087,0.32028
100.466,16.41964,-0.1087,0.32097
100.566,16.42951,-0.1087,0.32216
100.666,16.43943,-0.1087,0.32498
100.766,16.44934,-0.1087,0.32536
100.866,16.45923,-0.1087,0.32075
100.966,16.46906,-0.1087,0.32115
101.066,16.47881,-0.1087,0.321
101.166,16.48863,-0.10869,0.32114
101.266,16.49857,-0.10895,0.32236
101.366,16.50849,-0.10962,0.32102
101.466,16.51834,-0.10971,0.31885
101.566,16.5282,-0.10968,0.32054
101.666,16.53808,-0.10969,0.32028
101.766,16.54793,-0.1097,0.31889
101.866,16.55782,-0.10966,0.31845
101.966,16.56769,-0.10996,0.31822
102.066,16.57755,-0.11004,0.31973
102.166,16.58743,-0.11001,0.31955
102.266,16.59734,-0.10991,0.3181
102.366,16.60723,-0.10865,0.31783
102.466,16.617,-0.10839,0.31601
102.566,16.62677,-0.10766,0.31633
102.666,16.63659,-0.10688,0.31642
102.766,16.6464,-0.10686,0.31636
102.866,16.65625,-0.10673,0.31585
102.966,16.66609,-0.10753,0.31641
103.066,16.67587,-0.10847,0.31781
103.166,16.68572,-0.10869,0.31657
103.266,16.69558,-0.10957,0.31536
103.366,16.70534,-0.11012,0.31417
103.466,16.71509,-0.10999,0.31653
103.566,16.72492,-0.11002,0.31759
103.666,16.73475,-0.11008,0.31551
103.766,16.74455,-0.11082,0.31605
103.866,16.75434,-0.11142,0.31519
103.966,16.76413,-0.1113,0.31492
104.066,16.77393,-0.11134,0.31574
104.166,16.78374,-0.11133,0.31423
104.266,16.79355,-0.11133,0.31403
104.366,16.8033,-0.11133,0.31395
104.466,16.81299,-0.11133,0.31155
104.566,16.82275,-0.11133,0.3129
104.666,16.83257,-0.11133,0.31452
104.766,16.84237,-0.11133,0.31409
104.866,16.85213,-0.11133,0.31141
104.966,16.86191,-0.11133,0.31102
105.066,16.87168,-0.11133,0.31216
105.166,16.88145,-0.11133,0.31143
105.266,16.89132,-0.11134,0.31114
105.366,16.90116,-0.11177,0.31151
105.466,16.91094,-0.1127,0.30972
105.566,16.92075,-0.11264,0.30953
105.666,16.93056,-0.11266,0.30947
105.766,16.94035,-0.11263,0.30885
105.866,16.95019,-0.11164,0.31008
105.966,16.95995,-0.11133,0.30814
106.066,16.9698,-0.11133,0.30938
106.166,16.97955,-0.11133,0.30896
106.266,16.98934,-0.11133,0.30766
106.366,16.99908,-0.11133,0.30863
106.466,17.00889,-0.11133,0.30883
106.566,17.01877,-0.11133,0.30833
106.666,17.02863,-0.11133,0.30964
106.766,17.03849,-0.11133,0.30798
106.866,17.04829,-0.11133,0.30601
106.966,17.05817,-0.11133,0.30682
107.066,17.06801,-0.11133,0.30743
107.166,17.07783,-0.11132,0.30717
107.266,17.08772,-0.11151,0.30678
107.366,17.09753,-0.11246,0.30659
107.466,17.1073,-0.1127,0.30536
107.566,17.11714,-0.11264,0.30576
107.666,17.12703,-0.11265,0.30724
107.766,17.1368,-0.11266,0.30644
107.866,17.14666,-0.11262,0.30457
107.966,17.15648,-0.11275,0.30567
108.066,17.16631,-0.11203,0.30642
108.166,17.17615,-0.11138,0.30643
108.266,17.186,-0.11127,0.30469
108.366,17.19583,-0.11165,0.3031
108.466,17.20565,-0.11242,0.30342
108.566,17.21546,-0.11269,0.30404
108.666,17.22525,-0.11263,0.30364
108.766,17.23503,-0.11264,0.30241
108.866,17.24481,-0.11264,0.30174
108.966,17.25461,-0.11264,0.30204
109.066,17.26434,-0.11264,0.30083
109.166,17.2741,-0.11264,0.30087
109.266,17.28389,-0.11264,0.30281
109.366,17.29363,-0.11264,0.3028
109.466,17.30342,-0.11264,0.3036
109.566,17.31323,-0.11264,0.30266
109.666,17.323,-0.11264,0.30161
109.766,17.33277,-0.11264,0.30176
109.866,17.34257,-0.11265,0.30078
109.966,17.3524,-0.11259,0.29961
110.066,17.36217,-0.11281,0.3009
110.166,17.372,-0.11377,0.30091
110.266,17.38178,-0.11397,0.2985
110.366,17.39151,-0.11396,0.29879
110.466,17.40128,-0.11396,0.3
110.566,17.4111,-0.11396,0.29973
110.666,17.42088,-0.11396,0.29853
110.766,17.43079,-0.11396,0.2995
110.866,17.44053,-0.11358,0.2972
110.966,17.45036,-0.11263,0.29803
111.066,17.46017,-0.113,0.29837
111.166,17.47,-0.11396,0.2982
111.266,17.47981,-0.11396,0.29644
111.366,17.4896,-0.11396,0.29677
111.466,17.49941,-0.11396,0.29699
111.566,17.50924,-0.11396,0.29717
111.666,17.519,-0.11397,0.29721
111.766,17.52877,-0.11392,0.29732
111.866,17.53856,-0.11455,0.29799
111.966,17.54833,-0.11464,0.29683
112.066,17.55815,-0.11461,0.29738
112.166,17.56792,-0.11462,0.29796
112.266,17.57767,-0.11462,0.2966
112.366,17.58746,-0.11462,0.29563
112.466,17.59728,-0.11462,0.2964
112.566,17.60709,-0.11462,0.2964
112.666,17.61686,-0.11463,0.29535
112.766,17.62664,-0.11459,0.2964
112.866,17.63641,-0.1148,0.29547
112.966,17.64618,-0.11519,0.2928
113.066,17.65598,-0.1153,0.29443
113.166,17.66576,-0.11527,0.29659
113.266,17.6755,-0.11529,0.29473
113.366,17.68532,-0.1152,0.29413
113.466,17.69512,-0.11441,0.29498
113.566,17.70491,-0.11387,0.29511
113.666,17.71467,-0.11399,0.29478
113.766,17.72439,-0.11395,0.29307
113.866,17.7342,-0.11399,0.29286
113.966,17.744,-0.11388,0.29412
114.066,17.75378,-0.11431,0.29446
114.166,17.76356,-0.11506,0.29433
114.266,17.7733,-0.11492,0.29403
114.366,17.78305,-0.11496,0.29327
114.466,17.79283,-0.11495,0.29177
114.566,17.80257,-0.11495,0.29376
114.666,17.81237,-0.11495,0.29507
114.766,17.82216,-0.11495,0.29287
114.866,17.83196,-0.11495,0.29285
114.966,17.84172,-0.11495,0.29287
115.066,17.85128,-0.11495,0.29304
115.166,17.86088,-0.11495,0.29285
115.266,17.8705,-0.11495,0.29209
115.366,17.88024,-0.11495,0.29114
115.466,17.89003,-0.11495,0.29364
115.566,17.89975,-0.11527,0.29367
115.666,17.90958,-0.11528,0.29265
115.766,17.91934,-0.11528,0.29166
115.866,17.92914,-0.11528,0.293
115.966,17.93894,-0.11528,0.291
116.066,17.94874,-0.11528,0.29181
116.166,17.95853,-0.11529,0.29358
116.266,17.96831,-0.11524,0.29186
116.366,17.97803,-0.11578,0.2904
116.466,17.98779,-0.11651,0.29212
116.566,17.99751,-0.11645,0.29153
116.666,18.00727,-0.11548,0.29174
116.766,18.01705,-0.11521,0.29116
116.866,18.02678,-0.11529,0.29251
116.966,18.03654,-0.11527,0.29205
117.066,18.04632,-0.11527,0.2909
117.166,18.05617,-0.11527,0.29055
117.266,18.06615,-0.11527,0.29166
117.366,18.07609,-0.11527,0.29254
