LABORATORY,FSRI 
TEST IDENT,HDPE_HF50_2
OPERATOR,Dow
MATERIAL,HDPE
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.04156731069087982
SPEC HOLDER DIFF,-55.20001220703125
SPECIMEN MASS,30.799999237060547
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1128
TIME TO IGN,52.25
END OF TEST SCAN,648
END OF TEST TIME,162
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.07 x 100.05 x 3.01 mm
POST TEST CMT,significant dripping during test. see test pictures
