LABORATORY,FSRI 
TEST IDENT,HDPE_HF25_6
OPERATOR,Dow
MATERIAL,HDPE
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.038569219410419464
SPEC HOLDER DIFF,306
SPECIMEN MASS,32.099998474121094
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2658
TIME TO IGN,191
END OF TEST SCAN,2178
END OF TEST TIME,544.5
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.99 x 101.32 x 3.11 mm; 60 mm spacing
POST TEST CMT,"Sample warped and shriveled prior to ignition, then melted into a pool fire after ignition. No dripping from foil pan."
