LABORATORY,FSRI 
TEST IDENT,HDPE_HF25_5
OPERATOR,Dow
MATERIAL,HDPE
ORIENTATION,Horizontal
HEAT FLUX,25
SURF AREA,0.009999999776482582
C FACTOR,0.038569219410419464
SPEC HOLDER DIFF,305.489990234375
SPECIMEN MASS,31.899999618530273
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,2525
TIME TO IGN,197
END OF TEST SCAN,2045
END OF TEST TIME,511.25
TEST STATUS,1
PRE TEST CMT,Dimensions: 101.60 x 101.52 x 3.10 mm; 60 mm spacing
POST TEST CMT,"Sample warped and shriveled prior to ignition, then melted into a pool fire after ignition. No dripping from foil pan."
