Time after Ignition,Overstuffed_Chair_Polyurethane_Foam_R1,Overstuffed_Chair_Polyurethane_Foam_R2,Overstuffed_Chair_Polyurethane_Foam_R3,Mean,Std. Dev.
14.25,433.2596216808147,481.77380924517956,426.3170888187373,447.11683991491054,30.213884771817455
14.5,435.86771209123197,527.4905166289878,452.5195227486745,471.9592504896314,48.80688310907441
14.75,465.05173260168414,525.8553102271079,436.22158992456093,475.7095442511177,45.75743290094961
15.0,465.18142269223875,530.5448781796126,491.6716593402772,495.7993200707095,32.87664088135589
15.25,514.6561343423581,587.5784379503724,482.1904715183453,528.1416812703586,53.972686139657675
15.5,494.4438868151602,570.8191940040916,540.8506496381173,535.3712434857897,38.48135660144446
15.75,521.2332450112294,611.3541144937877,497.6766970316892,543.4213521789021,59.99894069878362
16.0,462.36601405830265,619.3267077287179,554.2007564165956,545.297826067872,78.85817310824636
16.25,539.168920599808,718.391474718654,587.5008465624613,615.0204139603078,92.72634964530918
16.5,566.138998534292,655.0088152769625,592.3248361391296,604.4908833167947,45.666953149031535
16.75,609.4735972412979,738.8238172519725,613.4271061290367,653.9081735407691,73.56566772820999
17.0,613.8255672314042,729.4097614329601,670.4776912575117,671.237673307292,57.79584471951887
17.25,657.1862653234602,827.6025955774314,667.3652497988493,717.3847035665804,95.58708448699689
17.5,638.9662053376788,810.3783160230498,685.1228066331914,711.4891093313067,88.6956276311293
17.75,678.7980510748065,882.5961377885072,765.9054687866997,775.7665525500046,102.25627495064279
18.0,718.2130780164161,893.1508304559142,809.3425315051429,806.9021466591579,87.49440505422709
18.25,727.5279509322725,854.2060654575638,840.4165052431114,807.3835072109824,69.4997870080454
18.5,742.3504937367443,1074.0047080014615,797.7559189819962,871.3703735734007,177.65963357915382
18.75,704.1488953921053,988.444370040751,933.8390120048562,875.4774258125708,150.86595137268168
19.0,791.4898735018817,913.9350136897485,849.4555809492064,851.6268227136121,61.251439223957966
19.25,855.9752491602899,886.2766550141587,943.2999755005527,895.1839598916671,44.338550018422026
19.5,815.602479151705,1143.1035420515761,1053.3448185129444,1004.0169465720752,169.2311016415051
19.75,922.8420353946998,986.8814687831875,945.5458820156232,951.7564620645035,32.46830355265427
20.0,862.531186770152,1163.4019900915612,974.4094227344926,1000.1141998654019,152.07354059247064
20.25,854.5444605310054,1072.7347722696209,1040.990809472469,989.423347424365,117.88195532273177
20.5,928.9548667000357,1123.1413346021172,953.7756616781156,1001.9572876600896,105.67969478935701
20.75,1000.2637047610359,1171.1499340517712,1056.15837045916,1075.8573364239892,87.12957468830005
21.0,1032.3008001284795,1185.0808287650607,1109.8662852854038,1109.0826380596482,76.39302890172287
21.25,1027.1251032965642,1115.441223806003,1064.0390124936694,1068.868446532079,44.355685772039905
21.5,882.9724689318748,1258.964790013118,1141.1385248720003,1094.3585946056644,192.31179835051103
21.75,1002.312485478808,1188.4407698077218,1090.240940917299,1093.6647320679429,93.11136512901459
22.0,1053.8257589037544,1117.6205833859726,1046.596532686812,1072.6809583255128,39.086351241257475
22.25,1034.723837725764,1200.7576326226938,1119.6413901102069,1118.374286819555,83.02414964954967
22.5,1125.091552506874,1286.2354247265519,1089.14226771631,1166.823081649912,104.96460607522961
22.75,1069.4171534753439,1225.9827722350367,1179.711686985753,1158.3705375653778,80.4349534614054
23.0,1041.572495969054,1189.3582075663805,1107.180735261416,1112.7038129322834,74.04750116176017
23.25,1055.600379632369,1255.4081811767812,1129.0252529376696,1146.6779379156067,101.0668212357573
23.5,1086.5199602090754,1341.5954704735511,1171.1315051143781,1199.7489785990017,129.92343447451276
23.75,1126.3522323383115,1361.4617316527292,1156.0797659431391,1214.6312433113933,128.02470774609458
24.0,1147.463674769206,1211.5235046974558,1232.894761930463,1197.293980465708,44.457588590531884
24.25,1029.938804357813,1411.1060218552911,1278.1402036181073,1239.7283432770703,193.46502315622047
24.5,1185.4612636211268,1390.7613725583428,1244.9348587653335,1273.7191649816011,105.63349798085872
24.75,1067.7020893020328,1234.3609869382924,1219.110114161913,1173.724396800746,92.13411173731535
25.0,1040.0818187440823,1319.8756532534621,1178.6125077498768,1179.5233265824738,139.89914099298437
25.25,1125.4913675389446,1248.9215966063766,1104.3693656462397,1159.5941099305203,78.07742726203153
25.5,1138.687100092884,1296.6842174257151,1216.0447186008244,1217.1386787064746,79.00423933502343
25.75,1064.772779588595,1327.3556646038578,1257.55441680338,1216.5609536652776,136.00658399789288
26.0,1109.8789648026598,1317.6183248965742,1228.4959669093596,1218.6644188695311,104.2180643444401
26.25,1106.9830198110437,1272.3133767022603,1153.4541576596573,1177.583518057654,85.26547514883475
26.5,1104.9727290101305,1278.7741068069843,1204.3830509309144,1196.0432955826764,87.20030602281464
26.75,1078.834803645721,1280.7989931767315,1220.504223574503,1193.3793401323185,103.67836292854724
27.0,1056.7047613518678,1263.3302485996417,1246.5262443667336,1188.8537514394145,114.7523870140999
27.25,1121.687226983874,1249.2381356617698,1201.0794903886422,1190.668284344762,64.40965366003233
27.5,1057.046769611333,1235.32157785792,1201.0866888873566,1164.48501211887,94.60570210372055
27.75,1042.5633162881313,1185.2799328781489,1201.3768699782188,1143.0733730481663,87.41556771210719
28.0,995.4793105145131,1139.4968188301718,1219.2547840116688,1118.0769711187847,113.41504768637765
28.25,1015.3574733790165,1096.2146235049297,1175.9408802404434,1095.837659041463,80.29236711207787
28.5,993.3136785491756,1053.8044440448468,1144.0629664657367,1063.7270296865863,75.86290418380253
28.75,968.3904234775838,1016.549546348696,1138.8260873425681,1041.255352389616,87.86274249289714
29.0,941.2233615664205,991.5656362092986,1112.292452148869,1015.0271499748627,87.91467687084621
29.25,951.2700529135636,924.44001847296,1078.04377407287,984.5846151531313,82.04220545859152
29.5,921.413289105834,903.2678638374796,1041.45923097273,955.3801279720145,75.09675821630515
29.75,907.0197381724008,864.8333362684377,1046.6377042659947,939.4969262356111,95.15399552366479
30.0,894.7771877726182,832.6026281296965,1015.9220993932089,914.4339717651745,93.22713662759867
30.25,859.4132736303651,791.7474613648636,954.1322529794428,868.4309959915572,81.56711729836499
30.5,827.4704469958355,754.3139587802486,916.4161438553022,832.7335165437953,81.17915081673819
30.75,834.5432649920647,722.1827258744197,887.0067575549208,814.5775828071351,84.20636379565335
31.0,798.2273537053834,700.9765762636476,865.4851044338063,788.229678134279,82.70870025454859
31.25,783.7364733826262,655.8211511468496,815.8122975010199,751.7899740101652,84.64470358236461
31.5,771.1915902433641,610.9441132174153,769.3026898478776,717.1461311028856,91.97849443421728
31.75,757.536137953963,591.3244773771144,743.2323177660397,697.3643110323724,92.11126184793152
32.0,711.2902905985655,576.19785779062,707.1142114996003,664.8674532962619,76.81850548214814
32.25,687.7345706535315,535.2592971381863,682.1343850154908,635.0427509357362,86.46035946386621
32.5,673.4771301796403,503.4531253816907,647.713017292971,608.2144242847673,91.63593557717455
32.75,646.6034188739395,474.5119852289082,615.9054244093766,579.006942837408,91.78773796231295
33.0,615.1472468443387,457.5180215847627,588.1202652580779,553.5951778957265,84.29548865162974
33.25,601.4813409110168,428.3467390650999,568.7712884451457,532.8664561404208,91.98241857120772
33.5,584.1528523791188,407.95356500080925,540.0409832414313,510.7158002071198,91.68708735777865
33.75,576.2939879240631,385.91615264989696,525.4170557292288,495.87573210106297,98.5669690727954
34.0,547.1250274860249,373.9702272463798,504.10165849832555,475.0656377435768,90.15522218629657
34.25,535.9573249865535,358.88023554173,481.917029847807,458.9181967920302,90.75121841059838
34.5,525.1695685137636,338.5137479752127,451.47268565708123,438.3853340486858,94.01360494269568
34.75,504.73843935200847,321.1289373938369,442.59741313632526,422.8215966273902,93.38856724074019
35.0,485.24957787708365,306.33054956032925,425.7922011728697,405.7907762034276,91.12105916888291
35.25,472.31274646994837,296.3171196004467,412.11864455821075,393.58283687620195,89.44997090058514
35.5,450.58228700516986,280.62314592338396,389.67062701609376,373.6253533148825,86.10816172364086
35.75,445.96748548994805,269.5103431270404,369.94564970465115,361.80782610721326,88.50959779819433
36.0,435.42788249043514,,354.90918896501495,395.16853572772504,56.93531420410598
36.25,420.44030686962896,,336.5695941070021,378.50495048831556,59.305549737402565
36.5,409.71106704520633,,329.03702713415896,369.3740470896827,57.04516068681578
36.75,393.8047137085436,,309.2206592713466,351.5126864899451,59.80995847279407
37.0,384.699852063993,,,384.699852063993,
37.25,368.31325020163575,,,368.31325020163575,
37.5,357.09995051940473,,,357.09995051940473,
37.75,341.57513526314966,,,341.57513526314966,
38.0,320.66464999275155,,,320.66464999275155,
38.25,308.75251972059385,,,308.75251972059385,
