##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg),Integral(DSC (subtr.2), 2, 199.3..406.4°C)/%,DTG(subtr.)/(mg/min),Sensit./(uV/mW)
49.94,10.00917,0.00439,0.0006957784,            ,0.0,1.07503,,
50.04,10.39505,0.0051208009999999995,0.006626023000000001,            ,0.01612775,1.0749799999999998,,
50.14,10.50099,0.0047985070000000005,0.01279352,            ,-0.00590493,1.07493,,
50.24,10.57189,0.005765618,0.01754491,            ,0.008118081999999999,1.07487,,
50.34,10.62858,0.005591939000000001,0.02231378,            ,-0.01048088,1.07482,,
50.44,10.675980000000001,0.004507703,0.02768821,            ,-0.0029797179999999997,1.07477,,
50.54,10.71756,0.004694137,0.03074741,            ,-0.001012062,1.0747200000000001,,
50.64,10.755889999999999,0.0048171640000000005,0.03636399,            ,0.005945785,1.07467,,
50.74,10.79038,0.004817732,0.04060045,            ,0.002611364,1.07461,,
50.84,10.82247,0.0049778059999999996,0.04366501,            ,-0.0032513090000000004,1.07456,,
50.94,10.85243,0.004767118,0.04807256,            ,0.009755006,1.07451,,
51.04,10.88141,0.005907941999999999,0.05150615,            ,0.01516861,1.07446,,
51.14,10.90857,0.006220664,0.05665766,            ,-0.01233747,1.0744,,
51.24,10.93454,0.004653937,0.06014168,            ,-0.02141102,1.07435,,
51.34,10.95909,0.004725358,0.06351928,            ,-0.004234376,1.0743,,
51.44,10.98255,0.004915274,0.06868302,            ,0.0103659,1.07425,,
51.54,11.00558,0.00523753,0.06998474,            ,0.01333271,1.0742,,
51.64,11.027569999999999,0.0051982470000000005,0.07326955,            ,0.01853428,1.0741399999999999,,
51.74,11.04905,0.005146793,0.07902493,            ,0.02136085,1.07409,,
51.84,11.06984,0.00620895,0.07852459,            ,0.01452686,1.0740399999999999,,
51.94,11.08988,0.0067731959999999996,0.08322187,            ,0.00196359,1.07399,,
52.04,11.109630000000001,0.006674948000000001,0.08578243,            ,-0.01179135,1.07394,,
52.14,11.128919999999999,0.006571334,0.0877443,            ,-0.02365917,1.07388,,
52.24,11.14775,0.00508006,0.09114523,            ,-0.02935479,1.0738299999999998,,
52.34,11.16623,0.004777583,0.09376584,            ,-0.02601803,1.07378,,
52.44,11.184619999999999,0.004023022,0.09595397,            ,-0.01025226,1.0737299999999999,,
52.54,11.20253,0.00457705,0.09888476,            ,0.008977991999999999,1.07368,,
52.64,11.22006,0.00495191,0.09861571,            ,0.0190207,1.07362,,
52.74,11.23742,0.004735564,0.10354000000000001,            ,0.01917518,1.0735700000000001,,
52.84,11.25446,0.006236676,0.10572000000000001,            ,0.009755375,1.07352,,
52.94,11.27115,0.0049117990000000005,0.10942,            ,-0.006188834,1.0734700000000001,,
53.04,11.28788,0.005813525999999999,0.11164,            ,-0.02232955,1.07341,,
53.14,11.30372,0.004699063,0.11412,            ,-0.02954691,1.07336,,
53.24,11.31961,0.0037450820000000003,0.11575,            ,-0.02580598,1.07331,,
53.34,11.33543,0.0040349140000000006,0.11725,            ,-0.01609728,1.07326,,
53.44,11.35107,0.00361119,0.1212,            ,-0.00538813,1.07321,,
53.54,11.36686,0.003293287,0.12220999999999999,            ,0.007418785,1.07315,,
53.64,11.38222,0.0042021720000000005,0.12646,            ,0.01864823,1.0731,,
53.74,11.39728,0.0038531909999999997,0.12392,            ,0.02403604,1.07305,,
53.84,11.41242,0.005181082,0.12694,            ,0.01873426,1.073,,
53.94,11.42742,0.005126559,0.13132,            ,0.005091509,1.07295,,
54.04,11.44229,0.005216195,0.1316,            ,-0.009251233000000001,1.07289,,
54.14,11.457,0.004263323,0.13484000000000002,            ,-0.01534549,1.07284,,
54.24,11.47141,0.00449207,0.13692000000000001,            ,-0.01507407,1.07279,,
54.34,11.48582,0.004357157,0.13802999999999999,            ,-0.009333226,1.07274,,
54.44,11.50014,0.00354226,0.13909000000000002,            ,0.00160457,1.07269,,
54.54,11.51463,0.004414479000000001,0.13989000000000001,            ,0.01636143,1.07263,,
54.64,11.5289,0.00403529,0.14215999999999998,            ,0.02495526,1.0725799999999999,,
54.74,11.5428,0.005524808000000001,0.14655,            ,0.02190078,1.07253,,
