##Temp./°C,Time/min,Mass(subtr.2)/%,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
49.256,10.00917,99.15865,0.004271041,1.07447
49.356,10.41121,99.11244,0.007390602,1.07447
49.456,10.5149,99.06899,0.009460111,1.07446
49.556,10.587480000000001,99.10132,0.01385054,1.07445
49.656,10.64302,99.10533000000001,0.01809072,1.07445
49.756,10.69032,99.12163000000001,0.02136693,1.07444
49.856,10.73087,99.13954,0.025974,1.07443
49.956,10.76745,99.12383,0.02929737,1.0744200000000002
50.056,10.80231,99.12709,0.03413408,1.0744200000000002
50.156,10.83395,99.11491,0.03774122,1.07441
50.256,10.86358,99.09464,0.0396541,1.0744
50.356,10.89147,99.10294,0.04381138,1.0744
50.456,10.918289999999999,99.10656,0.04698752,1.07439
50.556,10.94409,99.09988,0.05243897,1.07438
50.656,10.96877,99.08816999999999,0.05506864,1.07438
50.756,10.99217,99.09285,0.05699538,1.07437
50.856,11.015,99.10024,0.05870807,1.07436
50.956,11.037289999999999,99.10914,0.06374885,1.07435
51.056,11.05863,99.09704,0.06339136,1.07435
51.156,11.07943,99.07918000000001,0.06708119,1.07434
51.256,11.09983,99.0944,0.06967386,1.07433
51.356,11.11979,99.11338,0.07132192,1.07433
51.456,11.139289999999999,99.11509000000001,0.07280743,1.0743200000000002
51.556,11.15823,99.10245,0.07567661,1.07431
51.656,11.17688,99.10998000000001,0.07771166,1.0743
51.756,11.19528,99.1296,0.08206802,1.0743
51.856,11.2131,99.09176,0.08276536,1.07429
51.956,11.2307,99.1223,0.08494821,1.07428
52.056,11.247860000000001,99.0859,0.08558467,1.07427
52.156,11.26503,99.07696999999999,0.09011828,1.07427
52.256,11.28191,99.07927,0.09181202,1.07426
52.356,11.29846,99.05341999999999,0.09359104,1.07425
52.456,11.314639999999999,99.06428000000001,0.09521164,1.0742399999999999
52.556,11.33065,99.05058000000001,0.09604015,1.0742399999999999
52.656,11.34649,99.06905,0.09782722,1.07423
52.756,11.36218,99.07114,0.10164,1.0742200000000002
52.856,11.37767,99.08393000000001,0.1043,1.07421
52.956,11.39285,99.08371,0.10397,1.07421
53.056,11.40803,99.08228000000001,0.10664000000000001,1.0742
53.156,11.423110000000001,99.094,0.10775,1.07419
53.256,11.43806,99.06428000000001,0.10927,1.07418
53.356,11.45283,99.08157,0.11010999999999999,1.07417
53.456,11.46744,99.05341,0.11098,1.07417
53.556,11.481910000000001,99.05502,0.11474000000000001,1.07416
53.656,11.496319999999999,99.08028,0.11517000000000001,1.07415
53.756,11.510639999999999,99.05249,0.11642999999999999,1.0741399999999999
53.856,11.5249,99.09167,0.1181,1.0741399999999999
53.956,11.538889999999999,99.06272,0.12226,1.07413
54.056,11.55286,99.08754,0.11969,1.07412
54.156,11.56665,99.06877,0.12251,1.0741100000000001
54.256,11.58037,99.07052,0.12395,1.0741
54.356,11.59404,99.084,0.12557000000000001,1.0741
54.456,11.60769,99.05443000000001,0.12585,1.07409
54.556,11.62111,99.05634,0.12952,1.07408
54.656,11.6344,99.07119,0.12822,1.07407
54.756,11.64752,99.04865,0.1303,1.07406
54.856,11.660680000000001,99.06918,0.13366,1.07406
54.956,11.6737,99.0681,0.13422,1.07405
55.056,11.686760000000001,99.06384,0.13479000000000002,1.0740399999999999
55.156,11.6998,99.09329,0.13602999999999998,1.0740299999999998
55.256,11.7127,99.07324,0.13585999999999998,1.07402
55.356,11.725539999999999,99.06354,0.1367,1.0740100000000001
55.456,11.73831,99.08816,0.13627999999999998,1.0740100000000001
55.556,11.75114,99.0591,0.13984000000000002,1.074
55.656,11.763760000000001,99.08876,0.14063,1.07399
55.756,11.77641,99.08567,0.1418,1.07398
55.856,11.789069999999999,99.05973,0.14135999999999999,1.07397
55.956,11.80165,99.07415999999999,0.14432999999999999,1.07396
56.056,11.8141,99.07124,0.1466,1.07396
56.156,11.8265,99.05181999999999,0.14652,1.07395
56.256,11.83895,99.05475,0.15008,1.07394
56.356,11.851280000000001,99.02252,0.14805,1.0739299999999998
56.456,11.863719999999999,99.01512,0.14933,1.07392
56.556,11.87606,99.01694,0.15057,1.0739100000000001
56.656,11.88839,99.00764000000001,0.14858,1.0739100000000001
56.756,11.90056,99.01664,0.14973,1.0739
56.856,11.91271,99.01413000000001,0.15149,1.07389
56.956,11.9248,99.02584,0.15370999999999999,1.07388
57.056,11.93693,99.02713,0.15294000000000002,1.07387
57.156,11.94897,99.01583000000001,0.15437,1.07386
57.256,11.96089,99.01509,0.15305,1.07385
57.356,11.97284,99.02360999999999,0.15572,1.07385
57.456,11.984760000000001,99.04778,0.15639,1.07384
57.556,11.9966,99.045,0.15587,1.0738299999999998
57.656,12.00848,99.01685,0.15814,1.07382
57.756,12.02027,99.0272,0.15913,1.07381
57.856,12.0321,99.04743,0.15897999999999998,1.0738
57.956,12.044030000000001,99.02181,0.15915,1.07379
58.056,12.05588,99.01563,0.15999000000000002,1.07378
58.156,12.06758,99.01431,0.16137,1.0737700000000001
58.256,12.079310000000001,99.03232,0.16135,1.0737700000000001
58.356,12.09089,99.01436,0.16255999999999998,1.07376
58.456,12.10253,99.01456999999999,0.16266,1.07375
58.556,12.114139999999999,99.02846,0.16455,1.07374
58.656,12.12582,99.05219,0.16257,1.0737299999999999
58.756,12.13739,99.05684000000001,0.16393,1.07372
58.856,12.14891,99.02977,0.16333,1.07371
58.956,12.16052,99.04825,0.16505,1.0737
59.056,12.172189999999999,99.05408,0.16762,1.07369
59.156,12.183760000000001,99.03141,0.16635999999999998,1.07368
59.256,12.195310000000001,99.01326,0.16623,1.07368
59.356,12.20683,99.01688,0.16679000000000002,1.0736700000000001
59.456,12.21829,99.00811,0.1686,1.07366
59.556,12.22976,99.00791,0.16805,1.07365
59.656,12.24124,99.01675,0.16757,1.07364
59.756,12.25256,99.01384,0.16927,1.0736299999999999
59.856,12.263869999999999,99.02681,0.16940999999999998,1.07362
59.956,12.27529,99.04720999999999,0.17069,1.07361
60.056,12.28663,99.05124,0.17232,1.0736
60.156,12.29803,99.02655,0.17229,1.07359
60.256,12.30938,99.01569,0.17207999999999998,1.07358
60.356,12.3207,99.01844,0.17440999999999998,1.0735700000000001
60.456,12.332,99.04552,0.1744,1.07356
60.556,12.34326,99.0525,0.17298,1.07355
60.656,12.35459,99.04831,0.17290999999999998,1.07354
60.756,12.36582,99.07002,0.17348,1.07354
60.856,12.37696,99.06483,0.17314000000000002,1.0735299999999999
60.956,12.388160000000001,99.0518,0.17338,1.07352
61.056,12.399339999999999,99.05164,0.17474,1.07351
61.156,12.41045,99.05154,0.17435,1.0735
61.256,12.421380000000001,99.05218,0.17627,1.07349
61.356,12.432360000000001,99.04814,0.17587,1.07348
61.456,12.44353,99.02521999999999,0.17647000000000002,1.0734700000000001
61.556,12.4546,99.02481,0.17852,1.07346
61.656,12.46578,99.04769,0.17632,1.07345
61.756,12.476939999999999,99.05198,0.17653,1.07344
61.856,12.48804,99.05115,0.17712999999999998,1.0734299999999999
61.956,12.49915,99.05139,0.17742,1.07342
62.056,12.51031,99.0436,0.1792,1.07341
62.156,12.521469999999999,99.0526,0.17919000000000002,1.0734
62.256,12.532630000000001,99.05134,0.17785,1.07339
62.356,12.54369,99.05165,0.17840999999999999,1.07338
62.456,12.55482,99.05183000000001,0.17845999999999998,1.0733700000000002
62.556,12.56599,99.04818,0.17995,1.07336
62.656,12.577069999999999,99.02305,0.17961,1.07335
62.756,12.58812,99.01686,0.18027,1.07334
62.856,12.59918,99.04339,0.17993,1.07333
62.956,12.61023,99.05161,0.18158,1.07332
63.056,12.62138,99.05264,0.17937,1.07331
63.156,12.63269,99.04423,0.18369000000000002,1.0733
63.256,12.64383,99.0202,0.18411,1.0732899999999999
63.356,12.6548,99.02056,0.18265,1.07328
63.456,12.66584,99.04446999999999,0.18298,1.0732700000000002
63.556,12.676810000000001,99.05253,0.18228,1.07326
63.656,12.68774,99.05118,0.18311,1.07325
63.756,12.69872,99.05143000000001,0.18456,1.07324
63.856,12.709719999999999,99.05161,0.18417999999999998,1.07323
63.956,12.72062,99.04884,0.18448,1.07322
64.056,12.73148,99.02286,0.1859,1.07321
64.156,12.742289999999999,99.01841,0.18475999999999998,1.0732
64.256,12.75328,99.01845,0.18478,1.0731899999999999
64.356,12.76419,99.01916,0.1845,1.07318
64.456,12.77501,99.01607,0.18417,1.0731700000000002
64.556,12.7859,99.03528,0.18367,1.0731600000000001
64.656,12.79686,99.04687,0.18235,1.07315
64.756,12.80777,99.02104,0.18398,1.07314
64.856,12.81865,99.01834000000001,0.18474000000000002,1.07313
64.956,12.82949,99.01855,0.18644000000000002,1.07312
65.056,12.84042,99.02973,0.18722,1.07311
65.156,12.851280000000001,99.0531,0.18565,1.0730899999999999
65.256,12.86213,99.0522,0.18491,1.07308
65.356,12.87295,99.04334,0.18453,1.07307
65.456,12.88376,99.02031,0.185,1.0730600000000001
65.556,12.894589999999999,99.01843000000001,0.18663,1.07305
65.656,12.90535,99.01857,0.18634,1.07304
65.756,12.916080000000001,99.01854,0.18675999999999998,1.07303
65.856,12.92687,99.01855,0.18805,1.07302
65.956,12.937660000000001,99.01855,0.19009,1.07301
66.056,12.94855,99.01854,0.18912,1.073
66.156,12.95933,99.02723,0.18907000000000002,1.0729899999999999
66.256,12.96998,99.05129000000001,0.18845,1.0729799999999998
66.356,12.98075,99.02346999999999,0.19043,1.07297
66.456,12.99151,99.01871,0.18897,1.0729600000000001
66.556,13.002310000000001,99.01773,0.18855999999999998,1.07295
66.656,13.013060000000001,99.02333,0.19,1.07293
66.756,13.023760000000001,99.044,0.18922,1.07292
66.856,13.03456,99.05402,0.18902,1.07291
66.956,13.04523,99.04283000000001,0.19097,1.0729
67.056,13.0559,99.02238,0.18963,1.07289
67.156,13.06668,99.01788,0.18938,1.0728799999999998
67.256,13.07753,99.0187,0.19089,1.07287
67.356,13.088289999999999,99.01843000000001,0.19175,1.0728600000000001
67.456,13.09914,99.01856,0.19177,1.07285
67.556,13.10989,99.02001,0.19188,1.07284
67.656,13.120779999999998,99.04318,0.19132000000000002,1.07282
67.756,13.13159,99.02291,0.19309,1.07281
67.856,13.14238,99.01831999999999,0.19224000000000002,1.0728
67.956,13.15306,99.01861,0.19275,1.07279
68.056,13.16371,99.01853,0.1912,1.0727799999999998
68.156,13.174479999999999,99.01855,0.19209,1.07277
68.256,13.185270000000001,99.01855,0.19227,1.07276
68.356,13.195960000000001,99.01853,0.1929,1.07275
68.456,13.206679999999999,99.01862,0.19259,1.07273
