##Temp./°C,Time/min,Mass(subtr.2)/%,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
49.3,10.00917,100.22274,0.0015624839999999998,1.07447
49.4,10.42098,100.22285,0.004132874,1.07446
49.5,10.5216,100.21343,0.006822467,1.07446
49.6,10.589310000000001,100.21466,0.01163839,1.07445
49.7,10.64408,100.21891,0.01573155,1.07444
49.8,10.69137,100.24061,0.01872432,1.07444
49.9,10.73291,100.23833,0.02240608,1.07443
50.0,10.77052,100.23725999999999,0.02528251,1.0744200000000002
50.1,10.804860000000001,100.20251999999999,0.02903129,1.07441
50.2,10.836730000000001,100.20136,0.0329712,1.07441
50.3,10.86646,100.20963,0.03515823,1.0744
50.4,10.89412,100.19895,0.03853406,1.07439
50.5,10.92078,100.206,0.03864628,1.07439
50.6,10.94635,100.20866,0.04262078,1.07438
50.7,10.97058,100.23289,0.0484811,1.07437
50.8,10.994010000000001,100.23573,0.0492971,1.07437
50.9,11.01655,100.24908,0.04973809,1.07436
51.0,11.03862,100.25398,0.05204996,1.07435
51.1,11.05998,100.24497,0.05446605,1.07434
51.2,11.08105,100.25474,0.05784487,1.07434
51.3,11.10149,100.25471999999999,0.05941214,1.07433
51.4,11.121210000000001,100.24929,0.06122995,1.0743200000000002
51.5,11.140360000000001,100.2431,0.06484458,1.07431
51.6,11.15926,100.24425,0.06632894,1.07431
51.7,11.177810000000001,100.25152,0.06812125,1.0743
51.8,11.19629,100.26727,0.06851645,1.07429
51.9,11.2141,100.26616999999999,0.0720742,1.07429
52.0,11.231869999999999,100.25554,0.07293037,1.07428
52.1,11.24928,100.28483,0.07746838,1.07427
52.2,11.26661,100.2697,0.0794015,1.07426
52.3,11.283439999999999,100.29257,0.07854735,1.07426
52.4,11.29995,100.28994,0.08031073,1.07425
52.5,11.316239999999999,100.29386,0.08448258,1.0742399999999999
52.6,11.332510000000001,100.28591999999999,0.08450005,1.07423
52.7,11.34862,100.29287,0.08515131,1.0742200000000002
52.8,11.364360000000001,100.28998,0.08625958,1.0742200000000002
52.9,11.38025,100.29693,0.08897831,1.07421
53.0,11.395710000000001,100.30849,0.0901791,1.0742
53.1,11.410810000000001,100.32468,0.09332065,1.07419
53.2,11.42585,100.32334,0.09478399,1.07419
53.3,11.44088,100.32341,0.09394414,1.07418
53.4,11.4557,100.30901999999999,0.0969953,1.07417
53.5,11.47027,100.29616999999999,0.0984768,1.07416
53.6,11.48473,100.2606,0.09857045,1.07416
53.7,11.499139999999999,100.27118,0.10038,1.07415
53.8,11.51347,100.24533000000001,0.10247,1.0741399999999999
53.9,11.52771,100.27373,0.10198,1.07413
54.0,11.541839999999999,100.24539,0.10295,1.07412
54.1,11.5557,100.26834000000001,0.10524000000000001,1.07412
54.2,11.56968,100.28904,0.10649000000000002,1.0741100000000001
54.3,11.5834,100.27580999999999,0.10680999999999999,1.0741
54.4,11.59707,100.29392,0.10793,1.07409
54.5,11.61069,100.25955,0.10959,1.07408
54.6,11.62433,100.28197,0.11079000000000001,1.07408
54.7,11.637739999999999,100.26104000000001,0.11374000000000001,1.07407
54.8,11.651069999999999,100.25154,0.11307,1.07406
54.9,11.66436,100.26945,0.11277000000000001,1.07405
55.0,11.67762,100.2467,0.11262,1.0740399999999999
55.1,11.690710000000001,100.25655,0.11567999999999999,1.0740399999999999
55.2,11.70391,100.25891999999999,0.11646,1.0740299999999998
55.3,11.71692,100.23986,0.11759000000000001,1.07402
55.4,11.72981,100.2411,0.11787,1.0740100000000001
55.5,11.74272,100.23885,0.11997000000000001,1.074
55.6,11.75553,100.23598,0.11971,1.07399
55.7,11.76854,100.21446999999999,0.12175,1.07399
55.8,11.781089999999999,100.24108000000001,0.12107000000000001,1.07398
55.9,11.79378,100.23921999999999,0.12315999999999999,1.07397
56.0,11.80631,100.23155,0.12232,1.07396
56.1,11.81886,100.24398000000001,0.12464000000000001,1.07395
56.2,11.83141,100.2455,0.1244,1.07394
56.3,11.84383,100.25205,0.12549000000000002,1.07394
56.4,11.85621,100.2493,0.12765,1.0739299999999998
56.5,11.86856,100.24965,0.12819,1.07392
56.6,11.88079,100.24961,0.12775999999999998,1.0739100000000001
56.7,11.893089999999999,100.22983,0.1296,1.0739
56.8,11.905380000000001,100.23017,0.12972,1.07389
56.9,11.91755,100.24959,0.13063,1.07388
57.0,11.92977,100.24959,0.12984,1.07388
57.1,11.941930000000001,100.25053,0.13284,1.07387
57.2,11.954089999999999,100.24215,0.13365,1.07386
57.3,11.96615,100.23073000000001,0.1342,1.07385
57.4,11.978060000000001,100.24842,0.13363,1.07384
57.5,11.9902,100.2494,0.13309,1.0738299999999998
57.6,12.002180000000001,100.24991999999999,0.13426,1.07382
57.7,12.01415,100.24857,0.13601,1.07382
57.8,12.026010000000001,100.2563,0.13617,1.07381
57.9,12.037889999999999,100.2505,0.13652,1.0738
58.0,12.04991,100.24941,0.13560999999999998,1.07379
58.1,12.06171,100.25493,0.13697,1.07378
58.2,12.07351,100.27577,0.13819,1.0737700000000001
58.3,12.08527,100.25539,0.13776,1.07376
58.4,12.09706,100.25251,0.1373,1.07375
58.5,12.108789999999999,100.2842,0.1365,1.07374
58.6,12.12043,100.25712,0.13952,1.0737299999999999
58.7,12.1321,100.2583,0.13890999999999998,1.0737299999999999
58.8,12.14373,100.28895,0.13882,1.07372
58.9,12.155339999999999,100.27566,0.1418,1.07371
59.0,12.166889999999999,100.26186,0.14189000000000002,1.0737
59.1,12.17845,100.2911,0.14151,1.07369
59.2,12.19002,100.29186999999999,0.14076,1.07368
59.3,12.20148,100.29543000000001,0.14142000000000002,1.0736700000000001
59.4,12.21299,100.31251999999999,0.14154,1.07366
59.5,12.22449,100.30258,0.14213,1.07365
59.6,12.23603,100.29414,0.14252,1.07364
59.7,12.247530000000001,100.29595,0.14173,1.0736299999999999
59.8,12.25884,100.29491,0.14523,1.0736299999999999
59.9,12.270380000000001,100.32151999999999,0.14289000000000002,1.07362
60.0,12.281789999999999,100.32764,0.14424,1.07361
60.1,12.2932,100.32627,0.14483,1.0736
60.2,12.3046,100.30521,0.14515,1.07359
60.3,12.3159,100.2937,0.14469,1.07358
60.4,12.32729,100.29495,0.14488,1.0735700000000001
60.5,12.338610000000001,100.30246,0.14664000000000002,1.07356
60.6,12.349910000000001,100.31064,0.1448,1.07355
60.7,12.361130000000001,100.29361,0.14556,1.07354
60.8,12.37239,100.29555,0.14803,1.0735299999999999
60.9,12.38371,100.29529000000001,0.14765999999999999,1.07352
61.0,12.395010000000001,100.29381,0.14823,1.07351
61.1,12.40634,100.30573000000001,0.14844000000000002,1.0735
61.2,12.417580000000001,100.32064,0.14779,1.07349
61.3,12.42882,100.29594,0.14924,1.07348
61.4,12.44008,100.29568,0.14839000000000002,1.0734700000000001
61.5,12.451260000000001,100.29519,0.14712999999999998,1.07346
61.6,12.46243,100.2954,0.14828,1.07345
61.7,12.47363,100.29536,0.14786,1.07344
61.8,12.48475,100.29522,0.14884,1.07344
61.9,12.49594,100.29508,0.14954,1.0734299999999999
62.0,12.50704,100.29514,0.1487,1.07342
62.1,12.5182,100.29505,0.14804,1.07341
62.2,12.5293,100.29507,0.15137,1.0734
62.3,12.5404,100.28539,0.14874,1.07339
62.4,12.55156,100.28171999999999,0.15023,1.07338
62.5,12.56277,100.297,0.15131,1.0733700000000002
62.6,12.573960000000001,100.29462,0.1501,1.07336
62.7,12.5851,100.29522,0.1508,1.07335
62.8,12.596219999999999,100.29509,0.15203,1.07334
62.9,12.60731,100.29511,0.15327000000000002,1.07333
63.0,12.6184,100.30148,0.15302000000000002,1.07332
63.1,12.62955,100.3271,0.15538,1.07331
63.2,12.64061,100.29987,0.15449000000000002,1.0733
63.3,12.65163,100.29214,0.15632000000000001,1.0732899999999999
63.4,12.66278,100.29223,0.15299000000000001,1.07328
