##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
47.634,10.01,0.01443605,101.05261,1.08955
47.633,10.11,0.01609536,101.04479,1.08955
47.662,10.21,0.01592958,101.04502,1.08954
47.642,10.31,0.01509982,100.98246,1.08955
47.645,10.41,0.01526576,101.01374,1.08955
47.672,10.51,0.01758897,101.04502,1.08954
47.689,10.61,0.0172572,101.10972,1.0895299999999999
47.714,10.71,0.02024419,101.1436,1.08952
47.756,10.81,0.02455887,101.13578000000001,1.08951
47.799,10.91,0.02903962,101.07346,1.08949
47.863,11.01,0.03252507,101.13578000000001,1.0894700000000002
47.958,11.11,0.03567914,101.12014,1.08944
48.069,11.21,0.041157,101.07346,1.0894
48.214,11.31,0.04829543,101.0891,1.08934
48.332,11.41,0.05510211,101.09692,1.0893
48.47,11.51,0.06240768,101.1045,1.08925
48.667,11.61,0.0725371,101.1436,1.08918
48.882,11.71,0.07951435,101.1436,1.0891
49.149,11.81,0.08765622,101.15142,1.089
49.391,11.91,0.09812316,101.21114,1.08891
49.659,12.01,0.10627,101.17985999999999,1.0888200000000001
49.973,12.11,0.11408,101.18507,1.0887
50.315,12.21,0.12322999999999999,101.17725,1.0885799999999999
50.694,12.31,0.13338,101.18009,1.08844
51.054,12.41,0.1412,101.18009,1.08831
51.46,12.51,0.1492,101.17985999999999,1.08816
51.872,12.61,0.15686,101.18245999999999,1.088
52.314,12.71,0.16569,101.18507,1.08784
52.784,12.81,0.1737,101.15379,1.0876700000000001
53.252,12.91,0.17987999999999998,101.18768,1.0875
53.759,13.01,0.18789,101.15403,1.08731
54.268,13.11,0.19657,101.15403,1.08712
54.791,13.21,0.20259000000000002,101.15379,1.08692
55.335,13.31,0.20945,101.17749,1.0867200000000001
55.891,13.41,0.21765,101.15403,1.08651
56.472,13.51,0.22351,101.18009,1.0863
57.054,13.61,0.22621999999999998,101.11754,1.08608
57.657,13.71,0.23409000000000002,101.12536,1.08585
58.249,13.81,0.24097,101.22156,1.0856299999999999
58.862,13.91,0.24635,101.25261,1.0854
59.496,14.01,0.25424,101.25261,1.0851600000000001
60.149,14.11,0.25945999999999997,101.18245999999999,1.08491
60.798,14.21,0.26485,101.1827,1.08467
61.46,14.31,0.26908000000000004,101.18245999999999,1.0844200000000002
62.148,14.41,0.27515,101.21374,1.08415
62.852,14.51,0.28121999999999997,101.20331999999999,1.08389
63.514,14.61,0.28696,101.19028,1.0836299999999999
64.225,14.71,0.29186999999999996,101.1981,1.08336
64.926,14.81,0.29779,101.26564,1.0830899999999999
65.647,14.91,0.30186999999999997,101.33839,1.08281
66.396,15.01,0.30996999999999997,101.30735,1.0825200000000001
67.14,15.11,0.31256,101.31517,1.0822399999999999
67.885,15.21,0.31899,101.28152,1.08195
68.655,15.31,0.32409,101.21659,1.08165
69.431,15.41,0.3287,101.23980999999999,1.08134
70.206,15.51,0.33464,101.26303,1.08104
71.017,15.61,0.34093,101.30213,1.0807200000000001
71.795,15.71,0.34772,101.33318,1.0804200000000002
72.625,15.81,0.35235,101.30213,1.08009
73.418,15.91,0.35796999999999995,101.30213,1.07978
74.239,16.01,0.36294,101.27109,1.07945
75.077,16.11,0.36908,101.27866999999999,1.07912
75.91,16.21,0.37288000000000004,101.33318,1.07879
76.772,16.31,0.37954,101.31777,1.07845
77.607,16.41,0.38653000000000004,101.30213,1.0781100000000001
78.467,16.51,0.39000999999999997,101.30213,1.0777700000000001
79.344,16.61,0.39551,101.27085,1.07741
80.199,16.71,0.40084000000000003,101.27109,1.07707
81.086,16.81,0.40651,101.27085,1.07671
81.973,16.91,0.41202,101.30213,1.07635
82.869,17.01,0.41821,101.30213,1.07599
83.756,17.11,0.42339,101.27085,1.0756299999999999
84.675,17.21,0.42943000000000003,101.26303,1.07525
85.589,17.31,0.43378,101.30213,1.0748799999999998
86.509,17.41,0.43948999999999994,101.30213,1.0745
87.441,17.51,0.4452,101.33318,1.07412
88.351,17.61,0.44821000000000005,101.30213,1.07374
