Time after Ignition,EPDM_Membrane_R1,EPDM_Membrane_R2,EPDM_Membrane_R3,EPDM_Membrane_R4,Mean,Std. Dev.
123.5,474.2,509.1,503.2,588.0,518.6,48.7
123.75,470.9,507.6,501.7,597.4,519.4,54.4
124.0,478.0,507.5,508.3,614.6,527.1,60.0
124.25,470.9,499.4,535.8,600.7,526.7,56.0
124.5,482.1,510.6,526.5,620.4,534.9,59.9
124.75,480.6,516.9,532.7,623.4,538.4,60.7
125.0,489.8,514.4,535.9,641.8,545.5,66.9
125.25,477.6,508.1,538.3,652.9,544.2,76.5
125.5,496.0,496.0,547.2,648.5,546.9,71.9
125.75,487.5,511.1,552.8,652.5,551.0,72.8
126.0,481.7,519.4,544.3,642.3,546.9,68.6
126.25,486.7,513.8,562.2,658.4,555.3,75.5
126.5,496.5,525.1,541.3,668.3,557.8,76.0
126.75,504.9,521.8,553.7,661.3,560.4,70.2
127.0,494.1,523.7,593.0,668.6,569.8,77.8
127.25,500.1,526.7,577.4,684.1,572.1,81.3
127.5,507.1,542.9,571.1,694.5,578.9,81.4
127.75,499.7,531.1,569.3,691.1,572.8,83.9
128.0,505.8,542.1,578.7,693.4,580.0,81.3
128.25,506.1,534.6,586.6,700.2,581.9,85.6
128.5,522.4,541.6,612.0,712.0,597.0,85.8
128.75,502.5,546.7,590.6,736.1,594.0,101.4
129.0,507.2,547.2,591.5,716.3,590.5,90.6
129.25,511.9,551.2,598.6,765.6,606.8,111.6
129.5,521.3,550.1,602.4,735.0,602.2,94.7
129.75,521.8,560.4,619.7,751.7,613.4,100.6
130.0,523.1,549.4,623.8,739.5,608.9,96.9
130.25,544.2,557.7,625.3,764.6,623.0,100.9
130.5,538.8,556.8,626.6,769.1,622.8,104.6
130.75,534.5,557.9,628.8,797.3,629.6,118.8
131.0,547.3,573.0,602.8,757.2,620.1,94.2
131.25,546.1,555.3,645.5,781.4,632.1,109.2
131.5,546.6,565.1,634.2,804.8,637.7,117.6
131.75,559.4,579.9,633.7,780.0,638.3,99.6
132.0,551.8,570.7,638.1,820.8,645.4,122.7
132.25,546.4,572.0,632.6,778.9,632.5,104.1
132.5,561.7,573.6,644.1,790.4,642.4,105.1
132.75,557.0,571.3,642.9,799.9,642.8,111.3
133.0,563.3,571.1,650.4,816.6,650.3,117.6
133.25,569.4,578.8,634.5,814.3,649.3,113.7
133.5,569.5,582.4,635.9,807.5,648.8,109.6
133.75,570.9,577.7,657.1,804.2,652.5,108.5
134.0,579.7,586.3,642.0,823.4,657.9,113.9
134.25,576.7,589.8,631.5,804.5,650.6,105.2
134.5,584.7,577.1,657.9,813.3,658.2,109.6
134.75,577.7,588.9,651.1,807.4,656.3,105.8
135.0,587.7,589.0,625.7,799.1,650.4,100.7
135.25,571.5,593.1,622.3,807.1,648.5,107.8
135.5,579.1,588.5,654.6,797.8,655.0,101.0
135.75,568.5,605.2,662.3,831.8,666.9,116.5
136.0,556.4,592.0,626.6,812.5,646.9,114.1
136.25,578.6,590.0,643.8,800.3,653.2,102.1
136.5,590.7,593.3,643.2,812.1,659.8,104.3
136.75,579.5,590.5,653.4,799.0,655.6,101.0
137.0,589.7,605.7,631.2,812.5,659.8,103.3
137.25,587.7,598.8,630.5,823.2,660.0,110.3
137.5,597.5,593.5,614.0,795.1,650.0,97.1
137.75,587.6,601.2,646.0,813.0,662.0,103.8
138.0,580.0,593.8,648.1,786.6,652.1,94.3
138.25,587.8,582.8,653.5,777.9,650.5,90.8
138.5,588.0,600.4,627.4,777.6,648.3,87.7
138.75,590.0,608.1,637.6,788.9,656.2,90.6
139.0,586.9,593.8,639.4,796.4,654.1,97.7
139.25,577.9,600.8,632.2,780.1,647.7,91.0
139.5,585.3,596.6,644.6,772.6,649.8,85.8
139.75,566.2,594.7,639.7,774.0,643.7,92.0
140.0,584.6,603.4,629.6,770.5,647.0,84.3
140.25,580.8,595.6,642.2,767.6,646.6,84.8
140.5,581.4,597.8,641.5,769.0,647.4,84.9
140.75,575.1,593.2,633.5,766.2,642.0,86.3
141.0,561.5,592.5,645.2,763.8,640.7,89.0
141.25,564.3,596.5,616.7,744.9,630.6,79.2
141.5,579.0,583.9,639.3,735.5,634.4,72.7
141.75,576.6,583.8,646.3,738.7,636.3,75.1
142.0,561.2,582.8,648.1,741.7,633.5,81.1
142.25,569.1,593.1,622.7,727.5,628.1,69.8
142.5,577.7,586.2,636.5,728.5,632.2,69.2
142.75,564.8,583.0,624.8,706.2,619.7,62.9
143.0,557.8,587.8,630.7,729.5,626.4,74.9
143.25,550.2,579.3,627.1,706.8,615.8,68.4
143.5,569.6,580.1,618.5,675.5,610.9,47.9
143.75,552.5,580.3,616.6,699.1,612.1,63.6
144.0,545.6,582.3,617.2,688.5,608.4,60.9
144.25,553.5,575.7,608.3,690.4,607.0,60.0
144.5,548.4,568.9,620.6,673.6,602.9,56.1
144.75,545.9,573.5,615.9,678.0,603.3,57.5
145.0,532.6,575.8,605.0,667.0,595.1,56.4
145.25,536.7,574.1,605.4,663.2,594.8,53.5
145.5,543.0,578.3,610.1,671.9,600.8,54.7
145.75,530.7,573.0,610.0,663.6,594.3,56.4
146.0,538.0,564.2,612.2,663.4,594.5,55.3
146.25,542.8,553.3,601.1,649.3,586.6,48.9
146.5,536.5,569.1,574.9,642.5,580.7,44.5
146.75,535.0,572.6,609.5,644.2,590.3,47.1
147.0,530.7,538.0,587.0,643.3,574.7,52.1
147.25,525.2,554.8,580.8,625.5,571.6,42.5
147.5,526.8,555.1,595.6,623.8,575.3,42.9
147.75,527.2,551.2,589.3,601.7,567.4,34.3
148.0,526.6,554.1,590.6,615.5,571.7,39.2
148.25,521.0,560.7,589.8,607.7,569.8,37.9
148.5,510.9,564.0,578.6,612.1,566.4,42.1
148.75,528.3,567.4,576.5,592.0,566.0,27.2
149.0,528.1,557.2,571.7,594.4,562.9,27.8
149.25,523.2,565.3,563.0,587.7,559.8,26.8
149.5,528.7,546.1,549.7,590.9,553.8,26.4
149.75,534.8,555.7,557.9,583.2,557.9,19.8
150.0,521.3,547.9,557.5,573.3,550.0,21.8
150.25,519.5,554.2,560.0,565.1,549.7,20.6
150.5,522.0,546.1,548.1,571.8,547.0,20.3
150.75,521.7,550.9,547.2,561.5,545.3,16.9
151.0,519.5,554.1,558.2,565.9,549.4,20.6
151.25,512.8,563.7,542.3,563.9,545.7,24.1
151.5,521.7,540.5,534.1,553.6,537.5,13.3
151.75,514.3,553.7,545.9,556.0,542.5,19.3
152.0,520.7,542.3,548.6,541.9,538.4,12.2
152.25,509.5,541.2,548.9,537.6,534.3,17.2
152.5,518.4,544.9,550.2,530.0,535.9,14.4
152.75,504.0,547.7,539.1,537.3,532.0,19.2
153.0,507.0,542.6,538.9,525.4,528.5,16.1
153.25,517.3,538.4,530.0,527.5,528.3,8.7
153.5,511.8,532.6,524.4,535.8,526.1,10.7
153.75,509.7,538.3,530.2,525.6,525.9,12.0
154.0,510.0,542.0,530.0,524.7,526.7,13.3
154.25,502.4,533.4,533.1,515.9,521.2,15.0
154.5,509.7,534.0,521.1,519.7,521.1,10.0
154.75,509.6,544.5,535.1,518.2,526.8,15.8
155.0,515.1,532.2,529.3,504.6,520.3,12.9
155.25,518.9,535.3,508.7,518.2,520.3,11.0
155.5,503.5,521.0,524.6,516.1,516.3,9.2
155.75,497.2,534.0,525.2,512.6,517.3,16.0
156.0,508.5,525.0,530.9,502.9,516.8,13.2
156.25,497.2,525.9,527.0,501.8,513.0,15.7
156.5,495.6,523.0,529.9,507.5,514.0,15.4
156.75,503.3,521.0,529.0,507.4,515.2,11.9
157.0,508.4,518.7,516.2,495.4,509.7,10.5
157.25,495.6,529.9,513.0,499.5,509.5,15.5
157.5,507.9,523.6,532.3,502.7,516.6,13.7
157.75,494.6,520.5,525.7,506.3,511.8,14.1
158.0,498.0,524.8,516.1,495.9,508.7,14.1
158.25,496.5,517.2,524.6,501.4,509.9,13.2
158.5,507.4,517.1,529.8,501.7,514.0,12.3
158.75,510.5,510.5,527.0,488.8,509.2,15.7
159.0,497.3,513.8,511.3,487.4,502.4,12.4
159.25,496.6,525.6,519.3,493.6,508.8,16.1
159.5,503.0,511.5,519.3,490.6,506.1,12.3
159.75,496.1,517.4,506.2,496.9,504.1,10.0
160.0,503.1,515.3,507.8,484.9,502.8,12.9
160.25,492.8,517.3,514.7,495.4,505.1,12.7
160.5,501.0,520.8,508.5,485.7,504.0,14.7
160.75,502.5,513.6,510.3,493.6,505.0,8.9
161.0,498.0,507.4,521.3,492.6,504.8,12.5
161.25,496.1,510.9,515.4,481.4,501.0,15.4
161.5,494.9,508.8,504.1,498.7,501.6,6.1
161.75,492.7,513.0,525.8,491.4,505.7,16.6
162.0,504.7,502.6,520.9,485.2,503.3,14.6
162.25,499.8,498.3,516.3,488.6,500.8,11.5
162.5,504.6,504.8,510.5,484.6,501.1,11.4
162.75,498.1,507.9,514.1,486.4,501.6,12.1
163.0,490.5,503.1,513.8,500.4,502.0,9.6
163.25,498.3,513.4,514.9,485.4,503.0,13.9
163.5,501.3,503.8,521.3,494.1,505.1,11.6
163.75,490.5,496.6,498.5,490.8,494.1,4.1
164.0,493.5,506.0,519.3,493.5,503.1,12.3
164.25,491.4,508.3,504.0,487.1,497.7,10.1
164.5,500.3,502.6,533.7,490.5,506.8,18.7
164.75,502.3,509.4,518.8,490.6,505.3,11.9
165.0,507.9,512.9,514.1,494.5,507.4,9.0
165.25,500.4,504.1,516.9,484.5,501.5,13.3
165.5,504.8,499.2,500.6,496.9,500.4,3.3
165.75,510.4,506.8,523.3,495.8,509.1,11.3
166.0,497.8,499.0,506.2,486.5,497.4,8.1
166.25,508.7,496.4,511.9,490.9,502.0,9.9
166.5,485.5,491.6,505.5,493.8,494.1,8.3
166.75,505.0,506.6,510.5,493.2,503.8,7.4
167.0,498.8,506.0,519.1,496.2,505.0,10.3
167.25,503.1,492.3,502.6,492.9,497.7,5.9
167.5,488.4,500.8,513.9,500.2,500.8,10.4
167.75,489.2,494.5,522.4,495.4,500.4,15.0
168.0,498.6,496.7,516.7,495.3,501.8,10.0
168.25,500.5,496.6,520.1,499.2,504.1,10.8
168.5,495.5,486.9,509.2,486.9,494.6,10.5
168.75,496.0,498.5,503.7,487.9,496.5,6.6
169.0,499.5,485.7,511.4,490.6,496.8,11.3
169.25,503.0,499.8,494.7,484.6,495.5,8.1
169.5,503.0,500.9,497.2,486.5,496.9,7.4
169.75,500.8,491.3,500.4,491.4,496.0,5.3
170.0,510.4,488.5,502.2,479.0,495.0,14.0
170.25,513.5,490.5,512.0,491.7,501.9,12.5
170.5,491.2,491.5,508.6,473.7,491.3,14.2
170.75,492.3,492.7,503.3,481.5,492.5,8.9
171.0,497.4,480.0,499.6,484.1,490.3,9.7
171.25,493.8,485.8,504.4,479.9,491.0,10.6
171.5,499.4,493.7,502.5,481.1,494.2,9.4
171.75,507.2,483.7,499.9,490.2,495.3,10.4
172.0,495.9,491.6,490.5,473.0,487.8,10.1
172.25,498.2,483.9,515.3,479.0,494.1,16.3
172.5,499.2,487.6,515.4,478.5,495.2,15.9
172.75,503.4,479.5,493.7,485.6,490.5,10.4
173.0,513.4,483.2,486.7,487.4,492.7,13.9
173.25,497.9,484.6,503.5,479.1,491.3,11.4
173.5,503.3,489.3,492.7,483.3,492.2,8.4
173.75,495.2,488.0,497.5,477.9,489.6,8.8
174.0,485.5,481.3,483.4,477.2,481.8,3.5
174.25,498.8,485.4,493.0,483.7,490.2,7.0
174.5,502.4,475.7,490.6,479.9,487.2,11.9
174.75,510.1,481.2,487.4,481.7,490.1,13.7
175.0,507.4,480.9,479.8,476.4,486.1,14.3
175.25,505.4,481.1,476.0,470.6,483.3,15.4
175.5,506.9,482.3,483.4,478.2,487.7,13.0
175.75,505.2,482.9,488.8,474.7,487.9,12.9
176.0,503.0,470.5,491.8,473.3,484.7,15.4
176.25,496.6,474.5,485.6,473.0,482.4,11.0
176.5,498.5,478.1,482.6,472.0,482.8,11.3
176.75,490.9,475.9,481.2,479.3,481.8,6.4
177.0,492.6,482.5,475.0,485.2,483.8,7.3
177.25,502.0,478.8,467.9,475.1,481.0,14.8
177.5,497.6,478.4,482.0,480.0,484.5,8.8
177.75,501.1,472.7,470.6,476.0,480.1,14.2
178.0,499.5,478.9,468.8,469.9,479.3,14.2
178.25,504.4,480.2,475.7,477.3,484.4,13.5
178.5,494.5,477.8,472.8,477.9,480.7,9.5
178.75,499.9,471.5,477.8,471.3,480.1,13.5
179.0,504.1,473.3,473.1,474.1,481.2,15.3
179.25,496.4,484.1,474.6,475.3,482.6,10.2
179.5,499.0,475.9,472.1,464.8,477.9,14.8
179.75,506.2,471.3,477.8,471.4,481.7,16.7
180.0,488.0,475.6,462.6,460.9,471.7,12.6
180.25,486.0,469.6,451.8,466.1,468.4,14.0
180.5,497.9,476.1,450.7,463.8,472.1,20.1
180.75,501.1,470.3,446.6,469.3,471.8,22.4
181.0,491.9,466.4,448.5,463.0,467.5,18.1
181.25,499.1,466.6,455.8,461.9,470.9,19.3
181.5,492.7,473.9,462.8,458.9,472.1,15.2
181.75,493.1,464.2,456.6,450.5,466.1,18.8
182.0,503.5,473.7,455.9,464.3,474.4,20.8
182.25,498.3,466.7,454.3,466.8,471.5,18.8
182.5,493.8,467.1,460.4,458.3,469.9,16.4
182.75,504.0,468.4,464.1,451.5,472.0,22.5
183.0,492.1,468.0,459.4,448.3,467.0,18.6
183.25,503.1,475.0,446.0,451.1,468.8,26.1
183.5,505.7,454.9,450.6,453.3,466.1,26.4
183.75,500.2,463.2,449.3,452.5,466.3,23.4
184.0,501.5,455.7,455.4,459.5,468.0,22.4
184.25,500.0,462.8,454.5,455.2,468.1,21.6
184.5,494.5,471.5,457.5,452.9,469.1,18.7
184.75,496.3,466.7,445.2,452.4,465.2,22.6
185.0,492.6,469.4,442.8,447.1,463.0,22.9
185.25,479.5,462.6,447.4,446.1,458.9,15.7
185.5,488.9,456.4,450.6,450.2,461.5,18.5
185.75,496.1,460.1,443.7,451.5,462.9,23.1
186.0,483.3,455.5,444.9,456.6,460.1,16.3
186.25,484.6,457.4,454.1,449.8,461.5,15.7
186.5,485.1,452.1,450.2,454.5,460.4,16.5
186.75,488.0,450.9,451.2,446.4,459.1,19.4
187.0,481.1,454.5,448.5,446.0,457.5,16.1
187.25,487.3,456.1,452.6,442.5,459.6,19.4
187.5,484.0,455.2,450.1,441.5,457.7,18.4
187.75,483.7,457.3,444.6,447.7,458.3,17.8
188.0,476.8,447.8,452.8,444.0,455.3,14.8
188.25,485.7,454.4,437.0,442.3,454.8,21.8
188.5,474.1,461.2,445.9,445.4,456.7,13.7
188.75,478.9,452.0,445.2,442.7,454.7,16.6
189.0,479.4,453.8,441.4,439.3,453.5,18.4
189.25,472.4,455.0,442.1,438.7,452.1,15.3
189.5,469.8,454.3,442.9,436.5,450.9,14.6
189.75,478.7,445.3,436.2,433.9,448.5,20.7
190.0,465.8,448.0,448.9,436.7,449.9,12.0
190.25,472.0,445.7,437.6,439.2,448.6,15.9
190.5,475.2,447.7,436.4,426.8,446.5,20.9
190.75,469.3,453.5,422.3,434.2,444.8,20.8
191.0,476.6,450.7,437.5,430.7,448.9,20.3
191.25,469.8,442.7,439.2,426.2,444.5,18.3
191.5,462.3,447.1,441.4,423.4,443.6,16.1
191.75,479.6,442.1,440.2,426.3,447.1,22.8
192.0,468.3,447.8,442.0,427.1,446.3,17.0
192.25,476.2,437.9,448.9,423.7,446.7,22.2
192.5,469.1,443.9,435.8,419.3,442.0,20.7
192.75,477.9,444.2,446.7,416.7,446.4,25.0
193.0,469.2,441.1,446.2,418.0,443.6,21.0
193.25,477.1,438.0,435.0,415.4,441.4,25.8
193.5,467.1,444.2,434.0,412.5,439.5,22.7
193.75,459.7,440.5,439.6,409.2,437.2,20.9
194.0,474.2,436.2,439.7,411.5,440.4,25.8
194.25,472.0,444.0,439.9,411.9,442.0,24.6
194.5,459.7,444.5,432.6,408.8,436.4,21.5
194.75,462.4,448.1,442.8,405.1,439.6,24.4
195.0,466.1,448.7,433.7,404.7,438.3,26.0
195.25,464.9,435.3,435.0,409.0,436.1,22.8
195.5,468.9,440.2,432.6,404.5,436.6,26.5
195.75,464.8,440.6,439.2,404.6,437.3,24.8
196.0,465.0,433.4,435.9,402.6,434.2,25.5
196.25,453.7,428.9,437.7,407.3,431.9,19.3
196.5,462.2,434.7,431.3,401.0,432.3,25.0
196.75,462.3,435.9,434.7,399.9,433.2,25.6
197.0,454.1,434.6,439.2,393.4,430.3,26.0
197.25,459.8,428.5,447.4,392.8,432.1,29.2
197.5,460.7,428.4,438.2,397.5,431.2,26.2
197.75,456.3,437.2,427.1,395.1,428.9,25.6
198.0,453.5,441.5,433.9,392.2,430.3,26.7
198.25,448.7,436.8,430.6,398.3,428.6,21.6
198.5,454.9,433.1,416.7,387.8,423.1,28.3
198.75,457.4,432.2,427.6,392.9,427.5,26.5
199.0,452.1,427.1,430.6,391.9,425.4,24.9
199.25,457.7,432.3,423.1,389.3,425.6,28.3
199.5,459.8,431.9,423.9,397.3,428.2,25.8
199.75,455.3,430.7,435.5,381.8,425.8,31.2
200.0,455.4,423.9,428.0,383.0,422.6,29.9
200.25,442.2,434.2,425.5,385.0,421.7,25.4
200.5,445.5,425.7,425.4,380.6,419.3,27.5
200.75,447.4,437.3,431.7,382.4,424.7,29.0
201.0,457.9,433.1,431.7,387.7,427.6,29.2
201.25,454.1,430.7,434.6,379.7,424.8,31.7
201.5,445.5,423.9,426.2,375.1,417.7,30.0
201.75,446.8,427.4,424.1,385.8,421.1,25.5
202.0,451.1,431.4,430.4,375.7,422.1,32.4
202.25,449.8,429.6,432.6,376.2,422.1,31.8
202.5,448.0,426.1,440.0,380.3,423.6,30.3
202.75,443.2,425.5,424.6,373.8,416.8,29.9
203.0,453.7,427.7,430.4,370.8,420.7,35.2
203.25,442.1,430.5,424.6,372.7,417.5,30.7
203.5,448.1,433.3,422.1,367.8,417.8,35.0
203.75,450.8,430.5,432.0,377.5,422.7,31.5
204.0,442.7,434.1,425.9,368.8,417.9,33.4
204.25,440.8,431.1,427.2,366.8,416.5,33.6
204.5,447.9,426.2,430.3,365.7,417.5,35.8
204.75,446.6,422.9,439.6,366.5,418.9,36.3
205.0,442.3,419.6,421.8,361.4,411.3,34.8
205.25,443.7,425.8,412.8,360.0,410.6,36.0
205.5,441.5,428.1,413.9,368.9,413.1,31.5
205.75,439.6,419.9,427.7,363.1,412.6,34.0
206.0,442.8,415.5,418.6,362.3,409.8,33.9
206.25,440.8,424.9,421.9,365.4,413.3,33.0
206.5,443.4,430.0,410.3,357.5,410.3,37.7
206.75,446.0,419.0,413.6,362.0,410.1,35.1
207.0,444.8,427.5,427.7,360.8,415.2,37.1
207.25,438.3,433.4,421.9,358.8,413.1,36.8
207.5,450.1,425.1,425.7,353.2,413.5,41.9
207.75,444.4,423.4,414.9,357.6,410.1,37.1
208.0,437.5,433.8,429.8,360.1,415.3,37.0
208.25,434.7,429.0,424.3,356.3,411.1,36.8
208.5,438.5,425.5,434.1,350.5,412.2,41.5
208.75,447.4,425.5,432.4,353.4,414.7,41.9
209.0,443.7,423.7,431.3,353.3,413.0,40.6
209.25,434.4,432.1,432.2,351.1,412.4,40.9
209.5,435.2,427.6,432.2,352.3,411.8,39.8
209.75,438.4,430.1,424.0,353.6,411.5,39.0
210.0,432.8,428.5,425.5,351.7,409.6,38.7
210.25,439.7,422.6,421.4,354.0,409.4,37.9
210.5,447.3,429.3,435.9,355.1,416.9,41.9
210.75,440.2,428.8,428.3,350.2,411.9,41.5
211.0,449.0,423.3,434.1,351.2,414.4,43.4
211.25,439.2,425.1,432.1,348.2,411.1,42.3
211.5,441.2,423.5,427.7,353.6,411.5,39.4
211.75,444.6,424.2,441.6,349.0,414.9,44.8
212.0,439.9,428.8,429.9,347.6,411.5,42.9
212.25,432.5,430.9,431.9,350.2,411.4,40.8
212.5,439.1,426.9,431.2,351.0,412.0,41.0
212.75,440.6,429.5,435.1,345.9,412.8,44.8
213.0,438.8,419.4,426.2,350.8,408.8,39.5
213.25,436.0,420.4,425.2,348.3,407.5,40.0
213.5,436.7,434.2,438.4,349.0,414.6,43.8
213.75,428.3,427.2,420.7,347.2,405.8,39.2
214.0,435.2,429.1,431.1,350.1,411.4,40.9
214.25,432.5,434.2,433.4,349.3,412.4,42.0
214.5,448.0,425.9,430.7,348.9,413.4,44.0
214.75,455.6,421.0,434.6,347.7,414.7,46.9
215.0,436.5,422.5,434.5,346.6,410.0,42.8
215.25,434.2,427.7,431.6,346.8,410.1,42.3
215.5,433.6,426.1,435.6,345.5,410.2,43.3
215.75,432.1,422.7,424.9,343.7,405.9,41.6
216.0,439.3,425.8,431.8,344.1,410.2,44.5
216.25,439.5,426.8,424.6,339.4,407.6,45.9
216.5,440.8,426.7,446.5,342.1,414.0,48.7
216.75,438.6,430.0,430.3,337.1,409.0,48.1
217.0,439.6,423.4,436.0,345.3,411.1,44.4
217.25,439.2,430.8,438.6,342.1,412.7,47.2
217.5,444.6,417.8,429.4,338.2,407.5,47.5
217.75,435.8,420.1,440.0,343.9,410.0,44.9
218.0,441.3,422.9,437.7,338.0,410.0,48.7
218.25,439.9,424.8,451.0,338.8,413.6,51.0
218.5,429.5,427.0,434.2,338.1,407.2,46.2
218.75,441.2,422.4,427.4,340.3,407.8,45.7
219.0,440.1,430.6,425.4,339.5,408.9,46.7
219.25,443.3,421.3,437.9,337.9,410.1,49.0
219.5,434.8,423.2,428.2,335.7,405.5,46.7
219.75,440.9,430.2,444.6,341.9,414.4,48.7
220.0,439.5,426.5,443.1,338.3,411.8,49.5
220.25,441.3,426.7,433.9,338.5,410.1,48.1
220.5,433.6,426.5,431.9,339.9,408.0,45.5
220.75,436.6,422.2,439.9,332.9,407.9,50.6
221.0,440.4,425.1,440.5,335.9,410.5,50.2
221.25,434.2,434.7,438.8,340.9,412.2,47.6
221.5,434.5,432.8,441.0,337.4,411.4,49.5
221.75,435.3,423.1,437.8,340.5,409.2,46.2
222.0,440.9,419.4,444.9,339.3,411.1,49.2
222.25,444.8,426.1,439.7,342.2,413.2,48.0
222.5,439.2,419.5,429.4,333.4,405.4,48.7
222.75,433.5,423.0,432.6,344.3,408.4,42.9
223.0,442.4,425.0,438.0,339.0,411.1,48.6
223.25,435.8,421.4,423.3,347.5,407.0,40.2
223.5,433.4,418.5,429.1,343.7,406.2,42.1
223.75,434.8,421.9,429.0,341.4,406.8,43.9
224.0,434.5,419.1,447.4,343.8,411.2,46.4
224.25,434.5,428.2,447.5,340.5,412.6,48.8
224.5,430.9,424.8,435.1,343.2,408.5,43.7
224.75,439.2,420.4,449.4,346.9,414.0,46.3
225.0,437.7,416.4,445.5,349.0,412.1,43.9
225.25,433.6,428.4,443.9,354.2,415.0,41.0
225.5,435.9,421.0,451.3,345.6,413.5,46.9
225.75,435.0,420.5,437.4,352.3,411.3,40.0
226.0,435.4,430.1,446.2,345.7,414.3,46.3
226.25,434.8,417.4,438.3,348.9,409.9,41.7
226.5,430.2,425.3,451.3,346.4,413.3,46.0
226.75,435.5,422.2,443.1,350.3,412.8,42.5
227.0,433.7,421.0,440.9,360.7,414.1,36.5
227.25,431.5,429.0,445.4,353.7,414.9,41.4
227.5,437.3,431.5,445.4,355.4,417.4,41.7
227.75,434.8,428.7,447.0,354.1,416.1,42.1
228.0,426.8,424.6,437.3,355.0,410.9,37.7
228.25,430.1,429.1,451.0,357.8,417.0,40.7
228.5,442.5,424.4,444.9,353.9,416.4,42.7
228.75,434.8,423.3,450.1,360.1,417.1,39.6
229.0,436.1,422.3,451.1,361.1,417.6,39.5
229.25,438.7,435.0,462.3,359.1,423.8,44.8
229.5,431.5,423.5,444.2,366.3,416.4,34.5
229.75,438.1,425.9,447.9,359.4,417.8,40.0
230.0,427.0,427.6,453.7,357.4,416.4,41.3
230.25,435.7,426.5,462.1,357.6,420.5,44.5
230.5,437.2,432.9,455.4,361.2,421.7,41.5
230.75,435.6,430.2,449.1,365.3,420.1,37.4
231.0,428.9,433.0,454.1,359.3,418.8,41.2
231.25,436.8,416.7,450.7,360.9,416.3,39.5
231.5,438.0,427.2,450.2,357.8,418.3,41.4
231.75,425.2,428.0,450.2,362.4,416.4,37.7
232.0,434.3,428.4,450.8,361.9,418.8,39.2
232.25,428.5,423.7,452.8,362.8,417.0,38.3
232.5,436.3,433.9,450.5,357.8,419.6,41.9
232.75,433.5,420.5,451.1,357.4,415.6,40.8
233.0,439.3,421.6,452.7,366.8,420.1,37.7
233.25,436.3,429.7,447.4,361.8,418.8,38.7
233.5,433.6,429.9,456.6,362.7,420.7,40.4
233.75,438.3,428.1,462.8,370.3,424.9,39.2
234.0,433.2,424.6,446.2,356.5,415.1,40.1
234.25,440.3,422.5,450.4,361.6,418.7,39.8
234.5,434.6,427.1,447.1,364.8,418.4,36.7
234.75,436.5,431.6,463.2,363.6,423.7,42.4
235.0,443.7,425.8,455.6,357.6,420.7,43.8
235.25,434.8,425.7,457.9,359.6,419.5,42.2
235.5,437.0,427.0,444.2,360.7,417.2,38.3
235.75,431.0,431.7,452.7,359.6,418.7,40.7
236.0,438.7,427.1,461.0,364.6,422.8,41.3
236.25,427.2,430.2,439.5,364.8,415.4,34.2
236.5,434.4,430.7,457.4,357.7,420.0,43.2
236.75,429.6,433.0,466.4,361.6,422.7,43.9
237.0,440.2,431.6,452.6,360.1,421.1,41.6
237.25,444.1,434.4,449.4,363.9,423.0,39.9
237.5,436.9,428.8,458.4,363.1,421.8,41.1
237.75,433.5,429.6,455.0,356.7,418.7,42.8
238.0,444.9,426.0,462.2,362.7,424.0,43.4
238.25,440.5,430.9,461.3,367.2,425.0,40.5
238.5,438.9,429.6,451.6,364.2,421.1,39.0
238.75,446.1,434.3,453.6,357.7,422.9,44.2
239.0,439.1,428.9,455.0,362.4,421.3,40.7
239.25,447.0,422.5,454.6,363.9,422.0,41.1
239.5,438.8,424.8,449.1,363.0,418.9,38.6
239.75,440.9,422.7,453.0,361.9,419.7,40.4
240.0,439.5,432.3,458.7,357.9,422.1,44.2
240.25,431.7,431.3,450.8,356.8,417.6,41.6
240.5,438.5,435.4,447.8,359.2,420.2,41.0
240.75,445.7,422.5,446.0,368.1,420.6,36.6
241.0,444.1,418.3,451.2,361.2,418.7,40.8
241.25,435.5,420.0,446.8,362.3,416.1,37.6
241.5,443.8,431.0,452.7,364.0,422.9,40.3
241.75,435.4,431.0,451.4,367.0,421.2,37.2
242.0,437.1,429.1,448.4,360.2,418.7,39.8
242.25,449.0,422.2,445.6,361.4,419.6,40.5
242.5,441.7,417.8,451.0,365.7,419.1,38.2
242.75,441.2,422.6,447.3,355.1,416.5,42.3
243.0,443.5,432.0,460.0,361.0,424.1,43.6
243.25,448.1,428.0,448.0,355.0,419.8,44.2
243.5,441.7,431.2,450.1,358.2,420.3,42.1
243.75,439.0,433.7,435.7,359.2,416.9,38.5
244.0,450.6,430.7,448.0,356.7,421.5,44.1
244.25,438.8,428.6,441.9,358.3,416.9,39.5
244.5,439.8,432.8,446.0,357.6,419.1,41.3
244.75,444.0,431.6,446.5,360.6,420.7,40.6
245.0,448.7,429.3,437.2,358.0,418.3,41.0
245.25,442.6,437.7,439.4,360.3,420.0,39.9
245.5,446.5,432.4,447.0,351.7,419.4,45.6
245.75,436.8,436.4,441.7,357.5,418.1,40.5
246.0,446.2,435.0,436.8,352.2,417.6,43.8
246.25,443.3,439.4,436.0,350.1,417.2,44.8
246.5,447.8,427.8,435.6,357.5,417.2,40.6
246.75,438.4,431.0,435.1,351.4,414.0,41.8
247.0,439.2,435.5,440.1,357.0,417.9,40.7
247.25,454.5,424.4,444.6,357.1,420.1,43.9
247.5,444.8,430.9,440.0,358.1,418.5,40.6
