##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/mW,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
49.364,10.00917,-0.00701,-0.04487844,0.0,1.0540100000000001
49.464,10.56933,-0.007339766,-0.03042615,-0.003794961,1.0540100000000001
49.564,10.73118,-0.006977444,0.007810401999999999,0.009269471,1.0540100000000001
49.664,10.824119999999999,-0.0057097319999999995,0.02597194,0.008190689000000001,1.0540100000000001
49.764,10.90348,-0.004699911,0.04945793,0.00015149870000000001,1.0540200000000002
49.864,10.96493,-0.006118116,0.06255163,-0.002774528,1.0540200000000002
49.964,11.01723,-0.006359273,0.08237761,-0.0013322129999999998,1.0540200000000002
50.064,11.06173,-0.006062491,0.10015,0.0002575139,1.0540200000000002
50.164,11.10241,-0.006030458000000001,0.1209,0.0003103262,1.0540200000000002
50.264,11.14107,-0.006285781999999999,0.13649,-0.001003046,1.05403
50.364,11.175989999999999,-0.005055339,0.15692,-0.002768602,1.05403
50.464,11.20836,-0.0061376140000000004,0.16883,-0.004371547,1.05403
50.564,11.23888,-0.006570048,0.19017,-0.005579863000000001,1.05403
50.664,11.268880000000001,-0.00645501,0.20615,-0.00634784,1.05403
50.764,11.29652,-0.006848753000000001,0.21835,-0.006640427,1.0540399999999999
50.864,11.32213,-0.007102098,0.23340999999999998,-0.006562467,1.0540399999999999
50.964,11.34631,-0.006302436,0.24891999999999997,-0.0061889480000000005,1.0540399999999999
51.064,11.37012,-0.007253374,0.27135,-0.005546024,1.0540399999999999
51.164,11.39295,-0.008003637,0.28008,-0.004708841,1.0540399999999999
51.264,11.41571,-0.007714932,0.29951,-0.0037256740000000004,1.0540399999999999
51.364,11.43635,-0.007252005,0.31538,-0.002783825,1.0540399999999999
51.464,11.45684,-0.007469043000000001,0.32759,-0.00189185,1.05405
51.564,11.476939999999999,-0.0077113319999999996,0.34413,-0.001150752,1.05405
51.664,11.49582,-0.008131616,0.35751,-0.0006411293,1.05405
51.764,11.51425,-0.008286507,0.36985,-0.0003409404,1.05405
51.864,11.53203,-0.007630491999999999,0.38238,-0.00021097869999999998,1.05405
51.964,11.54814,-0.0071393459999999995,0.39416,-0.0001707354,1.05405
52.064,11.56434,-0.006931573000000001,0.4062,-0.0001255019,1.05405
52.164,11.58123,-0.006900318000000001,0.42249,1.453128e-05,1.05405
52.264,11.59762,-0.007774338,0.4375,0.0003109952,1.05405
52.364,11.613669999999999,-0.008139959,0.45176000000000005,0.0007836717,1.05406
52.464,11.62998,-0.008228896,0.4685,0.001430504,1.05406
52.564,11.64633,-0.008060539,0.48022,0.002179145,1.05406
52.664,11.66124,-0.00803902,0.49013999999999996,0.002865757,1.05406
52.764,11.675980000000001,-0.008308386,0.5038100000000001,0.0034650379999999997,1.05406
52.864,11.69026,-0.008454583,0.51384,0.0039043009999999998,1.05406
52.964,11.70445,-0.007992965,0.52577,0.004157878,1.05406
53.064,11.718689999999999,-0.007698343000000001,0.54246,0.004211044000000001,1.05406
53.164,11.73241,-0.006658908000000001,0.55179,0.00408058,1.05406
53.264,11.74597,-0.0053896859999999994,0.56011,0.003808798,1.05406
53.364,11.75918,-0.0060209880000000006,0.5797899999999999,0.0034518340000000004,1.05406
53.464,11.7722,-0.005654164000000001,0.58963,0.003058527,1.05406
53.564,11.78495,-0.0065518880000000005,0.59512,0.0026747340000000002,1.05406
53.664,11.79758,-0.007716781999999999,0.60626,0.0023252629999999997,1.05406
53.764,11.80993,-0.008431949000000001,0.6175,0.002025622,1.05406
53.864,11.822339999999999,-0.008354885,0.63242,0.001763781,1.05406
53.964,11.83458,-0.007909922,0.6448,0.0015282720000000002,1.05406
54.064,11.84648,-0.007500247,0.65156,0.001301498,1.05406
54.164,11.858319999999999,-0.006907473000000001,0.66697,0.001061004,1.05406
54.264,11.87009,-0.007040083000000001,0.67586,0.0007976128999999999,1.05406
54.364,11.881680000000001,-0.006024837,0.6832600000000001,0.0005155275,1.05406
54.464,11.89315,-0.006321897,0.69267,0.0002218693,1.05406
54.564,11.90449,-0.00618719,0.70517,-6.970615e-05,1.05406
54.664,11.91554,-0.0057875209999999995,0.7156399999999999,-0.0003413569,1.05406
54.764,11.92676,-0.006501805,0.7269899999999999,-0.0005900093000000001,1.05406
54.864,11.93775,-0.0064677580000000005,0.73464,-0.0007930661,1.05406
54.964,11.9486,-0.007423646,0.75049,-0.0009421261,1.05406
55.064,11.959489999999999,-0.007011823,0.76169,-0.001032603,1.05406
55.164,11.97006,-0.007675995,0.76935,-0.001062328,1.05406
55.264,11.98045,-0.007410149,0.77672,-0.001041419,1.05406
55.364,11.990860000000001,-0.008069551999999999,0.78281,-0.0009825783000000001,1.05406
55.464,12.00132,-0.00747628,0.79068,-0.0009025236999999999,1.05406
55.564,12.01153,-0.007812663000000001,0.80007,-0.0008234652000000001,1.05406
55.664,12.02178,-0.0074061959999999994,0.8128,-0.0007622322,1.05406
55.764,12.03185,-0.007667042,0.8247200000000001,-0.0007354966000000001,1.05406
55.864,12.04168,-0.006922571999999999,0.8324600000000001,-0.0007521050999999999,1.05405
55.964,12.05148,-0.007009647,0.8415,-0.0008155842999999999,1.05405
56.064,12.06133,-0.006693629,0.8510700000000001,-0.000925232,1.05405
56.164,12.07113,-0.00628587,0.86425,-0.001072689,1.05405
56.264,12.08085,-0.006127697,0.872,-0.001243274,1.05405
56.364,12.09041,-0.005980651,0.88081,-0.001418276,1.05405
56.464,12.09988,-0.00610434,0.89087,-0.00158039,1.05405
56.564,12.10914,-0.007229591,0.89607,-0.0017104079999999999,1.05405
