##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/mW,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
49.367,10.01,-0.00679,-0.03981153,-0.01265136,1.0540100000000001
49.467,10.58204,-0.005973356,-0.03297586,0.0016708570000000002,1.0540100000000001
49.567,10.72588,-0.005798165,-0.02332747,0.00239594,1.0540100000000001
49.667,10.824589999999999,-0.006730993,-0.004497226,-0.002011419,1.0540100000000001
49.767,10.9014,-0.0061062469999999995,-0.004118618,-0.004514094000000001,1.0540200000000002
49.867,10.96487,-0.006565339,0.01213949,-0.003912048,1.0540200000000002
49.967,11.017669999999999,-0.007087591999999999,0.02023417,-0.001562883,1.0540200000000002
50.067,11.06395,-0.007005525,0.03474582,0.0009232922999999999,1.0540200000000002
50.167,11.10667,-0.006553003000000001,0.03751543,0.002719912,1.0540200000000002
50.267,11.14568,-0.006932025,0.0435681,0.003352992,1.05403
50.367,11.179860000000001,-0.006144688000000001,0.04558248,0.002933243,1.05403
50.467,11.21258,-0.006161874,0.0533291,0.001845536,1.05403
50.567,11.24393,-0.0058842,0.0616006,0.0006245251,1.05403
50.667,11.27261,-0.0057394559999999996,0.05740006,-0.000145764,1.05403
50.767,11.30039,-0.006253137,0.07178734,-0.0002891741,1.0540399999999999
50.867,11.326210000000001,-0.006936843000000001,0.07731145,0.00010952709999999999,1.0540399999999999
50.967,11.350710000000001,-0.006864653,0.09417156,0.0007611439,1.0540399999999999
51.067,11.373439999999999,-0.006612791,0.08701115,0.0013157070000000002,1.0540399999999999
51.167,11.395589999999999,-0.00641154,0.09148285,0.001524317,1.0540399999999999
51.267,11.41743,-0.006260440999999999,0.1037,0.001214243,1.0540399999999999
51.367,11.438260000000001,-0.005795359,0.11727,0.00037917660000000005,1.0540399999999999
51.467,11.45969,-0.004949182,0.11571,-0.0009681724,1.05405
51.567,11.479569999999999,-0.005903094,0.11799000000000001,-0.002506334,1.05405
51.667,11.498510000000001,-0.006286776,0.11963,-0.004049497,1.05405
51.767,11.51727,-0.006474178000000001,0.13631,-0.005475728000000001,1.05405
51.867,11.535219999999999,-0.006084506,0.12253,-0.006602797,1.05405
51.967,11.552610000000001,-0.0061263559999999995,0.14558,-0.0073786680000000006,1.05405
52.067,11.5698,-0.006903274,0.14256,-0.007790717,1.05405
52.167,11.58637,-0.007439901,0.14815,-0.007841131,1.05405
52.267,11.602269999999999,-0.007525294,0.15273,-0.007581439000000001,1.05405
52.367,11.618210000000001,-0.00753615,0.15429,-0.007046111999999999,1.05406
52.467,11.63359,-0.008023185,0.1667,-0.006311427,1.05406
52.567,11.64867,-0.007328,0.16875,-0.005444195,1.05406
52.667,11.6633,-0.007772844,0.17193,-0.004534323,1.05406
52.767,11.67804,-0.0075913809999999995,0.17456,-0.0036262190000000004,1.05406
52.867,11.69231,-0.00783457,0.17912,-0.002824386,1.05406
52.967,11.706339999999999,-0.008457853000000001,0.18075,-0.002166777,1.05406
53.067,11.72034,-0.0074608930000000006,0.181,-0.001679569,1.05406
53.167,11.73393,-0.008259668000000001,0.1853,-0.0013884610000000001,1.05406
53.267,11.74733,-0.008469618,0.19805,-0.0012752360000000001,1.05406
53.367,11.76098,-0.0072419269999999996,0.19713,-0.001315044,1.05406
53.467,11.77394,-0.007674775,0.19913,-0.0014526670000000002,1.05406
53.567,11.78695,-0.007550503,0.20669,-0.001630819,1.05406
53.667,11.80012,-0.0062452390000000005,0.20840999999999998,-0.00178949,1.05406
53.767,11.81285,-0.00704108,0.20624,-0.001865921,1.05406
53.867,11.82526,-0.0063248359999999995,0.21741999999999997,-0.001825521,1.05406
53.967,11.837439999999999,-0.007086311999999999,0.22013000000000002,-0.001646665,1.05406
54.067,11.84935,-0.008119353000000001,0.22191,-0.001328421,1.05406
54.167,11.861260000000001,-0.009439652,0.23192,-0.0008711113,1.05406
54.267,11.872910000000001,-0.009456463,0.23785,-0.0003062675,1.05406
54.367,11.884269999999999,-0.009723138000000001,0.23951999999999998,0.0003289342,1.05406
54.467,11.89547,-0.009383927,0.24399,0.001001778,1.05406
54.567,11.90671,-0.008951898,0.25071,0.001683836,1.05406
54.667,11.917819999999999,-0.007729466,0.25494,0.002322665,1.05406
54.767,11.928939999999999,-0.007622301999999999,0.25611999999999996,0.002888134,1.05406
54.867,11.9399,-0.006693632,0.25768,0.0033391009999999997,1.05406
54.967,11.95067,-0.006896221,0.25723,0.003653705,1.05406
55.067,11.9614,-0.006762237,0.26384,0.003825065,1.05406
55.167,11.97217,-0.007466128000000001,0.26266,0.003847773,1.05406
55.267,11.98281,-0.007352754,0.2696,0.003725987,1.05406
55.367,11.99312,-0.007926279,0.27756,0.0034802179999999998,1.05406
55.467,12.00329,-0.008108581,0.27501,0.003129,1.05406
55.567,12.01348,-0.008475678,0.27843,0.002688126,1.05406
55.667,12.023539999999999,-0.008348933000000001,0.28263,0.002186528,1.05406
55.767,12.0335,-0.008011726,0.28891,0.001650029,1.05406
55.867,12.04345,-0.006642581999999999,0.29356,0.00110087,1.05405
55.967,12.05326,-0.006498823000000001,0.29832,0.0005732204,1.05405
56.067,12.06285,-0.0057008480000000005,0.30433000000000004,9.590982e-05,1.05405
56.167,12.07238,-0.005453642,0.30332,-0.0003198444,1.05405
56.267,12.08202,-0.006386315,0.30588000000000004,-0.0006606191,1.05405
56.367,12.09175,-0.006064343000000001,0.31440999999999997,-0.0009116955000000001,1.05405
56.467,12.1012,-0.007211967,0.31129,-0.001057215,1.05405
56.567,12.110619999999999,-0.008097321999999999,0.31492,-0.001107029,1.05405
56.667,12.119819999999999,-0.007655937,0.31269,-0.001068493,1.05405
56.767,12.12914,-0.009251028,0.31711999999999996,-0.0009525892,1.0540399999999999
56.867,12.13837,-0.008654964,0.32300999999999996,-0.0007772813,1.0540399999999999
56.967,12.14756,-0.009040844000000001,0.32405,-0.0005609883999999999,1.0540399999999999
57.067,12.15666,-0.008998451,0.32652,-0.0003274561,1.0540399999999999
57.167,12.16562,-0.0085794,0.32935,-0.0001007534,1.0540399999999999
57.267,12.17445,-0.008141195,0.32853000000000004,9.780983e-05,1.0540399999999999
57.367,12.18327,-0.007432627,0.33398,0.00025084799999999997,1.0540399999999999
57.467,12.19215,-0.007093977,0.34842,0.0003420054,1.05403
57.567,12.20098,-0.006995383000000001,0.35478000000000004,0.0003562881,1.05403
57.667,12.20978,-0.0066854259999999995,0.35254,0.0002876959,1.05403
57.767,12.2185,-0.006727846,0.35270999999999997,0.0001374499,1.05403
57.867,12.22705,-0.007208928000000001,0.35008,-8.334939e-05,1.05403
57.967,12.23557,-0.007419108000000001,0.35529,-0.0003642875,1.05403
58.067,12.244069999999999,-0.007251636999999999,0.36371,-0.0006884103999999999,1.0540200000000002
58.167,12.25264,-0.007083454,0.36551999999999996,-0.0010388819999999999,1.0540200000000002
58.267,12.26121,-0.00700812,0.3638,-0.001391018,1.0540200000000002
58.367,12.2695,-0.006914567,0.36511,-0.001710091,1.0540200000000002
58.467,12.27788,-0.006886335,0.37538,-0.001988219,1.0540200000000002
58.567,12.28613,-0.006980109,0.37648000000000004,-0.002199889,1.0540100000000001
58.667,12.294410000000001,-0.007023141,0.37555,-0.002329569,1.0540100000000001
58.767,12.30269,-0.007040124,0.38491,-0.002367233,1.0540100000000001
58.867,12.31086,-0.007125239,0.392,-0.002302158,1.0540100000000001
58.967,12.31916,-0.007206545,0.38316,-0.002132932,1.054
59.067,12.32726,-0.007604603000000001,0.3905,-0.0018720120000000002,1.054
59.167,12.335339999999999,-0.008117083,0.39466999999999997,-0.001526641,1.054
59.267,12.34334,-0.008134838,0.39291,-0.001119997,1.054
59.367,12.351289999999999,-0.008370538,0.39693,-0.0006686484,1.05399
59.467,12.35946,-0.009516705,0.40478000000000003,-0.0001815327,1.05399
59.567,12.367519999999999,-0.009013478,0.41234,0.0002984495,1.05399
59.667,12.37547,-0.009265401,0.41233000000000003,0.0007474186,1.05399
59.767,12.38335,-0.009882881,0.41188,0.001146137,1.05398
59.867,12.39113,-0.009433538,0.41912,0.0014780420000000002,1.05398
59.967,12.39886,-0.008796845,0.42851999999999996,0.001733279,1.05398
60.067,12.40661,-0.008971125,0.42917,0.001905437,1.05397
60.167,12.41425,-0.008663935,0.42938999999999994,0.001990894,1.05397
60.267,12.4217,-0.007512245999999999,0.43288999999999994,0.0019953970000000003,1.05397
60.367,12.4291,-0.006460146999999999,0.436,0.001929135,1.05397
60.467,12.43671,-0.00580364,0.44078,0.0017987320000000002,1.05396
60.567,12.44427,-0.005317935,0.44286000000000003,0.001623296,1.05396
60.667,12.45172,-0.0049960379999999995,0.44461999999999996,0.001421379,1.05396
60.767,12.45922,-0.005020409,0.44873999999999997,0.0012094739999999999,1.05395
60.867,12.46672,-0.005306556,0.44675,0.0010085810000000001,1.05395
60.967,12.47418,-0.0057332469999999995,0.45252,0.0008379263,1.05395
61.067,12.48162,-0.006446967,0.46353999999999995,0.0007141194000000001,1.0539399999999999
61.167,12.48905,-0.007294304000000001,0.46667,0.0006503294,1.0539399999999999
61.267,12.4964,-0.00737464,0.46946000000000004,0.0006560639,1.0539399999999999
61.367,12.50394,-0.007820638000000001,0.47321,0.0007422908999999999,1.05393
61.467,12.51169,-0.008692989,0.47726,0.0009151866,1.05393
61.567,12.51932,-0.008890407,0.47998,0.001168323,1.05393
61.667,12.52668,-0.008723168,0.47805,0.001483164,1.05392
61.767,12.534,-0.00904621,0.4822,0.001856689,1.05392
61.867,12.5413,-0.00943137,0.48927,0.002273546,1.0539100000000001
61.967,12.54845,-0.00912691,0.48875,0.0027117540000000002,1.0539100000000001
62.067,12.5557,-0.009303806,0.49062,0.003168822,1.0539100000000001
