Time after Ignition,Eucalyptus_Flooring_R1,Eucalyptus_Flooring_R2,Eucalyptus_Flooring_R3,Mean,Std. Dev.
6.0,352.1629706258424,238.47688564243626,391.0368457584527,327.2255673422438,79.27824997782658
6.25,360.3271732939693,249.64776494956877,412.1739767568989,340.71630500014567,83.01886531107587
6.5,368.7096259854722,262.9137005502863,420.77256201957545,350.7986295184446,80.43915639740673
6.75,388.58672501892767,282.2596395221771,434.777181273985,368.54118193836325,78.20976910558991
7.0,416.33426283633446,299.5560036997316,453.82826442879934,389.90617698828845,80.46002360680818
7.25,415.0540752702364,313.77578100778663,472.2999379180008,400.3765980653413,80.2748300144492
7.5,424.30841771679417,320.01408611706256,476.8432397409802,407.05524785827896,79.82543303499
7.75,459.73975708502746,346.6446172998555,482.32018758284255,429.56818732257517,72.69599582749612
8.0,462.0394679070779,374.40459797847797,508.50434050308127,448.316135462879,68.09502644335873
8.25,471.5142237307548,378.74919211435486,521.57022471959,457.2778801882332,72.46700591787915
8.5,475.3079418560222,391.23142697497394,543.3443474330027,469.9612387546663,76.19728058210595
8.75,483.8330501698104,401.8874489576728,526.5550802906632,470.75852647271546,63.3538629680466
9.0,490.68053217018354,415.1500675517161,540.6755797040973,482.16872647533233,63.19415857038985
9.25,515.46036244292,419.6607627089029,536.630955593108,490.58402691497696,62.326804489048975
9.5,513.0124844982709,455.51054029541285,558.1952265154637,508.90608376971585,51.46535816678226
9.75,541.3630162559407,458.8243718821296,561.7182229282647,520.6352036887783,54.48869429652927
10.0,534.9283630886746,470.9434581019451,568.6267007583806,524.8328406496668,49.61797712479215
10.25,548.9050979998018,471.3249511331531,573.0543853910358,531.094811507997,53.15189721258636
10.5,544.0198300378895,478.23350389563603,571.8257384563285,531.359690796618,48.063353365346934
10.75,547.632926318062,488.1835710133706,589.2969711483079,541.7044894932468,50.81672651894601
11.0,564.1892658391743,516.499779947153,594.3079984686385,558.3323480849887,39.233370127434654
11.25,553.8436989926845,501.3289590969986,596.971968909775,550.714875666486,47.89820960189049
11.5,565.5132542893597,525.5230432984092,605.0048359133901,565.3470445003863,39.74115698609153
11.75,580.3110056475336,505.7141407499277,603.69392185111,563.2396894161905,51.17207983423958
12.0,557.0902912541757,538.5720643760216,601.9114109012962,565.8579221771645,32.56718775951522
12.25,570.3899388205456,558.9163479293231,586.3918556939918,571.8993808146203,13.799807719011861
12.5,575.2390719837479,543.2791910372677,590.7739792460085,569.7640807556746,24.216118050977858
12.75,564.5986002131002,548.1946713335461,587.9720077986331,566.9217597817598,19.99017075590588
13.0,579.9780901871735,542.7454201102753,586.8554873070818,569.8596658681769,23.73207513158392
13.25,564.4108674931044,565.6476889981686,582.4463853859052,570.8349806257261,10.074769091020372
13.5,568.9790326925279,572.7540985640236,578.051108089373,573.2614131153082,4.557264973859794
