##Temp./°C,Time/min,Mass(subtr.2)/%,DSC(subtr.2)/(mW/mg),Sensit./(uV/mW)
49.277,10.01,98.90673000000001,0.0204162,1.0540100000000001
49.377,10.56741,98.87655,0.02279385,1.0540100000000001
49.477,10.737160000000001,98.89175,0.03537376,1.0540100000000001
49.577,10.8304,98.87054,0.04317043,1.0540100000000001
49.677,10.913039999999999,98.84245,0.05087028,1.0540100000000001
49.777,10.9734,98.857,0.05692403,1.0540200000000002
49.877,11.02352,98.85734000000001,0.06556689,1.0540200000000002
49.977,11.072339999999999,98.86916,0.07121003,1.0540200000000002
50.077,11.11386,98.89385,0.07903158,1.0540200000000002
50.177,11.1517,98.94511,0.08186004,1.05403
50.277,11.18702,98.89944,0.08948198,1.05403
50.377,11.21912,98.90605,0.09583044,1.05403
50.477,11.24958,98.86889000000001,0.10357000000000001,1.05403
50.577,11.27859,98.8699,0.1092,1.05403
50.677,11.3058,98.87161,0.1157,1.05403
50.777,11.33187,98.87509,0.11999000000000001,1.0540399999999999
50.877,11.356639999999999,98.89339,0.12789,1.0540399999999999
50.977,11.37969,98.90661,0.13144,1.0540399999999999
51.077,11.40221,98.8768,0.13917000000000002,1.0540399999999999
51.177,11.42378,98.83248,0.14268,1.0540399999999999
51.277,11.44463,98.7909,0.14644000000000001,1.0540399999999999
51.377,11.46499,98.81448,0.15365,1.0540399999999999
51.477,11.48497,98.83718,0.16080999999999998,1.05405
51.577,11.50399,98.84625,0.16642,1.05405
51.677,11.522730000000001,98.86392,0.16925,1.05405
51.777,11.54092,98.86143,0.17674,1.05405
51.877,11.55862,98.83895,0.17934,1.05405
51.977,11.57565,98.84823,0.18427000000000002,1.05405
52.077,11.59233,98.86067,0.1913,1.05405
52.177,11.60885,98.86703,0.19599,1.05405
52.277,11.62487,98.83998000000001,0.20126,1.05405
52.377,11.64109,98.80827,0.20390999999999998,1.05406
52.477,11.65599,98.81294,0.20909,1.05406
52.577,11.670960000000001,98.83932,0.21538000000000002,1.05406
52.677,11.6854,98.8195,0.22091,1.05406
52.777,11.69957,98.80530999999999,0.22368000000000002,1.05406
52.877,11.71353,98.83159,0.22988000000000003,1.05406
52.977,11.72707,98.82964,0.23405,1.05406
53.077,11.74071,98.82328000000001,0.23731999999999998,1.05406
53.177,11.7542,98.84255999999999,0.24148000000000003,1.05406
53.277,11.76747,98.84769,0.24453000000000003,1.05406
53.377,11.780560000000001,98.83709,0.25093000000000004,1.05406
53.477,11.7936,98.85631,0.25269,1.05406
