LABORATORY,FSRI 
TEST IDENT,OlefinCarpet_HF75_3
OPERATOR,Dow
MATERIAL,Polyolefin carpet - low pile
ORIENTATION,Horizontal
HEAT FLUX,75
SURF AREA,0.009999999776482582
C FACTOR,0.03969724476337433
SPEC HOLDER DIFF,-566
SPECIMEN MASS,13.079999923706055
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,1759
TIME TO IGN,5.25
END OF TEST SCAN,1279
END OF TEST TIME,319.75
TEST STATUS,1
PRE TEST CMT,Dimensions: 100.02 x 98.70 x 5.99 mm; with frame; with calcium silicate substrate
