##Temp./°C,Time/min,DSC/(mW/mg),Mass/%,Sensit./(uV/mW)
48.607,10.00667,0.01176039,99.76357,1.06797
48.613,10.10667,0.01213575,99.73485,1.06797
48.62,10.206669999999999,0.01288646,99.72907,1.06797
48.626,10.30667,0.01326183,99.75797,1.06796
48.645,10.40667,0.01476329,99.75797,1.06796
48.687,10.50667,0.01701564,99.73485,1.06794
48.727,10.60667,0.02101969,99.73485,1.06792
48.811,10.706669999999999,0.02740168,99.75797,1.06788
48.905,10.80667,0.03453506,99.72907,1.0678299999999998
49.085,10.90667,0.04404824,99.75412,1.06775
49.306,11.00667,0.05844472,99.75604,1.06764
49.581,11.10667,0.07547424,99.75779,1.06751
49.93,11.206669999999999,0.09488946,99.72715,1.06735
50.358,11.30667,0.11807000000000001,99.75009,1.06714
50.883,11.40667,0.1434,99.79632,1.06689
51.499,11.50667,0.17125,99.77898,1.0666
52.226,11.60667,0.20338,99.78284000000001,1.06626
53.058,11.706669999999999,0.2358,99.7676,1.06586
54.0,11.80667,0.27039,99.73292,1.06541
55.049,11.90667,0.3074,99.75779,1.06491
56.211,12.00667,0.34571999999999997,99.7655,1.06436
57.463,12.10667,0.38498000000000004,99.77898,1.06376
58.823,12.206669999999999,0.42278999999999994,99.76743,1.06312
60.271,12.30667,0.46218000000000004,99.78475999999999,1.0624200000000001
61.835,12.40667,0.50052,99.76375,1.06168
63.447,12.50667,0.53992,99.75026,1.0609
65.12,12.60667,0.57411,99.75587,1.0601
66.896,12.706669999999999,0.60724,99.76935,1.05925
68.716,12.80667,0.63918,99.79054000000001,1.05837
70.588,12.90667,0.6684100000000001,99.75779,1.0574700000000001
72.514,13.00667,0.6966899999999999,99.77128,1.05654
74.469,13.10667,0.72491,99.7732,1.0556
76.486,13.20667,0.7502800000000001,99.79615,1.0546200000000001
78.535,13.30667,0.7761,99.78475999999999,1.0536299999999998
80.64,13.406670000000002,0.80376,99.78284000000001,1.05261
82.754,13.506670000000002,0.8309799999999999,99.76935,1.05158
84.923,13.606670000000001,0.85992,99.76357,1.05053
87.158,13.70667,0.8879299999999999,99.75779,1.04944
89.41,13.80667,0.9153700000000001,99.76357,1.04834
91.718,13.906670000000002,0.94596,99.73292,1.04721
94.066,14.006670000000002,0.98008,99.75201,1.04606
96.464,14.106670000000001,1.0145600000000001,99.74623000000001,1.04488
98.915,14.20667,1.05094,99.75797,1.04368
101.403,14.30667,1.0894700000000002,99.75779,1.04246
103.931,14.406670000000002,1.12748,99.75779,1.04121
106.505,14.506670000000002,1.1676600000000001,99.75797,1.0399399999999999
109.112,14.606670000000001,1.21259,99.78090999999999,1.03865
111.78,14.70667,1.25522,99.77531,1.0373299999999999
114.499,14.80667,1.30251,99.78090999999999,1.03598
117.22,14.906670000000002,1.35032,99.78109,1.03462
120.016,15.006670000000002,1.4018,99.78284000000001,1.0332299999999999
