Temp/C,Time/min,DSC/mW,Mass loss/mg,Sensit./(uV/mW)
50,10.97974641,0.042848324,0.05546442,1.054019774
50.1,11.03325774,0.07451579,0.055180179,1.054020823
50.2,11.07621244,0.101362347,0.053953247,1.054030569
50.3,11.11753459,0.123793879,0.055087809,1.054029851
50.4,11.15504896,0.141995119,0.054478951,1.054030025
50.5,11.18903114,0.170515689,0.053794098,1.054030047
50.6,11.22031214,0.196980402,0.053952955,1.054029787
50.7,11.24991466,0.219993507,0.054795478,1.05403082
50.8,11.27775008,0.246822567,0.05499414,1.054040571
50.9,11.3051297,0.263385261,0.055243812,1.054039846
51,11.33084145,0.287625184,0.056280897,1.054040045
51.1,11.35579796,0.307015998,0.057153918,1.054039973
51.2,11.3797689,0.323199949,0.057039355,1.054040061
51.3,11.40234006,0.354332595,0.057079743,1.054039783
51.4,11.42367842,0.368770873,0.057271165,1.054040821
51.5,11.44399548,0.382888622,0.056570876,1.054050571
51.6,11.46405195,0.407857772,0.055207901,1.054049847
51.7,11.48367267,0.422120362,0.055135558,1.054050041
51.8,11.50119734,0.443057951,0.056419431,1.054049988
51.9,11.51835813,0.462994594,0.056219752,1.054050007
52,11.53520438,0.47592294,0.055512328,1.054049984
52.1,11.55281535,0.497532704,0.054866986,1.054050058
52.2,11.57091404,0.51676933,0.055743567,1.054049784
52.3,11.5890859,0.53480468,0.056870268,1.054050821
52.4,11.60622893,0.555352285,0.057732761,1.054060571
52.5,11.62248687,0.564538216,0.057962576,1.054059847
52.6,11.63804412,0.583987432,0.058235324,1.054060041
52.7,11.65335678,0.601474195,0.057962155,1.054059989
52.8,11.66845297,0.616495511,0.057222707,1.054060003
52.9,11.68304842,0.63158883,0.05838066,1.054059999
53,11.6970419,0.650339943,0.058586979,1.05406
53.1,11.71103546,0.671202439,0.05824788,1.05406
53.2,11.72491405,0.684260757,0.058086967,1.05406
53.3,11.73825784,0.694790397,0.057406104,1.05406
53.4,11.75170065,0.717988793,0.055887981,1.05406
53.5,11.76508218,0.721792664,0.056087999,1.05406
53.6,11.77830233,0.745229591,0.057756731,1.05406
53.7,11.79126652,0.761043678,0.057901054,1.05406
53.8,11.80370635,0.768578551,0.058662236,1.05406
53.9,11.816338,0.781346711,0.058882111,1.05406
54,11.82838566,0.797852661,0.058319702,1.05406
54.1,11.8405612,0.815717684,0.058801842,1.05406
54.2,11.85257817,0.825477818,0.058848535,1.05406
54.3,11.86430188,0.840366711,0.059625435,1.05406
54.4,11.8762085,0.85319918,0.059671378,1.05406
54.5,11.88780225,0.866644817,0.05902286,1.05406
54.6,11.8991978,0.883846155,0.059201086,1.05406
54.7,11.91043212,0.901659462,0.057952463,1.05406
54.8,11.92146503,0.908023096,0.058485484,1.05406
54.9,11.93250755,0.917869541,0.057175005,1.05406
55,11.94333805,0.936955099,0.057767095,1.05406
55.1,11.95389919,0.948189067,0.056857314,1.05406
55.2,11.96444582,0.955488116,0.056869874,1.05406
55.3,11.97525026,0.964815178,0.05661616,1.054060001
55.4,11.98554493,0.98216037,0.056340401,1.054059996
55.5,11.99595027,0.997970047,0.057459866,1.054060016
55.6,12.00621413,1.014594228,0.057497693,1.054059942
55.7,12.01643618,1.025686824,0.057813853,1.054060216
55.8,12.02670089,1.035285642,0.058057073,1.05405918
55.9,12.03689689,1.048599788,0.058493217,1.054049429
56,12.04682816,1.060845003,0.058230211,1.054050153
56.1,12.05674281,1.072570563,0.058756561,1.054049959
56.2,12.06658626,1.090550957,0.059043137,1.054050012
56.3,12.07620525,1.094535413,0.059318019,1.054049993
56.4,12.08591813,1.105397164,0.059525958,1.054050016
56.5,12.095397,1.120113114,0.059587255,1.054049942
56.6,12.10478717,1.133448528,0.05917715,1.054050216
56.7,12.11401339,1.135144583,0.058948394,1.05404918
56.8,12.12313336,1.153676722,0.058804977,1.054039429
56.9,12.13237664,1.16537824,0.058655496,1.054040154
57,12.14146682,1.175250909,0.057886901,1.054039955
57.1,12.15065182,1.189326413,0.058574773,1.054040027
57.2,12.15971395,1.189851397,0.057210606,1.054039939
57.3,12.16882723,1.19356511,0.057182829,1.054040217
57.4,12.17771562,1.213592536,0.05722807,1.054039179
57.5,12.18683075,1.232703682,0.056401321,1.05402943
57.6,12.19594875,1.239412333,0.057031401,1.054030149
57.7,12.20486642,1.245033567,0.056973661,1.054029975
57.8,12.21382064,1.258145701,0.056847364,1.054029953
57.9,12.22248891,1.271350621,0.057449069,1.054030214
58,12.23107617,1.272417048,0.057462554,1.054029176
58.1,12.2395998,1.280295641,0.057353373,1.054019445
58.2,12.24827296,1.293897241,0.057649814,1.054020095
58.3,12.25670313,1.300281885,0.056086898,1.054020175
58.4,12.26508953,1.318135042,0.056221954,1.054019192
58.5,12.27341414,1.331556166,0.055655683,1.054009422
58.6,12.28164229,1.336817394,0.055414256,1.054010169
58.7,12.28974361,1.343440125,0.055772758,1.054009901
58.8,12.29809026,1.358548909,0.055906155,1.054010228
58.9,12.30641303,1.371197712,0.057604299,1.054009172
59,12.31464602,1.374710503,0.057998604,1.053999446
59.1,12.32275686,1.380817844,0.058143972,1.054000094
59.2,12.33092084,1.392993776,0.058343627,1.054000176
59.3,12.33894086,1.397478786,0.059034063,1.053999186
59.4,12.34696193,1.404223917,0.058757521,1.053989442
59.5,12.3550257,1.41722719,0.05859893,1.053990097
59.6,12.36313713,1.422766888,0.058586425,1.053990171
59.7,12.37099672,1.433424127,0.05863442,1.053989206
59.8,12.3788773,1.441509859,0.058955309,1.053979368
59.9,12.38663055,1.451543746,0.058738224,1.053980371
60,12.39451279,1.457269803,0.059195261,1.053979134
60.1,12.4022552,1.464677393,0.059632729,1.053969456
60.2,12.40993888,1.476838418,0.058998424,1.053970093
60.3,12.41767991,1.484189951,0.059006385,1.053970172
60.4,12.42537519,1.48828396,0.059907306,1.053969206
60.5,12.4329993,1.501942784,0.059043979,1.05395937
60.6,12.4405401,1.510299432,0.059609979,1.053960366
60.7,12.44825568,1.517678534,0.059944217,1.053959154
60.8,12.45587651,1.530855766,0.058955089,1.053949384
60.9,12.46343205,1.534899281,0.059542698,1.053950362
61,12.47090152,1.543966745,0.059265409,1.053949156
61.1,12.47846899,1.554246437,0.058789276,1.053939378
61.2,12.48583884,1.561561158,0.058165812,1.053940382
61.3,12.49333711,1.567474842,0.056738976,1.053939082
61.4,12.50067804,1.57701394,0.056743801,1.053929652
61.5,12.50807629,1.585839277,0.056662612,1.053929345
61.6,12.51541295,1.593407232,0.056182784,1.053919332
61.7,12.52254934,1.597414875,0.05620626,1.053920376
61.8,12.52978492,1.603006206,0.056346362,1.053919152
61.9,12.53700924,1.612675783,0.05694408,1.053909379
62,12.54431251,1.617225682,0.056952235,1.053910381
62.1,12.55160511,1.625339777,0.057582816,1.053909083
62.2,12.55890555,1.64282376,0.058169078,1.053899652
62.3,12.56606619,1.646055764,0.058284278,1.053899346
62.4,12.57324189,1.647668586,0.059429848,1.053889327
62.5,12.58041197,1.655822975,0.058580859,1.053890397
62.6,12.58750633,1.664009357,0.058828006,1.053889074
62.7,12.59471223,1.674605016,0.059672728,1.053879673
62.8,12.60187572,1.687307022,0.059048468,1.053879273
62.9,12.60897503,1.69202065,0.05854632,1.053869601
63,12.61595285,1.702958863,0.059022784,1.05386936
63.1,12.62285779,1.706986842,0.059558907,1.053859323
63.2,12.62979041,1.712271924,0.058924107,1.053860398
63.3,12.63685883,1.72482991,0.059554719,1.053859073
63.4,12.64388638,1.734170771,0.060389374,1.053849674
63.5,12.65078446,1.744652221,0.060256855,1.053849267
63.6,12.65756604,1.756590915,0.060409647,1.053839622
63.7,12.66421476,1.759919385,0.060445676,1.053839281
63.8,12.67098055,1.763290749,0.060569433,1.053829618
63.9,12.67782084,1.76978787,0.061050951,1.053829282
64,12.68461585,1.774041412,0.061047429,1.053819618
64.1,12.69139648,1.780767483,0.060767584,1.053819282
64.2,12.69820037,1.788050555,0.060847504,1.053809618
64.3,12.70501728,1.789771422,0.060443136,1.053809282
64.4,12.71178344,1.800164133,0.060150372,1.053799618
64.5,12.71854354,1.805187101,0.060671065,1.053799282
64.6,12.72533147,1.808345085,0.060681283,1.053789618
64.7,12.73227663,1.822368783,0.060867859,1.053789282
64.8,12.73930621,1.831049193,0.061727504,1.053779618
64.9,12.74601473,1.83692657,0.061971203,1.053779282
65,12.75274307,1.845608962,0.061276358,1.053769618
65.1,12.7594891,1.852302574,0.06158386,1.053769283
65.2,12.76620096,1.858028711,0.062475061,1.053759613
65.3,12.7729091,1.863710831,0.062534329,1.053759303
65.4,12.77947311,1.875148714,0.062482589,1.053749539
65.5,12.7860619,1.882032068,0.062390948,1.053749577
65.6,12.79260047,1.879715404,0.062228011,1.053738502
65.7,12.79917354,1.889599961,0.062484023,1.053729827
65.8,12.80572785,1.899447703,0.062462312,1.053729227
65.9,12.8122501,1.901831792,0.062116158,1.053719628
66,12.81880947,1.906917982,0.062509757,1.053719299
66.1,12.82531334,1.914556773,0.062310958,1.05370954
66.2,12.83180651,1.920373998,0.06181084,1.053709577
66.3,12.83831127,1.924610777,0.062096666,1.053698504
66.4,12.84477686,1.933638152,0.061699923,1.053689821
66.5,12.85131397,1.941499746,0.060271875,1.053689247
66.6,12.8577472,1.949216486,0.059754868,1.053679556
66.7,12.86421497,1.951054652,0.060288261,1.053679568
66.8,12.87069736,1.956632383,0.05987603,1.053668525
66.9,12.87709619,1.967315266,0.05913285,1.053659748
67,12.8835364,1.974802192,0.059006408,1.053659521
67.1,12.88990664,1.980158608,0.058543792,1.053648519
67.2,12.89625331,1.980594414,0.058432375,1.053639817
67.3,12.90265994,1.985013029,0.059108547,1.053639248
67.4,12.90897471,1.998751427,0.05921315,1.053629555
67.5,12.91531973,2.010624249,0.058749004,1.053629568
