Time after Ignition,PC_R1,PC_R2,PC_R3,Mean,Std. Dev.
8.5,118.75294341155849,124.45454726897479,147.22378945493674,130.14376004515668,15.06395117875586
8.75,119.70912851375871,122.79733899030515,150.57211625273575,131.02619458559988,16.997545450747342
9.0,119.7468386172965,128.5884615036668,155.889077156559,134.74145909250743,18.84037914038481
9.25,124.5113523705039,135.68752969440408,161.54256431424915,140.5804821263857,18.99429920086212
9.5,127.91523998415813,140.06752721816426,164.80244901027697,144.26173873753314,18.797875016502545
9.75,128.05180631669867,147.76329890515325,168.5177506109474,148.11095194426642,20.23521210373179
10.0,132.69954568168453,153.42852417149035,179.93156095759016,155.353210270255,23.674757215015518
10.25,136.97901117985003,160.3726408116966,184.3040906795648,160.55191422370382,23.663049077216794
10.5,143.76681454267649,174.3512101621454,189.317934095589,169.14531960013696,23.217495462229316
10.75,145.62540472343784,172.24680385180565,194.7270919519732,170.8664335090722,24.57993061187422
11.0,149.23791407059548,182.90392931390895,197.64686661978297,176.5962366680958,24.813240651170606
11.25,155.87371155054197,191.1692991488679,201.9518764063802,182.99829570193003,24.101313078707022
11.5,159.2623807237131,201.12938091391564,210.21722566273428,190.20299576678767,27.177904168229322
11.75,161.8897035014241,212.17546880075201,213.81629978016147,195.96049069411254,29.51757080999119
12.0,170.71183545231386,219.32527165747533,220.28299162162438,203.44003291047116,28.34749527784658
12.25,175.39368406481,228.8737539881754,226.65213949575121,210.3065258495789,30.255805787558604
12.5,183.24835541854736,234.8206098669191,229.97795627602716,216.01564052049787,28.480415256184834
12.75,188.4503464006616,244.0097335294397,235.2553405564413,222.57180682884754,29.872485591185992
13.0,195.41213426528037,257.2073953389003,243.7136029564673,232.11104418688265,32.49043090342849
13.25,201.620337729848,270.12291492984986,247.41019941115633,239.7178173569514,34.893127217425565
13.5,209.09783025745404,277.4490557390685,254.6787659498603,247.07521731546095,34.804209085775575
13.75,213.8725924202147,287.10693029058893,267.44723386409146,256.1422521916317,37.9034169803861
14.0,219.30358031610666,291.2742411818837,276.3544518881234,262.3107577953713,37.98503671437312
14.25,223.268536045963,293.4812638626014,278.9324253166407,265.22740840840174,37.05843228206874
14.5,227.64188165198004,310.8839871238036,277.7961766126329,272.10734846280553,41.911622554301694
14.75,232.03462207665248,318.2436935641414,286.6963469719986,278.9915542042641,43.61793066365073
15.0,238.72764826034174,323.9982490909874,297.9629910379691,286.8962961297661,43.69922932556433
15.25,251.29104785188818,339.1371444962627,303.1617110487549,297.86330113230196,44.1620768832861
15.5,243.23218553563206,341.7049236845416,311.6844205872124,298.87384326912866,50.47081540903492
15.75,250.1430736527147,348.2238862417463,319.3804338563088,305.9157979169233,50.40767565824008
16.0,255.3571779329744,357.5642785186159,333.7192557653778,315.54690407232266,53.47194242846356
16.25,254.88731161702674,368.24775555459985,331.6726816046574,318.26924959209464,57.85660338040471
16.5,265.4480609444381,366.37161672394245,350.12622678574706,327.3153014847092,54.1908180655342
16.75,270.5154769315134,372.22465469685784,349.58723614289096,330.7757892570874,53.4003006628115
17.0,270.3706062875586,378.6876651761615,356.09177356614543,335.0500150099552,57.14204243743849
17.25,268.22036030359465,381.55275499975386,362.27943924467405,337.3508515160075,60.63937488547249
17.5,278.47532463122315,395.07496219447137,374.2954888420228,349.2819252225724,62.194273399392884
17.75,279.38854403666033,399.56063481777835,381.0443782791939,353.33118571121094,64.7019986739892
18.0,283.63406620223367,401.0194713620756,380.1953922562919,354.9496432735337,62.63261304951588
18.25,285.77250119916386,411.56633045463275,380.02592068420086,359.12158411266586,65.45048002353022
18.5,299.4394758265794,425.75598179665974,390.0173297151137,371.73759577945094,65.11202980011683
18.75,297.73434549049875,429.2092823481164,391.6601397987598,372.8679225457916,67.72204461909506
19.0,308.59241443133277,434.20220757387676,395.7584155237675,379.51767917632566,64.36051717597141
19.25,306.74523938714077,439.3879873272532,402.6980368271473,382.94375451384707,68.49232363966946
19.5,308.83251875984286,446.6105005935286,410.4631658450856,388.63539506615234,71.43550764447679
19.75,305.4805091003681,447.08585487405315,407.2505713916924,386.6056451220379,73.02518896538938
20.0,324.73244828176223,448.96383628693,415.6153898469174,396.4372248052032,64.29783007379065
20.25,328.00711423818586,455.3270953280174,434.7298493363023,406.02135296750185,68.34272250208383
20.5,326.6832462055724,454.7361443528948,419.67961674890154,400.36633576912294,66.1750579722832
20.75,343.7074351054478,475.5033310099054,432.9189926484525,417.37658625460193,67.2585633335887
21.0,341.74700219699906,463.38041702135877,435.2043856589769,413.4439349591116,63.669535976435725
21.25,345.3514454237676,466.8362004941262,435.841652875116,416.0097662643366,63.12380076907097
21.5,347.9068052680415,468.9709212696785,451.96117688939813,422.9463011423727,65.54027240388879
21.75,364.88391411917314,471.7562116102771,439.61224400733005,425.41745657892676,54.83193399251866
22.0,372.30592383990563,485.8406148793808,454.6253204684656,437.59061972925065,58.65293930668119
22.25,366.14573139755305,474.8458337590086,467.39865269818534,436.13007261824896,60.72249285486616
22.5,369.7708973849712,487.2548843437085,471.3121997564386,442.7793271617061,63.72766598433225
22.75,374.4378411887159,488.3684653836044,469.96755224088116,444.2579529377338,61.16195226286949
23.0,383.1219489355926,484.5529173101646,460.145704274634,442.60685684013043,52.941181639145064
23.25,382.56866586441146,478.6400035419061,473.95005375766544,445.0529077213277,54.16372649264334
23.5,383.69747490946145,500.2362438465805,479.81485767124025,454.58285880909415,62.23191698219907
23.75,386.348204212473,499.1663082439295,483.4639558567752,456.32615610439257,61.10913418518914
24.0,388.9667054414302,489.1227237542249,483.78064707680517,453.95669209082007,56.34632392022365
24.25,397.1644824829364,492.4495536554831,479.09037327010725,456.2348031361756,51.59063879910408
24.5,401.65581163725545,488.57223603024346,478.40590721683253,456.21131829477713,47.51911236944318
24.75,410.99895539178897,517.9760494425277,500.4269523025207,476.46731904561244,57.3722291900821
25.0,414.1271605330323,501.2074828853785,502.8463128360334,472.7269854181481,50.75555189658041
25.25,406.45668730119746,515.5947044877634,498.25168360594216,473.4343584649676,58.64896775918926
25.5,420.2798639415749,508.7097298422951,508.3574853767378,479.11569305353595,50.95362704960061
25.75,416.5248536120338,503.78107104019335,501.0952982375971,473.8004076299414,49.62025957137349
26.0,425.4040256646515,499.10732035952924,488.7543648879385,471.0885703040397,39.90117963081265
26.25,429.11675746565925,497.3298575731602,514.4204264302331,480.2890138230175,45.13282343806979
26.5,406.1288350694491,503.64879166854854,505.5663699725431,471.78133223684694,56.86481394390005
26.75,413.7426773996152,511.8527763175375,516.0356235308145,480.54369241598914,57.88916788239196
27.0,426.3414570816895,510.7037638706338,521.2399576143589,486.09505952222736,52.01559956510855
27.25,440.8516607571446,508.0031835404933,508.82058753647806,485.89181061137197,39.00805508470792
27.5,445.8617365209356,506.99869798708335,514.6956442238551,489.18535957729136,37.71621642463408
27.75,440.8397647478205,513.6775212321428,512.0723031214916,488.8631963671516,41.59725555452091
28.0,427.299514060997,509.4138874872906,495.5523219014994,477.42190781659565,43.95709859585541
28.25,441.65778118354746,516.0587418483752,507.7698025167766,488.4954418495665,40.773784118102
28.5,453.8260842263226,512.042105343107,519.8177844426451,495.22865800402496,36.06584440891838
28.75,431.3984863751887,518.2318646746608,512.8638280118442,487.4980596872312,48.65773883719074
29.0,432.98342739284493,505.6812315498459,514.9106645322377,484.5251078249762,44.87431586798923
29.25,433.6586600216449,507.23717381664335,512.4416066411341,484.44581349314075,44.059876855923186
29.5,447.763161578981,522.4958642244716,502.75655376378785,491.0051931890801,38.72744592265832
29.75,432.7239578205943,510.9316711362859,499.51574136630256,481.0571234410609,42.24514217398126
30.0,452.92042301840456,507.1633416351384,505.7891328272994,488.62429916028077,30.92809711456097
30.25,440.416598552432,512.0150718143746,501.65042682862475,484.6940323984771,38.6939895515225
30.5,436.7260449727923,516.3939453538218,501.65925875454235,484.9264163603855,42.38790627904591
30.75,443.6421356698083,515.336739879916,499.62558008434917,486.2014852113578,37.68532619707971
31.0,446.36920656569373,514.2356780516501,504.12846881650194,488.2444511446153,36.61544757392894
31.25,438.7279999297447,506.8950889066724,498.98224152013523,481.53511011885075,37.28256697837956
31.5,430.89437129964034,516.8731205829462,493.99306052883577,480.5868508038074,44.52955396670816
31.75,439.53410763246194,509.10539225961975,492.6885263763144,480.4426754227987,36.366352035226775
32.0,453.3790619476351,503.691675669683,504.98004084987366,487.35025948906394,29.42697177774952
32.25,450.4881399548928,508.56770254723483,500.0103507159382,486.35539773935534,31.355257985287924
32.5,447.9565830873197,501.6916154780838,498.3855042431475,482.6779009361837,30.114946915872572
32.75,438.31213720049067,498.97657561632013,493.1340993893364,476.80760406871576,33.46579386728602
33.0,448.7939696625696,492.25725975117604,493.96564875096647,478.33895938823736,25.600966029839793
33.25,443.62801837814004,506.43589664341647,486.7939376074857,478.9526175430141,32.12976996978907
33.5,435.2743516512796,494.67904786335,486.04596265438323,471.9997873896709,32.096740686358714
33.75,446.7668494715056,491.05467876493657,487.1404759339009,474.9873347234477,24.51789319745749
34.0,441.86080472689065,509.8281983273117,472.38643024358237,474.69181109926166,34.04229331105557
34.25,430.0999203665585,509.98293285511625,481.9873488272469,474.0234006829739,40.53260753511019
34.5,444.8705902981181,488.69906995485786,485.5009973552287,473.0235525360683,24.433560509404057
34.75,446.419940188959,503.45527275185276,485.44398824027866,478.43973372703016,29.15565084344275
35.0,444.61308921368254,501.51669849951384,479.1358321204018,475.08853994453267,28.666890621521453
35.25,433.61558402698165,506.07607989669697,478.76635922731236,472.81934105033025,36.594482293363214
35.5,436.1675494932017,490.6898815760794,489.52694543567554,472.1281255016522,31.14820019296981
35.75,443.6003022611691,497.95244354689527,491.5780014609646,477.7102490896763,29.71152524626452
36.0,449.485356715953,489.32525827378026,477.66535656559836,472.15865718511054,20.482852403526234
36.25,440.9897701402902,491.3833936332807,470.81790893201804,467.73035756852966,25.33829221267597
36.5,458.72904408236906,492.67781812633643,481.751705069308,477.71952242600446,17.329849607651152
36.75,443.59608714735924,501.27547979869604,490.27559660591436,478.3823878506566,30.623755403752774
37.0,445.80324301091844,489.6769668121953,483.84784102726917,473.10935028346097,23.82671394965791
37.25,451.1554984432058,490.6206684255057,494.0482229374925,478.60812993540134,23.83636432780543
37.5,450.15124090029826,483.01071232578613,481.8840630294474,471.68200541851064,18.65469646532124
37.75,446.3393334618018,477.87949824497946,472.7925199534988,465.6704505534267,16.93335179585196
38.0,447.4054116822802,473.5689748206507,472.7910827599026,464.5884897542778,14.886064222480638
38.25,455.42009335702807,482.7390811819267,485.0050755158055,474.3880833515868,16.465787740207013
38.5,450.07968009541736,480.1116811846367,492.58779386231447,474.2597183807895,21.84992072063593
38.75,457.1637199321189,466.3557675489327,481.3639009991361,468.2944628267292,12.21601798681621
39.0,454.1564695632273,477.5960701813926,485.9414544189461,472.56466472118865,16.4790047104883
39.25,457.13871627501976,469.7297856234463,486.47485016533324,471.11445068793313,14.71700244320179
39.5,467.85465365385846,472.25980836300806,486.88811869360313,475.66752690348994,9.963814886535845
39.75,459.9735349546768,464.8735606316285,484.5326536782014,469.7932497548356,12.997695331126831
40.0,469.18281790519273,465.23552928459185,480.80450797990875,471.7409517232311,8.093596906014753
40.25,483.493933019025,460.90064979077687,477.11383604451083,473.83613961810426,11.647814479794851
40.5,461.8930590810181,462.01207186070064,487.2389463707922,470.3813591041703,14.599220093870105
40.75,473.2113608376441,467.1959419634942,496.68808269990075,479.03179516701294,15.58379553064255
41.0,464.9649242367707,456.37073287471605,480.03234845287557,467.12266852145405,11.977475036113129
41.25,478.28816479521396,453.4984966215288,486.99303242417096,472.92656461363794,17.37904052411776
41.5,478.9591891209933,458.73249496719643,485.56977834677815,474.4204874783226,13.982482048973974
41.75,488.6881569722902,444.24053773765434,488.31514710660986,473.7479472721848,25.554846842993364
42.0,471.50978103700106,447.2715683712545,483.7227102918826,467.5013532333794,18.55322227867921
42.25,489.01838319750345,448.5910006376579,487.00493100520504,474.87143828012216,22.781781085820672
42.5,478.9239117567198,439.9895743292675,494.2548549339634,471.05611367331693,27.975111345399405
42.75,481.1337347158183,442.6204656787584,500.6142238119891,474.78947473552194,29.512814532455355
43.0,483.24344644660613,436.9515736033596,503.39000164921345,474.52834056639307,34.06583307624399
43.25,484.9139701670262,445.8389908858394,494.5479500075925,475.10030368681936,25.79480009652536
43.5,488.35327479323144,432.962598362995,504.35027888789807,475.2220506813748,37.46160724913255
43.75,487.09784751718786,439.204383305277,489.1583518492772,471.82019422391403,28.264903342057455
44.0,478.26633368052893,428.11366952416114,499.7834140291443,468.7211390779448,36.77595851032699
44.25,480.5681527033691,433.9704072912713,496.016675782063,470.18507859223445,32.300015935070974
44.5,491.5284652883668,432.99451271270925,490.32775403783364,471.61691067963665,33.453365233016136
44.75,493.97316798694783,434.1289884953913,500.474198960738,476.1921184810257,36.572476386920094
45.0,486.2008126114211,427.67871391631786,492.011567304363,468.6303646107006,35.58397797424345
45.25,495.53878929470653,432.83576027496576,504.7197898953826,477.6981131550183,39.12218964294012
45.5,486.97134412489805,430.065982594261,508.2543636804831,475.09723013321405,40.42402344567772
45.75,493.9375161997638,424.7147080865528,500.70747789251243,473.1199007262764,42.056570250043954
46.0,494.79208161237193,422.97732724177064,498.9185770202047,472.22932862478245,42.70335725984389
46.25,484.9028240196561,423.0210133753382,488.5470346309215,465.49029067530523,36.82458015417063
46.5,493.3642829822722,429.35573992177757,499.55953515529745,474.0931860197824,38.86739764765271
46.75,491.9453723806139,418.27958391501136,498.8285057176476,469.6844873377576,44.650783342067456
47.0,484.3421464925095,418.6642099350496,502.991946519617,468.66610098239204,44.29554821305977
47.25,495.7556225227714,428.1845409351848,502.8217099932344,475.5872911503969,41.20373701509848
47.5,488.41815825254145,417.4609179445028,492.18180706744783,466.02029442149734,42.09573667221368
47.75,482.8889337161382,423.1617922736094,492.8495279980433,466.30008466259704,37.68935608750189
48.0,495.52265284726474,412.4447139242246,501.17938829150654,469.7155850209986,49.67860878797852
48.25,493.7004240478724,413.5653428583399,495.8999159030472,467.7218942697532,46.91384109927508
48.5,492.83489403336,417.3595593309914,485.5424360881303,465.24562981749386,41.63053921941741
48.75,487.070091876186,422.7750071950085,496.4654517445392,468.77018360524454,40.10904369990036
49.0,500.25609445507496,417.36053132076995,487.46960406697,468.36207661427164,44.628934570019744
49.25,497.91740347855745,415.4207410039873,504.0970107935864,472.4783850920437,49.50987728021025
49.5,497.91626429593805,413.9995096257981,491.43357365976374,467.78311586049995,46.69061516170226
49.75,488.5681504154415,415.191247022234,485.89112859689635,463.21684201152397,41.61291797039383
50.0,499.22827229834587,413.7793479235554,483.9999018986989,465.66917404020006,45.57840889137009
50.25,498.8271889191884,413.0855581975219,483.93163806868523,465.2814617284652,45.812428639438394
50.5,493.0587111904719,404.6914283298629,484.8402438773861,460.8634611325736,48.81965539755144
50.75,491.08092511086596,418.63436407440065,482.5162700256094,464.0771864036253,39.58694109319971
51.0,489.5333971685158,407.2535653026911,488.17528216453786,461.6540815452483,47.117122627379885
51.25,490.7884656398902,413.35039594828896,476.6800226289123,460.27296140569723,41.24387715621641
51.5,499.93476931286915,397.30427274341776,473.0971829850431,456.7787416804434,53.225683194129076
51.75,491.3636878594515,406.69766491191683,479.6389128944092,459.23342188859255,45.87343357357792
52.0,489.84936729433144,403.66256164590436,475.4531639701007,456.32169763677877,46.168724478993425
52.25,490.6824718040124,410.6729009931386,465.41827468457706,455.59121582724265,40.90001429919299
52.5,487.22729950547546,403.1408515697197,477.7761117277874,456.04808760099417,46.06205548989343
52.75,486.3503057705314,411.5867378478855,468.88536990519754,455.6074711745382,39.11041700311129
53.0,480.1783055779353,413.1521222523187,460.073144568545,451.134524132933,34.395515903512
53.25,481.5041265379517,407.07470699681556,470.8789451148338,453.1525928832004,40.256704980506875
53.5,489.68256620568354,399.52576862565877,474.79532435822136,454.6678863965212,48.33112202968142
53.75,483.6567913952493,409.7181432066618,473.02236859541364,455.4657677324415,39.97382392748048
54.0,488.77929548715224,410.43989113003244,471.43721599329444,456.8854675368264,41.147060722636326
54.25,488.5645664102959,406.51048018813486,468.37077692340966,454.48194117394684,42.753866319844434
54.5,487.52747095221696,409.47743467750206,460.7122957087939,452.572400446171,39.656594177840475
54.75,498.84069090396844,408.6353531486365,472.22447193671815,459.90017199644103,46.34832269512904
55.0,484.4333959929696,408.7642361601071,465.2084012370032,452.80201113002664,39.33057746928831
55.25,490.1854999768062,399.4892269565761,473.00877821224486,454.2278350485424,48.17672004743264
55.5,485.0348224808844,403.3305184685494,470.38199129831924,452.9157774159177,43.56259627334396
55.75,489.06370025866465,404.65568661412937,460.54784802988866,451.42241163422756,42.937552141598104
56.0,479.588195521822,401.36794072012196,466.80096412398564,449.2523667886432,41.95911124701297
56.25,474.53121626550075,398.3602936266118,463.86789803886984,445.58646931032746,41.245125059605314
56.5,479.88758155101874,402.65081424585435,469.01162267736566,450.5166728247463,41.808216100142424
56.75,484.9113183254911,400.10511362469464,462.5241210120776,449.18018432075445,43.94961403419691
57.0,482.62179508582796,398.4575610835694,470.71588633856413,450.5984141693205,45.54601065029686
57.25,480.4310342412451,407.5727060253981,469.43250169726934,452.4787473213041,39.27666404090908
57.5,479.4902513480074,408.67748072558425,468.79898162013603,452.32223789790925,38.17360912426194
57.75,480.8063345524254,398.6997830253693,470.1469940655618,449.8843705477855,44.646409539666635
58.0,476.9332210839452,405.63654320958966,473.82970223604974,452.1331555098616,40.29713605035917
58.25,476.7338959859227,403.453482561455,460.40576357933355,446.86438070890375,38.471177983626944
58.5,479.24207768323066,402.41210639232236,469.7412992368387,450.4651611041306,41.885418084625606
58.75,480.04364487209244,404.17389608886407,467.05260136919037,450.42338077671565,40.5765070976105
59.0,477.2890889072787,402.04917708278566,458.2557876757537,445.86468455527273,39.12052735133012
59.25,478.7404356816173,403.61709531755287,470.86035059594906,451.0726271983731,41.28613041698145
59.5,492.56148534450097,405.52308113882833,457.2790138103169,451.78786009788206,43.778254059380934
59.75,470.14250634200505,399.10603168951303,465.9841883684069,445.0775754666417,39.86677852588201
60.0,473.97859233620926,405.9134323634872,465.13226179501646,448.34142883157097,37.008992883254855
60.25,465.65720447746713,410.9549885843871,472.20859969401516,449.60693091862316,33.63346071217893
60.5,473.0083725710623,404.1994314098745,461.58993374889684,446.26591257661124,36.875287315456205
60.75,465.1569267532326,401.3518135855834,473.01905846399933,446.50926626760514,39.304578973780316
61.0,468.3037723870849,403.8487146048851,454.5705301891809,442.2410057270503,33.95035343738539
61.25,472.0329214137644,411.5644563398931,467.94378172034004,450.5137198246659,33.792959479198814
61.5,475.72598923276036,401.2532689940613,456.402716512653,444.4606582464915,38.64590640238861
61.75,465.0606174285843,398.77594205192355,455.41510761835593,439.7505556996213,35.81128575684451
62.0,465.52285135716676,400.0111999232084,459.1552428131486,441.5630980311746,36.12556971071276
62.25,456.82776708913985,394.28405348949207,456.6223658896986,435.9113954894435,36.050481950993024
62.5,464.0821775040127,405.91987903464786,449.2849780909483,439.76234487653625,30.227862119442666
62.75,456.28184908201774,394.5879858553634,451.53292106925653,434.1342520022126,34.33028479252201
63.0,465.58547852542404,401.85229195226015,452.68501514256087,440.04092854008167,33.695466493293644
63.25,466.9843123119895,393.7083784153417,451.2499637179439,437.314218148425,38.57453014023953
63.5,450.54800846766483,395.3444797174368,447.1174507172218,431.00331296744116,30.929055484826765
63.75,448.81206888178104,398.70037459276693,453.86992941133445,433.7941242952941,30.49711362443707
64.0,453.05923116020944,390.72813383955906,438.8484990464253,427.54528801539794,32.66670105792825
64.25,455.0727741193365,407.73066774307,443.8244872533439,435.5426430385835,24.73379200069418
64.5,442.6303660250637,396.68534014135764,455.430537829384,431.5820813319351,30.891714242602962
64.75,446.5933412415324,403.91239992217425,442.6643735632438,431.0567049089835,23.589598696606675
65.0,453.57004182137985,397.065843584548,449.3846901025855,433.3401918361712,31.484131686653324
65.25,445.26298955571184,395.7951586408175,445.6768283866076,428.9116588610457,28.680476909768572
65.5,447.7083487044192,400.4863172421267,439.8748424509358,429.3565027991606,25.307245318861092
65.75,449.3412091087019,390.1042387693223,448.56617117847634,429.3372063521668,33.978956428438465
66.0,443.6536079084629,404.49163684386025,440.34178711997845,429.49567729076716,21.717356382319615
66.25,445.70589728216817,398.0284081689626,444.90602012363763,429.5467751915894,27.29863633401758
66.5,439.72945252875144,394.72210923443527,443.27839142141073,425.90998439486583,27.06771895788243
66.75,449.209981194246,398.2262480456312,426.47085666739804,424.6356953024251,25.541361051614043
67.0,458.33425440597244,389.31787018289765,438.21281372747615,428.6216461054487,35.49377684992317
67.25,449.24976367680546,394.0407700014256,432.16468358646443,425.1517390882318,28.26471808745847
67.5,450.8067187300781,398.9532196098811,439.1887440238388,429.64956078793267,27.211088830809626
67.75,444.0704815670444,396.9927276700385,426.5298499777238,422.5310197382689,23.792261566731057
68.0,442.6857503929204,395.8268830901169,435.74778054665165,424.75347134322965,25.290205364345585
68.25,440.51273725107745,397.149856324956,429.14304155635114,422.2685450441282,22.483969562238595
68.5,456.52760732994005,400.4836919452564,433.50057547867146,430.170624917956,28.169958128545424
68.75,448.9574537060165,393.56773399018556,432.7976030183657,425.1075969048559,28.48433618796375
69.0,447.8850413825886,391.96084078393403,432.14631321719907,423.9973984612406,28.8389088199354
69.25,447.23308805787184,396.36532804057197,425.838067887986,423.1454946621432,25.540550409628935
69.5,447.50621347151605,394.97194629171855,429.12396011794357,423.8673732937261,26.658696251129573
69.75,451.0947463957116,395.7471635235529,419.9923651099342,422.2780916763995,27.744497506714776
70.0,445.7448483555682,404.9029498905333,429.2254060487774,426.62440143162627,20.544806796874138
70.25,452.3271084261224,393.10082286376917,424.15909328359686,423.1956748578295,29.62489420530786
70.5,445.62693842873233,406.5274896405645,424.0648900320801,425.40643936712564,19.58421660032411
70.75,456.67930494214664,397.8182267155829,424.9896709692251,426.49573420898486,29.459426375271306
71.0,451.1917325080094,400.3355465843817,439.7249681288796,430.4174157404236,26.67509719331005
71.25,454.23548783908757,391.4096564616598,434.74452751888236,426.7965572732099,32.158186288032766
71.5,444.02002666099577,405.10831360456336,420.0426323069585,423.0569908575059,19.630209406676652
71.75,441.4118022721594,392.8854218177383,434.10157274515063,422.79959894501616,26.16301509451846
72.0,440.63225579728453,399.6044151917051,428.62575303447716,422.95414134115555,21.09375051025955
72.25,452.3394880830195,393.8934398914057,422.13552717595445,422.78948505012653,29.228511473901712
72.5,445.7774529189406,390.5189661018457,425.80510865755514,420.7005092261138,27.98066819869328
72.75,453.9446354426142,387.228305127608,413.56158226085313,418.24484094369177,33.60382220214006
73.0,445.69656427766364,392.1745456295278,428.84228072374657,422.2377968769793,27.365416591101017
73.25,437.5418886878022,391.5491183626698,428.92671369575527,419.33924024874244,24.449406247759427
73.5,452.05287893392324,393.35642675971565,416.8231584115425,420.74415470172715,29.544018572132178
73.75,449.4365899049776,388.3765498151293,416.1915794005927,418.00157304023315,30.570233588821743
74.0,456.45563398794206,385.7430980481006,416.7704980086785,419.65641001490707,35.44449253186754
74.25,448.51574041397527,380.19129924769214,425.8369819802919,418.18134054731973,34.79962570896274
74.5,451.61326588238205,385.2290210906058,415.9541964970305,417.59882782333943,33.22266693529022
74.75,435.8083088471822,385.2547254595546,422.9753516009734,414.6794619692368,26.27798578504299
75.0,442.47407432509283,386.7052186769127,420.43442288272166,416.5379052949091,28.087870194462734
75.25,439.71916318889623,381.6690175831858,417.68089969054074,413.0230268208743,29.30403873126582
75.5,444.56270537742057,382.97556003660947,419.13309098307315,415.5571187990344,30.9489062909065
75.75,429.80361001685606,375.3078632912323,415.3124888067092,406.8079873715992,28.225724282835934
76.0,441.85564793377574,382.9626477995673,413.7881878576651,412.8688278636694,29.457261979024597
76.25,443.1910252538617,379.8360002162581,427.99485213621324,417.0072925354443,33.07581667720663
76.5,432.8222794126054,372.1467826406369,415.41551202203306,406.7948580250918,31.24285092037095
76.75,433.62438397022515,377.4747408162171,422.41342546586145,411.17085008410123,29.715185217183684
77.0,425.89778113685196,378.95595750273304,427.11122554228274,410.6549880606226,27.45886952450481
77.25,423.9389367097829,376.6614838200361,419.95603625317744,406.8521522609988,26.22161741189727
77.5,431.2526103083065,373.54159372469,423.5007384092598,409.43164748075213,31.32243362902341
77.75,425.49553258964573,362.88988287420034,423.93329282788045,404.1062360972422,35.70295475199809
78.0,430.95096624752154,373.76501435626926,419.0158597183354,407.9106134407087,30.16708710817487
78.25,422.3870138551672,367.8405778461408,429.7505403849891,406.65937736209906,33.819074168787765
78.5,422.5571480856195,365.8801717749013,429.1912629839612,405.876194281494,34.79603759599649
78.75,406.6730711129292,365.52602833017687,430.85328174265663,401.0174603952542,33.0288049896904
79.0,423.8157717337681,364.8071084662567,443.39064916628047,410.67117645543505,40.90756049939245
