Names,Time,Stack TC,Smoke TC,Exh Press,Smoke Comp,Smoke Meas,CO Meter,CO2 Meter,O2 Meter,Sample Mass,Ext Coeff,Start Test,Flame Verif
Chan Gain,,500,500,1,1,1,1,1,1,1,1,1.0,1.0
Offset,,0,0,0.13751983642578125,0,0,0,0,0,0,0,0.0,0.0
Gain,,1,1,25.01099967956543,13.849123001098633,15.262179374694824,1,1,1,1.0008713006973267,1.0311846733093262,1.0,1.0
Units,sec,C,C,Pa,%,%,%,%,%,g,/m,,
Baseline,,45.226985931396484,47.06782150268555,132.9426727294922,104.65298461914062,107.15542602539062,0.0008135322714224458,0.044026486575603485,20.995508193969727,-451.7296447753906,-0.21367351710796356,,
1,0,45.012474060058594,47.087806701660156,126.00737762451172,104.19512176513672,68.86750793457031,0.01162554882466793,0.09517175704240799,20.892223358154297,561.718994140625,3.7455594539642334,0.0,1.0
2,0.25,44.561458587646484,47.08976364135742,114.989501953125,104.1866683959961,71.97882080078125,0.012429948896169662,0.10500143468379974,20.878671646118164,561.548828125,3.3451287746429443,0.0,1.0
3,0.5,44.9323844909668,47.08711242675781,117.60523986816406,104.19681549072266,69.20845031738281,0.013205102644860744,0.11384814232587814,20.86647605895996,561.5188598632812,3.701035737991333,0.0,1.0
4,0.75,43.815242767333984,46.20042419433594,114.74830627441406,104.19343566894531,44.929996490478516,0.013902740553021431,0.1250830590724945,20.855499267578125,561.5188598632812,7.608546257019043,0.0,1.0
5,1,43.85829162597656,45.95293426513672,115.8901596069336,104.21034240722656,40.6389045715332,0.014530614949762821,0.13519449532032013,20.845619201660156,561.5088500976562,8.517997741699219,0.0,1.0
6,1.25,43.84225845336914,45.47410583496094,117.079345703125,104.19174194335938,46.51173400878906,0.01509570237249136,0.14429478347301483,20.836727142333984,561.538818359375,7.29543399810791,0.0,1.0
7,1.5,43.606117248535156,45.35015106201172,119.13790130615234,104.18751525878906,55.64305114746094,0.015372413210570812,0.15248504281044006,20.828725814819336,561.478759765625,5.673642158508301,0.0,1.0
8,1.75,44.13726806640625,45.93695068359375,121.1773681640625,104.19385528564453,63.96347427368164,0.01562145259231329,0.15647515654563904,20.821523666381836,561.48876953125,4.413660049438477,0.0,1.0
9,2,44.554443359375,45.60203170776367,123.68701934814453,104.20188903808594,75.63553619384766,0.015845587477087975,0.16006626188755035,20.81504249572754,561.5689086914062,2.898207902908325,0.0,1.0
10,2.25,44.91558074951172,45.97466278076172,127.09351348876953,104.1799087524414,88.53582763671875,0.016047310084104538,0.16329826414585114,20.8092098236084,561.558837890625,1.471807837486267,0.0,1.0
11,2.5,45.197139739990234,46.27989959716797,128.259033203125,104.19300842285156,96.36672973632812,0.01591574214398861,0.16620706021785736,20.803958892822266,561.4988403320312,0.7063072323799133,0.0,1.0
12,2.75,45.229217529296875,46.71728515625,129.18870544433594,104.18582916259766,99.74864196777344,0.0157973300665617,0.1688249707221985,20.80795669555664,561.4988403320312,0.3936833143234253,0.0,1.0
13,3,45.52600860595703,46.1790657043457,126.58441162109375,104.19005584716797,100.37882232666016,0.01569075882434845,0.16560092568397522,20.811553955078125,561.558837890625,0.3370838761329651,0.0,1.0
14,3.25,45.51543426513672,46.430824279785156,129.47035217285156,104.1744155883789,101.03881072998047,0.0155948456376791,0.16269928216934204,20.81479263305664,561.548828125,0.2764464020729065,0.0,1.0
15,3.5,45.74819564819336,46.25508499145508,132.64329528808594,104.17864227294922,103.08538055419922,0.015178346075117588,0.16008779406547546,20.817707061767578,561.5088500976562,0.0954262912273407,0.0,1.0
16,3.75,45.91874313354492,46.34507369995117,128.7101287841797,104.1837158203125,104.40303039550781,0.01480349712073803,0.15773746371269226,20.825380325317383,561.52880859375,-0.01902134157717228,0.0,1.0
17,4,45.94832229614258,46.750099182128906,132.2288360595703,104.19300842285156,104.4197998046875,0.01446613296866417,0.15562216937541962,20.832284927368164,561.538818359375,-0.019667547196149826,0.0,1.0
18,4.25,45.7607307434082,47.15253448486328,131.62355041503906,104.1646957397461,104.96800231933594,0.01416250504553318,0.15054874122142792,20.838499069213867,561.558837890625,-0.06949020177125931,0.0,1.0
19,4.5,46.30087661743164,47.05177307128906,133.05392456054688,104.17356872558594,105.29683685302734,0.013611365109682083,0.14598265290260315,20.844091415405273,561.548828125,-0.09701212495565414,0.0,1.0
20,4.75,46.10443115234375,46.682594299316406,130.45880126953125,104.18582916259766,105.42212677001953,0.01311533898115158,0.14187318086624146,20.85188102722168,561.52880859375,-0.10670407861471176,0.0,1.0
21,5,45.329246520996094,46.02965545654297,132.60971069335938,104.18582916259766,105.88602447509766,0.012668915092945099,0.13627584278583527,20.858890533447266,561.548828125,-0.1464204639196396,0.0,1.0
22,5.25,45.3231201171875,45.8027458190918,128.3765869140625,104.17103576660156,106.32291412353516,0.01226713415235281,0.13123825192451477,20.86520004272461,561.5689086914062,-0.18494994938373566,0.0,1.0
23,5.5,43.974609375,45.41569900512695,130.53436279296875,104.16722869873047,105.50223541259766,0.011905531398952007,0.1267044097185135,20.870878219604492,561.5088500976562,-0.115190289914608,0.0,0.0
24,5.75,43.98712158203125,45.08991622924805,127.55072021484375,104.18202209472656,104.89301300048828,0.0115800891071558,0.12262395769357681,20.875988006591797,561.52880859375,-0.061521172523498535,0.0,0.0
25,6,44.51731872558594,45.33817672729492,132.27157592773438,104.18624877929688,106.07652282714844,0.011287190951406956,0.11895155161619186,20.880586624145508,561.5188598632812,-0.16264285147190094,0.0,0.0
26,6.25,44.26316452026367,45.6590690612793,130.53359985351562,104.17356872558594,106.11751556396484,0.01074614655226469,0.11438708752393723,20.88472557067871,561.538818359375,-0.16723914444446564,0.0,0.0
27,6.5,44.55351638793945,45.48600387573242,133.55006408691406,104.17906188964844,106.45984649658203,0.010259206406772137,0.11027906835079193,20.888450622558594,561.4988403320312,-0.1958952248096466,0.0,0.0
28,6.75,43.967079162597656,45.72820281982422,130.18783569335938,104.19300842285156,105.98616790771484,0.009820960462093353,0.10658185184001923,20.891803741455078,561.478759765625,-0.15434786677360535,0.0,0.0
29,7,43.28813552856445,44.784034729003906,132.5272674560547,104.17864227294922,106.27587127685547,0.009426538832485676,0.10325436294078827,20.896657943725586,561.4988403320312,-0.18028686940670013,0.0,0.0
30,7.25,43.33164596557617,43.856014251708984,133.98741149902344,104.16680908203125,106.52458953857422,0.009071559645235538,0.09954201430082321,20.901025772094727,561.548828125,-0.20245838165283203,0.0,0.0
31,7.5,42.59897232055664,43.604774475097656,133.2126922607422,104.17610931396484,106.0732650756836,0.008752078749239445,0.09620089828968048,20.904956817626953,561.46875,-0.16324560344219208,0.0,0.0
32,7.75,43.05702590942383,43.806312561035156,134.00497436523438,104.20104217529297,106.14825439453125,0.00846454594284296,0.0931938961148262,20.90849494934082,561.80908203125,-0.1674736589193344,0.0,0.0
33,8,42.76174545288086,43.950496673583984,134.1186981201172,104.17906188964844,106.61308288574219,0.008051538839936256,0.09048759192228317,20.9136962890625,561.5789184570312,-0.20890605449676514,0.0,0.0
34,8.25,42.51666259765625,44.01388168334961,130.2924041748047,104.15835571289062,106.2176513671875,0.007679832633584738,0.08805191516876221,20.918376922607422,561.3286743164062,-0.17709136009216309,0.0,0.0
35,8.5,42.808319091796875,44.16822052001953,127.24693298339844,104.17610931396484,106.068603515625,0.007345296908169985,0.08525979518890381,20.922590255737305,561.4487915039062,-0.16284815967082977,0.0,0.0
36,8.75,43.007164001464844,43.94855499267578,134.25914001464844,104.17145538330078,105.8343276977539,0.007044214755296707,0.08274688571691513,20.926382064819336,561.598876953125,-0.14325112104415894,0.0,0.0
37,9,42.96168518066406,43.98060607910156,132.28759765625,104.15624237060547,106.02342987060547,0.006725776940584183,0.0804852694272995,20.930713653564453,561.478759765625,-0.16072013974189758,0.0,0.0
38,9.25,43.189388275146484,44.15751647949219,129.64666748046875,104.16765594482422,106.82547760009766,0.006439182907342911,0.07844981551170349,20.934612274169922,561.558837890625,-0.227898970246315,0.0,0.0
39,9.5,42.862545013427734,44.011051177978516,134.88807678222656,104.16722869873047,106.73697662353516,0.006181248463690281,0.07661790400743484,20.938119888305664,561.5188598632812,-0.2204388827085495,0.0,0.0
40,9.75,42.58987808227539,44.413211822509766,133.94696044921875,104.18202209472656,105.90838623046875,0.005949107464402914,0.07496918737888336,20.94127655029297,561.558837890625,-0.1486613154411316,0.0,0.0
41,10,42.895118713378906,44.392093658447266,129.31617736816406,104.17314910888672,106.94470977783203,0.005709682125598192,0.07348533719778061,20.944807052612305,561.6689453125,-0.2375119924545288,0.0,0.0
42,10.25,42.56687545776367,44.903804779052734,130.0183868408203,104.16426849365234,106.326171875,0.005494199227541685,0.07214987277984619,20.94798469543457,561.658935546875,-0.18581503629684448,0.0,0.0
43,10.5,42.608272552490234,44.206787109375,132.10289001464844,104.16976928710938,106.40069580078125,0.005300264805555344,0.07046464085578918,20.950843811035156,561.478759765625,-0.1916753351688385,0.0,0.0
44,10.75,42.952598571777344,44.02191925048828,127.98426055908203,104.19554901123047,106.26236724853516,0.005125723779201508,0.0689479261636734,20.95341682434082,561.5088500976562,-0.1776692271232605,0.0,0.0
45,11,42.70271301269531,43.77812957763672,130.89080810546875,104.16300201416016,106.03972625732422,0.004944012966006994,0.0675828829407692,20.955734252929688,561.678955078125,-0.16152308881282806,0.0,0.0
46,11.25,42.5433349609375,43.620262145996094,130.83584594726562,104.16511535644531,106.31266784667969,0.0047804731875658035,0.06635434925556183,20.95827865600586,561.62890625,-0.18459279835224152,0.0,0.0
47,11.5,42.3807487487793,43.716957092285156,135.04684448242188,104.17103576660156,106.38951873779297,0.004633287433534861,0.06511897593736649,20.960567474365234,561.4387817382812,-0.1906147599220276,0.0,0.0
48,11.75,42.69218063354492,44.04716110229492,129.7375030517578,104.18709564208984,106.76538848876953,0.004500820301473141,0.06400714069604874,20.962627410888672,561.4487915039062,-0.2211211919784546,0.0,0.0
49,12,41.81052017211914,43.5057373046875,133.8607177734375,104.16173553466797,105.47010040283203,0.004358300939202309,0.06300649046897888,20.964481353759766,561.5888671875,-0.11291185766458511,0.0,0.0
50,12.25,41.82313537597656,43.046295166015625,132.60589599609375,104.1592025756836,105.82501220703125,0.004230033606290817,0.062105901539325714,20.966381072998047,561.5689086914062,-0.14351898431777954,0.0,0.0
51,12.5,41.5048713684082,43.89381408691406,134.0400848388672,104.16722869873047,106.93865203857422,0.0041145929135382175,0.061208948493003845,20.968090057373047,561.478759765625,-0.2375141829252243,0.0,0.0
52,12.75,41.89344024658203,43.67313766479492,132.5730743408203,104.17145538330078,106.85668182373047,0.004010695964097977,0.060401689261198044,20.969627380371094,561.478759765625,-0.23021097481250763,0.0,0.0
53,13,41.6279411315918,43.32624053955078,130.26873779296875,104.16765594482422,106.22370910644531,0.003917188849300146,0.05967515707015991,20.971012115478516,561.538818359375,-0.1767999678850174,0.0,0.0
54,13.25,41.674827575683594,43.40867614746094,131.33885192871094,104.16680908203125,107.00898742675781,0.0038330324459820986,0.059021275490522385,20.972257614135742,561.538818359375,-0.2434978038072586,0.0,0.0
55,13.5,42.13945007324219,43.16866683959961,133.30963134765625,104.17272186279297,106.42631530761719,0.0037185216788202524,0.05838238075375557,20.973608016967773,561.478759765625,-0.19359639286994934,0.0,0.0
56,13.75,41.842159271240234,43.29150390625,128.7017364501953,104.1689224243164,106.51900482177734,0.003615461988374591,0.057807374745607376,20.974822998046875,561.46875,-0.2018006443977356,0.0,0.0
57,14,42.22237014770508,43.726295471191406,128.99024963378906,104.15032196044922,105.74117279052734,0.0035227080807089806,0.05728986859321594,20.97591781616211,561.48876953125,-0.1371210366487503,0.0,0.0
