##Temp./°C,Time/min,DSC(subtr.2)/(mW/mg),Mass loss(subtr.2)/mg,Sensit./(uV/mW)
48.877,10.00917,0.0161301,-0.0271,1.0888200000000001
48.977,10.31815,0.02124204,-0.02815178,1.08874
49.077,10.38648,0.02768439,-0.02907707,1.08865
49.177,10.43234,0.03529006,-0.02898114,1.08857
49.277,10.468580000000001,0.04152331,-0.0280917,1.08849
49.377,10.49876,0.04506567,-0.02783653,1.0884
49.477,10.525889999999999,0.05225509,-0.02824994,1.0883200000000002
49.577,10.55002,0.05717623,-0.02842938,1.08823
49.677,10.57167,0.06363728,-0.02900507,1.08815
49.777,10.59167,0.06778983,-0.02855533,1.08806
49.877,10.60928,0.07429009,-0.02874943,1.08798
49.977,10.62623,0.07636085,-0.02913563,1.08789
50.077,10.64248,0.08447461,-0.02859269,1.08781
50.177,10.65836,0.08897116,-0.0287497,1.0877299999999999
50.277,10.673160000000001,0.09490289,-0.02933097,1.08764
50.377,10.68777,0.09793227,-0.02871079,1.08756
50.477,10.70178,0.10542,-0.02954361,1.0874700000000002
50.577,10.7151,0.10762000000000001,-0.0296538,1.0873899999999999
50.677,10.72793,0.11367000000000001,-0.02942923,1.08731
50.777,10.74007,0.11759000000000001,-0.02831486,1.08722
50.877,10.75197,0.12364000000000001,-0.02888692,1.08714
50.977,10.763530000000001,0.12899000000000002,-0.02855283,1.08705
51.077,10.7747,0.13362000000000002,-0.0289877,1.08697
51.177,10.78559,0.13659000000000002,-0.02829057,1.0868799999999998
51.277,10.79618,0.14168,-0.02911511,1.0868
51.377,10.80669,0.14584,-0.02925663,1.0867200000000001
51.477,10.81673,0.14978,-0.02944136,1.08663
51.577,10.82672,0.15286,-0.0291822,1.08655
51.677,10.83643,0.15824000000000002,-0.02829985,1.08646
51.777,10.845889999999999,0.16375,-0.0283614,1.08638
51.877,10.85523,0.16642,-0.02808649,1.0863
51.977,10.86445,0.16956,-0.02786417,1.0862100000000001
52.077,10.87343,0.17412,-0.02793701,1.0861299999999998
52.177,10.88219,0.17770999999999998,-0.02739104,1.08605
52.277,10.89091,0.18095,-0.02717665,1.08596
52.377,10.89948,0.18536,-0.02786729,1.08588
52.477,10.90798,0.18865,-0.02763154,1.08579
52.577,10.91622,0.19185,-0.02831869,1.08571
52.677,10.924489999999999,0.19779000000000002,-0.02829766,1.0856299999999999
52.777,10.93265,0.20295,-0.02765551,1.08554
52.877,10.9406,0.2057,-0.02785756,1.08546
52.977,10.94852,0.20940999999999999,-0.02832307,1.0853700000000002
53.077,10.95625,0.21181999999999998,-0.02751734,1.0852899999999999
53.177,10.96392,0.21584,-0.02810976,1.08521
53.277,10.97152,0.22014,-0.02898505,1.08512
53.377,10.97891,0.22250999999999999,-0.02811986,1.08504
53.477,10.98615,0.22591,-0.02781803,1.0849600000000001
53.577,10.99341,0.2296,-0.02833175,1.08487
53.677,11.000630000000001,0.23315,-0.02841467,1.08479
53.777,11.00768,0.237,-0.02765336,1.0847
53.877,11.01458,0.24065,-0.02836533,1.0846200000000001
53.977,11.02145,0.24324,-0.02914797,1.08454
54.077,11.028319999999999,0.24506999999999998,-0.02868785,1.08445
54.177,11.03507,0.24809,-0.02855313,1.08437
54.277,11.04176,0.25158,-0.02889852,1.08429
54.377,11.04842,0.25494,-0.02892259,1.0842
54.477,11.055,0.25895,-0.02780329,1.08412
54.577,11.06151,0.26386,-0.02716491,1.08404
54.677,11.068010000000001,0.26844,-0.02753751,1.08395
54.777,11.07455,0.27042,-0.02701971,1.0838700000000001
54.877,11.081,0.2722,-0.02633013,1.08379
54.977,11.08733,0.27554,-0.02639108,1.0837
55.077,11.09365,0.27784000000000003,-0.02646349,1.08362
