Temp/C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/(mW/mg),Sensit./(uV/mW)
40.677,12.78702,-0.006354431,0.22345,1.01068
40.777,12.79818,-0.006369852,0.22453,1.01073
40.877,12.80941,-0.006368063,0.22644,1.01078
40.977,12.82056,-0.006829612,0.22497,1.01083
41.077,12.83166,-0.006484172,0.22289,1.01087
41.177,12.84277,-0.006363522,0.22468,1.01092
41.277,12.85377,-0.006359914,0.22585,1.01097
41.377,12.86486,-0.006364921,0.22584,1.01101
41.477,12.876,-0.005793448,0.22694,1.01106
41.577,12.88714,-0.004970736,0.2267,1.01111
41.677,12.89827,-0.005989598,0.22658,1.01115
41.777,12.90924,-0.006369283,0.22766,1.0112
41.877,12.92035,-0.006369478,0.2279,1.01125
41.977,12.93144,-0.006369997,0.2272,1.01129
42.077,12.94253,-0.006370597,0.22826,1.01134
42.177,12.95368,-0.006374104,0.22886,1.01139
42.277,12.96471,-0.006729416,0.22892,1.01143
42.377,12.97576,-0.007666924,0.22966,1.01148
42.477,12.98683,-0.006651801,0.2305,1.01153
42.577,12.99785,-0.006320525,0.23076,1.01157
42.677,13.00883,-0.007340331,0.23125,1.01162
42.777,13.01975,-0.007684314,0.23129,1.01166
42.877,13.03069,-0.007636555,0.23194,1.01171
42.977,13.04167,-0.006477996,0.23234,1.01176
43.077,13.05271,-0.006374115,0.23263,1.0118
43.177,13.06375,-0.006377306,0.23286,1.01185
43.277,13.07471,-0.007086172,0.23458,1.01189
43.377,13.08562,-0.007709943,0.23418,1.01194
43.477,13.09655,-0.007680863,0.23293,1.01199
43.577,13.10746,-0.007660706,0.23362,1.01203
43.677,13.11854,-0.007080801,0.23393,1.01208
43.777,13.12946,-0.007045809,0.23423,1.01212
43.877,13.14035,-0.007662584,0.23364,1.01217
43.977,13.15126,-0.007678591,0.23542,1.01221
44.077,13.16212,-0.007679929,0.23458,1.01226
44.177,13.17301,-0.007680135,0.23429,1.01231
44.277,13.18384,-0.007680771,0.23479,1.01235
44.377,13.19474,-0.00765498,0.23615,1.0124
44.477,13.20557,-0.006804283,0.23627,1.01244
44.577,13.21647,-0.007234358,0.2365,1.01249
44.677,13.2274,-0.007713315,0.23762,1.01253
44.777,13.23833,-0.007690753,0.23804,1.01258
44.877,13.24928,-0.007689994,0.23821,1.01262
44.977,13.26009,-0.007689998,0.23777,1.01267
45.077,13.27092,-0.007690004,0.23747,1.01271
45.177,13.28178,-0.007690086,0.23771,1.01276
45.277,13.29265,-0.007691188,0.2379,1.0128
45.377,13.30358,-0.007699703,0.23847,1.01285
45.477,13.31447,-0.008382789,0.23866,1.01289
45.577,13.32536,-0.009038356,0.2381,1.01294
45.677,13.33623,-0.00902811,0.23883,1.01298
45.777,13.34713,-0.008285284,0.24021,1.01303
45.877,13.35798,-0.007681041,0.24062,1.01307
45.977,13.36881,-0.007689713,0.24,1.01312
46.077,13.37971,-0.007693384,0.23997,1.01316
46.177,13.39058,-0.007840062,0.24124,1.0132
46.277,13.40135,-0.008825789,0.24141,1.01325
46.377,13.41217,-0.008993272,0.24144,1.01329
46.477,13.42298,-0.00899985,0.24234,1.01334
46.577,13.43378,-0.00900083,0.24249,1.01338
46.677,13.44459,-0.008982918,0.24266,1.01343
46.777,13.45542,-0.008215139,0.24279,1.01347
46.877,13.46621,-0.008878125,0.24365,1.01351
46.977,13.47703,-0.008996736,0.24418,1.01356
47.077,13.48785,-0.008999852,0.24396,1.0136
47.177,13.49857,-0.008999995,0.2435,1.01365
47.277,13.50926,-0.009,0.24387,1.01369
47.377,13.52,-0.009000005,0.24369,1.01373
47.477,13.53071,-0.009000143,0.24539,1.01378
47.577,13.54147,-0.009002871,0.24424,1.01382
47.677,13.55219,-0.009045092,0.24563,1.01387
47.777,13.56294,-0.008911641,0.2453,1.01391
47.877,13.57366,-0.009007965,0.24487,1.01395
47.977,13.58437,-0.009010042,0.24602,1.014
48.077,13.59494,-0.009009649,0.24566,1.01404
48.177,13.60549,-0.009000815,0.2464,1.01408
48.277,13.61608,-0.0087899,0.24597,1.01413
48.377,13.62675,-0.007833303,0.24635,1.01417
48.477,13.63741,-0.007695856,0.2459,1.01421
48.577,13.64802,-0.007689984,0.2457,1.01426
48.677,13.65864,-0.007687653,0.24653,1.0143
48.777,13.66933,-0.00770252,0.24631,1.01434
48.877,13.67998,-0.008734049,0.24698,1.01439
48.977,13.69058,-0.009002172,0.2466,1.01443
49.077,13.70121,-0.00900941,0.24651,1.01447
49.177,13.71187,-0.009009974,0.24696,1.01452
49.277,13.72252,-0.009010158,0.24836,1.01456
49.377,13.7331,-0.009011883,0.2479,1.0146
49.477,13.74365,-0.009026024,0.24788,1.01464
49.577,13.75428,-0.008335655,0.24862,1.01469
49.677,13.76487,-0.008069197,0.24894,1.01473
49.777,13.7755,-0.009061811,0.2491,1.01477
49.877,13.78611,-0.009004688,0.24869,1.01481
49.977,13.79681,-0.00899913,0.24803,1.01486
50.077,13.80757,-0.008983387,0.24783,1.0149
50.177,13.81826,-0.008456157,0.24866,1.01494
50.277,13.82888,-0.007691677,0.24987,1.01498
50.377,13.83951,-0.007676958,0.24928,1.01503
50.477,13.85007,-0.00812072,0.24968,1.01507
50.577,13.86071,-0.009018657,0.24919,1.01511
50.677,13.87131,-0.009001371,0.24848,1.01515
50.777,13.88172,-0.009000093,0.24817,1.0152
50.877,13.89227,-0.009000005,0.24858,1.01524
50.977,13.90281,-0.008999994,0.2495,1.01528
51.077,13.91344,-0.008999937,0.25006,1.01532
51.177,13.92401,-0.008999758,0.25118,1.01536
51.277,13.93444,-0.009006643,0.25118,1.01541
51.377,13.94491,-0.01006968,0.2499,1.01545
51.477,13.95547,-0.01032519,0.25193,1.01549
51.577,13.96597,-0.009756701,0.25131,1.01553
51.677,13.97645,-0.008992503,0.25182,1.01557
51.777,13.98696,-0.009008878,0.25282,1.01561
51.877,13.99744,-0.009009934,0.25246,1.01566
51.977,14.00796,-0.009009976,0.25037,1.0157
52.077,14.0185,-0.009009798,0.25164,1.01574
52.177,14.02902,-0.009009261,0.25237,1.01578
52.277,14.03955,-0.009042423,0.25102,1.01582
52.377,14.05011,-0.01006305,0.25209,1.01586
52.477,14.06053,-0.01032211,0.25369,1.01591
52.577,14.07097,-0.01032939,0.25265,1.01595
52.677,14.08148,-0.01032996,0.25061,1.01599
52.777,14.09211,-0.01033004,0.25192,1.01603
52.877,14.10256,-0.01033058,0.25254,1.01607
52.977,14.11298,-0.01033741,0.25261,1.01611
53.077,14.12346,-0.01060608,0.25168,1.01615
53.177,14.13397,-0.01163118,0.25155,1.01619
53.277,14.1446,-0.01093008,0.25116,1.01623
53.377,14.15506,-0.01033343,0.25159,1.01627
53.477,14.16551,-0.01032124,0.25193,1.01632
53.577,14.17594,-0.01032104,0.25288,1.01636
53.677,14.18628,-0.01033562,0.25346,1.0164
53.777,14.19658,-0.009671366,0.25362,1.01644
53.877,14.20687,-0.008983177,0.25346,1.01648
53.977,14.21716,-0.008998912,0.25437,1.01652
54.077,14.22745,-0.008999933,0.25468,1.01656
54.177,14.23792,-0.008999995,0.25494,1.0166
54.277,14.24835,-0.008999991,0.25486,1.01664
54.377,14.25876,-0.008999934,0.2535,1.01668
54.477,14.26924,-0.009000183,0.25253,1.01672
54.577,14.27971,-0.009023154,0.25404,1.01676
54.677,14.29008,-0.009778307,0.25692,1.0168
54.777,14.30051,-0.01030408,0.25562,1.01684
54.877,14.31088,-0.01031876,0.25498,1.01688
54.977,14.32133,-0.01031991,0.25507,1.01692
55.077,14.33176,-0.01031999,0.25447,1.01696
55.177,14.34217,-0.01032,0.25493,1.017
55.277,14.35254,-0.01032004,0.25475,1.01704
55.377,14.36299,-0.01032052,0.2553,1.01708
55.477,14.37334,-0.0103259,0.25394,1.01712
55.577,14.38374,-0.01062266,0.25498,1.01716
55.677,14.39418,-0.01164101,0.25571,1.0172
55.777,14.40451,-0.01127069,0.25606,1.01724
55.877,14.41499,-0.01030618,0.25629,1.01728
55.977,14.42552,-0.0103187,0.25594,1.01732
56.077,14.43591,-0.0103199,0.25517,1.01736
56.177,14.44625,-0.01031999,0.25483,1.0174
56.277,14.4565,-0.01032,0.25572,1.01744
56.377,14.46689,-0.01032,0.25564,1.01748
56.477,14.4772,-0.01031999,0.25623,1.01752
56.577,14.48756,-0.01031984,0.25748,1.01756
56.677,14.49794,-0.01031801,0.2568,1.0176
56.777,14.50828,-0.01029672,0.25631,1.01763
56.877,14.51868,-0.01092946,0.25675,1.01767
56.977,14.52896,-0.01164873,0.25704,1.01771
57.077,14.53931,-0.01064374,0.25741,1.01775
57.177,14.54964,-0.01033241,0.25758,1.01779
57.277,14.55997,-0.01033025,0.25733,1.01783
57.377,14.57031,-0.01032998,0.25769,1.01787
57.477,14.5807,-0.01032921,0.25677,1.01791
57.577,14.59102,-0.01031666,0.25686,1.01795
57.677,14.60146,-0.01094971,0.25678,1.01798
57.777,14.61199,-0.01165595,0.25639,1.01802
57.877,14.6223,-0.01164067,0.25667,1.01806
57.977,14.63263,-0.01163522,0.25664,1.0181
58.077,14.64292,-0.01143662,0.25686,1.01814
58.177,14.65321,-0.01034838,0.25677,1.01818
58.277,14.66352,-0.01032129,0.25659,1.01822
58.377,14.67377,-0.01032054,0.2562,1.01825
58.477,14.684,-0.0103232,0.25687,1.01829
58.577,14.69421,-0.01098453,0.25837,1.01833
58.677,14.70442,-0.01164859,0.25835,1.01837
58.777,14.71464,-0.01164106,0.25757,1.01841
58.877,14.72482,-0.0116401,0.25672,1.01845
58.977,14.73509,-0.01164001,0.25745,1.01848
59.077,14.74528,-0.01163999,0.25785,1.01852
59.177,14.75542,-0.01163983,0.25727,1.01856
59.277,14.76561,-0.01163734,0.2569,1.0186
59.377,14.77584,-0.01159646,0.25646,1.01864
59.477,14.78603,-0.01246174,0.25665,1.01867
59.577,14.79622,-0.01300717,0.25687,1.01871
59.677,14.80644,-0.01233494,0.25611,1.01875
59.777,14.81663,-0.01162187,0.2559,1.01879
59.877,14.82685,-0.01163878,0.25582,1.01882
59.977,14.83706,-0.01163992,0.25621,1.01886
60.077,14.84728,-0.01164,0.25615,1.0189
60.177,14.85746,-0.01164002,0.25559,1.01894
60.277,14.86766,-0.01164031,0.25618,1.01897
60.377,14.87786,-0.01164412,0.25609,1.01901
60.477,14.88806,-0.01184802,0.25655,1.01905
60.577,14.89829,-0.01265012,0.256,1.01909
60.677,14.90852,-0.01262593,0.25685,1.01912
60.777,14.9187,-0.01232908,0.25652,1.01916
60.877,14.92891,-0.0113216,0.25649,1.0192
60.977,14.93909,-0.0116312,0.2563,1.01924
61.077,14.94929,-0.01162986,0.25647,1.01927
61.177,14.95952,-0.01162997,0.25665,1.01931
61.277,14.96974,-0.01163,0.25668,1.01935
61.377,14.97987,-0.01163,0.2572,1.01938
61.477,14.99003,-0.01163,0.2578,1.01942
61.577,15.00017,-0.01163006,0.25805,1.01946
61.677,15.01035,-0.01163105,0.25769,1.01949
61.777,15.02051,-0.01164687,0.25771,1.01953
61.877,15.03061,-0.01122535,0.25752,1.01957
61.977,15.0407,-0.01026361,0.25655,1.0196
62.077,15.05086,-0.01040706,0.25618,1.01964
62.177,15.061,-0.01123379,0.25654,1.01968
62.277,15.07119,-0.01162271,0.25655,1.01971
62.377,15.08137,-0.01163879,0.25656,1.01975
62.477,15.09151,-0.01163991,0.25647,1.01979
62.577,15.10163,-0.01163999,0.25713,1.01982
62.677,15.11175,-0.01164001,0.25719,1.01986
62.777,15.12184,-0.01164015,0.25591,1.01989
62.877,15.13198,-0.01164215,0.25543,1.01993
62.977,15.14212,-0.0116706,0.25553,1.01997
63.077,15.15218,-0.0111488,0.25556,1.02
63.177,15.16233,-0.01027202,0.25635,1.02004
63.277,15.1724,-0.01031554,0.25481,1.02007
63.377,15.18251,-0.01030345,0.2553,1.02011
63.477,15.19262,-0.01114788,0.25473,1.02015
63.577,15.20279,-0.01130091,0.25441,1.02018
63.677,15.21287,-0.01130939,0.25547,1.02022
63.777,15.22296,-0.01130996,0.25481,1.02025
63.877,15.2331,-0.01131004,0.25524,1.02029
63.977,15.24313,-0.01131056,0.25589,1.02032
64.077,15.25314,-0.01131781,0.25662,1.02036
64.177,15.2632,-0.01158781,0.25552,1.0204
64.277,15.27317,-0.01163624,0.25527,1.02043
64.377,15.28317,-0.0116398,0.25553,1.02047
64.477,15.29323,-0.01164092,0.25468,1.0205
64.577,15.30329,-0.01165255,0.2557,1.02054
64.677,15.31334,-0.01219435,0.25654,1.02057
64.777,15.32341,-0.01292568,0.25561,1.02061
64.877,15.33352,-0.012958,0.25484,1.02064
64.977,15.34363,-0.01296005,0.25303,1.02068
65.077,15.35369,-0.01296211,0.25313,1.02071
65.177,15.36378,-0.01298543,0.2539,1.02075
65.277,15.37384,-0.01198938,0.25338,1.02078
65.377,15.38388,-0.01163692,0.25224,1.02082
65.477,15.394,-0.01163988,0.25444,1.02085
65.577,15.40404,-0.01164,0.2526,1.02089
65.677,15.41403,-0.01164009,0.25258,1.02092
65.777,15.42408,-0.01164079,0.25257,1.02096
65.877,15.43413,-0.01196774,0.25293,1.02099
65.977,15.44423,-0.01295466,0.25219,1.02103
66.077,15.45435,-0.01295094,0.2531,1.02106
66.177,15.46449,-0.01295011,0.25304,1.0211
66.277,15.47459,-0.01295001,0.25253,1.02113
66.377,15.48478,-0.01295,0.25218,1.02116
66.477,15.4948,-0.01294992,0.25329,1.0212
66.577,15.5049,-0.01294873,0.25226,1.02123
66.677,15.51494,-0.0129312,0.25172,1.02127
66.777,15.52507,-0.0136996,0.25212,1.0213
66.877,15.53513,-0.01429421,0.25219,1.02134
66.977,15.54515,-0.01427178,0.25364,1.02137
67.077,15.55524,-0.01427013,0.25302,1.0214
67.177,15.56529,-0.01427001,0.25188,1.02144
67.277,15.5754,-0.01427,0.25208,1.02147
67.377,15.58545,-0.01427005,0.25285,1.02151
67.477,15.59557,-0.01427076,0.25276,1.02154
67.577,15.6056,-0.01428061,0.25208,1.02157
67.677,15.6157,-0.01374377,0.25233,1.02161
67.777,15.62572,-0.01292896,0.25311,1.02164
67.877,15.6358,-0.01290685,0.25362,1.02167
67.977,15.64584,-0.01375731,0.25313,1.02171
68.077,15.65588,-0.01430005,0.25356,1.02174
68.177,15.66602,-0.01427223,0.25338,1.02178
68.277,15.67604,-0.01427016,0.25316,1.02181
68.377,15.68605,-0.01427001,0.25353,1.02184
68.477,15.69611,-0.01427,0.25317,1.02188
68.577,15.70617,-0.01427,0.25121,1.02191
68.677,15.71618,-0.01427,0.25181,1.02194
68.777,15.72622,-0.01427,0.25224,1.02198
68.877,15.7362,-0.01427001,0.25346,1.02201
68.977,15.74625,-0.01427008,0.25276,1.02204
69.077,15.75622,-0.0142711,0.25148,1.02207
69.177,15.76617,-0.01428498,0.25256,1.02211
69.277,15.77611,-0.01368887,0.25234,1.02214
69.377,15.78606,-0.0128928,0.25345,1.02217
69.477,15.79603,-0.01377913,0.25322,1.02221
69.577,15.806,-0.01431112,0.25324,1.02224
69.677,15.81597,-0.0142822,0.25284,1.02227
69.777,15.82604,-0.01428016,0.25282,1.02231
69.877,15.83605,-0.01427997,0.25148,1.02234
69.977,15.84606,-0.01427949,0.2512,1.02237
70.077,15.85604,-0.01427297,0.25298,1.0224
70.177,15.866,-0.0141662,0.25294,1.02244
70.277,15.876,-0.01395932,0.25188,1.02247
70.377,15.88595,-0.01394969,0.25178,1.0225
70.477,15.89597,-0.0139363,0.25109,1.02253
70.577,15.90599,-0.01372416,0.25138,1.02257
70.677,15.91602,-0.01330878,0.25116,1.0226
70.777,15.92599,-0.01328801,0.25181,1.02263
70.877,15.93582,-0.0132468,0.25181,1.02266
70.977,15.9457,-0.01408506,0.25187,1.02269
71.077,15.95555,-0.01462342,0.25195,1.02273
71.177,15.96558,-0.01451939,0.25358,1.02276
71.277,15.97561,-0.01427956,0.25231,1.02279
71.377,15.98559,-0.0142736,0.24984,1.02282
71.477,15.99558,-0.01431814,0.25109,1.02285
71.577,16.00555,-0.01539834,0.25196,1.02289
71.677,16.01556,-0.0155852,0.25101,1.02292
71.777,16.02555,-0.01558971,0.25032,1.02295
71.877,16.03555,-0.01559072,0.24882,1.02298
71.977,16.04556,-0.0156006,0.24923,1.02301
72.077,16.05556,-0.0150836,0.24923,1.02304
72.177,16.06555,-0.01425227,0.25072,1.02308
72.277,16.0755,-0.01426875,0.25048,1.02311
72.377,16.08545,-0.01426993,0.25087,1.02314
72.477,16.09548,-0.01427018,0.25139,1.02317
72.577,16.10541,-0.0142725,0.25261,1.0232
72.677,16.11534,-0.01430677,0.25274,1.02323
72.777,16.12529,-0.01537528,0.25309,1.02326
72.877,16.13537,-0.01558555,0.25182,1.0233
72.977,16.14552,-0.01558971,0.25067,1.02333
73.077,16.15564,-0.01559066,0.25076,1.02336
73.177,16.16567,-0.01559992,0.25066,1.02339
73.277,16.17562,-0.01505469,0.24996,1.02342
73.377,16.18562,-0.01461578,0.24996,1.02345
73.477,16.19562,-0.01460114,0.25038,1.02348
73.577,16.20555,-0.01460008,0.25038,1.02351
73.677,16.21553,-0.01460001,0.25148,1.02354
73.777,16.22548,-0.0146,0.25138,1.02357
73.877,16.23544,-0.0146,0.25193,1.02361
73.977,16.24542,-0.0146,0.25036,1.02364
74.077,16.25538,-0.0146,0.25049,1.02367
74.177,16.26528,-0.0146,0.2492,1.0237
74.277,16.27531,-0.0146,0.2491,1.02373
74.377,16.28528,-0.0146,0.24951,1.02376
74.477,16.29529,-0.01459993,0.25084,1.02379
74.577,16.30526,-0.01459904,0.25124,1.02382
74.677,16.3153,-0.01458606,0.25084,1.02385
74.777,16.32532,-0.01499311,0.25094,1.02388
74.877,16.33532,-0.01597604,0.25143,1.02391
74.977,16.34532,-0.01592402,0.25096,1.02394
75.077,16.3553,-0.01592029,0.25112,1.02397
75.177,16.36527,-0.01592003,0.25046,1.024
75.277,16.37523,-0.01592008,0.25098,1.02403
75.377,16.38519,-0.01592104,0.2503,1.02406
75.477,16.39516,-0.0159339,0.25033,1.02409
75.577,16.40516,-0.01556191,0.25029,1.02412
75.677,16.41514,-0.01558798,0.25062,1.02415
75.777,16.42515,-0.01558986,0.2512,1.02418
75.877,16.43514,-0.01559002,0.24999,1.02421
75.977,16.44506,-0.01559045,0.24964,1.02424
76.077,16.45502,-0.01559583,0.24973,1.02427
76.177,16.46501,-0.01516648,0.24972,1.0243
76.277,16.47499,-0.0142565,0.24958,1.02433
76.377,16.48496,-0.01465248,0.24974,1.02436
76.477,16.49492,-0.01563323,0.25013,1.02439
76.577,16.50488,-0.01559297,0.2504,1.02442
76.677,16.5149,-0.01559022,0.2509,1.02445
76.777,16.52486,-0.01559001,0.25132,1.02448
76.877,16.53482,-0.01559,0.25096,1.0245
76.977,16.54482,-0.01559,0.25019,1.02453
77.077,16.55479,-0.01559,0.2504,1.02456
77.177,16.56477,-0.01559,0.25043,1.02459
77.277,16.57479,-0.01559,0.25034,1.02462
77.377,16.5848,-0.01559,0.25047,1.02465
77.477,16.59478,-0.01559001,0.2519,1.02468
77.577,16.60479,-0.01559009,0.25143,1.02471
77.677,16.61471,-0.01559103,0.25118,1.02474
77.777,16.62471,-0.01560488,0.25097,1.02477
77.877,16.63468,-0.01663905,0.24922,1.02479
77.977,16.64463,-0.01652218,0.24901,1.02482
78.077,16.65465,-0.01558058,0.24896,1.02485
78.177,16.66458,-0.01558941,0.24985,1.02488
78.277,16.67459,-0.01558996,0.25259,1.02491
78.377,16.68458,-0.01558998,0.24946,1.02494
78.477,16.69459,-0.01558982,0.24925,1.02497
78.577,16.70454,-0.01558779,0.25126,1.02499
78.677,16.71451,-0.01556168,0.25178,1.02502
78.777,16.72438,-0.0145864,0.25211,1.02505
78.877,16.73432,-0.01427143,0.2532,1.02508
78.977,16.74425,-0.01427006,0.25302,1.02511
79.077,16.75418,-0.01427,0.25191,1.02514
79.177,16.76413,-0.01427,0.25191,1.02516
79.277,16.77406,-0.01427,0.25116,1.02519
79.377,16.78402,-0.01427,0.25188,1.02522
79.477,16.79398,-0.01426996,0.24993,1.02525
