##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
48.346,0.16683,-0.0561854,0.01416,-0.07443178,0.9912700000000001
48.446,0.17937999999999998,-0.03597228,0.004392241,-0.00205924,0.9912700000000001
48.546,0.18274,-0.02135377,0.006936618,-0.001017686,0.9912700000000001
48.646,0.18489,-0.005277036999999999,0.003232907,-0.0004479036,0.9912700000000001
48.746,0.18663,0.004276643,0.00451461,-0.00013847690000000002,0.9912700000000001
48.846,0.18812,0.015017,0.004305351,-6.607708e-05,0.9912700000000001
48.946,0.1894,0.02625623,0.004494167,-0.00012480760000000001,0.9912799999999999
49.046,0.19057000000000002,0.03337804,0.008674806,-0.0002104583,0.9912799999999999
49.146,0.19161,0.03934795,0.007354765,-0.0002547068,0.9912799999999999
49.246,0.19255,0.04823261,0.005569976999999999,-0.0002352046,0.9912799999999999
49.346,0.19341,0.05624522,0.001562212,-0.0001565504,0.9912799999999999
49.446,0.19422999999999999,0.0610654,0.002131578,-3.253955e-05,0.9912799999999999
49.546,0.195,0.07155387,0.002523819,0.00011886450000000001,0.99129
49.646,0.19575,0.07610636,0.003400099,0.0002821486,0.99129
49.746,0.19646,0.08204125,0.006129729,0.00043919040000000003,0.99129
49.846,0.19714,0.08415601,0.006889806,0.0005792501,0.99129
49.946,0.19780999999999999,0.09050763,0.0068468159999999995,0.0006938657,0.99129
50.046,0.19844,0.0971658,0.00632825,0.0007729642,0.99129
50.146,0.19904000000000002,0.10222,0.006517834,0.0008119474000000001,0.99129
50.246,0.19963,0.10842,0.005584886,0.0008072131,0.99129
50.346,0.2002,0.10844000000000001,0.0040988859999999995,0.0007534048,0.9913
50.446,0.20075,0.11438,0.003904112,0.0006469572,0.9913
50.546,0.20129,0.11483,0.00398947,0.0004816157,0.9913
50.646,0.20182,0.12222000000000001,0.003389395,0.0002598197,0.9913
50.746,0.20232999999999998,0.13460999999999998,0.004750544000000001,-1.845214e-05,0.9913
50.846,0.20282999999999998,0.14305,0.004127085,-0.0003539004,0.9913
50.946,0.20331,0.14811,0.003376215,-0.0007379611999999999,0.9913
51.046,0.20379,0.14711,0.004852282,-0.001165494,0.9913
51.146,0.20425,0.15157,0.0052978090000000005,-0.0016186479999999999,0.99131
51.246,0.20471,0.15789,0.00591854,-0.002094822,0.99131
