##Temp./°C,Time/min,Mass loss(subtr.2)/mg,DSC(subtr.2)/mW,DTG(subtr.2)/(mg/min),Sensit./(uV/mW)
48.356,0.16683,0.01756,0.0415617,-0.04966694,0.9912700000000001
48.456,0.17875,0.01623172,0.04962309,0.0003674826,0.9912700000000001
48.556,0.18225999999999998,0.01723584,0.06759498,-0.001212631,0.9912700000000001
48.656,0.18442,0.01279767,0.08008333,-0.001296026,0.9912700000000001
48.756,0.18631,0.01676432,0.09286338,-0.0004220108,0.9912700000000001
48.856,0.18779,0.01679622,0.10584,0.0007176946,0.9912700000000001
48.956,0.18907000000000002,0.01420585,0.11481,0.001816355,0.9912799999999999
49.056,0.19019,0.01274228,0.12503,0.002712478,0.9912799999999999
49.156,0.19125,0.01304689,0.1358,0.003374907,0.9912799999999999
49.256,0.19221,0.01562294,0.15223,0.003758381,0.9912799999999999
49.356,0.19311,0.02587338,0.15688,0.003890915,0.9912799999999999
49.456,0.19395,0.009605205,0.16284,0.0038082809999999997,0.9912799999999999
49.556,0.19475,0.01739608,0.17243,0.003559342,0.99129
49.656,0.1955,0.0199643,0.1786,0.003189381,0.99129
49.756,0.19621,0.01724322,0.1915,0.0027508479999999997,0.99129
49.856,0.19689,0.01881901,0.19801,0.0022751729999999997,0.99129
49.956,0.19755,0.0191784,0.20104,0.0017849620000000002,0.99129
50.056,0.19818,0.01825278,0.21106999999999998,0.001307623,0.99129
50.156,0.19879000000000002,0.01771775,0.21616999999999997,0.000863198,0.99129
50.256,0.19938,0.01634871,0.22045,0.0004523271,0.99129
50.356,0.19996,0.01505809,0.22937,9.161746999999999e-05,0.9913
50.456,0.20052999999999999,0.01683415,0.2308,-0.0002149896,0.9913
50.556,0.20107,0.01822113,0.23894,-0.00046183650000000004,0.9913
50.656,0.2016,0.01859149,0.24846,-0.0006536052,0.9913
50.756,0.20212,0.02025936,0.2517,-0.0007918029,0.9913
50.856,0.20263,0.01886837,0.26004,-0.0008753078,0.9913
50.956,0.20313,0.01887598,0.26371999999999995,-0.0009099666,0.9913
51.056,0.2036,0.01733448,0.26074,-0.0009010609,0.9913
51.156,0.20407,0.01602362,0.2703,-0.0008535986999999999,0.99131
51.256,0.20454,0.01493425,0.28149,-0.0007715916000000001,0.99131
51.356,0.205,0.01579564,0.28103,-0.0006622792,0.99131
51.456,0.20545,0.01561888,0.29076,-0.0005331626,0.99131
51.556,0.20589000000000002,0.01612904,0.29771,-0.0003882536,0.99131
51.656,0.20634,0.01711981,0.29936,-0.0002313873,0.99131
51.756,0.20676999999999998,0.0171173,0.30967,-7.156533e-05,0.99131
51.856,0.20720999999999998,0.01719351,0.31093000000000004,9.24905e-05,0.99131
51.956,0.20763,0.01692624,0.32533,0.00024581580000000003,0.99131
52.056,0.20804,0.01619425,0.32834,0.0003900951,0.99131
52.156,0.20845,0.01663635,0.33268000000000003,0.0005224033,0.9913200000000001
52.256,0.20885,0.01548631,0.33476999999999996,0.0006407591,0.9913200000000001
52.356,0.20925,0.01580386,0.3369,0.0007455233,0.9913200000000001
52.456,0.20964000000000002,0.01549089,0.34633,0.0008369086999999999,0.9913200000000001
52.556,0.21003000000000002,0.01698221,0.34302,0.0009132963000000001,0.9913200000000001
52.656,0.21040999999999999,0.01712318,0.34688,0.0009767008,0.9913200000000001
52.756,0.21079,0.01837806,0.34976999999999997,0.001029685,0.9913200000000001
52.856,0.21116,0.01940825,0.35938000000000003,0.0010728839999999999,0.9913200000000001
52.956,0.21154,0.01994113,0.35932,0.001109279,0.9913200000000001
53.056,0.21191,0.01968809,0.36391999999999997,0.001140872,0.9913200000000001
53.156,0.21227,0.01964132,0.36924,0.001169748,0.9913200000000001
53.256,0.21263,0.01839021,0.37296,0.001198505,0.9913200000000001
53.356,0.21299,0.01842881,0.37354,0.001228483,0.9913200000000001
53.456,0.21334,0.0180618,0.37488,0.001262005,0.9913200000000001
53.556,0.21369000000000002,0.01696429,0.37899,0.001300674,0.9913200000000001
53.656,0.21405,0.01698159,0.3814,0.001345749,0.9913299999999999
53.756,0.21439,0.01647551,0.38093,0.0013962310000000002,0.9913299999999999
53.856,0.21473000000000003,0.01630122,0.39226,0.001453946,0.9913299999999999
53.956,0.21508000000000002,0.01644156,0.39518000000000003,0.001518413,0.9913299999999999
54.056,0.21541,0.01608935,0.39918000000000003,0.001588704,0.9913299999999999
54.156,0.21575,0.01653998,0.3992,0.0016651729999999998,0.9913299999999999
54.256,0.21608000000000002,0.01637942,0.40979,0.00174626,0.9913299999999999
54.356,0.21641999999999997,0.01776305,0.40476999999999996,0.0018307179999999998,0.9913299999999999
54.456,0.21674000000000002,0.01782696,0.41153,0.001916937,0.9913299999999999
54.556,0.21706999999999999,0.0186723,0.41253,0.002003167,0.9913299999999999
54.656,0.21739,0.01780928,0.41265,0.002090036,0.9913299999999999
54.756,0.21771,0.01782733,0.4189,0.0021744060000000003,0.9913299999999999
54.856,0.21803000000000003,0.01731496,0.42156000000000005,0.002256115,0.9913299999999999
54.956,0.21835,0.01789694,0.42911000000000005,0.002333533,0.9913299999999999
55.056,0.21866999999999998,0.01688866,0.43409,0.0024056679999999997,0.9913299999999999
55.156,0.21899000000000002,0.01644772,0.43572,0.002471557,0.9913299999999999
55.256,0.2193,0.01713253,0.43656999999999996,0.002530557,0.9913299999999999
55.356,0.21961,0.01636184,0.43849,0.002581401,0.9913299999999999
55.456,0.21993000000000001,0.01760601,0.44101999999999997,0.0026248779999999998,0.9913299999999999
55.556,0.22024000000000002,0.01788508,0.44301,0.00266003,0.9913299999999999
55.656,0.22055,0.01968453,0.44997,0.002686869,0.9913299999999999
55.756,0.22085,0.01924311,0.45407,0.002705603,0.9913299999999999
55.856,0.22116,0.01975934,0.45785,0.002716825,0.9913299999999999
55.956,0.22146,0.01996831,0.45582,0.0027209340000000004,0.9913299999999999
56.056,0.22175999999999998,0.02006014,0.45721000000000006,0.0027183890000000003,0.9913299999999999
56.156,0.22205999999999998,0.01977049,0.46155,0.002709886,0.9913299999999999
56.256,0.22235,0.01975097,0.46363999999999994,0.0026958359999999996,0.9913299999999999
56.356,0.22265,0.01974914,0.46391000000000004,0.002676784,0.9913299999999999
56.456,0.22295,0.01972442,0.46536000000000005,0.0026536209999999997,0.9913299999999999
56.556,0.22324000000000002,0.01934868,0.46847,0.0026266370000000002,0.9913299999999999
56.656,0.22353,0.01843575,0.47762,0.002596581,0.9913299999999999
56.756,0.22383000000000003,0.01844008,0.46874,0.002563239,0.9913299999999999
56.856,0.22411999999999999,0.01844027,0.47403999999999996,0.002527705,0.9913299999999999
56.956,0.22441,0.01844278,0.47418000000000005,0.002490268,0.9913299999999999
57.056,0.22469,0.01845376,0.47765,0.002451408,0.9913299999999999
57.156,0.22496999999999998,0.01812499,0.47323000000000004,0.00241148,0.9913299999999999
57.256,0.22526,0.01844416,0.47618,0.0023695179999999997,0.9913299999999999
57.356,0.22554000000000002,0.01880007,0.48203,0.0023251829999999998,0.9913299999999999
57.456,0.22583000000000003,0.01877851,0.48476,0.002279331,0.9913299999999999
57.556,0.22610999999999998,0.01842819,0.48943000000000003,0.002231982,0.9913299999999999
57.656,0.22639,0.01859678,0.49535,0.002182506,0.9913299999999999
57.756,0.22666999999999998,0.01976217,0.4971,0.002131143,0.9913299999999999
57.856,0.22695,0.01900845,0.49561000000000005,0.002077878,0.9913299999999999
57.956,0.22721999999999998,0.01939205,0.49462,0.002023048,0.9913299999999999
58.056,0.2275,0.01985874,0.50179,0.0019654860000000002,0.9913299999999999
58.156,0.22778,0.01983042,0.50244,0.0019044210000000001,0.9913200000000001
58.256,0.22805999999999998,0.02004178,0.49946999999999997,0.001841261,0.9913200000000001
58.356,0.22834000000000002,0.0189735,0.50798,0.001774234,0.9913200000000001
58.456,0.22862,0.01994156,0.50702,0.0017048060000000001,0.9913200000000001
58.556,0.22889,0.01996753,0.50443,0.0016334189999999999,0.9913200000000001
58.656,0.22916,0.01997002,0.50859,0.001561018,0.9913200000000001
58.756,0.22943000000000002,0.01997043,0.5151100000000001,0.001486079,0.9913200000000001
58.856,0.22971,0.01997253,0.5137,0.001409171,0.9913200000000001
58.956,0.22998000000000002,0.01995797,0.51588,0.001329995,0.9913200000000001
59.056,0.23025,0.01963659,0.5221,0.001250718,0.9913200000000001
59.156,0.23051,0.01968943,0.52164,0.001170796,0.9913200000000001
59.256,0.23078,0.02006985,0.51667,0.00108993,0.9913200000000001
59.356,0.23105,0.02045844,0.5168699999999999,0.001009455,0.9913200000000001
59.456,0.23131,0.02011052,0.5148,0.0009304657,0.9913200000000001
59.556,0.23158,0.02011068,0.5171899999999999,0.0008519014999999999,0.99131
59.656,0.23184000000000002,0.0201071,0.52265,0.0007753317999999999,0.99131
59.756,0.2321,0.02141665,0.5263800000000001,0.0007007885000000001,0.99131
59.856,0.23237,0.02057764,0.52563,0.0006292248999999999,0.99131
59.956,0.23263000000000003,0.02005639,0.52872,0.0005603198,0.99131
60.056,0.23289,0.02007655,0.52747,0.0004951455000000001,0.99131
60.156,0.23315,0.02007925,0.52881,0.0004348107,0.99131
60.256,0.23340999999999998,0.02005775,0.52963,0.00037880220000000004,0.99131
60.356,0.23365999999999998,0.02009049,0.52655,0.000327727,0.99131
60.456,0.23392,0.01881833,0.52362,0.00028151740000000004,0.99131
60.556,0.23418000000000003,0.01916571,0.52961,0.00024040200000000002,0.99131
60.656,0.23444,0.0201526,0.53066,0.0002051139,0.9913
60.756,0.23469,0.0200846,0.53165,0.0001756555,0.9913
60.856,0.23495,0.02007888,0.53345,0.0001519653,0.9913
60.956,0.23521,0.02007967,0.5312899999999999,0.000134597,0.9913
61.056,0.23546,0.02008146,0.5292399999999999,0.0001234235,0.9913
61.156,0.23571999999999999,0.02009441,0.53335,0.0001185498,0.9913
61.256,0.23596999999999999,0.02000896,0.52874,0.0001198049,0.9913
61.356,0.23621999999999999,0.02061709,0.53272,0.0001271883,0.9913
61.456,0.23646999999999999,0.02004936,0.53567,0.00014061709999999998,0.99129
61.556,0.23671999999999999,0.0200418,0.5362600000000001,0.00016018600000000001,0.99129
61.656,0.23698000000000002,0.01886149,0.53605,0.0001857373,0.99129
