##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/mW,Sensit./(uV/mW)
89.484,24.72356,-0.0756065,0.32702,1.0512
89.584,24.75685,-0.07564054,0.3255,1.05118
89.684,24.7902,-0.07564974,0.32321,1.05116
89.784,24.82335,-0.07427537,0.32652,1.05115
89.884,24.85649,-0.07466951,0.3245,1.05113
89.984,24.88983,-0.07465,0.3241,1.05111
90.084,24.92304,-0.07467002,0.32450999999999997,1.0510899999999999
90.184,24.95647,-0.0759492,0.31887,1.05108
90.284,24.98986,-0.07596995,0.31949,1.05106
90.384,25.0232,-0.07597,0.31886,1.05104
90.484,25.05634,-0.07597,0.32532,1.05102
90.584,25.08944,-0.07597,0.31945999999999997,1.05101
90.684,25.12256,-0.07597,0.32569000000000004,1.0509899999999999
90.784,25.1557,-0.07597,0.33343,1.0509700000000002
90.884,25.18885,-0.07597,0.3296,1.05095
90.984,25.22193,-0.07596996,0.3276,1.05094
91.084,25.2553,-0.07597426,0.32126,1.05092
91.184,25.28854,-0.07693509,0.32444,1.0509
91.284,25.32179,-0.07695891,0.3222,1.05088
91.384,25.35513,-0.07696005,0.32141,1.05087
91.484,25.38849,-0.07695935,0.3259,1.05085
91.584,25.42161,-0.07676962,0.31894,1.05083
91.684,25.45466,-0.07564166,0.32443,1.05081
91.784,25.48798,-0.07563999,0.32363000000000003,1.05079
91.884,25.521279999999997,-0.07563992,0.32387,1.0507799999999998
91.984,25.55452,-0.07564939,0.3306,1.0507600000000001
92.084,25.58771,-0.07597656,0.32802,1.05074
92.184,25.6208,-0.07668111,0.33007,1.05072
92.284,25.65384,-0.07658317,0.32388,1.05071
92.384,25.68688,-0.07797346,0.32825,1.05069
92.484,25.71996,-0.07795011,0.3253,1.05067
92.584,25.75319,-0.07795002,0.32776,1.05065
92.684,25.78629,-0.07794823,0.329,1.05063
92.784,25.81944,-0.07793384,0.3326,1.05062
92.884,25.85246,-0.07663166,0.33019,1.0506
92.984,25.8856,-0.07662997,0.33125,1.0505799999999998
93.084,25.918570000000003,-0.07663,0.33255999999999997,1.05056
93.184,25.95186,-0.07663061,0.32937,1.05055
93.284,25.98491,-0.07656957,0.32918000000000003,1.05053
93.384,26.01793,-0.0776139,0.33476999999999996,1.05051
93.484,26.05098,-0.07761007,0.33155999999999997,1.05049
93.584,26.083879999999997,-0.07760999,0.3336,1.05047
93.684,26.117060000000002,-0.07761041,0.32931,1.05046
93.784,26.15009,-0.07719717,0.33489,1.05044
93.884,26.18318,-0.07629062,0.33231,1.0504200000000001
93.984,26.21629,-0.07664049,0.33331,1.0504
94.084,26.24942,-0.07662002,0.3356,1.0503799999999999
94.184,26.282459999999997,-0.07661999,0.33746,1.05036
94.284,26.315609999999996,-0.07662,0.32949,1.05035
94.384,26.34866,-0.07662,0.3343,1.05033
94.484,26.38175,-0.07662,0.33446,1.05031
94.584,26.41493,-0.07661949,0.33858,1.05029
94.684,26.44802,-0.07686339,0.33655,1.05027
94.784,26.48105,-0.07794536,0.33725,1.05026
94.884,26.514329999999998,-0.07793988,0.34123000000000003,1.05024
94.984,26.54761,-0.07794,0.33549,1.0502200000000002
95.084,26.5808,-0.07794,0.3351,1.0502
95.184,26.61403,-0.07794,0.33989,1.05018
95.284,26.647159999999996,-0.07794,0.34621999999999997,1.05016
95.384,26.6805,-0.07794,0.33347,1.05015
95.484,26.713829999999998,-0.07794,0.3364,1.05013
95.584,26.74697,-0.07794,0.3386,1.05011
95.684,26.78027,-0.07794,0.33391,1.05009
95.784,26.81342,-0.07794,0.34035,1.05007
95.884,26.8466,-0.07793997,0.3384,1.05005
95.984,26.87927,-0.07793989,0.33275,1.0500399999999999
96.084,26.91242,-0.07935527,0.33628,1.0500200000000002
96.184,26.94518,-0.0792585,0.33689,1.05
96.284,26.978379999999998,-0.07926,0.33652,1.04998
96.384,27.0116,-0.07926001,0.33814,1.04996
96.484,27.04478,-0.07925887,0.33854,1.0499399999999999
96.584,27.077859999999998,-0.07951352,0.33813000000000004,1.04993
96.684,27.11107,-0.08024307,0.33693,1.0499100000000001
96.784,27.14436,-0.07896368,0.33535,1.04989
96.884,27.177559999999996,-0.07893984,0.33155999999999997,1.04987
96.984,27.210440000000002,-0.07894,0.3338,1.04985
97.084,27.243509999999997,-0.07894,0.33554,1.0498299999999998
97.184,27.27647,-0.07894004,0.33205,1.0498100000000001
97.284,27.30968,-0.07894083,0.33355999999999997,1.0498
97.384,27.342779999999998,-0.07930851,0.3362,1.04978
97.484,27.375790000000002,-0.07888568,0.34013000000000004,1.04976
97.584,27.40874,-0.07795133,0.3343,1.04974
97.684,27.441709999999997,-0.07809315,0.33291,1.04972
97.784,27.474790000000002,-0.07862321,0.33314,1.0497
97.884,27.50801,-0.07927487,0.34057,1.04968
97.984,27.54125,-0.07926029,0.33969,1.04966
98.084,27.5747,-0.07925999,0.33473,1.04965
98.184,27.60775,-0.07926,0.33752,1.0496299999999998
98.284,27.641379999999998,-0.07925994,0.33794,1.04961
98.384,27.674529999999997,-0.07926675,0.33623000000000003,1.04959
98.484,27.707659999999997,-0.07989164,0.33014,1.0495700000000001
98.584,27.740790000000004,-0.07994972,0.32674000000000003,1.04955
98.684,27.773979999999998,-0.07859341,0.33353,1.0495299999999999
98.784,27.80705,-0.07860005,0.33054,1.04951
98.884,27.840120000000002,-0.0786,0.33353,1.0495
98.984,27.873379999999997,-0.07859999,0.33803,1.04948
99.084,27.906679999999998,-0.07860012,0.33479000000000003,1.04946
99.184,27.939759999999996,-0.07860286,0.33525,1.04944
99.284,27.97307,-0.07976465,0.33135,1.04942
99.384,28.006320000000002,-0.0805644,0.33134,1.0494
99.484,28.039620000000003,-0.08125756,0.33075,1.04938
