##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.)/mW,Sensit./(uV/mW)
197.784,60.2332,-0.11813,0.40508,1.02234
197.884,60.26571,-0.11812,0.41168000000000005,1.02231
197.984,60.29821999999999,-0.11946,0.40537,1.02227
198.084,60.33068000000001,-0.11944,0.40814,1.02223
198.184,60.36306,-0.11944,0.40945,1.0222
198.284,60.39565,-0.11944,0.40996000000000005,1.02216
198.384,60.42825,-0.11944,0.41361000000000003,1.0221200000000001
198.484,60.46069,-0.11944,0.41181,1.02209
198.584,60.4932,-0.1195,0.40905,1.02205
198.684,60.525769999999994,-0.1188,0.40771999999999997,1.02201
198.784,60.55828,-0.11879,0.41707,1.0219799999999999
198.884,60.590819999999994,-0.11879,0.40915999999999997,1.02194
198.984,60.62341,-0.11879,0.4109,1.02191
199.084,60.65585,-0.11879,0.41218999999999995,1.02187
199.184,60.68825,-0.11879,0.41171,1.02183
199.284,60.72068,-0.11879,0.41242,1.0218
199.384,60.753319999999995,-0.11879,0.40901,1.02176
199.484,60.785880000000006,-0.11925,0.41022,1.0217200000000002
199.584,60.81847,-0.11945,0.4025,1.02169
199.684,60.851119999999995,-0.11945,0.40241,1.02165
199.784,60.88358,-0.11955999999999999,0.40454,1.0216100000000001
199.884,60.916090000000004,-0.1201,0.40660999999999997,1.02158
199.984,60.94845,-0.1201,0.40984,1.02154
200.084,60.98101,-0.11904,0.41398999999999997,1.0215
200.184,61.01367,-0.11912,0.4057,1.02147
200.284,61.04635,-0.11912,0.40879,1.0214299999999998
200.384,61.07903,-0.11912,0.40038,1.02139
200.484,61.111419999999995,-0.11907999999999999,0.40534000000000003,1.02136
200.584,61.14386999999999,-0.12045,0.40708,1.02132
200.684,61.17615,-0.12113,0.41133000000000003,1.02128
200.784,61.208580000000005,-0.12109,0.40351,1.02124
200.884,61.24078000000001,-0.12109,0.41281,1.02121
200.984,61.273219999999995,-0.12109,0.40926,1.0211700000000001
201.084,61.305580000000006,-0.12109,0.40838,1.0211299999999999
201.184,61.33809,-0.12109,0.40351,1.0211
201.284,61.37067,-0.12109,0.40898,1.02106
201.384,61.403259999999996,-0.12109,0.4071,1.02102
201.484,61.43594,-0.12109,0.40853,1.02099
201.584,61.468469999999996,-0.12109,0.4139,1.02095
201.684,61.50082,-0.12109,0.40713,1.02091
201.784,61.53325,-0.12109,0.40595,1.02088
201.884,61.565709999999996,-0.12109,0.40633,1.02084
201.984,61.5983,-0.12109,0.40681,1.0208
202.084,61.63083,-0.12109,0.40818000000000004,1.0207600000000001
202.184,61.66335,-0.12109,0.40918000000000004,1.02073
202.284,61.69576,-0.12109,0.41086000000000006,1.0206899999999999
202.384,61.728080000000006,-0.12109,0.41297,1.02065
202.484,61.76048,-0.12109,0.41405,1.02062
202.584,61.79285,-0.12127,0.41158,1.0205799999999998
202.684,61.82507,-0.12239000000000001,0.40939000000000003,1.02054
202.784,61.85785,-0.1224,0.40507,1.0205
202.884,61.890280000000004,-0.1224,0.41813,1.02047
202.984,61.92309,-0.1224,0.41156000000000004,1.02043
203.084,61.955619999999996,-0.1224,0.41188,1.02039
203.184,61.98826999999999,-0.1224,0.41783000000000003,1.02036
203.284,62.02081999999999,-0.1224,0.41258,1.0203200000000001
203.384,62.053309999999996,-0.1224,0.40923000000000004,1.0202799999999999
203.484,62.08578000000001,-0.1224,0.40867,1.02024
203.584,62.11812,-0.12240999999999999,0.41093999999999997,1.02021
203.684,62.15039,-0.12375,0.41375,1.02017
203.784,62.182990000000004,-0.12353,0.4127,1.02013
203.884,62.21553,-0.12240999999999999,0.41158999999999996,1.02009
203.984,62.24823000000001,-0.1224,0.40835,1.02006
204.084,62.28082,-0.12351,0.4188,1.0200200000000001
204.184,62.31325,-0.12372000000000001,0.41813,1.0199799999999999
204.284,62.34575,-0.12372000000000001,0.41563,1.01994
204.384,62.37825,-0.12377,0.42178000000000004,1.01991
204.484,62.4109,-0.12272000000000001,0.42239,1.01987
204.584,62.44348000000001,-0.12272999999999999,0.41938000000000003,1.01983
204.684,62.47606999999999,-0.12272999999999999,0.4137,1.01979
204.784,62.508869999999995,-0.12272999999999999,0.40475,1.01976
204.884,62.54135,-0.12272999999999999,0.41271,1.0197200000000002
204.984,62.573809999999995,-0.12274000000000002,0.41173000000000004,1.01968
205.084,62.60626,-0.12308,0.4149,1.0196399999999999
205.184,62.63871999999999,-0.12305999999999999,0.41747,1.0196100000000001
205.284,62.67109,-0.12305999999999999,0.41822,1.01957
205.384,62.7035,-0.12308,0.41758999999999996,1.0195299999999998
205.484,62.7359,-0.12435,0.41708999999999996,1.01949
205.584,62.768359999999994,-0.12437999999999999,0.41678999999999994,1.01946
205.684,62.8008,-0.12437999999999999,0.42318999999999996,1.01942
205.784,62.83339,-0.12437999999999999,0.42021000000000003,1.01938
205.884,62.86564,-0.12437999999999999,0.41585,1.01934
205.984,62.89808000000001,-0.12437999999999999,0.42441,1.0193
206.084,62.93045,-0.12437999999999999,0.43093000000000004,1.0192700000000001
206.184,62.96266,-0.12437999999999999,0.42583999999999994,1.0192299999999999
206.284,62.99511,-0.1244,0.43378999999999995,1.01919
206.384,63.027330000000006,-0.12535,0.42035,1.01915
206.484,63.059580000000004,-0.12537,0.42317,1.01911
206.584,63.091919999999995,-0.12537,0.42636,1.01908
206.684,63.124190000000006,-0.12542999999999999,0.42583999999999994,1.01904
206.784,63.156380000000006,-0.12437000000000001,0.42903,1.019
206.884,63.18869,-0.12439000000000001,0.4255,1.01896
206.984,63.22104,-0.12405,0.43432,1.01893
207.084,63.253409999999995,-0.12405,0.43098000000000003,1.01889
207.184,63.285709999999995,-0.12407,0.43193000000000004,1.01885
207.284,63.31805,-0.12497,0.42468999999999996,1.01881
207.384,63.350359999999995,-0.12603,0.42331,1.0187700000000002
207.484,63.3827,-0.12603,0.42589,1.01874
207.584,63.41496,-0.12603,0.43345,1.0187
207.684,63.44726,-0.12603,0.43454,1.0186600000000001
207.784,63.479409999999994,-0.12603,0.43063,1.01862
207.884,63.51186,-0.12599000000000002,0.42906000000000005,1.0185799999999998
207.984,63.5442,-0.12667,0.43445,1.01854
208.084,63.576519999999995,-0.12669,0.43801,1.01851
208.184,63.608869999999996,-0.12669,0.43303,1.01847
208.284,63.64124,-0.12604,0.42851999999999996,1.01843
208.384,63.67361,-0.12603,0.42901999999999996,1.01839
208.484,63.706109999999995,-0.12603,0.43128999999999995,1.01835
208.584,63.73859,-0.12603,0.4301,1.0183200000000001
208.684,63.77097,-0.12635,0.43025,1.0182799999999999
208.784,63.803430000000006,-0.12636,0.42456000000000005,1.01824
208.884,63.83596,-0.12638,0.42572,1.0182
208.984,63.8685,-0.12700999999999998,0.43323,1.01816
209.084,63.90085,-0.12833,0.42676000000000003,1.0181200000000001
209.184,63.933240000000005,-0.12834,0.43282,1.01809
209.284,63.96575,-0.12834,0.43706000000000006,1.01805
209.384,63.998169999999995,-0.12834,0.42981,1.01801
209.484,64.03064,-0.12869,0.43073,1.01797
209.584,64.063,-0.1277,0.42841,1.01793
209.684,64.09544,-0.12735,0.43133999999999995,1.01789
209.784,64.12801999999999,-0.12735,0.43194,1.01785
209.884,64.16056,-0.12735,0.42996999999999996,1.0178200000000002
209.984,64.19299000000001,-0.12735,0.42783999999999994,1.01778
210.084,64.22539,-0.12734,0.43126000000000003,1.0177399999999999
210.184,64.25788,-0.12822999999999998,0.42478999999999995,1.0177
210.284,64.29028000000001,-0.12833,0.43293999999999994,1.01766
210.384,64.32275,-0.12825999999999999,0.43157,1.01762
210.484,64.35523,-0.12966,0.42908,1.01758
210.584,64.38759,-0.12965,0.43046999999999996,1.01755
210.684,64.4198,-0.12965,0.42938000000000004,1.0175100000000001
210.784,64.45226,-0.12965,0.43668999999999997,1.01747
210.884,64.48485,-0.1297,0.42289,1.0174299999999998
210.984,64.51735,-0.12830999999999998,0.4244,1.01739
211.084,64.54971,-0.12833,0.43122,1.01735
211.184,64.58241,-0.12827,0.42508,1.01731
211.284,64.61489,-0.12966,0.42635,1.0172700000000001
211.384,64.64751,-0.12965,0.42423999999999995,1.01724
211.484,64.68008,-0.12965,0.4231,1.0172
211.584,64.71269000000001,-0.12962,0.42865,1.01716
211.684,64.74537,-0.12997,0.42203,1.01712
211.784,64.77793,-0.12997999999999998,0.41991999999999996,1.01708
211.884,64.81049,-0.12997999999999998,0.43013,1.01704
211.984,64.84324000000001,-0.13002,0.43022,1.017
212.084,64.87595,-0.13128,0.42767,1.01696
212.184,64.90873,-0.1313,0.42928,1.01693
212.284,64.94152,-0.1313,0.43067,1.01689
212.384,64.97419000000001,-0.1313,0.4258,1.01685
212.484,65.00685,-0.1313,0.42972,1.01681
212.584,65.0395,-0.1313,0.42828,1.0167700000000002
212.684,65.0723,-0.1313,0.426,1.01673
212.784,65.10528000000001,-0.1313,0.42182,1.0166899999999999
212.884,65.13804,-0.1313,0.4268,1.01665
212.984,65.17075,-0.1313,0.43446999999999997,1.01661
213.084,65.20339,-0.1313,0.43572,1.01657
213.184,65.2361,-0.1313,0.43673,1.01653
213.284,65.26881,-0.1313,0.4323,1.0165
213.384,65.30157,-0.13137000000000001,0.42875,1.0164600000000001
213.484,65.33424000000001,-0.13338,0.42905,1.01642
213.584,65.36667,-0.1336,0.42963,1.0163799999999998
213.684,65.39938000000001,-0.13360999999999998,0.43386,1.01634
213.784,65.432,-0.13360999999999998,0.42983999999999994,1.0163
213.884,65.46476,-0.13360999999999998,0.42728999999999995,1.01626
213.984,65.49746,-0.13360999999999998,0.42618,1.0162200000000001
214.084,65.53007,-0.13360999999999998,0.42313999999999996,1.0161799999999999
214.184,65.56243,-0.13360999999999998,0.42453,1.01614
214.284,65.59496,-0.13360999999999998,0.43215,1.0161
214.384,65.62765,-0.13360999999999998,0.42775,1.01606
214.484,65.66038,-0.13360999999999998,0.42481,1.0160200000000001
214.584,65.69314,-0.13352999999999998,0.42736999999999997,1.01599
214.684,65.72581,-0.13366,0.43082,1.01595
214.784,65.75846,-0.13360999999999998,0.43173999999999996,1.01591
214.884,65.7909,-0.13360999999999998,0.42985,1.01587
214.984,65.82339,-0.13424,0.43443999999999994,1.01583
215.084,65.85585999999999,-0.1346,0.43576000000000004,1.01579
215.184,65.88842,-0.1346,0.4372,1.01575
215.284,65.92087,-0.1346,0.4351,1.0157100000000001
215.384,65.95308,-0.1346,0.43664,1.01567
215.484,65.9856,-0.13496,0.43422,1.01563
215.584,66.01807,-0.13591,0.43396999999999997,1.01559
215.684,66.05088,-0.13591,0.4321,1.01555
215.784,66.08339000000001,-0.13591,0.42923,1.0155100000000001
215.884,66.11591,-0.13591,0.43053,1.01547
215.984,66.14829,-0.13591,0.43422,1.0154299999999998
216.084,66.18073000000001,-0.13591,0.433,1.01539
216.184,66.2131,-0.13588,0.43954,1.01535
216.284,66.24563,-0.13623,0.44154,1.01531
216.384,66.27807,-0.13624,0.4451,1.0152700000000001
216.484,66.31016,-0.13624,0.44327,1.0152299999999999
216.584,66.3425,-0.13624,0.45238,1.01519
216.684,66.37482,-0.13624,0.44268,1.01515
216.784,66.40706999999999,-0.13624,0.44661000000000006,1.01511
216.884,66.43942,-0.13624,0.43895,1.0150700000000001
216.984,66.47179,-0.13624,0.44732,1.0150299999999999
217.084,66.5041,-0.13624,0.44556,1.01499
217.184,66.53658,-0.13689,0.4443,1.01496
217.284,66.56891,-0.13887,0.44795,1.01492
217.384,66.60123,-0.13879,0.44561999999999996,1.01488
217.484,66.63365,-0.13757,0.44364,1.01484
217.584,66.66595,-0.13756,0.44138999999999995,1.0148
217.684,66.69816,-0.13756,0.4426,1.01476
217.784,66.7304,-0.13754,0.44511999999999996,1.01472
217.884,66.76263,-0.1382,0.44466999999999995,1.01468
217.984,66.79475,-0.13822,0.4511,1.01464
218.084,66.827,-0.13824,0.44691000000000003,1.0146
218.184,66.85904000000001,-0.14018,0.44821000000000005,1.0145600000000001
218.284,66.89093000000001,-0.14022,0.44616000000000006,1.01452
218.384,66.92305,-0.13885999999999998,0.4444,1.0144799999999998
218.484,66.95549,-0.13887,0.44725,1.01444
218.584,66.98796,-0.13887,0.45035,1.0144
218.684,67.02034,-0.14018,0.4509,1.01435
218.784,67.0525,-0.14019,0.45109,1.01431
218.884,67.08476999999999,-0.14019,0.4482,1.01427
218.984,67.11692,-0.14019,0.44582,1.01423
219.084,67.14918,-0.14019,0.44985,1.01419
219.184,67.18154,-0.14024,0.44738,1.01415
219.284,67.21378,-0.14078,0.44872,1.01411
219.384,67.2461,-0.14149,0.45068,1.01407
219.484,67.27854,-0.1415,0.44682,1.01403
219.584,67.31104,-0.1415,0.45176000000000005,1.01399
219.684,67.34356,-0.1415,0.44732,1.01395
219.784,67.37608,-0.14152,0.4557,1.01391
219.884,67.40844,-0.14248,0.44998999999999995,1.01387
219.984,67.44106,-0.14249,0.44956,1.01383
220.084,67.47357,-0.14349,0.45363000000000003,1.01379
220.184,67.50610999999999,-0.14264000000000002,0.4496,1.01375
220.284,67.53860999999999,-0.1425,0.44623,1.01371
220.384,67.57146999999999,-0.1425,0.45068,1.01367
220.484,67.60417,-0.14245,0.44866999999999996,1.01363
220.584,67.63667,-0.14384,0.45028999999999997,1.01359
220.684,67.66913000000001,-0.14381,0.45014,1.01355
220.784,67.70139,-0.14381,0.44792,1.0135100000000001
220.884,67.73379,-0.14381,0.45074,1.01347
220.984,67.76608,-0.14381,0.45121000000000006,1.0134299999999998
221.084,67.79866,-0.1451,0.44883999999999996,1.01339
221.184,67.83122,-0.14513,0.44436000000000003,1.01335
221.284,67.86367,-0.14513,0.45,1.0133
221.384,67.89627,-0.14513,0.45098999999999995,1.01326
221.484,67.92875,-0.14513,0.44948999999999995,1.01322
221.584,67.96095,-0.14481,0.44713,1.01318
221.684,67.99319,-0.14478,0.45247,1.01314
221.784,68.0255,-0.14374,0.45087,1.0131
221.884,68.0578,-0.14382999999999999,0.44933,1.01306
221.984,68.09013,-0.14515999999999998,0.44478999999999996,1.01302
222.084,68.12234000000001,-0.14514000000000002,0.44325,1.01298
222.184,68.15460999999999,-0.14520999999999998,0.44523999999999997,1.01294
222.284,68.18669,-0.14643,0.44766999999999996,1.0129
222.384,68.21914,-0.14744000000000002,0.44592,1.01286
222.484,68.25166999999999,-0.14776,0.44585,1.01282
222.584,68.28414000000001,-0.14776,0.44351,1.01278
222.684,68.31652,-0.14729,0.44387,1.01273
222.784,68.34885,-0.14677,0.44677,1.0126899999999999
222.884,68.38150999999999,-0.14677,0.44551,1.01265
222.984,68.41417,-0.14677,0.44859,1.01261
223.084,68.44691999999999,-0.14677,0.45508999999999994,1.01257
223.184,68.47932,-0.14677,0.4498,1.01253
223.284,68.51175,-0.14677,0.45178999999999997,1.01249
223.384,68.54422,-0.14677,0.44566999999999996,1.01245
223.484,68.57653,-0.14677,0.44535,1.01241
223.584,68.6089,-0.14677,0.4438,1.01237
223.684,68.64137,-0.14677,0.44691000000000003,1.01232
223.784,68.67399,-0.14676,0.44306,1.0122799999999998
223.884,68.70643000000001,-0.14753,0.4466,1.01224
223.984,68.73902,-0.14809,0.44323,1.0122
224.084,68.77156,-0.1495,0.44828,1.01216
224.184,68.80381,-0.14941,0.44613,1.0121200000000001
224.284,68.83632,-0.14941,0.44356999999999996,1.0120799999999999
224.384,68.86912,-0.14941,0.44403000000000004,1.01204
224.484,68.90158000000001,-0.14819000000000002,0.44736000000000004,1.012
224.584,68.93408000000001,-0.14965,0.44603000000000004,1.01195
224.684,68.96656999999999,-0.15072,0.44227,1.01191
224.784,68.99913000000001,-0.15073,0.44258000000000003,1.01187
224.884,69.0316,-0.15188,0.45238,1.01183
224.984,69.06401,-0.15205,0.4496,1.01179
225.084,69.09636,-0.15205,0.44716999999999996,1.01175
225.184,69.1287,-0.15205,0.44792,1.01171
225.284,69.16119,-0.15205,0.45053000000000004,1.01166
225.384,69.19362,-0.15205,0.44611000000000006,1.01162
225.484,69.22624,-0.15205,0.4456,1.01158
225.584,69.25887,-0.15205,0.4435,1.0115399999999999
225.684,69.29137,-0.15205,0.43743000000000004,1.0115
225.784,69.32393,-0.15205,0.44371000000000005,1.01146
225.884,69.35643,-0.15205,0.4504,1.01142
225.984,69.38894,-0.15236,0.44819,1.01137
226.084,69.42135999999999,-0.15337,0.45065,1.0113299999999998
226.184,69.45379,-0.15336,0.45174,1.01129
226.284,69.48665,-0.15336,0.45266999999999996,1.01125
226.384,69.51928000000001,-0.15336,0.45041000000000003,1.01121
226.484,69.5518,-0.15338,0.44968,1.0111700000000001
226.584,69.58442,-0.15417,0.45433999999999997,1.0111299999999999
226.684,69.61678,-0.15336,0.45642,1.01108
226.784,69.64936,-0.15336,0.44978999999999997,1.01104
226.884,69.6819,-0.15336,0.45059,1.011
226.984,69.71433,-0.15335,0.44943,1.01096
227.084,69.74694000000001,-0.15435,0.44673999999999997,1.01092
227.184,69.7795,-0.15467999999999998,0.4522,1.01088
227.284,69.81215,-0.15481,0.45548999999999995,1.01083
227.384,69.8447,-0.15599000000000002,0.45632,1.0107899999999999
227.484,69.87732,-0.156,0.45296000000000003,1.01075
227.584,69.90977,-0.156,0.45061,1.01071
227.684,69.94221,-0.156,0.45608000000000004,1.0106700000000002
227.784,69.97464000000001,-0.15591,0.45188999999999996,1.01062
227.884,70.00705,-0.15732000000000002,0.44827,1.01058
227.984,70.03956,-0.15732000000000002,0.45595,1.01054
228.084,70.07207,-0.15732000000000002,0.45333999999999997,1.0105
228.184,70.1045,-0.15732000000000002,0.45575,1.0104600000000001
228.284,70.13698000000001,-0.15779,0.45625,1.01042
228.384,70.16933,-0.15863,0.45461,1.01037
228.484,70.20166,-0.15863,0.45586000000000004,1.01033
228.584,70.23388,-0.15863,0.45648,1.01029
228.684,70.2661,-0.15863,0.45907,1.01025
228.784,70.29845999999999,-0.15863,0.45626000000000005,1.01021
228.884,70.33071,-0.1591,0.45403999999999994,1.01016
228.984,70.36296999999999,-0.15996,0.45278999999999997,1.0101200000000001
229.084,70.39528,-0.15995,0.45127,1.0100799999999999
229.184,70.42746,-0.15999000000000002,0.45371000000000006,1.01004
229.284,70.45966,-0.15932000000000002,0.45098999999999995,1.01
229.384,70.49174000000001,-0.15995,0.45833999999999997,1.00995
229.484,70.5237,-0.15995,0.45453000000000005,1.00991
229.584,70.55584,-0.15995,0.45203999999999994,1.00987
229.684,70.58796,-0.15995,0.45463000000000003,1.00983
229.784,70.62013,-0.15995,0.45241000000000003,1.00978
229.884,70.65231,-0.15995,0.4556,1.0097399999999999
229.984,70.68455,-0.15995,0.45646000000000003,1.0097
230.084,70.71668000000001,-0.16021,0.45974,1.00966
230.184,70.74884,-0.16028,0.45116999999999996,1.00962
230.284,70.78094,-0.16158,0.4538,1.00957
230.384,70.81316,-0.1618,0.45742,1.0095299999999998
230.484,70.84538,-0.16291,0.45356,1.00949
230.584,70.87765999999999,-0.16294,0.45226000000000005,1.00945
230.684,70.91001999999999,-0.16423,0.45943,1.0094
230.784,70.94225,-0.16293,0.46145,1.00936
230.884,70.97454,-0.16291,0.45674,1.00932
230.984,71.00679000000001,-0.16291,0.45776000000000006,1.00928
231.084,71.03902,-0.16323,0.45888999999999996,1.0092299999999998
231.184,71.07131,-0.16432,0.45743999999999996,1.00919
231.284,71.10365,-0.16554000000000002,0.45903999999999995,1.00915
231.384,71.13598,-0.16555,0.46183,1.00911
231.484,71.16835,-0.16555,0.46263000000000004,1.00906
231.584,71.20085999999999,-0.16555,0.45947,1.00902
231.684,71.23325,-0.16547,0.45198,1.00898
231.784,71.26565,-0.16695,0.45432,1.00894
231.884,71.29788,-0.16621,0.4621,1.00889
231.984,71.3302,-0.16621,0.46006,1.00885
232.084,71.3625,-0.16621,0.46003,1.00881
232.184,71.39482,-0.16621,0.45871999999999996,1.0087700000000002
232.284,71.42713,-0.16738,0.46543999999999996,1.00872
232.384,71.45957,-0.16752999999999998,0.45988999999999997,1.00868
232.484,71.49206,-0.16752999999999998,0.45929,1.00864
232.584,71.5244,-0.16752999999999998,0.46618000000000004,1.0086
232.684,71.5568,-0.16752999999999998,0.46178,1.00855
232.784,71.58912,-0.16752999999999998,0.46147,1.00851
232.884,71.62151999999999,-0.16752999999999998,0.46663999999999994,1.00847
232.984,71.65382,-0.16835,0.46674,1.00842
233.084,71.68632,-0.16919,0.46257,1.0083799999999998
233.184,71.71868,-0.16979,0.45786000000000004,1.00834
233.284,71.75095999999999,-0.17049,0.46746000000000004,1.0083
233.384,71.78329000000001,-0.17049,0.467,1.00825
233.484,71.81567,-0.17049,0.46362,1.00821
233.584,71.84805,-0.17049,0.47068000000000004,1.00817
233.684,71.88063000000001,-0.17049,0.47594,1.0081200000000001
233.784,71.91299000000001,-0.17049,0.46652,1.0080799999999999
233.884,71.94541,-0.1706,0.46693999999999997,1.00804
233.984,71.97782,-0.17182,0.46065,1.008
234.084,72.01031,-0.17278,0.4613,1.00795
234.184,72.0428,-0.1728,0.46451000000000003,1.00791
234.284,72.07538000000001,-0.1728,0.46325,1.00787
234.384,72.10785,-0.1728,0.46695,1.0078200000000002
234.484,72.14038000000001,-0.17284000000000002,0.46848999999999996,1.00778
234.584,72.17273,-0.17411,0.46152,1.0077399999999999
234.684,72.20519,-0.17413,0.46531999999999996,1.00769
234.784,72.2376,-0.17279,0.4669,1.00765
234.884,72.27015,-0.17411,0.46515,1.0076100000000001
234.984,72.30258,-0.17411,0.45888999999999996,1.00756
235.084,72.33513,-0.17507,0.45716,1.00752
235.184,72.36759,-0.17542,0.45721999999999996,1.00748
235.284,72.40014000000001,-0.17640999999999998,0.45965,1.0074299999999998
235.384,72.43267,-0.17642,0.45579,1.00739
235.484,72.46513,-0.17642,0.46181000000000005,1.00735
235.584,72.49772,-0.17642,0.45966999999999997,1.0073
235.684,72.53023,-0.17642,0.46205,1.00726
235.784,72.56273,-0.17643,0.45388999999999996,1.00722
235.884,72.5953,-0.17619,0.46337,1.0071700000000001
235.984,72.62791,-0.17543,0.46483,1.0071299999999999
236.084,72.66060999999999,-0.17693,0.46368000000000004,1.00709
236.184,72.69317,-0.17687999999999998,0.46371999999999997,1.00704
236.284,72.72578,-0.17895,0.46387,1.007
236.384,72.75836,-0.17915999999999999,0.46903,1.00696
236.484,72.79089,-0.17952,0.47112,1.00691
236.584,72.82327,-0.17953,0.46963,1.0068700000000002
236.684,72.8558,-0.18079,0.464,1.00683
236.784,72.88839,-0.18081,0.46921999999999997,1.00678
236.884,72.92099,-0.18081,0.472,1.00674
236.984,72.95357,-0.18081,0.46797,1.0067
237.084,72.98603,-0.18187,0.47318000000000005,1.00665
237.184,73.01863,-0.18213,0.4723,1.00661
237.284,73.05102,-0.18213,0.46846000000000004,1.00657
237.384,73.08346,-0.18215,0.4669,1.00652
237.484,73.11595,-0.18342,0.46433,1.0064799999999998
237.584,73.14862,-0.18345,0.47395,1.00644
237.684,73.18119,-0.18345,0.46841000000000005,1.00639
237.784,73.21365,-0.18345,0.46789,1.00635
237.884,73.24608,-0.18345,0.4675,1.0063
237.984,73.2786,-0.18345,0.46705,1.00626
238.084,73.31107,-0.18427000000000002,0.46958999999999995,1.0062200000000001
238.184,73.34365,-0.18475999999999998,0.47261000000000003,1.00617
238.284,73.37611,-0.1849,0.46076000000000006,1.00613
238.384,73.40858,-0.18608,0.4731,1.00609
238.484,73.44115,-0.18608,0.47292,1.00604
238.584,73.47377,-0.18607,0.46571,1.006
238.684,73.50650999999999,-0.18745,0.46985,1.00595
238.784,73.53911,-0.1874,0.47026,1.00591
238.884,73.57165,-0.18741,0.46608,1.00587
238.984,73.60384,-0.18671,0.47084,1.0058200000000002
239.084,73.6363,-0.18812,0.47136999999999996,1.00578
239.184,73.66875999999999,-0.18805999999999998,0.46648,1.00573
239.284,73.70130999999999,-0.18805999999999998,0.46479,1.00569
239.384,73.7339,-0.18807000000000001,0.45921000000000006,1.00565
239.484,73.76647,-0.18839,0.46918000000000004,1.0056
239.584,73.79907,-0.19035,0.47116,1.00556
239.684,73.83157,-0.19069,0.47585,1.0055100000000001
239.784,73.86419000000001,-0.19096,0.47148,1.00547
239.884,73.89667,-0.192,0.46868999999999994,1.0054299999999998
239.984,73.9292,-0.19069,0.4705,1.00538
240.084,73.96167,-0.19205999999999998,0.47517,1.00534
240.184,73.99419,-0.19201,0.4668,1.00529
240.284,74.02648,-0.19192,0.46906000000000003,1.00525
240.384,74.05888,-0.19333,0.46823000000000004,1.00521
240.484,74.09115,-0.19333,0.4806,1.00516
240.584,74.12353,-0.19355,0.47691000000000006,1.00512
240.684,74.15583000000001,-0.19464,0.46789,1.0050700000000001
240.784,74.18828,-0.19466,0.46795,1.0050299999999999
240.884,74.22071,-0.196,0.46521,1.00498
240.984,74.25304,-0.19595,0.46797,1.00494
241.084,74.28569,-0.19735,0.46915,1.0049
241.184,74.31826,-0.19727999999999998,0.46898999999999996,1.00485
241.284,74.35058000000001,-0.19727999999999998,0.46953999999999996,1.00481
241.384,74.38296,-0.19727999999999998,0.46426999999999996,1.00476
241.484,74.41526,-0.19727,0.47207,1.00472
241.584,74.44749,-0.19687000000000002,0.46798999999999996,1.0046700000000002
241.684,74.47981,-0.19827,0.4732,1.00463
241.784,74.51210999999999,-0.19824,0.46808999999999995,1.00458
241.884,74.54431,-0.19964,0.46883,1.00454
241.984,74.57655,-0.19959000000000002,0.46966,1.0045
242.084,74.60897,-0.19959000000000002,0.47091000000000005,1.00445
242.184,74.64126,-0.20098,0.476,1.00441
242.284,74.67365,-0.2009,0.4734,1.0043600000000001
242.384,74.70607,-0.20081,0.4676,1.00432
242.484,74.73845,-0.20222,0.47303,1.00427
242.584,74.77103000000001,-0.20222,0.47531,1.00423
242.684,74.80343,-0.20427,0.4683,1.0041799999999999
242.784,74.8358,-0.20453,0.46734,1.00414
242.884,74.86808,-0.20453,0.48186,1.00409
242.984,74.90041,-0.20457999999999998,0.4731,1.00405
243.084,74.93274,-0.20584000000000002,0.46756000000000003,1.00401
243.184,74.96504,-0.20586,0.47275,1.00396
243.284,74.99746,-0.20561,0.47661000000000003,1.0039200000000001
243.384,75.02991,-0.20551,0.47702,1.00387
243.484,75.06238,-0.20581,0.46691000000000005,1.00383
243.584,75.09503000000001,-0.20715999999999998,0.46847,1.00378
243.684,75.1277,-0.20801,0.46778000000000003,1.0037399999999999
243.784,75.16011,-0.20848000000000003,0.46898999999999996,1.00369
243.884,75.19263000000001,-0.20876999999999998,0.47548999999999997,1.00365
243.984,75.22514,-0.2098,0.47943,1.0036
244.084,75.2578,-0.21101999999999999,0.47675,1.00356
244.184,75.29032,-0.21111,0.47495,1.0035100000000001
244.284,75.32276999999999,-0.21111,0.4751,1.00347
244.384,75.3554,-0.21111,0.47345,1.00342
244.484,75.38792,-0.21105,0.46918999999999994,1.00338
244.584,75.42041,-0.21243,0.47061000000000003,1.0033299999999998
244.684,75.45300999999999,-0.21236,0.47358999999999996,1.00329
244.784,75.4855,-0.21375999999999998,0.46888,1.00324
244.884,75.51809,-0.21375,0.46838,1.0032
244.984,75.55079,-0.21381,0.46828000000000003,1.00315
245.084,75.58339000000001,-0.21508000000000002,0.46997,1.00311
245.184,75.61593,-0.21635,0.46957,1.00306
245.284,75.64856,-0.21638000000000002,0.46937,1.00302
245.384,75.68096,-0.21638000000000002,0.47218000000000004,1.0029700000000001
245.484,75.71353,-0.21638000000000002,0.47215,1.0029299999999999
245.584,75.74613000000001,-0.21679,0.47547,1.00288
245.684,75.77861999999999,-0.2177,0.47391000000000005,1.00284
245.784,75.81115,-0.2191,0.47748,1.00279
245.884,75.84387,-0.21902,0.47418999999999994,1.00275
245.984,75.87661999999999,-0.21893,0.47643,1.0027
246.084,75.90928000000001,-0.22034,0.47401000000000004,1.00266
246.184,75.94176,-0.22034,0.47575,1.00261
