##Temp./°C,Time/min,DSC(subtr.2)/mW,Mass loss(subtr.2)/mg,Sensit./(uV/mW)
48.505,10.01,0.03402055,-0.02437,1.0540200000000002
48.605,10.32494,0.05360041,-0.02451783,1.05399
48.705,10.39499,0.08445474,-0.02387111,1.05397
48.805,10.4422,0.09545348,-0.02419436,1.05395
48.905,10.47912,0.12264000000000001,-0.02497531,1.05393
49.005,10.51003,0.14986,-0.02613109,1.0539100000000001
49.105,10.53652,0.16702,-0.02587458,1.05389
49.205,10.56082,0.1946,-0.02566944,1.05387
49.305,10.58211,0.20968,-0.02551966,1.05385
49.405,10.60208,0.23438,-0.02496379,1.0538299999999998
49.505,10.62073,0.25568,-0.02537771,1.0538100000000001
49.605,10.63758,0.27253,-0.02605601,1.05379
49.705,10.653830000000001,0.28896,-0.02656052,1.05377
49.805,10.66971,0.30746999999999997,-0.02667395,1.05375
49.905,10.68497,0.32255,-0.0263825,1.0537299999999998
50.005,10.69893,0.34857,-0.02634611,1.0537100000000001
50.105,10.71299,0.3728,-0.02624206,1.05369
50.205,10.726410000000001,0.38566999999999996,-0.02609678,1.05367
50.305,10.73937,0.40426,-0.02601802,1.05365
50.405,10.75163,0.41991999999999996,-0.02603154,1.0536299999999998
50.505,10.763739999999999,0.43176000000000003,-0.0261537,1.05361
50.605,10.77538,0.44946,-0.02601304,1.05359
50.705,10.78685,0.46808,-0.02581848,1.0535700000000001
50.805,10.79769,0.48368999999999995,-0.02579569,1.05355
50.905,10.80841,0.50238,-0.02580447,1.0535299999999999
51.005,10.81903,0.51495,-0.02570882,1.0535
51.105,10.82921,0.5344899999999999,-0.02548099,1.05348
51.205,10.83925,0.54855,-0.02546718,1.05346
51.305,10.84902,0.56677,-0.0254711,1.05344
51.405,10.85874,0.58068,-0.02546267,1.05342
51.505,10.868360000000001,0.5955199999999999,-0.02545594,1.0534
51.605,10.87758,0.61765,-0.02557979,1.05338
51.705,10.88685,0.63285,-0.02542764,1.05336
51.805,10.8959,0.64507,-0.02535094,1.05334
