LABORATORY,FSRI 
TEST IDENT,VinylPF_HF50_3
OPERATOR,Dow
MATERIAL,Vinyl Plan Flooring
ORIENTATION,Horizontal
HEAT FLUX,50
SURF AREA,0.009999999776482582
C FACTOR,0.03772813454270363
SPEC HOLDER DIFF,-566
SPECIMEN MASS,16.200000762939453
SCAN TIME,0.25
O2 DELAY TIME,11
CO DELAY TIME,11
CO2 DELAY TIME,8
FLOW FACTOR,1
SCAN COUNT,756
TIME TO IGN,8.25
END OF TEST SCAN,276
END OF TEST TIME,69
TEST STATUS,1
PRE TEST CMT,Dimensions: 99.71 x 100.93 x 2.32 mm
