##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg),Integral(DSC (subtr.2), 2, 199.3..406.4°C)/%,DTG(subtr.)/(mg/min),Sensit./(uV/mW)
49.866,10.01,-0.06833,0.03956125,             ,0.0,1.07507,,
49.966,10.41547,-0.07003508,0.04491458,             ,-0.008827651,1.07502,,
50.066,10.5162,-0.07068282,0.0492181,             ,-0.001247381,1.0749600000000001,,
50.166,10.58445,-0.06883586,0.05582095,             ,0.03768045,1.07491,,
50.266,10.63942,-0.06907485,0.05884157,             ,-0.04524684,1.07486,,
50.366,10.68591,-0.07116213,0.06435934,             ,-0.02182389,1.07481,,
50.466,10.72783,-0.07122283,0.06883891,             ,-0.02250049,1.07476,,
50.566,10.76483,-0.07276874,0.07465868,             ,-0.01346978,1.0747,,
50.666,10.798680000000001,-0.07285586,0.07735819,             ,0.006201258,1.07465,,
50.766,10.83051,-0.07246956,0.08117037,             ,0.004569358,1.0746,,
50.866,10.86022,-0.07249404,0.08564828,             ,-0.002962355,1.07455,,
50.966,10.888860000000001,-0.07286183,0.09061483,             ,0.0011042410000000002,1.0745,,
51.066,10.915519999999999,-0.07256128,0.09467165,             ,0.01245819,1.07444,,
51.166,10.94094,-0.07173628,0.09877796,             ,0.01169837,1.07439,,
51.266,10.965710000000001,-0.07157754,0.10192999999999999,             ,5.93302e-05,1.07434,,
51.366,10.989289999999999,-0.072066,0.10561,             ,-0.005194738,1.07429,,
51.466,11.01225,-0.07205427,0.10820999999999999,             ,-0.007303834,1.07423,,
51.566,11.034510000000001,-0.07220103,0.11119000000000001,             ,-0.01738268,1.07418,,
51.666,11.05587,-0.0727208,0.11324000000000001,             ,-0.02434284,1.07413,,
51.766,11.07691,-0.07301329,0.11723,             ,-0.02177988,1.07408,,
51.866,11.09688,-0.07415327,0.12024000000000001,             ,-0.01762728,1.0740299999999998,,
51.966,11.116660000000001,-0.07427029,0.12255,             ,-0.01066445,1.07397,,
52.066,11.136,-0.07384786,0.12697999999999998,             ,0.002143968,1.07392,,
52.166,11.15509,-0.07423102,0.12837,             ,0.01373384,1.07387,,
52.266,11.17348,-0.07386762,0.13027,             ,0.01515198,1.07382,,
52.366,11.19158,-0.07275603,0.13242,             ,0.007549509,1.0737700000000001,,
52.466,11.20938,-0.07405462,0.13493,             ,0.00661099,1.07371,,
52.566,11.226989999999999,-0.07342673,0.13874,             ,0.02390026,1.07366,,
52.666,11.24425,-0.07285304,0.14272,             ,0.04566815,1.07361,,
52.766,11.261239999999999,-0.07148574,0.14303,             ,0.04470639,1.07356,,
52.866,11.27796,-0.06979008,0.14704,             ,0.01066757,1.07351,,
52.966,11.294410000000001,-0.07125395,0.14832,             ,-0.02883656,1.07345,,
53.066,11.31092,-0.07183576,0.15083,             ,-0.04022571,1.0734,,
53.166,11.327060000000001,-0.07331183,0.15258,             ,-0.01918596,1.07335,,
53.266,11.34309,-0.07288299,0.15645,             ,0.00978082,1.0733,,
53.366,11.35882,-0.07200247,0.15772,             ,0.02032837,1.07325,,
53.466,11.3743,-0.071811,0.16003,             ,0.006704361,1.0731899999999999,,
53.566,11.38996,-0.071412,0.16112,             ,-0.02431536,1.07314,,
53.666,11.40528,-0.07228325,0.16396,             ,-0.05431412,1.0730899999999999,,
53.766,11.42047,-0.07384078,0.16485999999999998,             ,-0.06742227,1.07304,,
53.866,11.43544,-0.07517265,0.16727,             ,-0.05762266,1.0729799999999998,,
53.966,11.45025,-0.07567142,0.16726,             ,-0.03647513,1.07293,,
54.066,11.4647,-0.07610994,0.17035,             ,-0.01688086,1.0728799999999998,,
54.166,11.47912,-0.07585679,0.17065,             ,-0.00490931,1.07283,,
54.266,11.493689999999999,-0.0759249,0.17206,             ,0.002268814,1.0727799999999998,,
54.366,11.50798,-0.07617241,0.17468,             ,0.007839263,1.0727200000000001,,
54.466,11.52218,-0.07565718,0.17619,             ,0.01229722,1.07267,,
54.566,11.53622,-0.07547234,0.17733,             ,0.01245645,1.0726200000000001,,
54.666,11.55011,-0.07535764,0.17809,             ,0.008026503,1.07257,,
54.766,11.564010000000001,-0.07511264,0.17982,             ,0.002114914,1.0725200000000001,,
54.866,11.57771,-0.07537048,0.18420999999999998,             ,-0.0026167720000000003,1.07246,,
54.966,11.59143,-0.07535261,0.18209,             ,-0.005501083,1.07241,,
55.066,11.60498,-0.07534294,0.18571,             ,-0.004807606,1.07236,,
55.166,11.61858,-0.07557394,0.18787,             ,0.003351549,1.07231,,
55.266,11.63187,-0.07618084,0.18909,             ,0.01648017,1.07226,,
55.366,11.64523,-0.07491795,0.19046,             ,0.02586359,1.0722,,
55.466,11.658560000000001,-0.07451188,0.18925,             ,0.02445689,1.07215,,
55.566,11.67181,-0.07399485,0.19259,             ,0.01603568,1.0721,,
55.666,11.685260000000001,-0.07465393,0.19267,             ,0.005098773,1.07205,,
55.766,11.698139999999999,-0.07341948,0.1945,             ,-0.0044993279999999995,1.072,,
55.866,11.71105,-0.07469689,0.19671,             ,-0.0109097,1.07194,,
55.966,11.72396,-0.07481837,0.1985,             ,-0.01528577,1.07189,,
56.066,11.73675,-0.07421993,0.19732,             ,-0.01877976,1.07184,,
56.166,11.74966,-0.07522082,0.19852999999999998,             ,-0.02248966,1.07179,,
56.266,11.76247,-0.07522687,0.19914,             ,-0.02124025,1.07174,,
56.366,11.77518,-0.07616983,0.2024,             ,-0.0146118,1.07168,,
56.466,11.787930000000001,-0.07561043,0.20453,             ,-0.007758898,1.0716299999999999,,
56.566,11.80057,-0.07541869,0.20338,             ,-0.002425907,1.07158,,
56.666,11.81316,-0.07642548,0.20509000000000002,             ,0.001244356,1.0715299999999999,,
56.766,11.8256,-0.07559676,0.206,             ,0.0036368670000000002,1.07148,,
56.866,11.8381,-0.07537968,0.20711999999999997,             ,0.00396782,1.07142,,
56.966,11.85052,-0.07611209,0.20913,             ,0.0009483511,1.0713700000000002,,
57.066,11.86285,-0.07525243,0.20826,             ,-0.002931977,1.07132,,
57.166,11.87515,-0.07542215,0.21033000000000002,             ,-0.003541784,1.0712700000000002,,
57.266,11.88744,-0.07654287,0.21204,             ,0.0003718278,1.07122,,
57.366,11.89966,-0.07571436,0.21223000000000003,             ,0.004817917,1.0711600000000001,,
57.466,11.91199,-0.07534982,0.21544000000000002,             ,0.003425698,1.07111,,
