##Temp./°C,Time/min,Mass loss(subtr.)/mg,DSC(subtr.2)/(mW/mg)
255.54,31.30973,-0.20956,0.39411
255.64,31.31931,-0.21083,0.39313
255.74,31.32889,-0.21083,0.39335
255.84,31.33848,-0.21108,0.39333
255.94,31.34799,-0.21225,0.3941
256.04,31.35756,-0.21239,0.39158
256.14,31.36715,-0.2123,0.39214
256.24,31.37675,-0.2128,0.39288
256.34,31.38626,-0.21363,0.39321
256.44,31.39582,-0.21379,0.39399
256.54,31.40542,-0.21409,0.391
256.64,31.41495,-0.2156,0.39134
256.74,31.4245,-0.21636,0.39394
256.84,31.43409,-0.21717,0.39295
256.94,31.44364,-0.21794,0.39284
257.04,31.45318,-0.21798,0.39204
257.14,31.46273,-0.21888,0.39131
257.24,31.47228,-0.21941,0.39316
257.34,31.48186,-0.21945,0.39184
257.44,31.49148,-0.22028,0.39119
257.54,31.50106,-0.22093,0.39
257.64,31.51063,-0.22101,0.38989
257.74,31.52022,-0.22211,0.391
257.84,31.52981,-0.22244,0.39047
257.94,31.53939,-0.22244,0.3934
258.04,31.54899,-0.22244,0.38978
258.14,31.55858,-0.22255,0.39355
258.24,31.56818,-0.22258,0.39124
258.34,31.57777,-0.22249,0.3918
258.44,31.58728,-0.22345,0.39352
258.54,31.59689,-0.22407,0.39258
258.64,31.60647,-0.22411,0.39292
258.74,31.61602,-0.22421,0.39318
258.84,31.62559,-0.22525,0.39178
258.94,31.63515,-0.22574,0.39198
259.04,31.64467,-0.22561,0.39183
259.14,31.65423,-0.22681,0.39
259.24,31.66385,-0.22756,0.39071
259.34,31.67343,-0.22787,0.39117
259.44,31.683,-0.22888,0.39032
259.54,31.69256,-0.22932,0.39079
259.64,31.7021,-0.23027,0.39066
259.74,31.71169,-0.2311,0.39125
259.84,31.72128,-0.23156,0.38962
259.94,31.73081,-0.23262,0.3883
260.04,31.74041,-0.23256,0.39027
260.14,31.74994,-0.23328,0.39115
260.24,31.7595,-0.23409,0.39063
260.34,31.76908,-0.23408,0.39179
260.44,31.77866,-0.23491,0.39128
260.54,31.78823,-0.23545,0.39072
260.64,31.79787,-0.23613,0.3901
260.74,31.80747,-0.23724,0.38886
260.84,31.81708,-0.23757,0.39125
260.94,31.82671,-0.23866,0.39128
261.04,31.83634,-0.23893,0.38938
261.14,31.84598,-0.23925,0.38893
261.24,31.8556,-0.24023,0.38947
261.34,31.86514,-0.24039,0.39063
261.44,31.87466,-0.24099,0.38876
261.54,31.88424,-0.2419,0.38723
261.64,31.89386,-0.24189,0.38879
261.74,31.90346,-0.24238,0.38822
261.84,31.91306,-0.24337,0.38697
261.94,31.92264,-0.24345,0.38768
262.04,31.93225,-0.24378,0.38845
262.14,31.94185,-0.24483,0.38935
262.24,31.95142,-0.24506,0.39007
262.34,31.96103,-0.2456,0.39174
262.44,31.97058,-0.24676,0.39089
262.54,31.98018,-0.24671,0.39007
262.64,31.98975,-0.24753,0.38995
262.74,31.99934,-0.24845,0.38976
262.84,32.00892,-0.24844,0.38901
262.94,32.0185,-0.24957,0.39002
263.04,32.02802,-0.25019,0.3886
263.14,32.03754,-0.25035,0.38908
263.24,32.04709,-0.25222,0.38999
263.34,32.05661,-0.25319,0.39179
263.44,32.0662,-0.25373,0.39242
263.54,32.07569,-0.25478,0.3906
263.64,32.08515,-0.25498,0.38972
263.74,32.09465,-0.25556,0.39039
263.84,32.10415,-0.25647,0.39044
263.94,32.11365,-0.25657,0.39018
264.04,32.1232,-0.25754,0.39182
264.14,32.13276,-0.25849,0.39225
264.24,32.14231,-0.25872,0.39082
264.34,32.15187,-0.26001,0.39102
264.44,32.1614,-0.26052,0.39095
264.54,32.17096,-0.26137,0.39277
264.64,32.18051,-0.26232,0.39054
264.74,32.19007,-0.26267,0.39112
264.84,32.19963,-0.26383,0.39233
264.94,32.20916,-0.2638,0.39081
265.04,32.21866,-0.26407,0.39053
265.14,32.22821,-0.26526,0.39359
265.24,32.23778,-0.26533,0.39299
265.34,32.24741,-0.2659,0.39299
265.44,32.25698,-0.26695,0.39391
265.54,32.26656,-0.26724,0.39125
265.64,32.27608,-0.26849,0.39281
265.74,32.28571,-0.26881,0.39241
265.84,32.29542,-0.26962,0.39218
265.94,32.30507,-0.27057,0.39121
266.04,32.31466,-0.27104,0.39159
266.14,32.32424,-0.27205,0.39328
266.24,32.33382,-0.27256,0.39246
266.34,32.34336,-0.27337,0.39217
266.44,32.35291,-0.27416,0.39189
266.54,32.36245,-0.27443,0.39156
266.64,32.372,-0.2757,0.39268
266.74,32.38158,-0.27621,0.39244
266.84,32.39116,-0.27709,0.39209
266.94,32.40072,-0.27801,0.39146
267.04,32.41024,-0.27839,0.39112
267.14,32.41984,-0.27974,0.39274
267.24,32.42941,-0.27971,0.39298
267.34,32.43894,-0.28078,0.39056
267.44,32.44847,-0.28124,0.39141
267.54,32.45794,-0.28145,0.39229
267.64,32.46747,-0.28272,0.39211
267.74,32.47701,-0.28289,0.39122
267.84,32.48655,-0.28336,0.39324
267.94,32.4961,-0.28445,0.3921
268.04,32.50562,-0.28522,0.39058
268.14,32.51515,-0.28618,0.39105
268.24,32.52469,-0.28659,0.39151
268.34,32.53425,-0.28766,0.39267
268.44,32.54381,-0.28841,0.39263
268.54,32.55335,-0.28885,0.39246
268.64,32.56288,-0.29015,0.39248
268.74,32.57242,-0.29062,0.39175
268.84,32.58192,-0.29159,0.39256
268.94,32.59139,-0.2925,0.39201
269.04,32.60091,-0.29298,0.39216
269.14,32.61039,-0.29436,0.39145
269.24,32.61993,-0.29433,0.39145
269.34,32.62942,-0.29552,0.39096
269.44,32.63894,-0.29603,0.3925
269.54,32.64845,-0.29673,0.3915
269.64,32.65795,-0.29783,0.39029
269.74,32.66749,-0.29811,0.39023
269.84,32.67698,-0.29954,0.39014
269.94,32.68644,-0.30051,0.38999
270.04,32.69596,-0.3024,0.39086
270.14,32.7055,-0.30315,0.39208
270.24,32.71503,-0.30428,0.39382
270.34,32.72453,-0.30507,0.39306
270.44,32.73406,-0.30617,0.39276
270.54,32.74357,-0.30733,0.39217
270.64,32.75303,-0.30798,0.39092
270.74,32.76254,-0.30895,0.39142
270.84,32.77207,-0.30915,0.39114
270.94,32.78161,-0.31043,0.39187
271.04,32.79121,-0.31083,0.39067
271.14,32.8008,-0.31156,0.39136
271.24,32.81038,-0.31232,0.39087
271.34,32.81995,-0.31271,0.3908
271.44,32.82949,-0.31417,0.39117
271.54,32.83905,-0.31415,0.39081
271.64,32.84864,-0.31529,0.39213
271.74,32.85809,-0.31585,0.39262
271.84,32.86767,-0.31673,0.39255
271.94,32.87725,-0.3188,0.39316
272.04,32.88686,-0.31929,0.3915
272.14,32.89651,-0.32059,0.39256
272.24,32.9061,-0.32112,0.39326
272.34,32.91564,-0.32239,0.39285
272.44,32.92521,-0.32306,0.39163
272.54,32.93477,-0.32428,0.39224
272.64,32.94431,-0.32461,0.39369
272.74,32.95388,-0.32462,0.39305
272.84,32.96351,-0.32524,0.39164
272.94,32.97312,-0.32565,0.39149
273.04,32.98264,-0.32681,0.3923
273.14,32.99213,-0.32755,0.39217
273.24,33.0017,-0.32872,0.39201
273.34,33.01123,-0.32996,0.39303
273.44,33.02073,-0.33213,0.39306
273.54,33.03025,-0.33268,0.39175
273.64,33.03983,-0.33395,0.39351
273.74,33.04942,-0.33458,0.39046
273.84,33.05892,-0.33584,0.39275
273.94,33.06859,-0.33647,0.39532
274.04,33.07811,-0.33772,0.3948
274.14,33.08767,-0.33833,0.39086
274.24,33.09718,-0.33896,0.39216
274.34,33.10666,-0.34,0.39347
274.44,33.1162,-0.34078,0.39265
274.54,33.12577,-0.34169,0.39226
274.64,33.13534,-0.34244,0.39295
274.74,33.14488,-0.34354,0.39327
274.84,33.15445,-0.3441,0.39334
274.94,33.16397,-0.34505,0.39353
275.04,33.17347,-0.34602,0.39453
275.14,33.183,-0.34669,0.39466
275.24,33.19255,-0.34775,0.39272
275.34,33.20213,-0.34855,0.39311
275.44,33.21163,-0.35007,0.39459
275.54,33.22119,-0.35051,0.39294
275.64,33.23076,-0.35199,0.39161
275.74,33.24035,-0.35236,0.39268
275.84,33.24989,-0.35404,0.39336
275.94,33.2594,-0.35431,0.39175
276.04,33.26896,-0.35592,0.39482
276.14,33.27848,-0.35621,0.39428
276.24,33.28805,-0.35788,0.39239
276.34,33.29762,-0.35824,0.39329
276.44,33.30716,-0.35974,0.39074
276.54,33.31673,-0.36021,0.39211
276.64,33.32631,-0.36216,0.39103
276.74,33.33582,-0.36301,0.39248
276.84,33.34531,-0.36436,0.39342
276.94,33.35484,-0.36523,0.39257
277.04,33.36437,-0.36623,0.39243
277.14,33.37389,-0.36719,0.39179
277.24,33.38343,-0.36803,0.3924
277.34,33.39296,-0.36911,0.39204
277.44,33.40248,-0.36916,0.39126
277.54,33.41202,-0.3697,0.39255
277.64,33.42159,-0.37039,0.38996
277.74,33.43112,-0.37197,0.38969
277.84,33.44061,-0.37237,0.39262
277.94,33.45,-0.37411,0.39056
278.04,33.45953,-0.37452,0.38988
278.14,33.46904,-0.37644,0.39198
278.24,33.47859,-0.37673,0.39125
278.34,33.48812,-0.37829,0.39189
278.44,33.49763,-0.37864,0.39011
278.54,33.50709,-0.38013,0.39092
278.64,33.51668,-0.38056,0.39322
278.74,33.52621,-0.3821,0.39167
278.84,33.53572,-0.38281,0.39067
278.94,33.5453,-0.38428,0.39163
279.04,33.55492,-0.38522,0.39141
279.14,33.5645,-0.38651,0.39085
279.24,33.57404,-0.3876,0.39074
279.34,33.58363,-0.38851,0.38959
279.44,33.59323,-0.38963,0.39013
279.54,33.60281,-0.39058,0.39106
279.64,33.61242,-0.3925,0.3898
279.74,33.62196,-0.39308,0.38989
279.84,33.63148,-0.39415,0.38936
279.94,33.64106,-0.3948,0.38944
280.04,33.65065,-0.39638,0.39098
280.14,33.66026,-0.39746,0.39368
280.24,33.66972,-0.39912,0.39082
280.34,33.6793,-0.39993,0.39166
280.44,33.68884,-0.4013,0.38862
280.54,33.69841,-0.4026,0.38965
280.64,33.70797,-0.40348,0.38969
280.74,33.71757,-0.40513,0.38942
280.84,33.72709,-0.40547,0.39113
280.94,33.73665,-0.40709,0.38969
281.04,33.7462,-0.40775,0.38985
281.14,33.75572,-0.40921,0.39132
281.24,33.76527,-0.41046,0.38926
281.34,33.77483,-0.41125,0.38781
281.44,33.78437,-0.41273,0.38795
281.54,33.79392,-0.41388,0.38783
281.64,33.80341,-0.41535,0.38833
281.74,33.81286,-0.4169,0.38966
281.84,33.8224,-0.41773,0.38944
281.94,33.83197,-0.41927,0.3882
282.04,33.84154,-0.42058,0.38937
282.14,33.85105,-0.42175,0.38854
282.24,33.86059,-0.42347,0.38787
282.34,33.87019,-0.42427,0.38788
282.44,33.87984,-0.4257,0.38879
282.54,33.88936,-0.42704,0.38802
282.64,33.89895,-0.42808,0.38862
282.74,33.90852,-0.42968,0.38886
282.84,33.91807,-0.43044,0.38884
282.94,33.92759,-0.43155,0.38872
283.04,33.93716,-0.43242,0.38523
283.14,33.94669,-0.43357,0.38901
283.24,33.95623,-0.43492,0.38839
283.34,33.96581,-0.4358,0.38734
283.44,33.97538,-0.4375,0.38926
283.54,33.98492,-0.43874,0.38912
283.64,33.99448,-0.43982,0.3878
283.74,34.00402,-0.441,0.38738
283.84,34.01358,-0.44211,0.38773
283.94,34.02318,-0.44335,0.38734
284.04,34.03274,-0.44435,0.38833
284.14,34.04228,-0.44585,0.38962
284.24,34.0518,-0.44714,0.38787
284.34,34.06137,-0.44838,0.38835
284.44,34.07093,-0.45016,0.38791
284.54,34.08049,-0.45082,0.38833
284.64,34.09001,-0.45232,0.38759
284.74,34.09953,-0.45449,0.38903
284.84,34.10903,-0.45573,0.38598
284.94,34.11853,-0.45731,0.38728
285.04,34.1281,-0.45807,0.38711
285.14,34.13765,-0.45934,0.38891
285.24,34.14717,-0.46078,0.38694
285.34,34.15675,-0.46176,0.38648
285.44,34.16632,-0.46358,0.38791
285.54,34.17584,-0.46463,0.38754
285.64,34.18536,-0.46564,0.38767
285.74,34.19491,-0.46723,0.3901
285.84,34.20445,-0.46832,0.38829
285.94,34.21402,-0.46988,0.38686
286.04,34.22363,-0.47135,0.38878
286.14,34.23325,-0.47224,0.38899
286.24,34.24285,-0.47382,0.38793
286.34,34.25243,-0.47503,0.3868
286.44,34.26206,-0.47643,0.38741
286.54,34.27166,-0.47832,0.38826
286.64,34.28126,-0.47915,0.3889
286.74,34.29084,-0.48084,0.38804
286.84,34.30043,-0.4822,0.3893
286.94,34.31006,-0.48332,0.38788
287.04,34.3197,-0.4851,0.388
287.14,34.32934,-0.48593,0.38781
287.24,34.33893,-0.48751,0.38765
287.34,34.34854,-0.48922,0.38739
287.44,34.35818,-0.49038,0.38938
287.54,34.36777,-0.49197,0.388
287.64,34.37734,-0.4928,0.38709
287.74,34.38698,-0.49382,0.3876
287.84,34.39658,-0.49531,0.38811
287.94,34.40617,-0.49651,0.38808
288.04,34.41577,-0.4985,0.3878
288.14,34.42533,-0.49983,0.38806
288.24,34.43489,-0.50104,0.38754
288.34,34.44445,-0.50273,0.38898
288.44,34.45402,-0.50459,0.38842
288.54,34.46363,-0.50712,0.38592
288.64,34.47321,-0.50892,0.38813
288.74,34.48276,-0.51006,0.38855
288.84,34.49233,-0.51202,0.38659
288.94,34.50197,-0.51358,0.38757
289.04,34.51161,-0.51524,0.3868
289.14,34.5212,-0.5175,0.38696
289.24,34.53075,-0.51849,0.38686
289.34,34.54033,-0.52038,0.38832
289.44,34.54992,-0.5217,0.38744
289.54,34.55952,-0.52181,0.38736
289.64,34.56909,-0.5233,0.38737
289.74,34.57861,-0.52413,0.38483
289.84,34.58811,-0.52564,0.38693
289.94,34.59751,-0.52717,0.38553
290.04,34.60697,-0.52815,0.38927
290.14,34.61655,-0.52999,0.38748
290.24,34.62618,-0.53101,0.3874
290.34,34.63581,-0.53208,0.3863
290.44,34.6454,-0.53366,0.38765
290.54,34.65497,-0.5348,0.38751
290.64,34.66455,-0.53695,0.38692
290.74,34.67412,-0.53875,0.38742
290.84,34.6837,-0.53998,0.38719
290.94,34.69331,-0.5421,0.38938
291.04,34.70293,-0.54366,0.38951
291.14,34.71251,-0.54537,0.38722
291.24,34.72209,-0.54725,0.3874
291.34,34.73171,-0.54809,0.38827
291.44,34.74133,-0.54981,0.38902
291.54,34.75094,-0.55114,0.38872
291.64,34.76051,-0.55228,0.38961
291.74,34.77006,-0.55404,0.38798
291.84,34.77967,-0.55484,0.38944
291.94,34.78936,-0.55626,0.38961
292.04,34.79908,-0.55807,0.38945
292.14,34.80885,-0.55944,0.38635
292.24,34.81856,-0.56201,0.38758
292.34,34.82816,-0.56313,0.38879
292.44,34.83772,-0.56477,0.38993
292.54,34.8473,-0.56686,0.38852
292.64,34.85692,-0.56829,0.38775
292.74,34.86654,-0.57066,0.38945
292.84,34.87609,-0.57203,0.38934
292.94,34.88566,-0.57353,0.38792
293.04,34.89526,-0.57562,0.38862
293.14,34.90484,-0.57704,0.38889
293.24,34.91442,-0.57891,0.38898
293.34,34.92399,-0.58046,0.38917
293.44,34.93355,-0.58152,0.38785
293.54,34.94314,-0.58324,0.38878
293.64,34.95274,-0.5844,0.39083
293.74,34.96233,-0.58588,0.39015
293.84,34.97196,-0.58761,0.38921
293.94,34.98162,-0.58804,0.3882
294.04,34.99123,-0.58994,0.38882
294.14,35.00084,-0.5919,0.38969
294.24,35.0104,-0.59348,0.39045
294.34,35.02,-0.59608,0.38922
294.44,35.02961,-0.59707,0.38855
294.54,35.0392,-0.59868,0.38898
294.64,35.04884,-0.60027,0.39093
294.74,35.05846,-0.6015,0.3905
294.84,35.06804,-0.60361,0.3893
294.94,35.07763,-0.60483,0.38953
295.04,35.08728,-0.60659,0.3901
295.14,35.09689,-0.60852,0.38924
295.24,35.10651,-0.60983,0.38831
295.34,35.11613,-0.61192,0.39017
295.44,35.1257,-0.61296,0.38956
295.54,35.13529,-0.614,0.3902
295.64,35.14491,-0.61613,0.39184
295.74,35.15448,-0.61777,0.39282
295.84,35.16406,-0.62007,0.39219
295.94,35.17371,-0.62215,0.39045
296.04,35.18328,-0.62342,0.39088
296.14,35.19272,-0.62557,0.3905
296.24,35.20218,-0.62715,0.38982
296.34,35.21167,-0.62874,0.39311
296.44,35.2213,-0.6308,0.39402
296.54,35.23093,-0.63182,0.39127
296.64,35.24052,-0.63362,0.39236
296.74,35.25016,-0.63548,0.39196
296.84,35.25974,-0.63756,0.39512
296.94,35.26932,-0.6406,0.39475
297.04,35.27896,-0.64175,0.39093
297.14,35.28854,-0.6437,0.39151
297.24,35.29808,-0.64596,0.39446
297.34,35.30769,-0.64749,0.39471
297.44,35.31727,-0.65021,0.39324
297.54,35.32688,-0.65154,0.39367
297.64,35.33651,-0.65306,0.39327
297.74,35.34612,-0.65497,0.39512
297.84,35.35565,-0.65659,0.39575
297.94,35.36527,-0.65957,0.39684
298.04,35.3748,-0.66154,0.39538
298.14,35.38428,-0.66289,0.39624
298.24,35.39391,-0.66515,0.39731
298.34,35.40363,-0.66672,0.39614
298.44,35.41336,-0.66886,0.39646
298.54,35.42302,-0.67111,0.39559
298.64,35.43259,-0.67229,0.39778
298.74,35.44215,-0.67454,0.39961
298.84,35.45174,-0.67638,0.39788
298.94,35.46132,-0.67806,0.39809
299.04,35.47093,-0.68034,0.39784
299.14,35.48052,-0.68135,0.39764
299.24,35.49011,-0.68335,0.39871
299.34,35.49973,-0.68529,0.39674
299.44,35.50937,-0.6868,0.39971
299.54,35.51893,-0.68955,0.39818
299.64,35.52851,-0.69073,0.39696
299.74,35.53815,-0.69265,0.39737
299.84,35.54776,-0.69457,0.39715
299.94,35.55735,-0.69571,0.39848
300.04,35.56702,-0.69837,0.39981
300.14,35.5766,-0.69993,0.40055
300.24,35.5863,-0.70164,0.4006
300.34,35.5959,-0.70382,0.4009
300.44,35.6055,-0.70532,0.39922
300.54,35.61507,-0.70729,0.3987
300.64,35.62465,-0.70878,0.40024
300.74,35.63427,-0.71007,0.4023
300.84,35.64386,-0.71211,0.40133
300.94,35.65347,-0.71364,0.40148
301.04,35.66309,-0.71601,0.4034
301.14,35.67266,-0.71862,0.40323
301.24,35.68223,-0.71989,0.40439
301.34,35.69183,-0.72232,0.40439
301.44,35.70133,-0.72428,0.40557
301.54,35.71092,-0.72619,0.40443
301.64,35.72049,-0.72904,0.4049
301.74,35.73009,-0.73033,0.40429
301.84,35.73968,-0.73262,0.40458
301.94,35.74919,-0.73479,0.40536
302.04,35.75872,-0.73644,0.40615
302.14,35.76827,-0.7392,0.40654
302.24,35.77787,-0.74036,0.40743
302.34,35.78742,-0.74201,0.40836
302.44,35.79699,-0.74483,0.40619
302.54,35.80656,-0.74714,0.40532
302.64,35.81613,-0.75021,0.40624
302.74,35.82574,-0.75181,0.40802
302.84,35.8353,-0.75322,0.40961
302.94,35.84485,-0.75532,0.40906
303.04,35.85442,-0.75677,0.40704
303.14,35.86395,-0.75894,0.40648
303.24,35.87348,-0.76099,0.40809
303.34,35.88306,-0.76215,0.40869
303.44,35.89263,-0.76369,0.40894
303.54,35.90219,-0.76474,0.41141
303.64,35.91182,-0.76668,0.41128
303.74,35.92142,-0.76921,0.40961
303.84,35.93101,-0.77055,0.41189
303.94,35.94055,-0.77304,0.41196
304.04,35.95018,-0.77556,0.41049
304.14,35.95977,-0.77741,0.41061
304.24,35.96942,-0.78059,0.41041
304.34,35.97901,-0.78225,0.41005
304.44,35.98855,-0.78548,0.41079
304.54,35.99813,-0.78792,0.41138
304.64,36.00771,-0.78951,0.40992
304.74,36.01728,-0.79234,0.41196
304.84,36.02684,-0.79385,0.41339
304.94,36.03642,-0.79561,0.41124
305.04,36.046,-0.79816,0.41016
305.14,36.0556,-0.79988,0.41137
305.24,36.06519,-0.80247,0.41301
305.34,36.07478,-0.80434,0.4136
305.44,36.08437,-0.80567,0.41391
305.54,36.09396,-0.80781,0.41454
305.64,36.10355,-0.80925,0.41346
305.74,36.11315,-0.81127,0.41316
305.84,36.12274,-0.81359,0.41362
305.94,36.13229,-0.81512,0.41258
306.04,36.14189,-0.81801,0.4141
306.14,36.1515,-0.82057,0.4154
306.24,36.16107,-0.82264,0.41528
306.34,36.17067,-0.82502,0.41374
306.44,36.18025,-0.82784,0.41254
306.54,36.18982,-0.83082,0.41422
306.64,36.1994,-0.83246,0.41492
306.74,36.20898,-0.83435,0.41475
306.84,36.21859,-0.83654,0.41497
306.94,36.2282,-0.83911,0.41403
307.04,36.23777,-0.84084,0.41212
307.14,36.24734,-0.84275,0.41479
307.24,36.25694,-0.84492,0.41155
307.34,36.26654,-0.84738,0.41285
307.44,36.27615,-0.84926,0.41613
307.54,36.28571,-0.85092,0.41546
307.64,36.29527,-0.85294,0.41478
307.74,36.30491,-0.85547,0.41521
307.84,36.3145,-0.85763,0.41484
307.94,36.32405,-0.85961,0.41478
308.04,36.33363,-0.86217,0.41508
308.14,36.34321,-0.86499,0.41631
308.24,36.35277,-0.8675,0.4175
308.34,36.36231,-0.86944,0.41762
308.44,36.37188,-0.87137,0.418
308.54,36.38143,-0.87372,0.41636
308.64,36.391,-0.87614,0.41759
308.74,36.40065,-0.87801,0.4192
308.84,36.41025,-0.88016,0.41752
308.94,36.41984,-0.88262,0.41657
309.04,36.42944,-0.88535,0.41925
309.14,36.43907,-0.88735,0.41788
309.24,36.44869,-0.88945,0.42017
309.34,36.45828,-0.89184,0.42061
309.44,36.46782,-0.8944,0.41941
309.54,36.4774,-0.89635,0.41937
309.64,36.48698,-0.89837,0.41721
309.74,36.49663,-0.90071,0.41848
309.84,36.50621,-0.90348,0.41909
309.94,36.51574,-0.9056,0.41982
310.04,36.52531,-0.90753,0.42125
310.14,36.53489,-0.90982,0.4204
310.24,36.54449,-0.91247,0.4187
310.34,36.55408,-0.91469,0.41901
310.44,36.56366,-0.9167,0.42019
310.54,36.57323,-0.91907,0.41971
310.64,36.58274,-0.92165,0.41898
310.74,36.59231,-0.92412,0.41965
310.84,36.60187,-0.92583,0.41938
310.94,36.61129,-0.92828,0.41947
311.04,36.6208,-0.9314,0.42227
311.14,36.63037,-0.93367,0.42198
311.24,36.63992,-0.93544,0.41906
311.34,36.64948,-0.93768,0.4198
311.44,36.65907,-0.94031,0.42
311.54,36.66866,-0.94338,0.42072
311.64,36.67827,-0.94552,0.42259
311.74,36.68786,-0.94779,0.42147
311.84,36.69746,-0.95037,0.42074
311.94,36.70704,-0.95318,0.42053
312.04,36.71667,-0.95522,0.42221
312.14,36.72623,-0.95721,0.4221
312.24,36.73583,-0.95951,0.42164
312.34,36.74544,-0.96226,0.42291
312.44,36.75503,-0.96446,0.42102
312.54,36.76459,-0.96643,0.42147
312.64,36.77421,-0.96881,0.42294
312.74,36.78385,-0.97159,0.42252
312.84,36.79349,-0.97414,0.42248
312.94,36.80309,-0.97623,0.42333
313.04,36.8127,-0.97865,0.4249
313.14,36.82243,-0.98154,0.42405
313.24,36.83207,-0.98438,0.42343
313.34,36.84166,-0.98642,0.42323
313.44,36.85126,-0.9888,0.42351
313.54,36.86085,-0.99139,0.42333
313.64,36.87042,-0.99405,0.42214
313.74,36.87999,-0.9959,0.42227
313.84,36.88958,-0.99813,0.42458
313.94,36.89914,-1.00055,0.42396
314.04,36.90871,-1.0033,0.42356
314.14,36.91828,-1.0052,0.42441
314.24,36.92786,-1.00747,0.42377
314.34,36.93748,-1.00994,0.42548
314.44,36.94712,-1.01301,0.42462
314.54,36.95672,-1.0153,0.42404
314.64,36.96633,-1.0175,0.42438
314.74,36.97598,-1.02001,0.42629
314.84,36.98559,-1.02314,0.42713
314.94,36.99522,-1.02563,0.42404
315.04,37.00486,-1.02783,0.42441
315.14,37.01449,-1.03036,0.42637
315.24,37.02417,-1.03337,0.42546
315.34,37.03381,-1.03589,0.42513
315.44,37.04345,-1.03778,0.42572
315.54,37.05307,-1.04014,0.42437
315.64,37.06265,-1.0429,0.42437
315.74,37.07228,-1.0456,0.42595
315.84,37.08193,-1.04775,0.4251
315.94,37.09159,-1.05049,0.42656
316.04,37.10124,-1.05346,0.42508
316.14,37.11088,-1.05636,0.42466
316.24,37.12051,-1.0582,0.42411
316.34,37.13014,-1.06059,0.42612
316.44,37.13973,-1.06337,0.42427
316.54,37.14932,-1.06652,0.42438
316.64,37.15893,-1.06894,0.42441
316.74,37.16853,-1.07166,0.42398
316.84,37.17817,-1.07449,0.42553
316.94,37.1878,-1.07761,0.42551
317.04,37.19743,-1.07983,0.42566
317.14,37.20704,-1.08205,0.42553
317.24,37.21666,-1.08461,0.42557
317.34,37.22625,-1.08745,0.42411
317.44,37.23583,-1.08948,0.42629
317.54,37.24536,-1.09136,0.42573
317.64,37.25489,-1.09368,0.42446
317.74,37.26452,-1.09662,0.42652
317.84,37.27416,-1.09933,0.42649
317.94,37.28376,-1.10167,0.42622
318.04,37.29334,-1.1045,0.42514
318.14,37.30293,-1.10797,0.42435
318.24,37.31257,-1.11117,0.42679
318.34,37.3222,-1.1134,0.42515
318.44,37.33182,-1.11603,0.42404
318.54,37.34149,-1.11906,0.42628
318.64,37.35117,-1.12217,0.42582
318.74,37.36085,-1.12421,0.4251
318.84,37.37048,-1.12659,0.42816
318.94,37.38015,-1.12962,0.4257
319.04,37.38979,-1.13358,0.42543
319.14,37.39939,-1.1354,0.42638
319.24,37.40899,-1.13762,0.42542
319.34,37.4186,-1.14033,0.42577
319.44,37.4282,-1.14362,0.42634
319.54,37.43783,-1.14602,0.42466
319.64,37.44741,-1.14847,0.42463
319.74,37.45711,-1.15135,0.42458
319.84,37.46679,-1.15472,0.42477
319.94,37.47645,-1.15706,0.42548
320.04,37.48613,-1.15937,0.42436
320.14,37.49579,-1.16171,0.42518
320.24,37.50545,-1.16442,0.42434
320.34,37.51512,-1.16706,0.42486
320.44,37.52472,-1.16949,0.42639
320.54,37.53432,-1.17209,0.42543
320.64,37.54395,-1.17511,0.42625
320.74,37.55353,-1.17774,0.42622
320.84,37.56309,-1.17984,0.42512
320.94,37.57274,-1.18295,0.42665
321.04,37.58236,-1.18672,0.42766
321.14,37.59194,-1.18975,0.42848
321.24,37.60157,-1.19215,0.42834
321.34,37.61117,-1.19498,0.42832
321.44,37.62083,-1.19813,0.42664
321.54,37.63047,-1.2012,0.42602
321.64,37.6401,-1.20337,0.42757
321.74,37.64969,-1.20593,0.42855
321.84,37.65935,-1.20891,0.42703
321.94,37.66896,-1.21208,0.42786
322.04,37.67862,-1.21443,0.42631
322.14,37.68821,-1.21702,0.42724
322.24,37.69784,-1.21993,0.42662
322.34,37.70744,-1.22323,0.42709
322.44,37.71705,-1.22585,0.42846
322.54,37.72664,-1.22865,0.42812
322.64,37.73626,-1.23182,0.42701
322.74,37.74593,-1.23548,0.42675
322.84,37.75552,-1.23827,0.426
322.94,37.76515,-1.24072,0.42478
323.04,37.77477,-1.24351,0.42545
323.14,37.78432,-1.24686,0.42799
323.24,37.79392,-1.24986,0.42975
323.34,37.80352,-1.25213,0.42935
323.44,37.81311,-1.25436,0.42767
323.54,37.82276,-1.25711,0.42718
323.64,37.83237,-1.26017,0.42754
323.74,37.84197,-1.26243,0.42669
323.84,37.85159,-1.26517,0.42723
323.94,37.86122,-1.26824,0.42807
324.04,37.87084,-1.27141,0.42735
324.14,37.88047,-1.27378,0.42774
324.24,37.89008,-1.27634,0.42697
324.34,37.8997,-1.27923,0.42701
324.44,37.90929,-1.28249,0.42583
324.54,37.9189,-1.28532,0.42504
324.64,37.92856,-1.28881,0.42761
324.74,37.93816,-1.29207,0.42673
324.84,37.94782,-1.29571,0.42557
324.94,37.95742,-1.29827,0.42602
325.04,37.96703,-1.30082,0.42641
325.14,37.97669,-1.30361,0.42488
325.24,37.9863,-1.30678,0.42648
